source_file,theta_cmd_deg,direction_sign,esc_us,t_s,position_m,velocity_mps,acceleration_mps2,theta_rad,thrust_N,rail_force_N,friction_residual_N,velocity_sign,dynamic_fit_N,spatial_residual_N
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.23999999999997,-0.0367996494389789,-0.100683681173851,-0.0671674122231334,-0.670635999999999,1.96649965446161,-1.22214880277022,-1.1916816645858,-1,-1.36198983363542,0.170308169049613
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.25999999999997,-0.0389135077086394,-0.103128503045802,-0.0217597239062955,-0.670635999999999,1.96649973252615,-1.22214885128611,-1.21227864052221,-1,-1.36774397690061,0.155465336378401
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.27999999999997,-0.0410427956007061,-0.101554070130103,0.119543607162874,-0.670635999999999,1.96649979295424,-1.22214888884122,-1.2763738690503,-1,-1.36403838482361,0.0876645157733174
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.29999999999997,-0.0429560687790848,-0.0983467587592874,0.198579959698554,-0.670635999999999,1.96649983973032,-1.22214891791182,-1.31222478763109,-1,-1.35648964299686,0.0442648553657701
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.31999999999997,-0.0448384827126511,-0.0936108717421612,0.26635430636951,-0.670635999999999,1.96649987593868,-1.22214894041475,-1.34296725378396,-1,-1.34534323895942,0.0023759851754559
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.33999999999997,-0.0466746077789984,-0.0876925865045072,0.31194182711533,-0.670635999999999,1.9664999039668,-1.22214895783379,-1.3636457706133,-1,-1.33141393738843,-0.0322318332248763
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.35999999999997,-0.0483718662436893,-0.0811331986575483,0.325226947806043,-0.670635999999999,1.96649992566276,-1.22214897131749,-1.36967191484231,-1,-1.31597573396084,-0.0536961808814727
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.37999999999997,-0.0500382654635676,-0.0746835085922658,0.309064508251687,-0.670635999999999,1.96649994245714,-1.22214898175493,-1.3623406426979,-1,-1.30079571570366,-0.0615449269942347
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.39999999999997,-0.0514732203473517,-0.0687706183274811,0.279122408826919,-0.670635999999999,1.96649995545731,-1.22214898983433,-1.34875891447822,-1,-1.286879111764,-0.0618798027142213
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.41999999999997,-0.0526921605174478,-0.0635186122391893,0.240458436596717,-0.670635999999999,1.96649996552046,-1.22214899608843,-1.3312209429287,-1,-1.27451796766249,-0.0567029752662065
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.43999999999997,-0.0538802414427314,-0.0591522808636126,0.174010354089489,-0.670635999999999,1.96649997331013,-1.22214900092958,-1.30108009754457,-1,-1.26424135137128,-0.0368387461732935
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.45999999999997,-0.0550220335007962,-0.0565581980756099,0.0665604777753553,-0.670635999999999,1.96649997933994,-1.22214900467702,-1.25234083739592,-1,-1.25813590697257,0.00579506957664999
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.47999999999997,-0.0561483959364546,-0.0564898617525985,-0.0523087577788809,-0.670635999999999,1.96649998400749,-1.22214900757783,-1.19842175504933,-1,-1.25797507030903,0.0595533152597056
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.49999999999997,-0.0573827657289571,-0.058650548386765,-0.145641788418264,-0.670635999999999,1.96649998762054,-1.22214900982328,-1.15608589459676,-1,-1.26306047165742,0.106974577060664
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.51999999999997,-0.0585091281646156,-0.0623155332893289,-0.202558752189675,-0.670635999999999,1.96649999041733,-1.22214901156144,-1.13026836156821,-1,-1.2716863958755,0.141418034307291
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.53999999999997,-0.0597280683347117,-0.0667528984743519,-0.236547081266457,-0.670635999999999,1.96649999258226,-1.22214901290691,-1.11485125684445,-1,-1.28213019764591,0.167278940801459
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.55999999999997,-0.0611630232184958,-0.071777416539987,-0.274806430531456,-0.670635999999999,1.96649999425809,-1.22214901394841,-1.09749681705934,-1,-1.2939559249596,0.196459107900252
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.57999999999997,-0.0626442669694987,-0.0777451556956099,-0.320596262759883,-0.670635999999999,1.96649999555531,-1.22214901475462,-1.07672654996673,-1,-1.30800162148446,0.23127507151773
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.59999999999997,-0.064310666189377,-0.084601267050382,-0.346289821050052,-0.670635999999999,1.96649999655946,-1.22214901537868,-1.06507195255038,-1,-1.3241381946353,0.259066242084924
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.61999999999997,-0.0660850727660993,-0.0915967485376117,-0.32270929380037,-0.670635999999999,1.96649999733675,-1.22214901586176,-1.07576808019391,-1,-1.34060278992888,0.264834709734969
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.63999999999997,-0.0678749089652278,-0.0975096388023965,-0.25145069381799,-0.670635999999999,1.96649999793844,-1.22214901623569,-1.10809098151985,-1,-1.35451939386854,0.246428412348684
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.65999999999996,-0.0698807598780443,-0.101654776290331,-0.156723961853998,-0.670635999999999,1.96649999840419,-1.22214901652515,-1.15105902742818,-1,-1.36427540727514,0.213216379846964
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.67999999999996,-0.072010047770111,-0.103778597276556,-0.0654365250942212,-0.670635999999999,1.96649999876472,-1.22214901674921,-1.19246700896647,-1,-1.36927404147609,0.17680703250962
2026_05_29_friction_sweep_log_set01_08.csv,39.260652,1,1550,1.69999999999996,-0.0741239060397714,-0.1042722372941,0.0250641447887426,-0.670635999999999,1.96649999904379,-1.22214901692266,-1.23351811299883,-1,-1.37043587474295,0.136917761744126
