t_ms,t_s,phase,count,p_m,p_ref_m,v_mps,theta_hat_rad,T_hat_N,theta_cmd_rad,T_cmd_N,servo_us,esc_us
17816,17.816,control,-8038,0.06940,0.10000,-0.22731,0.57009,2.57400,0.66193,2.57400,1000,1700
17836,17.836,control,-7717,0.06445,0.10000,-0.23182,0.64537,2.57400,0.67555,2.57400,1000,1700
17856,17.856,control,-7439,0.06016,0.10000,-0.21871,0.67011,2.57400,0.66018,2.57400,1000,1700
17876,17.876,control,-7198,0.05644,0.10000,-0.19684,0.66197,2.57400,0.63339,2.57400,1000,1700
17896,17.896,control,-7007,0.05349,0.10000,-0.17041,0.63855,2.57400,0.59436,2.57400,1000,1700
17916,17.916,control,-6909,0.05198,0.10000,-0.13839,0.60233,2.57400,0.53107,2.57400,1015,1700
17936,17.936,control,-6949,0.05260,0.10000,-0.09444,0.54392,2.57400,0.42209,2.57400,1084,1700
17983,17.983,control,-7574,0.06224,0.10000,0.01228,0.44406,2.57400,0.04265,2.57400,1323,1700
18002,18.002,control,-7866,0.06675,0.10000,0.09646,0.11503,2.57400,-0.04801,2.57400,1380,1700
18022,18.022,control,-8219,0.07220,0.10000,0.17043,-0.01861,2.57400,-0.25269,2.57400,1508,1700
18042,18.042,control,-8589,0.07790,0.10000,0.22826,-0.21048,2.57400,-0.36639,2.57400,1580,1700
18062,18.062,control,-8968,0.08375,0.10000,0.21904,-0.33828,2.57400,-0.30753,2.57400,1543,1700
18082,18.082,control,-9318,0.08915,0.10000,0.22254,-0.31307,2.57400,-0.39326,2.57400,1597,1700
18102,18.102,control,-9608,0.09363,0.10000,0.21678,-0.37880,2.57400,-0.37504,2.57400,1585,1700
18122,18.122,control,-9830,0.09705,0.10000,0.19907,-0.37572,2.57400,-0.35520,2.57400,1573,1700
18143,18.143,control,-9959,0.09904,0.10000,0.16676,-0.35890,2.57400,-0.28227,2.57400,1527,1700
18163,18.163,control,-9902,0.09816,0.10000,0.11310,-0.29609,2.57400,-0.14194,2.57400,1439,1700
18184,18.184,control,-9630,0.09397,0.10000,0.03631,-0.16974,2.57400,0.06403,2.57400,1309,1700
18203,18.203,control,-9287,0.08867,0.10000,-0.04776,0.02187,2.57400,0.25927,2.57400,1186,1700
18223,18.223,control,-8940,0.08332,0.10000,-0.12439,0.21646,2.57400,0.42878,2.57400,1080,1700
18243,18.243,control,-8623,0.07843,0.10000,-0.17546,0.39049,2.57400,0.52438,2.57400,1020,1700
18263,18.263,control,-8361,0.07439,0.10000,-0.18970,0.50024,2.57400,0.53599,2.57400,1012,1700
18283,18.283,control,-8170,0.07144,0.10000,-0.17755,0.52955,2.57400,0.50653,2.57400,1031,1700
18303,18.303,control,-8049,0.06957,0.10000,-0.14950,0.51068,2.57400,0.44769,2.57400,1068,1700
18323,18.323,control,-7984,0.06857,0.10000,-0.11387,0.45905,2.57400,0.37809,2.57400,1112,1700
18343,18.343,control,-8001,0.06883,0.10000,-0.07304,0.39269,2.57400,0.28865,2.57400,1168,1700
18363,18.363,control,-8219,0.07220,0.10000,-0.01662,0.30741,2.57400,0.12907,2.57400,1268,1700
18383,18.383,control,-8539,0.07713,0.10000,0.04794,0.16123,2.57400,-0.03070,2.57400,1369,1700
18404,18.404,control,-8893,0.08259,0.10000,0.11256,0.00391,2.57400,-0.18833,2.57400,1468,1700
18423,18.423,control,-9251,0.08812,0.10000,0.16878,-0.15366,2.57400,-0.31896,2.57400,1550,1700
18443,18.443,control,-9580,0.09319,0.10000,0.19763,-0.28915,2.57400,-0.37103,2.57400,1583,1700
18463,18.463,control,-9863,0.09756,0.10000,0.20229,-0.35627,2.57400,-0.38474,2.57400,1591,1700
18483,18.483,control,-10070,0.10076,0.10000,0.18781,-0.37961,2.57400,-0.35444,2.57400,1572,1700
18503,18.503,control,-10173,0.10234,0.10000,0.15593,-0.35898,2.57400,-0.28140,2.57400,1526,1700
18523,18.523,control,-10193,0.10265,0.10000,0.11299,-0.29539,2.57400,-0.18907,2.57400,1468,1700
18543,18.543,control,-10029,0.10012,0.10000,0.05183,-0.20824,2.57400,-0.02405,2.57400,1365,1700
18563,18.563,control,-9746,0.09576,0.10000,-0.01945,-0.05726,2.57400,0.14831,2.57400,1256,1700
18583,18.583,control,-9421,0.09074,0.10000,-0.08706,0.11124,2.57400,0.30314,2.57400,1159,1700
18603,18.603,control,-9088,0.08560,0.10000,-0.14546,0.26854,2.57400,0.43709,2.57400,1075,1700
18624,18.624,control,-8773,0.08074,0.10000,-0.17930,0.40669,2.57400,0.50129,2.57400,1034,1700
18643,18.643,control,-8519,0.07682,0.10000,-0.18631,0.48423,2.57400,0.51068,2.57400,1028,1700
18663,18.663,control,-8334,0.07397,0.10000,-0.17330,0.50591,2.57400,0.48277,2.57400,1046,1700
18683,18.683,control,-8217,0.07216,0.10000,-0.14606,0.48694,2.57400,0.42602,2.57400,1082,1700
18703,18.703,control,-8175,0.07152,0.10000,-0.10841,0.43701,2.57400,0.34490,2.57400,1133,1700
18723,18.723,control,-8255,0.07275,0.10000,-0.06104,0.36151,2.57400,0.23032,2.57400,1205,1700
18743,18.743,control,-8549,0.07729,0.10000,0.00491,0.25398,2.57400,0.04300,2.57400,1322,1700
18763,18.763,control,-8906,0.08280,0.10000,0.07589,0.08105,2.57400,-0.12490,2.57400,1428,1700
18783,18.783,control,-9263,0.08830,0.10000,0.14028,-0.08776,2.57400,-0.27416,2.57400,1522,1700
18803,18.803,control,-9624,0.09387,0.10000,0.18995,-0.24055,2.57400,-0.38724,2.57400,1593,1700
18823,18.823,control,-9957,0.09901,0.10000,0.20906,-0.36079,2.57400,-0.41886,2.57400,1613,1700
18865,18.865,control,-10374,0.10545,0.10000,0.22127,-0.40839,2.57400,-0.49264,2.57400,1659,1700
18884,18.884,control,-10469,0.10691,0.10000,0.19664,-0.47745,2.57400,-0.37887,2.57400,1588,1700
18904,18.904,control,-10478,0.10705,0.10000,0.15123,-0.39665,2.57400,-0.28881,2.57400,1531,1700
18924,18.924,control,-10381,0.10555,0.10000,0.09116,-0.30826,2.57400,-0.13907,2.57400,1437,1700
18944,18.944,control,-10104,0.10128,0.10000,-0.00181,-0.16958,2.57400,0.11190,2.57400,1279,1700
18964,18.964,control,-9767,0.09608,0.10000,-0.07636,0.06114,2.57400,0.24756,2.57400,1194,1700
18984,18.984,control,-9408,0.09054,0.10000,-0.13848,0.21395,2.57400,0.40098,2.57400,1097,1700
19004,19.004,control,-9050,0.08502,0.10000,-0.18530,0.36725,2.57400,0.50392,2.57400,1033,1700
19024,19.024,control,-8731,0.08010,0.10000,-0.20388,0.47927,2.57400,0.53733,2.57400,1012,1700
19044,19.044,control,-8468,0.07604,0.10000,-0.20147,0.52686,2.57400,0.53842,2.57400,1011,1700
19065,19.065,control,-8280,0.07314,0.10000,-0.18227,0.53634,2.57400,0.49940,2.57400,1035,1700
19084,19.084,control,-8152,0.07116,0.10000,-0.15167,0.50606,2.57400,0.44140,2.57400,1072,1700
19104,19.104,control,-8082,0.07008,0.10000,-0.11560,0.45306,2.57400,0.37213,2.57400,1115,1700
19124,19.124,control,-8100,0.07036,0.10000,-0.07443,0.38673,2.57400,0.28137,2.57400,1173,1700
19144,19.144,control,-8306,0.07354,0.10000,-0.01952,0.30037,2.57400,0.12945,2.57400,1268,1700
19164,19.164,control,-8636,0.07863,0.10000,0.04642,0.16027,2.57400,-0.04073,2.57400,1375,1700
19184,19.184,control,-9009,0.08438,0.10000,0.11405,-0.00449,2.57400,-0.20603,2.57400,1479,1700
19204,19.204,control,-9376,0.09005,0.10000,0.17203,-0.16968,2.57400,-0.33852,2.57400,1562,1700
19224,19.224,control,-9710,0.09520,0.10000,0.20325,-0.30807,2.57400,-0.39709,2.57400,1599,1700
19244,19.244,control,-10009,0.09981,0.10000,0.20927,-0.38103,2.57400,-0.41370,2.57400,1610,1700
19264,19.264,control,-10246,0.10347,0.10000,0.19639,-0.40781,2.57400,-0.39104,2.57400,1595,1700
19285,19.285,control,-10390,0.10569,0.10000,0.16844,-0.39406,2.57400,-0.33264,2.57400,1559,1700
19304,19.304,control,-10458,0.10674,0.10000,0.13132,-0.34372,2.57400,-0.25778,2.57400,1512,1700
19324,19.324,control,-10370,0.10538,0.10000,0.07839,-0.27328,2.57400,-0.12017,2.57400,1425,1700
19344,19.344,control,-10119,0.10151,0.10000,0.00980,-0.14778,2.57400,0.05618,2.57400,1314,1700
19364,19.364,control,-9811,0.09676,0.10000,-0.05960,0.01940,2.57400,0.21504,2.57400,1214,1700
19384,19.384,control,-9489,0.09179,0.10000,-0.12254,0.17976,2.57400,0.35987,2.57400,1123,1700
19404,19.404,control,-9167,0.08682,0.10000,-0.16669,0.32739,2.57400,0.45227,2.57400,1065,1700
19424,19.424,control,-8885,0.08247,0.10000,-0.18329,0.42975,2.57400,0.48001,2.57400,1048,1700
19445,19.445,control,-8648,0.07881,0.10000,-0.18060,0.47094,2.57400,0.48051,2.57400,1047,1700
19465,19.465,control,-8490,0.07638,0.10000,-0.16208,0.47878,2.57400,0.43999,2.57400,1073,1700
19486,19.486,control,-8418,0.07527,0.10000,-0.12952,0.44699,2.57400,0.36761,2.57400,1118,1700
19507,19.507,control,-8463,0.07596,0.10000,-0.08444,0.38193,2.57400,0.25881,2.57400,1187,1700
19526,19.526,control,-8710,0.07977,0.10000,-0.01863,0.28101,2.57400,0.07490,2.57400,1302,1700
19546,19.546,control,-9027,0.08466,0.10000,0.05241,0.11207,2.57400,-0.08956,2.57400,1406,1700
19567,19.567,control,-9389,0.09025,0.10000,0.12060,-0.05320,2.57400,-0.25454,2.57400,1510,1700
19587,19.587,control,-9714,0.09526,0.10000,0.17130,-0.21823,2.57400,-0.35655,2.57400,1574,1700
19607,19.607,control,-10004,0.09974,0.10000,0.19115,-0.33161,2.57400,-0.38847,2.57400,1594,1700
19627,19.627,control,-10235,0.10330,0.10000,0.18782,-0.37822,2.57400,-0.38209,2.57400,1590,1700
19647,19.647,control,-10418,0.10612,0.10000,0.16748,-0.38140,2.57400,-0.34298,2.57400,1565,1700
19667,19.667,control,-10521,0.10771,0.10000,0.13741,-0.34991,2.57400,-0.28350,2.57400,1528,1700
19687,19.687,control,-10531,0.10787,0.10000,0.09814,-0.29547,2.57400,-0.19511,2.57400,1472,1700
19707,19.707,control,-10323,0.10466,0.10000,0.03895,-0.21321,2.57400,-0.02597,2.57400,1366,1700
19748,19.748,control,-9735,0.09559,0.10000,-0.06208,-0.05973,2.57400,0.29116,2.57400,1166,1700
19768,19.768,control,-9397,0.09037,0.10000,-0.14003,0.22789,2.57400,0.39800,2.57400,1099,1700
19788,19.788,control,-9101,0.08580,0.10000,-0.19646,0.36733,2.57400,0.53209,2.57400,1015,1700
19808,19.808,control,-8861,0.08210,0.10000,-0.21684,0.50238,2.57400,0.54241,2.57400,1008,1700
19828,19.828,control,-8691,0.07948,0.10000,-0.17781,0.53519,2.57400,0.41922,2.57400,1086,1700
19848,19.848,control,-8581,0.07778,0.10000,-0.14148,0.44014,2.57400,0.38517,2.57400,1107,1700
19868,19.868,control,-8584,0.07783,0.10000,-0.09828,0.39509,2.57400,0.27524,2.57400,1176,1700
19888,19.888,control,-8821,0.08148,0.10000,-0.03381,0.29686,2.57400,0.09539,2.57400,1290,1700
19909,19.909,control,-9161,0.08673,0.10000,0.04062,0.13172,2.57400,-0.08652,2.57400,1404,1700
19929,19.929,control,-9474,0.09156,0.10000,0.10864,-0.04716,2.57400,-0.23343,2.57400,1496,1700
19949,19.949,control,-9783,0.09633,0.10000,0.16209,-0.19984,2.57400,-0.35056,2.57400,1570,1700
19971,19.971,control,-10089,0.10105,0.10000,0.18558,-0.32339,2.57400,-0.38980,2.57400,1595,1700
19990,19.990,control,-10314,0.10452,0.10000,0.18021,-0.37782,2.57400,-0.37027,2.57400,1582,1700
20010,20.010,control,-10453,0.10666,0.10000,0.15980,-0.37163,2.57400,-0.33040,2.57400,1557,1700
20030,20.030,control,-10524,0.10776,0.10000,0.12797,-0.33783,2.57400,-0.26165,2.57400,1514,1700
20051,20.051,control,-10489,0.10722,0.10000,0.08160,-0.27539,2.57400,-0.14839,2.57400,1443,1700
20071,20.071,control,-10259,0.10367,0.10000,0.01854,-0.17129,2.57400,0.02156,2.57400,1336,1700
20091,20.091,control,-9973,0.09926,0.10000,-0.04628,-0.01322,2.57400,0.16832,2.57400,1244,1700
20111,20.111,control,-9666,0.09452,0.10000,-0.10655,0.13558,2.57400,0.31014,2.57400,1154,1700
20131,20.131,control,-9356,0.08974,0.10000,-0.15434,0.27866,2.57400,0.41566,2.57400,1088,1700
20151,20.151,control,-9067,0.08528,0.10000,-0.17505,0.39095,2.57400,0.45097,2.57400,1066,1700
20172,20.172,control,-8832,0.08165,0.10000,-0.17575,0.44015,2.57400,0.45661,2.57400,1062,1700
20191,20.191,control,-8663,0.07905,0.10000,-0.16106,0.45364,2.57400,0.42640,2.57400,1081,1700
20211,20.211,control,-8568,0.07758,0.10000,-0.13343,0.43131,2.57400,0.36718,2.57400,1119,1700
20231,20.231,control,-8546,0.07724,0.10000,-0.09630,0.37874,2.57400,0.28641,2.57400,1169,1700
20251,20.251,control,-8640,0.07869,0.10000,-0.04963,0.30306,2.57400,0.17198,2.57400,1241,1700
20271,20.271,control,-8926,0.08310,0.10000,0.01352,0.19561,2.57400,-0.00495,2.57400,1353,1700
20291,20.291,control,-9271,0.08843,0.10000,0.07998,0.03122,2.57400,-0.16217,2.57400,1452,1700
20311,20.311,control,-9602,0.09353,0.10000,0.13805,-0.12730,2.57400,-0.29382,2.57400,1534,1700
20331,20.331,control,-9914,0.09835,0.10000,0.17902,-0.26379,2.57400,-0.38202,2.57400,1590,1700
20351,20.351,control,-10192,0.10264,0.10000,0.19044,-0.36070,2.57400,-0.39606,2.57400,1599,1700
20371,20.371,control,-10408,0.10597,0.10000,0.17994,-0.38968,2.57400,-0.37622,2.57400,1586,1700
20392,20.392,control,-10574,0.10853,0.10000,0.15896,-0.37865,2.57400,-0.34227,2.57400,1565,1700
20411,20.411,control,-10667,0.10997,0.10000,0.12902,-0.34883,2.57400,-0.28043,2.57400,1526,1700
20431,20.431,control,-10663,0.10991,0.10000,0.08958,-0.29276,2.57400,-0.19036,2.57400,1469,1700
20451,20.451,control,-10475,0.10700,0.10000,0.03411,-0.20883,2.57400,-0.03781,2.57400,1373,1700
20471,20.471,control,-10202,0.10279,0.10000,-0.02995,-0.06865,2.57400,0.11695,2.57400,1276,1700
20491,20.491,control,-9900,0.09813,0.10000,-0.09183,0.08348,2.57400,0.26087,2.57400,1185,1700
20511,20.511,control,-9577,0.09315,0.10000,-0.14484,0.22888,2.57400,0.38396,2.57400,1108,1700
20531,20.531,control,-9250,0.08810,0.10000,-0.17576,0.35600,2.57400,0.44835,2.57400,1067,1700
20551,20.551,control,-8963,0.08367,0.10000,-0.18655,0.43170,2.57400,0.47669,2.57400,1050,1700
20571,20.571,control,-8740,0.08023,0.10000,-0.18125,0.46857,2.57400,0.46945,2.57400,1054,1700
