t_ms,t_s,phase,count,p_m,p_ref_m,v_mps,theta_hat_rad,T_hat_N,theta_cmd_rad,T_cmd_N,servo_us,esc_us
12676,12.676,control,752,-0.06622,-0.10000,0.19799,-0.68663,2.57400,-0.51735,2.57400,1675,1700
12696,12.696,control,857,-0.06784,-0.10000,0.08478,-0.54788,2.57400,-0.22809,2.57400,1493,1700
12716,12.716,control,1171,-0.07269,-0.10000,-0.00654,-0.28576,2.57400,-0.06347,2.57400,1389,1700
12736,12.736,control,1596,-0.07925,-0.10000,-0.09258,-0.10355,2.57400,0.15812,2.57400,1250,1700
12756,12.756,control,2082,-0.08675,-0.10000,-0.17142,0.11093,2.57400,0.34331,2.57400,1134,1700
12776,12.776,control,2602,-0.09477,-0.10000,-0.23990,0.30141,2.57400,0.51702,2.57400,1024,1700
12796,12.796,control,3152,-0.10326,-0.10000,-0.28593,0.47814,2.57400,0.63190,2.57400,1000,1700
12816,12.816,control,3680,-0.11140,-0.10000,-0.31087,0.60418,2.57400,0.70997,2.57400,1000,1700
12848,12.848,control,4182,-0.11915,-0.10000,-0.32008,0.69090,2.57400,0.76013,2.57400,1000,1700
12857,12.857,control,4615,-0.12583,-0.10000,-0.31344,0.74764,2.57400,0.76846,2.57400,1000,1700
12877,12.877,control,4992,-0.13165,-0.10000,-0.29277,0.76471,2.57400,0.74980,2.57400,1000,1700
12897,12.897,control,5296,-0.13634,-0.10000,-0.26237,0.75249,2.57400,0.70819,2.57400,1000,1700
12917,12.917,control,5523,-0.13984,-0.10000,-0.22355,0.71617,2.57400,0.64356,2.57400,1000,1700
12937,12.937,control,5658,-0.14192,-0.10000,-0.17972,0.65666,2.57400,0.56403,2.57400,1000,1700
12957,12.957,control,5663,-0.14200,-0.10000,-0.12639,0.58073,2.57400,0.44401,2.57400,1070,1700
12977,12.977,control,5531,-0.13996,-0.10000,-0.06330,0.46867,2.57400,0.29540,2.57400,1164,1700
12997,12.997,control,5149,-0.13407,-0.10000,0.02141,0.32665,2.57400,0.05685,2.57400,1314,1700
13017,13.017,control,4712,-0.12733,-0.10000,0.10860,0.10550,2.57400,-0.14302,2.57400,1439,1700
13037,13.037,control,4236,-0.11998,-0.10000,0.18671,-0.09820,2.57400,-0.33178,2.57400,1558,1700
13059,13.059,control,3696,-0.11165,-0.10000,0.25421,-0.28966,2.57400,-0.50484,2.57400,1667,1700
13078,13.078,control,3177,-0.10364,-0.10000,0.28925,-0.46603,2.57400,-0.57906,2.57400,1714,1700
13098,13.098,control,2687,-0.09608,-0.10000,0.30549,-0.55868,2.57400,-0.64608,2.57400,1756,1700
13118,13.118,control,2264,-0.08955,-0.10000,0.30464,-0.63032,2.57400,-0.66121,2.57400,1765,1700
13138,13.138,control,1921,-0.08426,-0.10000,0.28310,-0.65564,2.57400,-0.62843,2.57400,1745,1700
13158,13.158,control,1664,-0.08030,-0.10000,0.24835,-0.63334,2.57400,-0.57207,2.57400,1709,1700
13178,13.178,control,1511,-0.07794,-0.10000,0.20152,-0.58312,2.57400,-0.47912,2.57400,1651,1700
13198,13.198,control,1481,-0.07747,-0.10000,0.14503,-0.49787,2.57400,-0.35935,2.57400,1576,1700
13218,13.218,control,1642,-0.07996,-0.10000,0.07364,-0.38433,2.57400,-0.17999,2.57400,1463,1700
13238,13.238,control,1966,-0.08496,-0.10000,-0.01053,-0.21684,2.57400,0.02951,2.57400,1331,1700
13260,13.260,control,2406,-0.09174,-0.10000,-0.09982,-0.01492,2.57400,0.25028,2.57400,1192,1700
13279,13.279,control,2879,-0.09904,-0.10000,-0.18094,0.20245,2.57400,0.43876,2.57400,1074,1700
13299,13.299,control,3372,-0.10665,-0.10000,-0.24114,0.39615,2.57400,0.57877,2.57400,1000,1700
13319,13.319,control,3843,-0.11392,-0.10000,-0.27507,0.54584,2.57400,0.66040,2.57400,1000,1700
13339,13.339,control,4261,-0.12037,-0.10000,-0.28287,0.63974,2.57400,0.68734,2.57400,1000,1700
13359,13.359,control,4622,-0.12594,-0.10000,-0.27312,0.67875,2.57400,0.68632,2.57400,1000,1700
13379,13.379,control,4924,-0.13060,-0.10000,-0.24956,0.68495,2.57400,0.65377,2.57400,1000,1700
13399,13.399,control,5139,-0.13391,-0.10000,-0.21485,0.65939,2.57400,0.59305,2.57400,1000,1700
13419,13.419,control,5259,-0.13577,-0.10000,-0.17225,0.60501,2.57400,0.51150,2.57400,1028,1700
13439,13.439,control,5261,-0.13580,-0.10000,-0.12069,0.52836,2.57400,0.39730,2.57400,1100,1700
13460,13.460,control,5098,-0.13328,-0.10000,-0.05500,0.42094,2.57400,0.23192,2.57400,1204,1700
13502,13.502,control,4269,-0.12049,-0.10000,0.07747,0.26601,2.57400,-0.22586,2.57400,1492,1700
13521,13.521,control,3819,-0.11355,-0.10000,0.17877,-0.13716,2.57400,-0.34580,2.57400,1567,1700
13541,13.541,control,3330,-0.10600,-0.10000,0.26219,-0.30818,2.57400,-0.57704,2.57400,1712,1700
13561,13.561,control,2836,-0.09838,-0.10000,0.32297,-0.52856,2.57400,-0.70033,2.57400,1790,1700
13581,13.581,control,2384,-0.09141,-0.10000,0.30049,-0.66936,2.57400,-0.60076,2.57400,1727,1700
13601,13.601,control,2000,-0.08548,-0.10000,0.28661,-0.61313,2.57400,-0.65705,2.57400,1763,1700
13621,13.621,control,1703,-0.08090,-0.10000,0.26171,-0.64913,2.57400,-0.59832,2.57400,1726,1700
13641,13.641,control,1488,-0.07758,-0.10000,0.22411,-0.60749,2.57400,-0.53949,2.57400,1689,1700
13661,13.661,control,1379,-0.07590,-0.10000,0.17578,-0.55175,2.57400,-0.43841,2.57400,1625,1700
13681,13.681,control,1405,-0.07630,-0.10000,0.11700,-0.45885,2.57400,-0.30751,2.57400,1543,1700
13701,13.701,control,1658,-0.08020,-0.10000,0.03996,-0.33480,2.57400,-0.10220,2.57400,1414,1700
13722,13.722,control,2020,-0.08579,-0.10000,-0.04547,-0.14414,2.57400,0.10126,2.57400,1286,1700
13741,13.741,control,2452,-0.09245,-0.10000,-0.12953,0.05701,2.57400,0.30416,2.57400,1158,1700
13761,13.761,control,2940,-0.09998,-0.10000,-0.20465,0.25959,2.57400,0.48588,2.57400,1044,1700
13781,13.781,control,3444,-0.10776,-0.10000,-0.25430,0.44507,2.57400,0.59898,2.57400,1000,1700
13801,13.801,control,3914,-0.11501,-0.10000,-0.28085,0.57122,2.57400,0.67290,2.57400,1000,1700
13821,13.821,control,4327,-0.12138,-0.10000,-0.28677,0.65457,2.57400,0.70029,2.57400,1000,1700
13841,13.841,control,4676,-0.12677,-0.10000,-0.27353,0.69205,2.57400,0.68703,2.57400,1000,1700
13861,13.861,control,4967,-0.13126,-0.10000,-0.24655,0.68794,2.57400,0.64879,2.57400,1000,1700
13881,13.881,control,5161,-0.13425,-0.10000,-0.20865,0.65585,2.57400,0.57886,2.57400,1000,1700
13901,13.901,control,5235,-0.13539,-0.10000,-0.16067,0.59274,2.57400,0.47842,2.57400,1049,1700
13921,13.921,control,5191,-0.13472,-0.10000,-0.10382,0.49904,2.57400,0.35152,2.57400,1128,1700
13943,13.943,control,4932,-0.13072,-0.10000,-0.02737,0.37812,2.57400,0.14494,2.57400,1258,1700
13962,13.962,control,4540,-0.12467,-0.10000,0.05886,0.18699,2.57400,-0.06564,2.57400,1391,1700
13982,13.982,control,4110,-0.11804,-0.10000,0.13917,-0.02009,2.57400,-0.25178,2.57400,1508,1700
14002,14.002,control,3670,-0.11125,-0.10000,0.20603,-0.21000,2.57400,-0.40768,2.57400,1606,1700
14022,14.022,control,3216,-0.10424,-0.10000,0.24715,-0.37203,2.57400,-0.50135,2.57400,1665,1700
14042,14.042,control,2752,-0.09708,-0.10000,0.26726,-0.47803,2.57400,-0.56743,2.57400,1706,1700
14062,14.062,control,2337,-0.09068,-0.10000,0.27168,-0.55131,2.57400,-0.59732,2.57400,1725,1700
14082,14.082,control,1995,-0.08540,-0.10000,0.26242,-0.58902,2.57400,-0.59576,2.57400,1724,1700
14102,14.102,control,1745,-0.08155,-0.10000,0.23760,-0.59455,2.57400,-0.55118,2.57400,1696,1700
14122,14.122,control,1595,-0.07923,-0.10000,0.19625,-0.55900,2.57400,-0.46528,2.57400,1642,1700
14143,14.143,control,1564,-0.07875,-0.10000,0.14236,-0.48218,2.57400,-0.34829,2.57400,1569,1700
14162,14.162,control,1679,-0.08053,-0.10000,0.07684,-0.37243,2.57400,-0.19284,2.57400,1471,1700
14182,14.182,control,2001,-0.08550,-0.10000,-0.00460,-0.22522,2.57400,0.02169,2.57400,1336,1700
14202,14.202,control,2417,-0.09191,-0.10000,-0.09016,-0.02283,2.57400,0.22605,2.57400,1207,1700
14222,14.222,control,2883,-0.09910,-0.10000,-0.16951,0.18117,2.57400,0.41704,2.57400,1087,1700
14242,14.242,control,3390,-0.10693,-0.10000,-0.23565,0.37450,2.57400,0.57901,2.57400,1000,1700
14262,14.262,control,3881,-0.11450,-0.10000,-0.27375,0.54213,2.57400,0.66483,2.57400,1000,1700
14282,14.282,control,4316,-0.12122,-0.10000,-0.28723,0.64271,2.57400,0.70837,2.57400,1000,1700
14302,14.302,control,4695,-0.12706,-0.10000,-0.28188,0.69653,2.57400,0.71423,2.57400,1000,1700
14322,14.322,control,5015,-0.13200,-0.10000,-0.26008,0.71103,2.57400,0.68447,2.57400,1000,1700
14342,14.342,control,5247,-0.13558,-0.10000,-0.22556,0.68926,2.57400,0.62449,2.57400,1000,1700
14384,14.384,control,5373,-0.13752,-0.10000,-0.18183,0.63617,2.57400,0.53932,2.57400,1010,1700
14404,14.404,control,5192,-0.13473,-0.10000,-0.10823,0.55678,2.57400,0.32543,2.57400,1145,1700
14424,14.424,control,4837,-0.12925,-0.10000,-0.01324,0.36715,2.57400,0.09116,2.57400,1292,1700
14444,14.444,control,4490,-0.12390,-0.10000,0.07779,0.14092,2.57400,-0.10314,2.57400,1414,1700
14464,14.464,control,4081,-0.11759,-0.10000,0.16288,-0.05913,2.57400,-0.30648,2.57400,1542,1700
14484,14.484,control,3629,-0.11061,-0.10000,0.21768,-0.26187,2.57400,-0.41586,2.57400,1611,1700
14504,14.504,control,3186,-0.10378,-0.10000,0.24362,-0.38809,2.57400,-0.48337,2.57400,1654,1700
14524,14.524,control,2731,-0.09676,-0.10000,0.26307,-0.46619,2.57400,-0.56546,2.57400,1705,1700
14544,14.544,control,2317,-0.09037,-0.10000,0.26945,-0.54756,2.57400,-0.59590,2.57400,1724,1700
14564,14.564,control,1967,-0.08497,-0.10000,0.26034,-0.58718,2.57400,-0.59481,2.57400,1724,1700
14584,14.584,control,1704,-0.08091,-0.10000,0.23817,-0.59343,2.57400,-0.56044,2.57400,1702,1700
14606,14.606,control,1529,-0.07821,-0.10000,0.20128,-0.56639,2.57400,-0.48719,2.57400,1656,1700
14625,14.625,control,1483,-0.07750,-0.10000,0.15046,-0.50147,2.57400,-0.37426,2.57400,1585,1700
14645,14.645,control,1579,-0.07898,-0.10000,0.08705,-0.39720,2.57400,-0.22491,2.57400,1491,1700
14665,14.665,control,1892,-0.08381,-0.10000,0.00581,-0.25598,2.57400,-0.00827,2.57400,1355,1700
14685,14.685,control,2297,-0.09006,-0.10000,-0.08121,-0.05294,2.57400,0.19859,2.57400,1225,1700
14705,14.705,control,2750,-0.09705,-0.10000,-0.16121,0.15323,2.57400,0.38808,2.57400,1105,1700
14725,14.725,control,3242,-0.10464,-0.10000,-0.22798,0.34573,2.57400,0.55027,2.57400,1003,1700
14745,14.745,control,3722,-0.11205,-0.10000,-0.26605,0.51338,2.57400,0.63421,2.57400,1000,1700
14765,14.765,control,4137,-0.11845,-0.10000,-0.27855,0.61242,2.57400,0.67239,2.57400,1000,1700
14785,14.785,control,4485,-0.12382,-0.10000,-0.27096,0.66158,2.57400,0.66921,2.57400,1000,1700
14807,14.807,control,4785,-0.12845,-0.10000,-0.24794,0.66783,2.57400,0.63807,2.57400,1000,1700
14826,14.826,control,4988,-0.13158,-0.10000,-0.21112,0.64343,2.57400,0.56771,2.57400,1000,1700
14846,14.846,control,5086,-0.13310,-0.10000,-0.16584,0.58136,2.57400,0.47925,2.57400,1048,1700
14866,14.866,control,5061,-0.13271,-0.10000,-0.11196,0.49766,2.57400,0.35808,2.57400,1124,1700
14886,14.886,control,4873,-0.12981,-0.10000,-0.04309,0.38325,2.57400,0.18318,2.57400,1234,1700
14906,14.906,control,4524,-0.12442,-0.10000,0.03719,0.21926,2.57400,-0.02012,2.57400,1362,1700
14926,14.926,control,4136,-0.11844,-0.10000,0.11376,0.02305,2.57400,-0.19493,2.57400,1472,1700
14946,14.946,control,3720,-0.11202,-0.10000,0.17897,-0.15562,2.57400,-0.34944,2.57400,1569,1700
14966,14.966,control,3273,-0.10512,-0.10000,0.22650,-0.31449,2.57400,-0.46517,2.57400,1642,1700
14986,14.986,control,2827,-0.09824,-0.10000,0.25124,-0.43800,2.57400,-0.53113,2.57400,1684,1700
15006,15.006,control,2428,-0.09208,-0.10000,0.25985,-0.51433,2.57400,-0.56999,2.57400,1708,1700
15027,15.027,control,2085,-0.08679,-0.10000,0.25455,-0.55995,2.57400,-0.57597,2.57400,1712,1700
15046,15.046,control,1830,-0.08286,-0.10000,0.23222,-0.57308,2.57400,-0.53496,2.57400,1686,1700
15066,15.066,control,1655,-0.08016,-0.10000,0.19625,-0.54184,2.57400,-0.46769,2.57400,1644,1700
15086,15.086,control,1597,-0.07926,-0.10000,0.14863,-0.48106,2.57400,-0.36422,2.57400,1579,1700
15106,15.106,control,1700,-0.08085,-0.10000,0.08617,-0.38529,2.57400,-0.21089,2.57400,1482,1700
15126,15.126,control,2011,-0.08565,-0.10000,0.00630,-0.24234,2.57400,-0.00026,2.57400,1350,1700
15146,15.146,control,2420,-0.09196,-0.10000,-0.08073,-0.04392,2.57400,0.21057,2.57400,1217,1700
15166,15.166,control,2869,-0.09889,-0.10000,-0.16161,0.16468,2.57400,0.40055,2.57400,1098,1700
15186,15.186,control,3356,-0.10640,-0.10000,-0.22734,0.35802,2.57400,0.55796,2.57400,1000,1700
15206,15.206,control,3821,-0.11358,-0.10000,-0.26370,0.52190,2.57400,0.63652,2.57400,1000,1700
15226,15.226,control,4208,-0.11955,-0.10000,-0.27223,0.61585,2.57400,0.66079,2.57400,1000,1700
15276,15.276,control,4852,-0.12949,-0.10000,-0.29585,0.65269,2.57400,0.81611,2.57400,1000,1700
15296,15.296,control,4971,-0.13132,-0.10000,-0.26319,0.78664,2.57400,0.63430,2.57400,1000,1700
15316,15.316,control,4978,-0.13143,-0.10000,-0.20392,0.66177,2.57400,0.52966,2.57400,1016,1700
15336,15.336,control,4844,-0.12936,-0.10000,-0.12987,0.55348,2.57400,0.34224,2.57400,1134,1700
15356,15.356,control,4524,-0.12442,-0.10000,-0.00353,0.38033,2.57400,-0.00043,2.57400,1350,1700
15376,15.376,control,4196,-0.11936,-0.10000,0.08265,0.06823,2.57400,-0.11534,2.57400,1422,1700
15396,15.396,control,3786,-0.11304,-0.10000,0.15354,-0.08224,2.57400,-0.30734,2.57400,1543,1700
15416,15.416,control,3352,-0.10634,-0.10000,0.20721,-0.26675,2.57400,-0.42297,2.57400,1616,1700
15436,15.436,control,2916,-0.09961,-0.10000,0.23584,-0.39479,2.57400,-0.49683,2.57400,1662,1700
15458,15.458,control,2452,-0.09245,0.10000,0.25912,-0.47843,2.57400,1.04720,2.57400,1000,1700
15477,15.477,control,2072,-0.08659,0.10000,0.26286,0.77208,2.57400,0.55141,2.57400,1003,1700
15496,15.496,control,1754,-0.08168,0.10000,0.25145,0.59120,2.57400,0.66464,2.57400,1000,1700
15516,15.516,control,1614,-0.07952,0.10000,0.21606,0.65140,2.57400,0.71530,2.57400,1000,1700
15536,15.536,control,1683,-0.08059,0.10000,0.14788,0.70378,2.57400,0.91241,2.57400,1000,1700
15556,15.556,control,1839,-0.08300,0.10000,0.06953,0.87479,2.57400,1.04720,2.57400,1000,1700
15576,15.576,control,2023,-0.08583,0.10000,-0.00820,1.01611,2.57400,1.04720,2.57400,1000,1700
15596,15.596,control,2204,-0.08863,0.10000,-0.06618,1.04159,2.57400,1.04720,2.57400,1000,1700
15616,15.616,control,2353,-0.09093,0.10000,-0.09222,1.04619,2.57400,1.04720,2.57400,1000,1700
15636,15.636,control,2417,-0.09191,0.10000,-0.09009,1.04702,2.57400,1.04720,2.57400,1000,1700
15656,15.656,control,2403,-0.09170,0.10000,-0.06807,1.04716,2.57400,1.04720,2.57400,1000,1700
15676,15.676,control,2214,-0.08878,0.10000,-0.02150,1.04719,2.57400,1.04720,2.57400,1000,1700
15697,15.697,control,1926,-0.08434,0.10000,0.03967,1.04720,2.57400,1.04720,2.57400,1000,1700
15716,15.716,control,1652,-0.08011,0.10000,0.09453,1.04720,2.57400,0.83998,2.57400,1000,1700
15736,15.736,control,1318,-0.07496,0.10000,0.14555,0.87735,2.57400,0.73885,2.57400,1000,1700
15756,15.756,control,1025,-0.07044,0.10000,0.17208,0.76383,2.57400,0.68470,2.57400,1000,1700
15777,15.777,control,671,-0.06497,0.10000,0.18717,0.69897,2.57400,0.62385,2.57400,1000,1700
15798,15.798,control,335,-0.05979,0.10000,0.19840,0.63739,2.57400,0.57623,2.57400,1000,1700
15818,15.818,control,46,-0.05533,0.10000,0.19690,0.58726,2.57400,0.56971,2.57400,1000,1700
15838,15.838,control,-251,-0.05075,0.10000,0.19689,0.57287,2.57400,0.53190,2.57400,1015,1700
15858,15.858,control,-536,-0.04635,0.10000,0.18943,0.53929,2.57400,0.53386,2.57400,1014,1700
15878,15.878,control,-826,-0.04188,0.10000,0.18223,0.53484,2.57400,0.51368,2.57400,1026,1700
15898,15.898,control,-1102,-0.03762,0.10000,0.17866,0.51750,2.57400,0.49295,2.57400,1039,1700
15920,15.920,control,-1388,-0.03320,0.10000,0.17640,0.49738,2.57400,0.46828,2.57400,1055,1700
15939,15.939,control,-1678,-0.02873,0.10000,0.17627,0.47353,2.57400,0.43866,2.57400,1074,1700
15959,15.959,control,-1965,-0.02430,0.10000,0.17590,0.44495,2.57400,0.41360,2.57400,1089,1700
15979,15.979,control,-2229,-0.02023,0.10000,0.17449,0.41925,2.57400,0.39363,2.57400,1102,1700
15999,15.999,control,-2474,-0.01645,0.10000,0.16964,0.39825,2.57400,0.38468,2.57400,1108,1700
16019,16.019,control,-2701,-0.01295,0.10000,0.16138,0.38713,2.57400,0.38282,2.57400,1109,1700
16039,16.039,control,-2896,-0.00994,0.10000,0.14897,0.38360,2.57400,0.39437,2.57400,1101,1700
16059,16.059,control,-3059,-0.00742,0.10000,0.13434,0.39243,2.57400,0.40964,2.57400,1092,1700
16079,16.079,control,-3184,-0.00549,0.10000,0.11699,0.40653,2.57400,0.43621,2.57400,1075,1700
16099,16.099,control,-3283,-0.00397,0.10000,0.09796,0.43086,2.57400,0.46528,2.57400,1057,1700
16119,16.119,control,-3377,-0.00252,0.10000,0.08134,0.45907,2.57400,0.48454,2.57400,1045,1700
16164,16.164,control,-3567,0.00042,0.10000,0.07927,0.47994,2.57400,0.44590,2.57400,1069,1700
16184,16.184,control,-3679,0.00214,0.10000,0.07724,0.45204,2.57400,0.45407,2.57400,1064,1700
16204,16.204,control,-3865,0.00501,0.10000,0.08603,0.45370,2.57400,0.39412,2.57400,1102,1700
16224,16.224,control,-4024,0.00747,0.10000,0.09569,0.40487,2.57400,0.37125,2.57400,1116,1700
16244,16.244,control,-4223,0.01054,0.10000,0.09956,0.37731,2.57400,0.34585,2.57400,1132,1700
16265,16.265,control,-4405,0.01335,0.10000,0.10828,0.35152,2.57400,0.30610,2.57400,1157,1700
16285,16.285,control,-4578,0.01602,0.10000,0.10949,0.31429,2.57400,0.30040,2.57400,1161,1700
16305,16.305,control,-4740,0.01852,0.10000,0.11018,0.30290,2.57400,0.27999,2.57400,1173,1700
16325,16.325,control,-4837,0.02001,0.10000,0.09937,0.28412,2.57400,0.31287,2.57400,1153,1700
16345,16.345,control,-4902,0.02102,0.10000,0.08349,0.30768,2.57400,0.33767,2.57400,1137,1700
16365,16.365,control,-4915,0.02122,0.10000,0.06145,0.33226,2.57400,0.39031,2.57400,1104,1700
16386,16.386,control,-4886,0.02077,0.10000,0.03420,0.37984,2.57400,0.45053,2.57400,1066,1700
16405,16.405,control,-4870,0.02052,0.10000,0.01383,0.43778,2.57400,0.47892,2.57400,1048,1700
16425,16.425,control,-4856,0.02031,0.10000,-0.00082,0.47150,2.57400,0.50531,2.57400,1032,1700
16445,16.445,control,-4864,0.02043,0.10000,-0.00575,0.49921,2.57400,0.50063,2.57400,1035,1700
16465,16.465,control,-4927,0.02140,0.10000,0.00270,0.50037,2.57400,0.46200,2.57400,1059,1700
16485,16.485,control,-5074,0.02367,0.10000,0.02284,0.46892,2.57400,0.39457,2.57400,1101,1700
16505,16.505,control,-5219,0.02591,0.10000,0.04606,0.40797,2.57400,0.33817,2.57400,1137,1700
16525,16.525,control,-5388,0.02851,0.10000,0.07041,0.35076,2.57400,0.27156,2.57400,1179,1700
16545,16.545,control,-5568,0.03129,0.10000,0.09036,0.28584,2.57400,0.22300,2.57400,1209,1700
16565,16.565,control,-5784,0.03462,0.10000,0.10379,0.23433,2.57400,0.18045,2.57400,1236,1700
16585,16.585,control,-6002,0.03799,0.10000,0.11571,0.19017,2.57400,0.13738,2.57400,1263,1700
16606,16.606,control,-6172,0.04061,0.10000,0.11939,0.14690,2.57400,0.12834,2.57400,1269,1700
16625,16.625,control,-6304,0.04265,0.10000,0.11531,0.13169,2.57400,0.13105,2.57400,1267,1700
16645,16.645,control,-6375,0.04374,0.10000,0.09843,0.13117,2.57400,0.17513,2.57400,1239,1700
16665,16.665,control,-6376,0.04376,0.10000,0.06992,0.16720,2.57400,0.24275,2.57400,1197,1700
16685,16.685,control,-6320,0.04289,0.10000,0.03696,0.22912,2.57400,0.31592,2.57400,1151,1700
16705,16.705,control,-6264,0.04203,0.10000,0.00677,0.30027,2.57400,0.37355,2.57400,1115,1700
16725,16.725,control,-6221,0.04137,0.10000,-0.01460,0.36034,2.57400,0.40805,2.57400,1093,1700
16745,16.745,control,-6227,0.04146,0.10000,-0.02047,0.39945,2.57400,0.39874,2.57400,1099,1700
16765,16.765,control,-6279,0.04226,0.10000,-0.01057,0.39886,2.57400,0.35838,2.57400,1124,1700
16785,16.785,control,-6454,0.04496,0.10000,0.01735,0.36568,2.57400,0.26222,2.57400,1185,1700
16805,16.805,control,-6642,0.04786,0.10000,0.05068,0.28088,2.57400,0.18264,2.57400,1235,1700
16826,16.826,control,-6873,0.05143,0.10000,0.08498,0.20035,2.57400,0.08991,2.57400,1293,1700
16845,16.845,control,-7097,0.05488,0.10000,0.11384,0.10983,2.57400,0.02311,2.57400,1335,1700
16865,16.865,control,-7314,0.05823,0.10000,0.12704,0.03875,2.57400,-0.00504,2.57400,1353,1700
16885,16.885,control,-7475,0.06072,0.10000,0.12808,0.00286,2.57400,-0.00920,2.57400,1355,1700
16905,16.905,control,-7560,0.06203,0.10000,0.11263,-0.00702,2.57400,0.03454,2.57400,1328,1700
16925,16.925,control,-7530,0.06156,0.10000,0.08055,0.02704,2.57400,0.12021,2.57400,1274,1700
16945,16.945,control,-7349,0.05877,0.10000,0.02795,0.10341,2.57400,0.26762,2.57400,1181,1700
16965,16.965,control,-7144,0.05561,0.10000,-0.02737,0.23800,2.57400,0.38675,2.57400,1106,1700
16986,16.986,control,-6897,0.05180,0.10000,-0.07982,0.35992,2.57400,0.51224,2.57400,1027,1700
17006,17.006,control,-6675,0.04837,0.10000,-0.11629,0.48477,2.57400,0.57941,2.57400,1000,1700
17027,17.027,control,-6482,0.04539,0.10000,-0.12853,0.56235,2.57400,0.59598,2.57400,1000,1700
17072,17.072,control,-6417,0.04439,0.10000,-0.11708,0.58991,2.57400,0.54966,2.57400,1004,1700
17091,17.091,control,-6665,0.04822,0.10000,-0.06018,0.55692,2.57400,0.34687,2.57400,1131,1700
17111,17.111,control,-6899,0.05183,0.10000,0.00614,0.38475,2.57400,0.21353,2.57400,1215,1700
17131,17.131,control,-7167,0.05596,0.10000,0.07583,0.24441,2.57400,0.04129,2.57400,1324,1700
17151,17.151,control,-7460,0.06048,0.10000,0.13540,0.07792,2.57400,-0.08353,2.57400,1402,1700
17171,17.171,control,-7781,0.06544,0.10000,0.16116,-0.05442,2.57400,-0.12641,2.57400,1429,1700
17191,17.191,control,-8128,0.07079,0.10000,0.18109,-0.11342,2.57400,-0.20607,2.57400,1479,1700
17211,17.211,control,-8464,0.07598,0.10000,0.19441,-0.18936,2.57400,-0.25044,2.57400,1507,1700
17231,17.231,control,-8772,0.08073,0.10000,0.20003,-0.23943,2.57400,-0.28332,2.57400,1528,1700
17251,17.251,control,-9038,0.08483,0.10000,0.19577,-0.27540,2.57400,-0.28707,2.57400,1530,1700
17271,17.271,control,-9247,0.08806,0.10000,0.17959,-0.28496,2.57400,-0.26123,2.57400,1514,1700
17293,17.293,control,-9375,0.09003,0.10000,0.15227,-0.26551,2.57400,-0.20632,2.57400,1479,1700
17312,17.312,control,-9295,0.08880,0.10000,0.10217,-0.21700,2.57400,-0.06381,2.57400,1390,1700
17332,17.332,control,-9032,0.08474,0.10000,0.03000,-0.09144,2.57400,0.12613,2.57400,1270,1700
17352,17.352,control,-8697,0.07957,0.10000,-0.05040,0.08690,2.57400,0.31748,2.57400,1150,1700
17372,17.372,control,-8371,0.07454,0.10000,-0.12356,0.27590,2.57400,0.47617,2.57400,1050,1700
17392,17.392,control,-8071,0.06991,0.10000,-0.16927,0.44006,2.57400,0.55846,2.57400,1000,1700
17412,17.412,control,-7804,0.06579,0.10000,-0.18341,0.53711,2.57400,0.57950,2.57400,1000,1700
17433,17.433,control,-7567,0.06214,0.10000,-0.17707,0.57186,2.57400,0.57261,2.57400,1000,1700
17453,17.453,control,-7384,0.05931,0.10000,-0.15973,0.57247,2.57400,0.54505,2.57400,1007,1700
17473,17.473,control,-7234,0.05700,0.10000,-0.13832,0.55000,2.57400,0.51516,2.57400,1025,1700
17493,17.493,control,-7176,0.05610,0.10000,-0.10932,0.52144,2.57400,0.44988,2.57400,1067,1700
17514,17.514,control,-7265,0.05748,0.10000,-0.06542,0.46278,2.57400,0.33330,2.57400,1140,1700
17533,17.533,control,-7514,0.06132,0.10000,-0.00558,0.35665,2.57400,0.17225,2.57400,1241,1700
17553,17.553,control,-7808,0.06585,0.10000,0.06032,0.20550,2.57400,0.01578,2.57400,1340,1700
17573,17.573,control,-8141,0.07099,0.10000,0.12232,0.04999,2.57400,-0.13117,2.57400,1432,1700
17593,17.593,control,-8510,0.07669,0.10000,0.17117,-0.09850,2.57400,-0.24587,2.57400,1504,1700
17613,17.613,control,-8888,0.08252,0.10000,0.19975,-0.21930,2.57400,-0.31533,2.57400,1548,1700
17633,17.633,control,-9243,0.08800,0.10000,0.21492,-0.29801,2.57400,-0.36683,2.57400,1580,1700
17653,17.653,control,-9537,0.09253,0.10000,0.21525,-0.35442,2.57400,-0.37572,2.57400,1586,1700
17673,17.673,control,-9751,0.09583,0.10000,0.19861,-0.37188,2.57400,-0.34363,2.57400,1566,1700
17694,17.694,control,-9876,0.09776,0.10000,0.16630,-0.34872,2.57400,-0.27452,2.57400,1522,1700
17715,17.715,control,-9862,0.09755,0.10000,0.11675,-0.28790,2.57400,-0.15315,2.57400,1446,1700
17737,17.737,control,-9602,0.09353,0.10000,0.04204,-0.17745,2.57400,0.05523,2.57400,1315,1700
17756,17.756,control,-9232,0.08783,0.10000,-0.04344,0.01327,2.57400,0.26012,2.57400,1186,1700
17776,17.776,control,-8820,0.08147,0.10000,-0.12709,0.21561,2.57400,0.45760,2.57400,1062,1700
17796,17.796,control,-8413,0.07519,0.10000,-0.19463,0.41396,2.57400,0.60444,2.57400,1000,1700
