t_ms,t_s,phase,count,p_m,p_ref_m,v_mps,theta_hat_rad,T_hat_N,theta_cmd_rad,T_cmd_N,servo_us,esc_us
5121,5.121,control,-604,-0.04709,-0.10000,0.00867,0.09953,2.57400,-1.04720,2.57400,2000,1700
5141,5.141,control,-564,-0.04771,-0.10000,-0.00777,-0.84041,2.57400,0.55152,2.57400,1003,1700
5161,5.161,control,-537,-0.04812,-0.10000,-0.01313,0.30052,2.57400,-1.04720,2.57400,2000,1700
5183,5.183,control,-498,-0.04873,0.10000,-0.01809,-0.80417,2.57400,1.04720,2.57400,1000,1700
5202,5.202,control,-484,-0.04894,0.10000,-0.01839,0.71334,2.57400,1.04720,2.57400,1000,1700
5222,5.222,control,-468,-0.04919,0.10000,-0.01588,0.98699,2.57400,1.04720,2.57400,1000,1700
5243,5.243,control,-460,-0.04931,0.10000,-0.01308,1.03634,2.57400,1.04720,2.57400,1000,1700
5262,5.262,control,-374,-0.05064,0.10000,-0.01732,1.04524,2.57400,1.04720,2.57400,1000,1700
5282,5.282,control,-324,-0.05141,0.10000,-0.02248,1.04684,2.57400,1.04720,2.57400,1000,1700
5302,5.302,control,-303,-0.05174,0.10000,-0.02456,1.04713,2.57400,1.04720,2.57400,1000,1700
5322,5.322,control,-330,-0.05132,0.10000,-0.02141,1.04719,2.57400,1.04720,2.57400,1000,1700
5342,5.342,control,-482,-0.04897,0.10000,0.00524,1.04720,2.57400,1.04720,2.57400,1000,1700
5362,5.362,control,-585,-0.04738,0.10000,0.02976,1.04720,2.57400,1.04720,2.57400,1000,1700
5382,5.382,control,-725,-0.04522,0.10000,0.05451,1.04720,2.57400,1.04720,2.57400,1000,1700
5402,5.402,control,-781,-0.04436,0.10000,0.06506,1.04720,2.57400,1.04720,2.57400,1000,1700
5422,5.422,control,-838,-0.04348,0.10000,0.05797,1.04720,2.57400,1.04720,2.57400,1000,1700
5442,5.442,control,-864,-0.04308,0.10000,0.04752,1.04720,2.57400,1.04720,2.57400,1000,1700
5481,5.481,control,-904,-0.04246,0.10000,0.03359,1.04720,2.57400,1.04720,2.57400,1000,1700
5500,5.500,control,-915,-0.04229,0.10000,0.02455,1.04720,2.57400,1.04720,2.57400,1000,1700
5521,5.521,control,-932,-0.04203,0.10000,0.01752,1.04720,2.57400,1.04720,2.57400,1000,1700
5541,5.541,control,-956,-0.04166,0.10000,0.01519,1.04720,2.57400,1.04720,2.57400,1000,1700
5562,5.562,control,-968,-0.04147,0.10000,0.01147,1.04720,2.57400,1.04720,2.57400,1000,1700
5582,5.582,control,-988,-0.04117,0.10000,0.01133,1.04720,2.57400,1.04720,2.57400,1000,1700
5603,5.603,control,-1001,-0.04097,0.10000,0.01085,1.04720,2.57400,1.04720,2.57400,1000,1700
5623,5.623,control,-1008,-0.04086,0.10000,0.00887,1.04720,2.57400,1.04720,2.57400,1000,1700
5643,5.643,control,-1027,-0.04056,0.10000,0.00903,1.04720,2.57400,1.04720,2.57400,1000,1700
5663,5.663,control,-1049,-0.04023,0.10000,0.00930,1.04720,2.57400,1.04720,2.57400,1000,1700
5683,5.683,control,-1068,-0.03993,0.10000,0.01003,1.04720,2.57400,1.04720,2.57400,1000,1700
5704,5.704,control,-1091,-0.03958,0.10000,0.01197,1.04720,2.57400,1.04720,2.57400,1000,1700
5723,5.723,control,-1121,-0.03911,0.10000,0.01374,1.04720,2.57400,1.04720,2.57400,1000,1700
5743,5.743,control,-1146,-0.03873,0.10000,0.01460,1.04720,2.57400,1.04720,2.57400,1000,1700
5763,5.763,control,-1168,-0.03839,0.10000,0.01518,1.04720,2.57400,1.04720,2.57400,1000,1700
5783,5.783,control,-1204,-0.03783,0.10000,0.01676,1.04720,2.57400,1.04720,2.57400,1000,1700
5804,5.804,control,-1239,-0.03729,0.10000,0.01777,1.04720,2.57400,1.04720,2.57400,1000,1700
5824,5.824,control,-1269,-0.03683,0.10000,0.01862,1.04720,2.57400,1.04720,2.57400,1000,1700
5844,5.844,control,-1306,-0.03626,0.10000,0.02049,1.04720,2.57400,1.04720,2.57400,1000,1700
5864,5.864,control,-1342,-0.03570,0.10000,0.02105,1.04720,2.57400,1.04720,2.57400,1000,1700
5885,5.885,control,-1370,-0.03527,0.10000,0.02046,1.04720,2.57400,1.04720,2.57400,1000,1700
5905,5.905,control,-1405,-0.03473,0.10000,0.02083,1.04720,2.57400,1.04720,2.57400,1000,1700
5926,5.926,control,-1434,-0.03428,0.10000,0.02007,1.04720,2.57400,1.04720,2.57400,1000,1700
5945,5.945,control,-1456,-0.03395,0.10000,0.01833,1.04720,2.57400,1.04720,2.57400,1000,1700
5965,5.965,control,-1485,-0.03350,0.10000,0.01792,1.04720,2.57400,1.04720,2.57400,1000,1700
5985,5.985,control,-1517,-0.03300,0.10000,0.01747,1.04720,2.57400,1.04720,2.57400,1000,1700
6006,6.006,control,-1542,-0.03262,0.10000,0.01691,1.04720,2.57400,1.04720,2.57400,1000,1700
6026,6.026,control,-1574,-0.03212,0.10000,0.01782,1.04720,2.57400,1.04720,2.57400,1000,1700
6046,6.046,control,-1603,-0.03168,0.10000,0.01809,1.04720,2.57400,1.04720,2.57400,1000,1700
6066,6.066,control,-1620,-0.03141,0.10000,0.01655,1.04720,2.57400,1.04720,2.57400,1000,1700
6086,6.086,control,-1637,-0.03115,0.10000,0.01523,1.04720,2.57400,1.04720,2.57400,1000,1700
6106,6.106,control,-1662,-0.03077,0.10000,0.01407,1.04720,2.57400,1.04720,2.57400,1000,1700
6126,6.126,control,-1682,-0.03046,0.10000,0.01275,1.04720,2.57400,1.04720,2.57400,1000,1700
6147,6.147,control,-1697,-0.03023,0.10000,0.01214,1.04720,2.57400,1.04720,2.57400,1000,1700
6166,6.166,control,-1718,-0.02990,0.10000,0.01239,1.04720,2.57400,1.04720,2.57400,1000,1700
6186,6.186,control,-1739,-0.02958,0.10000,0.01203,1.04720,2.57400,1.04720,2.57400,1000,1700
6206,6.206,control,-1750,-0.02941,0.10000,0.01095,1.04720,2.57400,1.04720,2.57400,1000,1700
6226,6.226,control,-1760,-0.02925,0.10000,0.01009,1.04720,2.57400,1.04720,2.57400,1000,1700
6246,6.246,control,-1778,-0.02898,0.10000,0.00951,1.04720,2.57400,1.04720,2.57400,1000,1700
6266,6.266,control,-1795,-0.02871,0.10000,0.00890,1.04720,2.57400,1.04720,2.57400,1000,1700
6286,6.286,control,-1805,-0.02856,0.10000,0.00861,1.04720,2.57400,1.04720,2.57400,1000,1700
6306,6.306,control,-1823,-0.02828,0.10000,0.00939,1.04720,2.57400,1.04720,2.57400,1000,1700
6326,6.326,control,-1848,-0.02790,0.10000,0.01038,1.04720,2.57400,1.04720,2.57400,1000,1700
6346,6.346,control,-1862,-0.02768,0.10000,0.01035,1.04720,2.57400,1.04720,2.57400,1000,1700
6396,6.396,control,-1892,-0.02722,0.10000,0.01250,1.04720,2.57400,1.04720,2.57400,1000,1700
6404,6.404,control,-1910,-0.02694,0.10000,0.01315,1.04720,2.57400,1.04720,2.57400,1000,1700
6424,6.424,control,-1930,-0.02663,0.10000,0.01280,1.04720,2.57400,1.04720,2.57400,1000,1700
6444,6.444,control,-1942,-0.02645,0.10000,0.01248,1.04720,2.57400,1.04720,2.57400,1000,1700
6464,6.464,control,-1962,-0.02614,0.10000,0.01130,1.04720,2.57400,1.04720,2.57400,1000,1700
6485,6.485,control,-1987,-0.02575,0.10000,0.01171,1.04720,2.57400,1.04720,2.57400,1000,1700
6506,6.506,control,-1997,-0.02560,0.10000,0.01075,1.04720,2.57400,1.04720,2.57400,1000,1700
6526,6.526,control,-2020,-0.02524,0.10000,0.01165,1.04720,2.57400,1.04720,2.57400,1000,1700
6546,6.546,control,-2038,-0.02497,0.10000,0.01170,1.04720,2.57400,1.04720,2.57400,1000,1700
6566,6.566,control,-2048,-0.02481,0.10000,0.01010,1.04720,2.57400,1.04720,2.57400,1000,1700
6586,6.586,control,-2066,-0.02453,0.10000,0.01048,1.04720,2.57400,1.04720,2.57400,1000,1700
6606,6.606,control,-2088,-0.02419,0.10000,0.01049,1.04720,2.57400,1.04720,2.57400,1000,1700
6626,6.626,control,-2099,-0.02402,0.10000,0.00974,1.04720,2.57400,1.04720,2.57400,1000,1700
6646,6.646,control,-2112,-0.02382,0.10000,0.00983,1.04720,2.57400,1.04720,2.57400,1000,1700
6666,6.666,control,-2131,-0.02353,0.10000,0.00997,1.04720,2.57400,1.04720,2.57400,1000,1700
6686,6.686,control,-2146,-0.02330,0.10000,0.00926,1.04720,2.57400,1.04720,2.57400,1000,1700
6706,6.706,control,-2153,-0.02319,0.10000,0.00861,1.04720,2.57400,1.04720,2.57400,1000,1700
6726,6.726,control,-2167,-0.02297,0.10000,0.00852,1.04720,2.57400,1.04720,2.57400,1000,1700
6746,6.746,control,-2183,-0.02273,0.10000,0.00817,1.04720,2.57400,1.04720,2.57400,1000,1700
6766,6.766,control,-2191,-0.02260,0.10000,0.00731,1.04720,2.57400,1.04720,2.57400,1000,1700
6786,6.786,control,-2198,-0.02250,0.10000,0.00705,1.04720,2.57400,1.04720,2.57400,1000,1700
6806,6.806,control,-2213,-0.02226,0.10000,0.00708,1.04720,2.57400,1.04720,2.57400,1000,1700
6826,6.826,control,-2223,-0.02211,0.10000,0.00645,1.04720,2.57400,1.04720,2.57400,1000,1700
6847,6.847,control,-2228,-0.02203,0.10000,0.00593,1.04720,2.57400,1.04720,2.57400,1000,1700
6867,6.867,control,-2243,-0.02180,0.10000,0.00664,1.04720,2.57400,1.04720,2.57400,1000,1700
6887,6.887,control,-2253,-0.02165,0.10000,0.00631,1.04720,2.57400,1.04720,2.57400,1000,1700
6907,6.907,control,-2257,-0.02159,0.10000,0.00557,1.04720,2.57400,1.04720,2.57400,1000,1700
6927,6.927,control,-2269,-0.02140,0.10000,0.00610,1.04720,2.57400,1.04720,2.57400,1000,1700
6947,6.947,control,-2283,-0.02118,0.10000,0.00615,1.04720,2.57400,1.04720,2.57400,1000,1700
6967,6.967,control,-2287,-0.02112,0.10000,0.00552,1.04720,2.57400,1.04720,2.57400,1000,1700
6987,6.987,control,-2294,-0.02102,0.10000,0.00565,1.04720,2.57400,1.04720,2.57400,1000,1700
7007,7.007,control,-2306,-0.02083,0.10000,0.00569,1.04720,2.57400,1.04720,2.57400,1000,1700
7027,7.027,control,-2313,-0.02072,0.10000,0.00495,1.04720,2.57400,1.04720,2.57400,1000,1700
7047,7.047,control,-2316,-0.02068,0.10000,0.00462,1.04720,2.57400,1.04720,2.57400,1000,1700
7068,7.068,control,-2326,-0.02052,0.10000,0.00484,1.04720,2.57400,1.04720,2.57400,1000,1700
7087,7.087,control,-2336,-0.02037,0.10000,0.00469,1.04720,2.57400,1.04720,2.57400,1000,1700
7107,7.107,control,-2338,-0.02034,0.10000,0.00411,1.04720,2.57400,1.04720,2.57400,1000,1700
7127,7.127,control,-2344,-0.02024,0.10000,0.00426,1.04720,2.57400,1.04720,2.57400,1000,1700
7147,7.147,control,-2356,-0.02006,0.10000,0.00452,1.04720,2.57400,1.04720,2.57400,1000,1700
7167,7.167,control,-2365,-0.01992,0.10000,0.00449,1.04720,2.57400,1.04720,2.57400,1000,1700
7187,7.187,control,-2367,-0.01989,0.10000,0.00448,1.04720,2.57400,1.04720,2.57400,1000,1700
7207,7.207,control,-2378,-0.01972,0.10000,0.00502,1.04720,2.57400,1.04720,2.57400,1000,1700
7227,7.227,control,-2393,-0.01949,0.10000,0.00550,1.04720,2.57400,1.04720,2.57400,1000,1700
7247,7.247,control,-2403,-0.01933,0.10000,0.00575,1.04720,2.57400,1.04720,2.57400,1000,1700
7267,7.267,control,-2422,-0.01904,0.10000,0.00767,1.04720,2.57400,1.02337,2.57400,1000,1700
7306,7.306,control,-2498,-0.01787,0.10000,0.01526,1.02766,2.57400,0.96862,2.57400,1000,1700
7325,7.325,control,-2555,-0.01699,0.10000,0.02208,0.97927,2.57400,1.00299,2.57400,1000,1700
7345,7.345,control,-2629,-0.01585,0.10000,0.03103,0.99871,2.57400,0.83857,2.57400,1000,1700
7365,7.365,control,-2692,-0.01487,0.10000,0.03847,0.86744,2.57400,1.04720,2.57400,1000,1700
7385,7.385,control,-2761,-0.01381,0.10000,0.03995,1.01478,2.57400,0.65491,2.57400,1000,1700
7405,7.405,control,-2848,-0.01247,0.10000,0.04363,0.71981,2.57400,1.04720,2.57400,1000,1700
7426,7.426,control,-2948,-0.01092,0.10000,0.04754,0.98816,2.57400,0.56428,2.57400,1000,1700
7447,7.447,control,-3047,-0.00940,0.10000,0.05261,0.64071,2.57400,1.04720,2.57400,1000,1700
7467,7.467,control,-3169,-0.00751,0.10000,0.05985,0.97390,2.57400,0.38416,2.57400,1108,1700
7487,7.487,control,-3305,-0.00542,0.10000,0.06731,0.49050,2.57400,1.04720,2.57400,1000,1700
7507,7.507,control,-3459,-0.00304,0.10000,0.07539,0.94681,2.57400,0.17438,2.57400,1240,1700
7529,7.529,control,-3693,0.00057,0.10000,0.09239,0.31367,2.57400,1.04720,2.57400,1000,1700
7548,7.548,control,-3868,0.00327,0.10000,0.10321,0.91492,2.57400,-0.18987,2.57400,1469,1700
7568,7.568,control,-4119,0.00714,0.10000,0.11888,0.00936,2.57400,1.04720,2.57400,1000,1700
7588,7.588,control,-4248,0.00913,0.10000,0.12088,0.86005,2.57400,-0.39188,2.57400,1596,1700
7608,7.608,control,-4453,0.01230,0.10000,0.11835,-0.16612,2.57400,1.04720,2.57400,1000,1700
7628,7.628,control,-4522,0.01336,0.10000,0.10614,0.82840,2.57400,-0.31402,2.57400,1547,1700
7649,7.649,control,-4672,0.01568,0.10000,0.09157,-0.10801,2.57400,1.04720,2.57400,1000,1700
7669,7.669,control,-4680,0.01580,0.10000,0.07413,0.83888,2.57400,-0.13339,2.57400,1433,1700
7689,7.689,control,-4780,0.01734,0.10000,0.05756,0.04194,2.57400,1.04720,2.57400,1000,1700
7709,7.709,control,-4762,0.01707,0.10000,0.04319,0.86592,2.57400,0.03271,2.57400,1329,1700
7729,7.729,control,-4826,0.01805,0.10000,0.02959,0.18296,2.57400,1.04720,2.57400,1000,1700
7750,7.750,control,-4808,0.01777,0.10000,0.02270,0.89135,2.57400,0.12767,2.57400,1269,1700
7769,7.769,control,-4888,0.01901,0.10000,0.01848,0.26539,2.57400,1.04720,2.57400,1000,1700
7789,7.789,control,-4874,0.01879,0.10000,0.01764,0.90622,2.57400,0.10296,2.57400,1285,1700
7809,7.809,control,-4932,0.01969,0.10000,0.01674,0.24781,2.57400,1.04720,2.57400,1000,1700
7829,7.829,control,-4913,0.01940,0.10000,0.01636,0.90305,2.57400,0.10338,2.57400,1284,1700
7849,7.849,control,-4969,0.02026,0.10000,0.01366,0.24759,2.57400,1.04720,2.57400,1000,1700
7869,7.869,control,-4997,0.02069,0.10000,0.01738,0.90301,2.57400,0.05374,2.57400,1316,1700
7889,7.889,control,-5106,0.02237,0.10000,0.02401,0.20688,2.57400,1.04720,2.57400,1000,1700
7909,7.909,control,-5173,0.02341,0.10000,0.03528,0.89567,2.57400,-0.17168,2.57400,1457,1700
7929,7.929,control,-5316,0.02561,0.10000,0.04806,0.02079,2.57400,1.04720,2.57400,1000,1700
7949,7.949,control,-5368,0.02642,0.10000,0.05449,0.86211,2.57400,-0.35156,2.57400,1571,1700
7970,7.970,control,-5507,0.02856,0.10000,0.05966,-0.13270,2.57400,1.04720,2.57400,1000,1700
7989,7.989,control,-5537,0.02902,0.10000,0.05721,0.83443,2.57400,-0.38760,2.57400,1593,1700
8009,8.009,control,-5666,0.03101,0.10000,0.05497,-0.16724,2.57400,1.04720,2.57400,1000,1700
8029,8.029,control,-5674,0.03114,0.10000,0.04954,0.82820,2.57400,-0.37026,2.57400,1582,1700
8049,8.049,control,-5789,0.03291,0.10000,0.04532,-0.15415,2.57400,1.04720,2.57400,1000,1700
8069,8.069,control,-5812,0.03327,0.10000,0.04330,0.83056,2.57400,-0.38780,2.57400,1593,1700
8089,8.089,control,-5959,0.03553,0.10000,0.04464,-0.16810,2.57400,1.04720,2.57400,1000,1700
8109,8.109,control,-5990,0.03601,0.10000,0.04752,0.82805,2.57400,-0.50515,2.57400,1667,1700
8129,8.129,control,-6132,0.03820,0.10000,0.05130,-0.26474,2.57400,1.04720,2.57400,1000,1700
8149,8.149,control,-6159,0.03862,0.10000,0.05287,0.81062,2.57400,-0.59040,2.57400,1721,1700
8170,8.170,control,-6298,0.04077,0.10000,0.05248,-0.33776,2.57400,1.04720,2.57400,1000,1700
8210,8.210,control,-6425,0.04272,0.10000,0.06273,0.79745,2.57400,-0.77340,2.57400,1836,1700
8229,8.229,control,-6421,0.04266,0.10000,0.05003,-0.49013,2.57400,1.04720,2.57400,1000,1700
8249,8.249,control,-6455,0.04319,0.10000,0.04698,0.76997,2.57400,-0.57889,2.57400,1714,1700
8269,8.269,control,-6609,0.04556,0.10000,0.04768,-0.33565,2.57400,1.04720,2.57400,1000,1700
8289,8.289,control,-6704,0.04703,0.10000,0.04444,0.79783,2.57400,-0.74752,2.57400,1820,1700
8309,8.309,control,-6886,0.04984,0.10000,0.06356,-0.46885,2.57400,1.04720,2.57400,1000,1700
8329,8.329,control,-7001,0.05161,0.10000,0.07804,0.77381,2.57400,-1.04720,2.57400,2000,1700
8350,8.350,control,-7201,0.05470,0.10000,0.08735,-0.71882,2.57400,1.04720,2.57400,1000,1700
8371,8.371,control,-7300,0.05623,0.10000,0.09058,0.72874,2.57400,-1.04720,2.57400,2000,1700
8392,8.392,control,-7461,0.05871,0.10000,0.08928,-0.72695,2.57400,1.04720,2.57400,1000,1700
8412,8.412,control,-7527,0.05973,0.10000,0.08360,0.72727,2.57400,-1.04720,2.57400,2000,1700
8433,8.433,control,-7691,0.06226,0.10000,0.07800,-0.72721,2.57400,1.04720,2.57400,1000,1700
8452,8.452,control,-7719,0.06269,0.10000,0.06866,0.72722,2.57400,-1.04720,2.57400,2000,1700
8472,8.472,control,-7864,0.06493,0.10000,0.06412,-0.72722,2.57400,1.04720,2.57400,1000,1700
8492,8.492,control,-7945,0.06618,0.10000,0.06438,0.72722,2.57400,-1.04720,2.57400,2000,1700
8512,8.512,control,-8146,0.06928,0.10000,0.06846,-0.72722,2.57400,1.04720,2.57400,1000,1700
8532,8.532,control,-8217,0.07037,0.10000,0.07433,0.72722,2.57400,-1.04720,2.57400,2000,1700
8553,8.553,control,-8388,0.07301,0.10000,0.07889,-0.72722,2.57400,1.04720,2.57400,1000,1700
8573,8.573,control,-8451,0.07399,0.10000,0.07832,0.72722,2.57400,-1.04720,2.57400,2000,1700
8593,8.593,control,-8623,0.07664,0.10000,0.07502,-0.72722,2.57400,1.04720,2.57400,1000,1700
8613,8.613,control,-8712,0.07801,0.10000,0.07597,0.72722,2.57400,-1.04720,2.57400,2000,1700
8633,8.633,control,-8913,0.08111,0.10000,0.07949,-0.72722,2.57400,1.04720,2.57400,1000,1700
8653,8.653,control,-9015,0.08269,0.10000,0.08476,0.72722,2.57400,-1.04720,2.57400,2000,1700
8674,8.674,control,-9212,0.08573,0.10000,0.08905,-0.72722,2.57400,1.04720,2.57400,1000,1700
8693,8.693,control,-9280,0.08678,0.10000,0.08806,0.72722,2.57400,-1.04720,2.57400,2000,1700
8713,8.713,control,-9441,0.08926,0.10000,0.08345,-0.72722,2.57400,1.04720,2.57400,1000,1700
8733,8.733,control,-9508,0.09029,0.10000,0.07828,0.72722,2.57400,-1.04720,2.57400,2000,1700
8754,8.754,control,-9656,0.09258,0.10000,0.07144,-0.72722,2.57400,1.04720,2.57400,1000,1700
8774,8.774,control,-9691,0.09312,0.10000,0.06582,0.72722,2.57400,-1.04720,2.57400,2000,1700
8795,8.795,control,-9815,0.09503,0.10000,0.06014,-0.72722,2.57400,1.04720,2.57400,1000,1700
8816,8.816,control,-9844,0.09548,0.10000,0.05433,0.72722,2.57400,-1.04720,2.57400,2000,1700
8836,8.836,control,-9977,0.09753,0.10000,0.05097,-0.72722,2.57400,1.04720,2.57400,1000,1700
8857,8.857,control,-9990,0.09773,0.10000,0.04759,0.72722,2.57400,-1.04720,2.57400,2000,1700
8877,8.877,control,-10089,0.09926,0.10000,0.04387,-0.72722,2.57400,1.04720,2.57400,1000,1700
8899,8.899,control,-10148,0.10017,0.10000,0.04600,0.72722,2.57400,-1.04720,2.57400,2000,1700
8918,8.918,control,-10256,0.10184,0.10000,0.04393,-0.72722,2.57400,1.04720,2.57400,1000,1700
8938,8.938,control,-10284,0.10227,0.10000,0.04493,0.72722,2.57400,-1.04720,2.57400,2000,1700
8958,8.958,control,-10402,0.10409,0.10000,0.04729,-0.72722,2.57400,1.04720,2.57400,1000,1700
8978,8.978,control,-10466,0.10508,0.10000,0.04853,0.72722,2.57400,-1.04720,2.57400,2000,1700
8999,8.999,control,-10588,0.10696,0.10000,0.05042,-0.72722,2.57400,1.04720,2.57400,1000,1700
9020,9.020,control,-10660,0.10807,0.10000,0.05574,0.72722,2.57400,-1.04720,2.57400,2000,1700
9040,9.040,control,-10775,0.10984,0.10000,0.05701,-0.72722,2.57400,1.02469,2.57400,1000,1700
9060,9.060,control,-10778,0.10989,0.10000,0.05080,0.70877,2.57400,-1.04720,2.57400,2000,1700
9080,9.080,control,-10965,0.11278,0.10000,0.05596,-0.73055,2.57400,0.95030,2.57400,1000,1700
9100,9.100,control,-11107,0.11497,0.10000,0.06507,0.64720,2.57400,-1.04720,2.57400,2000,1700
9143,9.143,control,-11384,0.11924,0.10000,0.08530,-0.74165,2.57400,0.51526,2.57400,1025,1700
9162,9.162,control,-11516,0.12128,0.10000,0.10530,0.28860,2.57400,-1.04720,2.57400,2000,1700
9182,9.182,control,-11719,0.12441,0.10000,0.11303,-0.80632,2.57400,0.27063,2.57400,1179,1700
9202,9.202,control,-11839,0.12626,0.10000,0.11297,0.07643,2.57400,-1.04720,2.57400,2000,1700
9223,9.223,control,-11999,0.12873,0.10000,0.10032,-0.84458,2.57400,0.34433,2.57400,1133,1700
9243,9.243,control,-12158,0.13118,0.10000,0.09944,0.12994,2.57400,-1.04720,2.57400,2000,1700
9263,9.263,control,-12311,0.13354,0.10000,0.09377,-0.83493,2.57400,0.22670,2.57400,1207,1700
9283,9.283,control,-12350,0.13415,0.10000,0.08332,0.03526,2.57400,-1.04720,2.57400,2000,1700
9303,9.303,control,-12383,0.13465,0.10000,0.06647,-0.85200,2.57400,0.47693,2.57400,1050,1700
9323,9.323,control,-12351,0.13416,0.10000,0.04079,0.23729,2.57400,-1.04720,2.57400,2000,1700
9343,9.343,control,-12301,0.13339,0.10000,0.01116,-0.81557,2.57400,0.91481,2.57400,1000,1700
9364,9.364,control,-12251,0.13262,0.10000,-0.00735,0.60277,2.57400,-1.04720,2.57400,2000,1700
9383,9.383,control,-12195,0.13175,0.10000,-0.02251,-0.74966,2.57400,1.04720,2.57400,1000,1700
9403,9.403,control,-12142,0.13094,0.10000,-0.02933,0.72317,2.57400,-1.04720,2.57400,2000,1700
9423,9.423,control,-12092,0.13016,0.10000,-0.03137,-0.72795,2.57400,1.04720,2.57400,1000,1700
9444,9.444,control,-12062,0.12970,0.10000,-0.02982,0.72709,2.57400,-1.04720,2.57400,2000,1700
9465,9.465,control,-12064,0.12973,0.10000,-0.02310,-0.72724,2.57400,1.04720,2.57400,1000,1700
9486,9.486,control,-12054,0.12958,0.10000,-0.01643,0.72722,2.57400,-1.04720,2.57400,2000,1700
9506,9.506,control,-12101,0.13030,0.10000,-0.00396,-0.72722,2.57400,0.92227,2.57400,1000,1700
9526,9.526,control,-12119,0.13058,0.10000,0.00497,0.62482,2.57400,-1.04720,2.57400,2000,1700
9546,9.546,control,-12148,0.13103,0.10000,0.01056,-0.74569,2.57400,0.81749,2.57400,1000,1700
9567,9.567,control,-12203,0.13188,0.10000,0.01926,0.53560,2.57400,-1.04720,2.57400,2000,1700
9586,9.586,control,-12267,0.13286,0.10000,0.02371,-0.76177,2.57400,0.68399,2.57400,1000,1700
9617,9.617,control,-12354,0.13421,0.10000,0.03249,0.42328,2.57400,-1.04720,2.57400,2000,1700
9626,9.626,control,-12517,0.13672,0.10000,0.04960,-0.78203,2.57400,0.38452,2.57400,1108,1700
9646,9.646,control,-12619,0.13830,0.10000,0.05981,0.17416,2.57400,-1.04720,2.57400,2000,1700
9667,9.667,control,-12792,0.14097,0.10000,0.07465,-0.82695,2.57400,0.14286,2.57400,1260,1700
9687,9.687,control,-12810,0.14124,0.10000,0.07165,-0.03202,2.57400,-1.04720,2.57400,2000,1700
9707,9.707,control,-12800,0.14109,0.10000,0.05206,-0.86413,2.57400,0.43321,2.57400,1077,1700
9727,9.727,control,-12806,0.14118,0.10000,0.03582,0.19927,2.57400,-1.04720,2.57400,2000,1700
9747,9.747,control,-12804,0.14115,0.10000,0.01204,-0.82243,2.57400,0.68049,2.57400,1000,1700
9768,9.768,control,-12732,0.14004,0.10000,-0.00481,0.40947,2.57400,-1.04720,2.57400,2000,1700
9790,9.790,control,-12681,0.13925,0.10000,-0.01430,-0.78452,2.57400,0.87767,2.57400,1000,1700
9809,9.809,control,-12581,0.13771,0.10000,-0.02859,0.57793,2.57400,-1.04720,2.57400,2000,1700
9829,9.829,control,-12519,0.13675,0.10000,-0.03936,-0.75414,2.57400,1.04720,2.57400,1000,1700
9849,9.849,control,-12404,0.13498,0.10000,-0.04723,0.72237,2.57400,-1.04720,2.57400,2000,1700
9870,9.870,control,-12343,0.13404,0.10000,-0.05068,-0.72810,2.57400,1.04720,2.57400,1000,1700
9890,9.890,control,-12218,0.13211,0.10000,-0.05441,0.72706,2.57400,-1.04720,2.57400,2000,1700
9910,9.910,control,-12208,0.13195,0.10000,-0.04991,-0.72725,2.57400,1.04720,2.57400,1000,1700
9930,9.930,control,-12129,0.13074,0.10000,-0.04468,0.72722,2.57400,-1.04720,2.57400,2000,1700
9950,9.950,control,-12155,0.13114,0.10000,-0.03371,-0.72722,2.57400,1.04720,2.57400,1000,1700
9971,9.971,control,-12107,0.13040,0.10000,-0.02210,0.72722,2.57400,-1.04720,2.57400,2000,1700
9991,9.991,control,-12165,0.13129,0.10000,-0.01127,-0.72722,2.57400,0.95610,2.57400,1000,1700
10042,10.042,control,-12197,0.13178,0.10000,0.00396,0.65255,2.57400,-1.04720,2.57400,2000,1700
10061,10.061,control,-12159,0.13120,0.10000,0.00162,-0.74069,2.57400,0.87877,2.57400,1000,1700
10081,10.081,control,-12183,0.13157,0.10000,0.00869,0.58674,2.57400,-1.04720,2.57400,2000,1700
10101,10.101,control,-12359,0.13428,0.10000,0.02356,-0.75255,2.57400,0.61737,2.57400,1000,1700
10121,10.121,control,-12540,0.13708,0.10000,0.04412,0.37033,2.57400,-1.04720,2.57400,2000,1700
10141,10.141,control,-12750,0.14032,0.10000,0.07707,-0.79158,2.57400,0.05231,2.57400,1317,1700
10161,10.161,control,-12789,0.14092,0.10000,0.08857,-0.09986,2.57400,-1.04720,2.57400,2000,1700
10181,10.181,control,-12818,0.14137,0.10000,0.07615,-0.87637,2.57400,0.24194,2.57400,1197,1700
10201,10.201,control,-12815,0.14132,0.10000,0.05255,0.04028,2.57400,-1.04720,2.57400,2000,1700
10222,10.222,control,-12807,0.14120,0.10000,0.02192,-0.85110,2.57400,0.66398,2.57400,1000,1700
10242,10.242,control,-12801,0.14110,0.10000,0.00787,0.39077,2.57400,-1.04720,2.57400,2000,1700
10264,10.264,control,-12812,0.14127,0.10000,0.00171,-0.78789,2.57400,0.68080,2.57400,1000,1700
10283,10.283,control,-12758,0.14044,0.10000,-0.00564,0.41595,2.57400,-1.04720,2.57400,2000,1700
10303,10.303,control,-12694,0.13945,0.10000,-0.01390,-0.78335,2.57400,0.86488,2.57400,1000,1700
10323,10.323,control,-12649,0.13876,0.10000,-0.02059,0.56765,2.57400,-1.04720,2.57400,2000,1700
