t_ms,t_s,phase,count,p_m,p_ref_m,v_mps,theta_hat_rad,T_hat_N,theta_cmd_rad,T_cmd_N,servo_us,esc_us
5081,5.081,control,2308,-0.07125,-0.10000,0.13473,-0.93980,2.57400,0.27961,2.57400,1174,1700
5102,5.102,control,2450,-0.07345,-0.10000,0.06926,0.05972,2.57400,-1.04720,2.57400,2000,1700
5123,5.123,control,2692,-0.07718,-0.10000,-0.00234,-0.84759,2.57400,1.04720,2.57400,1000,1700
5143,5.143,control,3016,-0.08218,-0.10000,-0.07404,0.70551,2.57400,-1.04720,2.57400,2000,1700
5163,5.163,control,3393,-0.08800,-0.10000,-0.13940,-0.73113,2.57400,1.04720,2.57400,1000,1700
5186,5.186,control,3873,-0.09540,0.10000,-0.19551,0.72651,2.57400,1.04720,2.57400,1000,1700
5204,5.204,control,4286,-0.10177,0.10000,-0.23082,0.98937,2.57400,1.04720,2.57400,1000,1700
5225,5.225,control,4795,-0.10963,0.10000,-0.26139,1.03677,2.57400,1.04720,2.57400,1000,1700
5244,5.244,control,5344,-0.11810,0.10000,-0.28914,1.04532,2.57400,1.04720,2.57400,1000,1700
5264,5.264,control,5942,-0.12733,0.10000,-0.31021,1.04686,2.57400,1.04720,2.57400,1000,1700
5284,5.284,control,6502,-0.13597,0.10000,-0.33241,1.04714,2.57400,1.04720,2.57400,1000,1700
5304,5.304,control,6664,-0.13847,0.10000,-0.30159,1.04719,2.57400,1.04720,2.57400,1000,1700
5324,5.324,control,6586,-0.13726,0.10000,-0.22462,1.04720,2.57400,1.04720,2.57400,1000,1700
5344,5.344,control,6477,-0.13558,0.10000,-0.12517,1.04720,2.57400,1.04720,2.57400,1000,1700
5364,5.364,control,6413,-0.13459,0.10000,-0.02794,1.04720,2.57400,1.04720,2.57400,1000,1700
5384,5.384,control,6432,-0.13489,0.10000,0.01668,1.04720,2.57400,1.04720,2.57400,1000,1700
5404,5.404,control,6430,-0.13485,0.10000,0.02185,1.04720,2.57400,1.04720,2.57400,1000,1700
5424,5.424,control,6411,-0.13456,0.10000,0.01368,1.04720,2.57400,1.04720,2.57400,1000,1700
5465,5.465,control,6266,-0.13232,0.10000,0.01998,1.04720,2.57400,1.04720,2.57400,1000,1700
5484,5.484,control,6051,-0.12901,0.10000,0.04715,1.04720,2.57400,1.04720,2.57400,1000,1700
5504,5.504,control,5663,-0.12302,0.10000,0.09699,1.04720,2.57400,1.04720,2.57400,1000,1700
5524,5.524,control,5297,-0.11737,0.10000,0.14942,1.04720,2.57400,1.04720,2.57400,1000,1700
5544,5.544,control,4856,-0.11057,0.10000,0.19712,1.04720,2.57400,1.04720,2.57400,1000,1700
5565,5.565,control,4461,-0.10447,0.10000,0.23087,1.04720,2.57400,1.04720,2.57400,1000,1700
5585,5.585,control,4077,-0.09855,0.10000,0.24056,1.04720,2.57400,1.04720,2.57400,1000,1700
5605,5.605,control,3711,-0.09290,0.10000,0.24347,1.04720,2.57400,1.04720,2.57400,1000,1700
5625,5.625,control,3327,-0.08698,0.10000,0.23818,1.04720,2.57400,1.04720,2.57400,1000,1700
5645,5.645,control,2944,-0.08107,0.10000,0.23530,1.04720,2.57400,0.95446,2.57400,1000,1700
5666,5.666,control,2558,-0.07511,0.10000,0.23465,0.97118,2.57400,0.96535,2.57400,1000,1700
5687,5.687,control,2186,-0.06937,0.10000,0.23511,0.96640,2.57400,0.79309,2.57400,1000,1700
5706,5.706,control,1845,-0.06411,0.10000,0.23060,0.82435,2.57400,1.02702,2.57400,1000,1700
5726,5.726,control,1518,-0.05906,0.10000,0.22320,0.99048,2.57400,0.51395,2.57400,1026,1700
5746,5.746,control,1176,-0.05379,0.10000,0.21623,0.59988,2.57400,1.04720,2.57400,1000,1700
5767,5.767,control,788,-0.04780,0.10000,0.21586,0.96653,2.57400,0.28567,2.57400,1170,1700
5787,5.787,control,439,-0.04242,0.10000,0.21662,0.40845,2.57400,1.04720,2.57400,1000,1700
5807,5.807,control,129,-0.03763,0.10000,0.21501,0.93201,2.57400,0.06111,2.57400,1311,1700
5827,5.827,control,-223,-0.03220,0.10000,0.21560,0.21816,2.57400,1.04720,2.57400,1000,1700
5847,5.847,control,-478,-0.02827,0.10000,0.20142,0.89770,2.57400,-0.02590,2.57400,1366,1700
5867,5.867,control,-797,-0.02335,0.10000,0.19392,0.14065,2.57400,1.04720,2.57400,1000,1700
5888,5.888,control,-1019,-0.01992,0.10000,0.18217,0.88372,2.57400,-0.08219,2.57400,1401,1700
5910,5.910,control,-1318,-0.01531,0.10000,0.17292,0.09199,2.57400,1.04720,2.57400,1000,1700
5929,5.929,control,-1469,-0.01298,0.10000,0.15891,0.87495,2.57400,-0.07199,2.57400,1395,1700
5949,5.949,control,-1728,-0.00898,0.10000,0.14823,0.09877,2.57400,1.04720,2.57400,1000,1700
5969,5.969,control,-1845,-0.00717,0.10000,0.13368,0.87617,2.57400,-0.03374,2.57400,1371,1700
5989,5.989,control,-2090,-0.00339,0.10000,0.12349,0.13034,2.57400,1.04720,2.57400,1000,1700
6009,6.009,control,-2211,-0.00153,0.10000,0.11719,0.88186,2.57400,-0.07935,2.57400,1399,1700
6029,6.029,control,-2432,0.00188,0.10000,0.11119,0.09398,2.57400,1.04720,2.57400,1000,1700
6049,6.049,control,-2484,0.00268,0.10000,0.10237,0.87531,2.57400,-0.06382,2.57400,1390,1700
6069,6.069,control,-2627,0.00489,0.10000,0.08871,0.10553,2.57400,1.04720,2.57400,1000,1700
6089,6.089,control,-2638,0.00506,0.10000,0.07273,0.87739,2.57400,0.11898,2.57400,1275,1700
6109,6.109,control,-2738,0.00660,0.10000,0.05487,0.25574,2.57400,1.04720,2.57400,1000,1700
6131,6.131,control,-2723,0.00637,0.10000,0.04227,0.90448,2.57400,0.27922,2.57400,1174,1700
6150,6.150,control,-2827,0.00798,0.10000,0.03428,0.39198,2.57400,1.04720,2.57400,1000,1700
6170,6.170,control,-2841,0.00819,0.10000,0.03221,0.92904,2.57400,0.24910,2.57400,1193,1700
6191,6.191,control,-2929,0.00955,0.10000,0.03029,0.37171,2.57400,1.04720,2.57400,1000,1700
6211,6.211,control,-2920,0.00941,0.10000,0.03037,0.92539,2.57400,0.23640,2.57400,1201,1700
6231,6.231,control,-3010,0.01080,0.10000,0.02887,0.36064,2.57400,1.04720,2.57400,1000,1700
6251,6.251,control,-2992,0.01052,0.10000,0.02497,0.92339,2.57400,0.25435,2.57400,1190,1700
6271,6.271,control,-3079,0.01187,0.10000,0.02369,0.37500,2.57400,1.04720,2.57400,1000,1700
6292,6.292,control,-3097,0.01214,0.10000,0.02623,0.92598,2.57400,0.18580,2.57400,1233,1700
6312,6.312,control,-3223,0.01409,0.10000,0.03087,0.31927,2.57400,1.04720,2.57400,1000,1700
6333,6.333,control,-3262,0.01469,0.10000,0.03842,0.91593,2.57400,0.02311,2.57400,1335,1700
6353,6.353,control,-3424,0.01719,0.10000,0.04879,0.18411,2.57400,1.04720,2.57400,1000,1700
6406,6.406,control,-3699,0.02143,0.10000,0.07966,0.89156,2.57400,-0.49253,2.57400,1659,1700
6415,6.415,control,-3726,0.02185,0.10000,0.07822,-0.24294,2.57400,1.04720,2.57400,1000,1700
6435,6.435,control,-3882,0.02426,0.10000,0.09043,0.81455,2.57400,-0.48197,2.57400,1653,1700
6455,6.455,control,-4011,0.02625,0.10000,0.09053,-0.24817,2.57400,1.04720,2.57400,1000,1700
6475,6.475,control,-4188,0.02898,0.10000,0.07997,0.81361,2.57400,-0.53523,2.57400,1686,1700
6495,6.495,control,-4405,0.03233,0.10000,0.09733,-0.29200,2.57400,1.04720,2.57400,1000,1700
6515,6.515,control,-4539,0.03439,0.10000,0.10016,0.80570,2.57400,-0.86429,2.57400,1893,1700
6535,6.535,control,-4748,0.03762,0.10000,0.10965,-0.56314,2.57400,1.04720,2.57400,1000,1700
6556,6.556,control,-4868,0.03947,0.10000,0.10634,0.75681,2.57400,-0.95488,2.57400,1950,1700
6576,6.576,control,-5025,0.04189,0.10000,0.09887,-0.64622,2.57400,1.04720,2.57400,1000,1700
6596,6.596,control,-5081,0.04276,0.10000,0.08820,0.74183,2.57400,-0.85947,2.57400,1890,1700
6618,6.618,control,-5232,0.04509,0.10000,0.07874,-0.57071,2.57400,1.04720,2.57400,1000,1700
6637,6.637,control,-5311,0.04630,0.10000,0.07147,0.75544,2.57400,-0.85710,2.57400,1889,1700
6657,6.657,control,-5463,0.04865,0.10000,0.06875,-0.56631,2.57400,1.04720,2.57400,1000,1700
6677,6.677,control,-5550,0.04999,0.10000,0.07128,0.75624,2.57400,-0.97329,2.57400,1962,1700
6698,6.698,control,-5698,0.05228,0.10000,0.07172,-0.66141,2.57400,1.04720,2.57400,1000,1700
6718,6.718,control,-5788,0.05366,0.10000,0.07303,0.73909,2.57400,-1.04720,2.57400,2000,1700
6738,6.738,control,-6042,0.05758,0.10000,0.08445,-0.72508,2.57400,1.04720,2.57400,1000,1700
6758,6.758,control,-6211,0.06019,0.10000,0.09673,0.72761,2.57400,-1.04720,2.57400,2000,1700
6778,6.778,control,-6377,0.06275,0.10000,0.10236,-0.72715,2.57400,1.04720,2.57400,1000,1700
6798,6.798,control,-6508,0.06477,0.10000,0.10847,0.72723,2.57400,-1.04720,2.57400,2000,1700
6818,6.818,control,-6616,0.06644,0.10000,0.09454,-0.72722,2.57400,1.04720,2.57400,1000,1700
6839,6.839,control,-6721,0.06806,0.10000,0.08345,0.72722,2.57400,-1.04720,2.57400,2000,1700
6858,6.858,control,-6762,0.06869,0.10000,0.06662,-0.72722,2.57400,1.04720,2.57400,1000,1700
6878,6.878,control,-6823,0.06963,0.10000,0.05401,0.72722,2.57400,-1.04720,2.57400,2000,1700
6898,6.898,control,-6846,0.06999,0.10000,0.04104,-0.72722,2.57400,1.04720,2.57400,1000,1700
6918,6.918,control,-6901,0.07084,0.10000,0.03175,0.72722,2.57400,-1.04720,2.57400,2000,1700
6938,6.938,control,-6928,0.07125,0.10000,0.02746,-0.72722,2.57400,1.04720,2.57400,1000,1700
6958,6.958,control,-7096,0.07385,0.10000,0.03772,0.72722,2.57400,-1.04720,2.57400,2000,1700
6978,6.978,control,-7231,0.07593,0.10000,0.05290,-0.72722,2.57400,1.04720,2.57400,1000,1700
6999,6.999,control,-7371,0.07809,0.10000,0.06663,0.72722,2.57400,-1.04720,2.57400,2000,1700
7019,7.019,control,-7448,0.07928,0.10000,0.07615,-0.72722,2.57400,1.04720,2.57400,1000,1700
7039,7.039,control,-7532,0.08057,0.10000,0.06994,0.72722,2.57400,-1.04720,2.57400,2000,1700
7059,7.059,control,-7570,0.08116,0.10000,0.05760,-0.72722,2.57400,1.04720,2.57400,1000,1700
7079,7.079,control,-7622,0.08196,0.10000,0.04439,0.72722,2.57400,-1.04720,2.57400,2000,1700
7099,7.099,control,-7656,0.08249,0.10000,0.03578,-0.72722,2.57400,1.04720,2.57400,1000,1700
7119,7.119,control,-7735,0.08371,0.10000,0.03266,0.72722,2.57400,-1.04720,2.57400,2000,1700
7139,7.139,control,-7775,0.08432,0.10000,0.03194,-0.72722,2.57400,1.04720,2.57400,1000,1700
7159,7.159,control,-7889,0.08608,0.10000,0.03842,0.72722,2.57400,-1.04720,2.57400,2000,1700
7180,7.180,control,-7982,0.08752,0.10000,0.04674,-0.72722,2.57400,1.04720,2.57400,1000,1700
7200,7.200,control,-8115,0.08957,0.10000,0.05506,0.72722,2.57400,-1.04720,2.57400,2000,1700
7220,7.220,control,-8231,0.09136,0.10000,0.06577,-0.72722,2.57400,1.04720,2.57400,1000,1700
7240,7.240,control,-8387,0.09377,0.10000,0.07352,0.72722,2.57400,-1.04720,2.57400,2000,1700
7260,7.260,control,-8511,0.09568,0.10000,0.07919,-0.72722,2.57400,1.04720,2.57400,1000,1700
7305,7.305,control,-8793,0.10003,0.10000,0.09699,0.72722,2.57400,-1.04720,2.57400,2000,1700
7324,7.324,control,-8885,0.10145,0.10000,0.09973,-0.72722,2.57400,0.90971,2.57400,1000,1700
7344,7.344,control,-8958,0.10258,0.10000,0.09159,0.61453,2.57400,-1.04720,2.57400,2000,1700
7364,7.364,control,-9168,0.10582,0.10000,0.09844,-0.74754,2.57400,0.83540,2.57400,1000,1700
7384,7.384,control,-9265,0.10731,0.10000,0.08051,0.54995,2.57400,-1.04720,2.57400,2000,1700
7404,7.404,control,-9424,0.10977,0.10000,0.08237,-0.75919,2.57400,0.88318,2.57400,1000,1700
7424,7.424,control,-9525,0.11132,0.10000,0.08595,0.58701,2.57400,-1.04720,2.57400,2000,1700
7444,7.444,control,-9633,0.11299,0.10000,0.07601,-0.75250,2.57400,0.82134,2.57400,1000,1700
7465,7.465,control,-9676,0.11365,0.10000,0.06719,0.53753,2.57400,-1.04720,2.57400,2000,1700
7485,7.485,control,-9766,0.11504,0.10000,0.05710,-0.76143,2.57400,0.94706,2.57400,1000,1700
7505,7.505,control,-9824,0.11594,0.10000,0.04942,0.63897,2.57400,-1.04720,2.57400,2000,1700
7526,7.526,control,-9910,0.11727,0.10000,0.04474,-0.74313,2.57400,0.94046,2.57400,1000,1700
7545,7.545,control,-9960,0.11804,0.10000,0.04410,0.63686,2.57400,-1.04720,2.57400,2000,1700
7565,7.565,control,-10054,0.11949,0.10000,0.04434,-0.74351,2.57400,0.87525,2.57400,1000,1700
7585,7.585,control,-10099,0.12018,0.10000,0.04300,0.58334,2.57400,-1.04720,2.57400,2000,1700
7606,7.606,control,-10177,0.12138,0.10000,0.04174,-0.75317,2.57400,0.86305,2.57400,1000,1700
7627,7.627,control,-10259,0.12265,0.10000,0.04482,0.57160,2.57400,-1.04720,2.57400,2000,1700
7647,7.647,control,-10365,0.12429,0.10000,0.04704,-0.75528,2.57400,0.73034,2.57400,1000,1700
7667,7.667,control,-10448,0.12557,0.10000,0.05181,0.46244,2.57400,-1.04720,2.57400,2000,1700
7687,7.687,control,-10606,0.12800,0.10000,0.06188,-0.77497,2.57400,0.53176,2.57400,1015,1700
7707,7.707,control,-10704,0.12952,0.10000,0.06663,0.29612,2.57400,-1.04720,2.57400,2000,1700
7727,7.727,control,-10845,0.13169,0.10000,0.07183,-0.80496,2.57400,0.40353,2.57400,1096,1700
7748,7.748,control,-10934,0.13307,0.10000,0.07404,0.18560,2.57400,-1.04720,2.57400,2000,1700
7767,7.767,control,-11148,0.13637,0.10000,0.08075,-0.82489,2.57400,0.22799,2.57400,1206,1700
7787,7.787,control,-11333,0.13922,0.10000,0.09216,0.03813,2.57400,-1.04720,2.57400,2000,1700
7808,7.808,control,-11577,0.14299,0.10000,0.10671,-0.85148,2.57400,-0.14277,2.57400,1439,1700
7828,7.828,control,-11764,0.14587,0.10000,0.12166,-0.27057,2.57400,-1.04720,2.57400,2000,1700
7848,7.848,control,-11961,0.14891,0.10000,0.12431,-0.90715,2.57400,-0.34409,2.57400,1566,1700
7869,7.869,control,-12099,0.15104,0.10000,0.12003,-0.44563,2.57400,-1.04720,2.57400,2000,1700
7889,7.889,control,-12179,0.15227,0.10000,0.10103,-0.93872,2.57400,-0.16360,2.57400,1452,1700
7909,7.909,control,-12200,0.15260,0.10000,0.07740,-0.30338,2.57400,-1.04720,2.57400,2000,1700
7929,7.929,control,-12128,0.15149,0.10000,0.04126,-0.91307,2.57400,0.32600,2.57400,1144,1700
7949,7.949,control,-11903,0.14802,0.10000,-0.00879,0.10256,2.57400,-1.04720,2.57400,2000,1700
7970,7.970,control,-11677,0.14453,0.10000,-0.05686,-0.83986,2.57400,1.04720,2.57400,1000,1700
7989,7.989,control,-11364,0.13970,0.10000,-0.10735,0.70691,2.57400,-1.04720,2.57400,2000,1700
8009,8.009,control,-11089,0.13546,0.10000,-0.14443,-0.73088,2.57400,1.04720,2.57400,1000,1700
8029,8.029,control,-10715,0.12969,0.10000,-0.17164,0.72656,2.57400,-1.04720,2.57400,2000,1700
8049,8.049,control,-10427,0.12524,0.10000,-0.18650,-0.72734,2.57400,1.04720,2.57400,1000,1700
8070,8.070,control,-10031,0.11913,0.10000,-0.19992,0.72720,2.57400,-0.66825,2.57400,1770,1700
8090,8.090,control,-9741,0.11466,0.10000,-0.20557,-0.41661,2.57400,1.04720,2.57400,1000,1700
8110,8.110,control,-9340,0.10847,0.10000,-0.21018,0.78323,2.57400,-0.38410,2.57400,1591,1700
8131,8.131,control,-9013,0.10342,0.10000,-0.21578,-0.17360,2.57400,1.04720,2.57400,1000,1700
8152,8.152,control,-8560,0.09644,0.10000,-0.22361,0.82705,2.57400,0.00220,2.57400,1348,1700
8172,8.172,control,-8151,0.09012,0.10000,-0.23882,0.15094,2.57400,1.04720,2.57400,1000,1700
8215,8.215,control,-7293,0.07689,0.10000,-0.29274,0.88558,2.57400,1.04720,2.57400,1000,1700
8235,8.235,control,-6885,0.07059,0.10000,-0.31766,1.01805,2.57400,1.04720,2.57400,1000,1700
8255,8.255,control,-6528,0.06508,0.10000,-0.31477,1.04194,2.57400,1.04720,2.57400,1000,1700
8276,8.276,control,-6224,0.06039,0.10000,-0.30256,1.04625,2.57400,1.04720,2.57400,1000,1700
8296,8.296,control,-6013,0.05714,0.10000,-0.22902,1.04703,2.57400,0.72841,2.57400,1000,1700
8316,8.316,control,-5898,0.05536,0.10000,-0.17531,0.78586,2.57400,0.96863,2.57400,1000,1700
8336,8.336,control,-5911,0.05556,0.10000,-0.11923,0.93567,2.57400,0.08645,2.57400,1295,1700
8356,8.356,control,-6089,0.05831,0.10000,-0.05035,0.23959,2.57400,1.04720,2.57400,1000,1700
8376,8.376,control,-6446,0.06382,0.10000,0.03166,0.90156,2.57400,-1.04720,2.57400,2000,1700
8396,8.396,control,-6795,0.06920,0.10000,0.10638,-0.69578,2.57400,1.04720,2.57400,1000,1700
8416,8.416,control,-7173,0.07503,0.10000,0.16822,0.73289,2.57400,-1.04720,2.57400,2000,1700
8437,8.437,control,-7533,0.08059,0.10000,0.20643,-0.72620,2.57400,0.61684,2.57400,1000,1700
8456,8.456,control,-7809,0.08485,0.10000,0.20914,0.37465,2.57400,-1.04720,2.57400,2000,1700
8476,8.476,control,-8134,0.08986,0.10000,0.20736,-0.79080,2.57400,0.48059,2.57400,1047,1700
8496,8.496,control,-8387,0.09377,0.10000,0.19333,0.25133,2.57400,-1.04720,2.57400,2000,1700
8516,8.516,control,-8768,0.09964,0.10000,0.19139,-0.81304,2.57400,0.37111,2.57400,1116,1700
8536,8.536,control,-9059,0.10413,0.10000,0.19243,0.15758,2.57400,-1.04720,2.57400,2000,1700
8556,8.556,control,-9425,0.10978,0.10000,0.19717,-0.82994,2.57400,0.04419,2.57400,1322,1700
8576,8.576,control,-9717,0.11429,0.10000,0.20280,-0.11344,2.57400,-1.04720,2.57400,2000,1700
8596,8.596,control,-10056,0.11952,0.10000,0.19995,-0.87881,2.57400,-0.16278,2.57400,1452,1700
8616,8.616,control,-10369,0.12435,0.10000,0.20148,-0.29190,2.57400,-1.04720,2.57400,2000,1700
8636,8.636,control,-10638,0.12850,0.10000,0.19146,-0.91100,2.57400,-0.28819,2.57400,1531,1700
8657,8.657,control,-10894,0.13245,0.10000,0.18456,-0.40050,2.57400,-1.04720,2.57400,2000,1700
8676,8.676,control,-11054,0.13492,0.10000,0.16316,-0.93058,2.57400,-0.18953,2.57400,1469,1700
8696,8.696,control,-11132,0.13612,0.10000,0.13136,-0.32316,2.57400,-1.04720,2.57400,2000,1700
8716,8.716,control,-11095,0.13555,0.10000,0.08877,-0.91663,2.57400,0.41468,2.57400,1089,1700
8736,8.736,control,-10947,0.13327,0.10000,0.03235,0.17460,2.57400,-1.04720,2.57400,2000,1700
8757,8.757,control,-10748,0.13020,0.10000,-0.02334,-0.82687,2.57400,1.04720,2.57400,1000,1700
8777,8.777,control,-10489,0.12620,0.10000,-0.07645,0.70925,2.57400,-1.04720,2.57400,2000,1700
8797,8.797,control,-10217,0.12200,0.10000,-0.11777,-0.73046,2.57400,1.04720,2.57400,1000,1700
8818,8.818,control,-9868,0.11662,0.10000,-0.15187,0.72664,2.57400,-1.01373,2.57400,1987,1700
8838,8.838,control,-9508,0.11106,0.10000,-0.17949,-0.69989,2.57400,1.04720,2.57400,1000,1700
8859,8.859,control,-9014,0.10344,0.10000,-0.21316,0.73215,2.57400,-0.07050,2.57400,1394,1700
8880,8.880,control,-8568,0.09656,0.10000,-0.24205,0.07424,2.57400,1.04720,2.57400,1000,1700
8899,8.899,control,-8115,0.08957,0.10000,-0.26195,0.87175,2.57400,0.44469,2.57400,1070,1700
8919,8.919,control,-7631,0.08210,0.10000,-0.28132,0.52170,2.57400,1.04720,2.57400,1000,1700
8939,8.939,control,-7126,0.07431,0.10000,-0.28831,0.95244,2.57400,0.95366,2.57400,1000,1700
8959,8.959,control,-6608,0.06632,0.10000,-0.29819,0.95344,2.57400,1.04720,2.57400,1000,1700
8979,8.979,control,-6105,0.05856,0.10000,-0.30655,1.03029,2.57400,1.04720,2.57400,1000,1700
9000,9.000,control,-5625,0.05115,0.10000,-0.30863,1.04415,2.57400,1.04720,2.57400,1000,1700
9021,9.021,control,-5198,0.04456,0.10000,-0.30083,1.04665,2.57400,1.04720,2.57400,1000,1700
9042,9.042,control,-4845,0.03911,0.10000,-0.28066,1.04710,2.57400,1.04720,2.57400,1000,1700
9062,9.062,control,-4578,0.03499,0.10000,-0.24913,1.04718,2.57400,1.04720,2.57400,1000,1700
9082,9.082,control,-4410,0.03240,0.10000,-0.20597,1.04719,2.57400,1.04720,2.57400,1000,1700
9129,9.129,control,-4652,0.03614,0.10000,-0.12076,1.04720,2.57400,0.42823,2.57400,1080,1700
9148,9.148,control,-4913,0.04016,0.10000,-0.02888,0.53984,2.57400,0.77052,2.57400,1000,1700
9168,9.168,control,-5260,0.04552,0.10000,0.06500,0.72893,2.57400,-0.70795,2.57400,1795,1700
9188,9.188,control,-5613,0.05096,0.10000,0.14943,-0.44884,2.57400,1.04720,2.57400,1000,1700
9208,9.208,control,-5916,0.05564,0.10000,0.18135,0.77742,2.57400,-1.04720,2.57400,2000,1700
9228,9.228,control,-6259,0.06093,0.10000,0.19978,-0.71817,2.57400,1.04720,2.57400,1000,1700
9248,9.248,control,-6492,0.06453,0.10000,0.19300,0.72885,2.57400,-1.04720,2.57400,2000,1700
9268,9.268,control,-6818,0.06956,0.10000,0.18805,-0.72693,2.57400,1.04720,2.57400,1000,1700
9288,9.288,control,-7011,0.07253,0.10000,0.17468,0.72727,2.57400,-1.04720,2.57400,2000,1700
9309,9.309,control,-7306,0.07709,0.10000,0.16549,-0.72721,2.57400,1.04720,2.57400,1000,1700
9330,9.330,control,-7486,0.07986,0.10000,0.15701,0.72722,2.57400,-1.04720,2.57400,2000,1700
9351,9.351,control,-7748,0.08391,0.10000,0.14755,-0.72722,2.57400,1.03706,2.57400,1000,1700
9370,9.370,control,-7883,0.08599,0.10000,0.13845,0.71891,2.57400,-1.04720,2.57400,2000,1700
9391,9.391,control,-8160,0.09026,0.10000,0.13377,-0.72872,2.57400,0.96324,2.57400,1000,1700
9411,9.411,control,-8304,0.09249,0.10000,0.12848,0.65813,2.57400,-1.04720,2.57400,2000,1700
9431,9.431,control,-8580,0.09674,0.10000,0.12841,-0.73968,2.57400,0.83493,2.57400,1000,1700
9451,9.451,control,-8771,0.09969,0.10000,0.13443,0.55098,2.57400,-1.04720,2.57400,2000,1700
9471,9.471,control,-9076,0.10440,0.10000,0.13926,-0.75900,2.57400,0.54713,2.57400,1005,1700
9491,9.491,control,-9229,0.10676,0.10000,0.14169,0.31160,2.57400,-1.04720,2.57400,2000,1700
9511,9.511,control,-9488,0.11075,0.10000,0.14058,-0.80217,2.57400,0.44496,2.57400,1070,1700
9531,9.531,control,-9618,0.11276,0.10000,0.13366,0.22007,2.57400,-1.04720,2.57400,2000,1700
9551,9.551,control,-9891,0.11697,0.10000,0.12812,-0.81867,2.57400,0.40174,2.57400,1097,1700
9572,9.572,control,-10082,0.11992,0.10000,0.13057,0.18166,2.57400,-1.04720,2.57400,2000,1700
9591,9.591,control,-10339,0.12388,0.10000,0.13108,-0.82560,2.57400,0.17584,2.57400,1239,1700
9611,9.611,control,-10506,0.12646,0.10000,0.13524,-0.00475,2.57400,-1.04720,2.57400,2000,1700
9631,9.631,control,-10765,0.13046,0.10000,0.13497,-0.85921,2.57400,0.01993,2.57400,1337,1700
9662,9.662,control,-10929,0.13299,0.10000,0.13197,-0.13861,2.57400,-1.04720,2.57400,2000,1700
9671,9.671,control,-11134,0.13615,0.10000,0.12546,-0.88335,2.57400,-0.01359,2.57400,1358,1700
9691,9.691,control,-11204,0.13723,0.10000,0.11303,-0.17043,2.57400,-1.04720,2.57400,2000,1700
9711,9.711,control,-11178,0.13683,0.10000,0.07851,-0.88909,2.57400,0.39565,2.57400,1101,1700
9731,9.731,control,-11174,0.13677,0.10000,0.05002,0.16398,2.57400,-1.04720,2.57400,2000,1700
9751,9.751,control,-11180,0.13686,0.10000,0.01997,-0.82879,2.57400,0.76103,2.57400,1000,1700
9771,9.771,control,-11087,0.13543,0.10000,-0.00664,0.47434,2.57400,-1.04720,2.57400,2000,1700
9793,9.793,control,-11036,0.13464,0.10000,-0.01733,-0.77282,2.57400,1.01991,2.57400,1000,1700
9812,9.812,control,-10906,0.13263,0.10000,-0.03415,0.69663,2.57400,-1.04720,2.57400,2000,1700
9832,9.832,control,-10868,0.13205,0.10000,-0.04394,-0.73274,2.57400,1.04720,2.57400,1000,1700
9852,9.852,control,-10739,0.13006,0.10000,-0.05077,0.72623,2.57400,-1.04720,2.57400,2000,1700
9872,9.872,control,-10703,0.12950,0.10000,-0.05120,-0.72740,2.57400,1.04720,2.57400,1000,1700
9892,9.892,control,-10572,0.12748,0.10000,-0.05143,0.72719,2.57400,-1.04720,2.57400,2000,1700
9912,9.912,control,-10544,0.12705,0.10000,-0.05042,-0.72723,2.57400,1.04720,2.57400,1000,1700
9933,9.933,control,-10441,0.12546,0.10000,-0.04731,0.72722,2.57400,-1.04720,2.57400,2000,1700
9953,9.953,control,-10426,0.12523,0.10000,-0.04411,-0.72722,2.57400,1.04720,2.57400,1000,1700
9973,9.973,control,-10359,0.12419,0.10000,-0.03624,0.72722,2.57400,-1.04720,2.57400,2000,1700
9993,9.993,control,-10380,0.12452,0.10000,-0.02858,-0.72722,2.57400,1.04720,2.57400,1000,1700
10032,10.032,control,-10371,0.12438,0.10000,-0.01614,0.72722,2.57400,-1.04720,2.57400,2000,1700
10051,10.051,control,-10307,0.12339,0.10000,-0.01769,-0.72722,2.57400,1.04720,2.57400,1000,1700
10071,10.071,control,-10313,0.12348,0.10000,-0.01028,0.72722,2.57400,-1.04720,2.57400,2000,1700
10091,10.091,control,-10364,0.12427,0.10000,-0.00481,-0.72722,2.57400,1.04720,2.57400,1000,1700
10111,10.111,control,-10400,0.12483,0.10000,0.00169,0.72722,2.57400,-1.04720,2.57400,2000,1700
10131,10.131,control,-10477,0.12601,0.10000,0.01887,-0.72722,2.57400,0.85472,2.57400,1000,1700
10152,10.152,control,-10562,0.12733,0.10000,0.03255,0.56945,2.57400,-1.04720,2.57400,2000,1700
10172,10.172,control,-10692,0.12933,0.10000,0.04519,-0.75567,2.57400,0.58914,2.57400,1000,1700
10192,10.192,control,-10849,0.13175,0.10000,0.06205,0.34663,2.57400,-1.04720,2.57400,2000,1700
10213,10.213,control,-11125,0.13601,0.10000,0.08860,-0.79585,2.57400,0.09610,2.57400,1289,1700
10233,10.233,control,-11299,0.13870,0.10000,0.10618,-0.06474,2.57400,-1.04720,2.57400,2000,1700
10254,10.254,control,-11619,0.14363,0.10000,0.13198,-0.87003,2.57400,-0.34016,2.57400,1563,1700
10273,10.273,control,-11936,0.14853,0.10000,0.15700,-0.43571,2.57400,-1.04720,2.57400,2000,1700
