t_ms,t_s,phase,count,p_m,p_ref_m,v_mps,theta_hat_rad,T_hat_N,theta_cmd_rad,T_cmd_N,servo_us,esc_us
5051,5.051,control,3661,-0.10933,-0.15000,0.19344,-0.89797,2.57400,-0.72102,2.57400,1803,1700
5071,5.071,control,3276,-0.10339,-0.15000,0.21691,-0.75293,2.57400,-1.04720,2.57400,2000,1700
5091,5.091,control,2896,-0.09753,-0.15000,0.23097,-0.99413,2.57400,-1.04720,2.57400,2000,1700
5111,5.111,control,2560,-0.09235,-0.15000,0.23303,-1.03763,2.57400,-1.04720,2.57400,2000,1700
5131,5.131,control,2301,-0.08835,-0.15000,0.21680,-1.04547,2.57400,-1.04720,2.57400,2000,1700
5153,5.153,control,2130,-0.08571,0.15000,0.18882,-1.04689,2.57400,1.04720,2.57400,1000,1700
5172,5.172,control,2073,-0.08483,0.15000,0.14553,0.66958,2.57400,1.04720,2.57400,1000,1700
5191,5.191,control,2108,-0.08537,0.15000,0.09248,0.97910,2.57400,1.04720,2.57400,1000,1700
5211,5.211,control,2331,-0.08881,0.15000,0.02450,1.03492,2.57400,1.04720,2.57400,1000,1700
5231,5.231,control,2712,-0.09469,0.15000,-0.05551,1.04498,2.57400,1.04720,2.57400,1000,1700
5251,5.251,control,3167,-0.10171,0.15000,-0.13481,1.04680,2.57400,1.04720,2.57400,1000,1700
5271,5.271,control,3641,-0.10903,0.15000,-0.20602,1.04713,2.57400,1.04720,2.57400,1000,1700
5291,5.291,control,4091,-0.11597,0.15000,-0.25190,1.04718,2.57400,1.04720,2.57400,1000,1700
5311,5.311,control,4484,-0.12203,0.15000,-0.26696,1.04720,2.57400,1.04720,2.57400,1000,1700
5331,5.331,control,4836,-0.12746,0.15000,-0.26035,1.04720,2.57400,1.04720,2.57400,1000,1700
5351,5.351,control,5135,-0.13208,0.15000,-0.23947,1.04720,2.57400,1.04720,2.57400,1000,1700
5371,5.371,control,5364,-0.13561,0.15000,-0.20933,1.04720,2.57400,1.04720,2.57400,1000,1700
5411,5.411,control,5562,-0.13867,0.15000,-0.17923,1.04720,2.57400,1.04720,2.57400,1000,1700
5430,5.430,control,5516,-0.13796,0.15000,-0.12721,1.04720,2.57400,1.04720,2.57400,1000,1700
5450,5.450,control,5332,-0.13512,0.15000,-0.05944,1.04720,2.57400,1.04720,2.57400,1000,1700
5471,5.471,control,4966,-0.12947,0.15000,0.02515,1.04720,2.57400,1.04720,2.57400,1000,1700
5491,5.491,control,4677,-0.12501,0.15000,0.10313,1.04720,2.57400,1.04720,2.57400,1000,1700
5511,5.511,control,4290,-0.11904,0.15000,0.16336,1.04720,2.57400,1.04720,2.57400,1000,1700
5531,5.531,control,3934,-0.11355,0.15000,0.20000,1.04720,2.57400,1.04720,2.57400,1000,1700
5551,5.551,control,3556,-0.10771,0.15000,0.21229,1.04720,2.57400,1.04720,2.57400,1000,1700
5571,5.571,control,3202,-0.10225,0.15000,0.22300,1.04720,2.57400,1.04720,2.57400,1000,1700
5591,5.591,control,2833,-0.09656,0.15000,0.22427,1.04720,2.57400,1.04720,2.57400,1000,1700
5611,5.611,control,2485,-0.09119,0.15000,0.22378,1.04720,2.57400,1.04720,2.57400,1000,1700
5633,5.633,control,2142,-0.08590,0.15000,0.21986,1.04720,2.57400,1.04720,2.57400,1000,1700
5652,5.652,control,1807,-0.08073,0.15000,0.21663,1.04720,2.57400,1.04720,2.57400,1000,1700
5672,5.672,control,1488,-0.07581,0.15000,0.21026,1.04720,2.57400,1.04720,2.57400,1000,1700
5692,5.692,control,1181,-0.07107,0.15000,0.20392,1.04720,2.57400,1.04720,2.57400,1000,1700
5712,5.712,control,868,-0.06624,0.15000,0.19878,1.04720,2.57400,1.04720,2.57400,1000,1700
5732,5.732,control,548,-0.06130,0.15000,0.19561,1.04720,2.57400,1.04720,2.57400,1000,1700
5752,5.752,control,241,-0.05656,0.15000,0.19337,1.04720,2.57400,1.04720,2.57400,1000,1700
5772,5.772,control,-45,-0.05215,0.15000,0.19043,1.04720,2.57400,1.04720,2.57400,1000,1700
5792,5.792,control,-321,-0.04789,0.15000,0.18555,1.04720,2.57400,1.04720,2.57400,1000,1700
5812,5.812,control,-584,-0.04384,0.15000,0.17793,1.04720,2.57400,1.04720,2.57400,1000,1700
5832,5.832,control,-825,-0.04012,0.15000,0.16851,1.04720,2.57400,1.04720,2.57400,1000,1700
5852,5.852,control,-1070,-0.03634,0.15000,0.16126,1.04720,2.57400,1.04720,2.57400,1000,1700
5873,5.873,control,-1337,-0.03222,0.15000,0.15811,1.04720,2.57400,1.04720,2.57400,1000,1700
5892,5.892,control,-1607,-0.02805,0.15000,0.15793,1.04720,2.57400,1.04720,2.57400,1000,1700
5912,5.912,control,-1858,-0.02418,0.15000,0.15895,1.04720,2.57400,1.04720,2.57400,1000,1700
5932,5.932,control,-2112,-0.02026,0.15000,0.16023,1.04720,2.57400,1.04720,2.57400,1000,1700
5952,5.952,control,-2374,-0.01622,0.15000,0.16007,1.04720,2.57400,1.04720,2.57400,1000,1700
5972,5.972,control,-2620,-0.01242,0.15000,0.15743,1.04720,2.57400,1.04720,2.57400,1000,1700
5992,5.992,control,-2851,-0.00886,0.15000,0.15448,1.04720,2.57400,0.97301,2.57400,1000,1700
6012,6.012,control,-3089,-0.00518,0.15000,0.15187,0.98639,2.57400,1.03460,2.57400,1000,1700
6032,6.032,control,-3335,-0.00139,0.15000,0.14936,1.02591,2.57400,0.83768,2.57400,1000,1700
6052,6.052,control,-3578,0.00236,0.15000,0.14828,0.87162,2.57400,1.04720,2.57400,1000,1700
6072,6.072,control,-3823,0.00614,0.15000,0.14947,1.01554,2.57400,0.62637,2.57400,1000,1700
6093,6.093,control,-4076,0.01004,0.15000,0.15144,0.69655,2.57400,1.04720,2.57400,1000,1700
6112,6.112,control,-4308,0.01362,0.15000,0.15052,0.98397,2.57400,0.46174,2.57400,1059,1700
6132,6.132,control,-4516,0.01683,0.15000,0.14647,0.55591,2.57400,1.04720,2.57400,1000,1700
6152,6.152,control,-4749,0.02043,0.15000,0.14396,0.95861,2.57400,0.37033,2.57400,1117,1700
6172,6.172,control,-5002,0.02433,0.15000,0.14320,0.47641,2.57400,1.04720,2.57400,1000,1700
6192,6.192,control,-5146,0.02655,0.15000,0.13347,0.94427,2.57400,0.30707,2.57400,1156,1700
6212,6.212,control,-5335,0.02947,0.15000,0.12850,0.42198,2.57400,1.04720,2.57400,1000,1700
6232,6.232,control,-5443,0.03114,0.15000,0.11351,0.93445,2.57400,0.36487,2.57400,1120,1700
6252,6.252,control,-5632,0.03405,0.15000,0.10210,0.46758,2.57400,1.04720,2.57400,1000,1700
6272,6.272,control,-5739,0.03570,0.15000,0.09468,0.94268,2.57400,0.36748,2.57400,1118,1700
6292,6.292,control,-5952,0.03899,0.15000,0.09504,0.47120,2.57400,1.04720,2.57400,1000,1700
6331,6.331,control,-6305,0.04444,0.15000,0.12162,0.94333,2.57400,-0.14729,2.57400,1442,1700
6361,6.361,control,-6420,0.04621,0.15000,0.12159,0.04938,2.57400,1.04720,2.57400,1000,1700
6370,6.370,control,-6487,0.04725,0.15000,0.11727,0.86726,2.57400,-0.00460,2.57400,1352,1700
6390,6.390,control,-6680,0.05022,0.15000,0.11381,0.15262,2.57400,1.04720,2.57400,1000,1700
6410,6.410,control,-6815,0.05231,0.15000,0.08923,0.88588,2.57400,0.03785,2.57400,1326,1700
6430,6.430,control,-7021,0.05548,0.15000,0.09168,0.19078,2.57400,1.04720,2.57400,1000,1700
6451,6.451,control,-7140,0.05732,0.15000,0.09803,0.89276,2.57400,-0.21514,2.57400,1485,1700
6471,6.471,control,-7335,0.06033,0.15000,0.10015,-0.01535,2.57400,1.04720,2.57400,1000,1700
6491,6.491,control,-7392,0.06121,0.15000,0.09237,0.85559,2.57400,-0.19306,2.57400,1471,1700
6512,6.512,control,-7513,0.06308,0.15000,0.08085,-0.00396,2.57400,1.04720,2.57400,1000,1700
6532,6.532,control,-7525,0.06326,0.15000,0.06584,0.85764,2.57400,-0.02760,2.57400,1367,1700
6554,6.554,control,-7602,0.06445,0.15000,0.04859,0.13204,2.57400,1.04720,2.57400,1000,1700
6573,6.573,control,-7582,0.06414,0.15000,0.03510,0.88217,2.57400,0.15520,2.57400,1252,1700
6593,6.593,control,-7654,0.06525,0.15000,0.02576,0.28629,2.57400,1.04720,2.57400,1000,1700
6613,6.613,control,-7650,0.06519,0.15000,0.02123,0.90998,2.57400,0.17481,2.57400,1240,1700
6633,6.633,control,-7708,0.06609,0.15000,0.01782,0.30738,2.57400,1.04720,2.57400,1000,1700
6653,6.653,control,-7701,0.06598,0.15000,0.01820,0.91379,2.57400,0.16733,2.57400,1244,1700
6673,6.673,control,-7765,0.06696,0.15000,0.01745,0.30194,2.57400,1.04720,2.57400,1000,1700
6693,6.693,control,-7761,0.06690,0.15000,0.01722,0.91281,2.57400,0.14937,2.57400,1256,1700
6713,6.713,control,-7811,0.06767,0.15000,0.01629,0.28704,2.57400,1.04720,2.57400,1000,1700
6733,6.733,control,-7875,0.06866,0.15000,0.02368,0.91012,2.57400,0.04367,2.57400,1322,1700
6753,6.753,control,-8042,0.07124,0.15000,0.03702,0.19992,2.57400,1.04720,2.57400,1000,1700
6774,6.774,control,-8126,0.07253,0.15000,0.05053,0.89441,2.57400,-0.27623,2.57400,1523,1700
6793,6.793,control,-8314,0.07544,0.15000,0.06949,-0.06513,2.57400,1.04720,2.57400,1000,1700
6813,6.813,control,-8407,0.07687,0.15000,0.07831,0.84661,2.57400,-0.53775,2.57400,1688,1700
6833,6.833,control,-8574,0.07945,0.15000,0.08095,-0.28811,2.57400,1.04720,2.57400,1000,1700
6853,6.853,control,-8608,0.07997,0.15000,0.07635,0.80640,2.57400,-0.51611,2.57400,1674,1700
6873,6.873,control,-8755,0.08224,0.15000,0.07053,-0.27762,2.57400,1.04720,2.57400,1000,1700
6893,6.893,control,-8781,0.08264,0.15000,0.06156,0.80830,2.57400,-0.47366,2.57400,1647,1700
6913,6.913,control,-8890,0.08432,0.15000,0.05260,-0.24249,2.57400,1.04720,2.57400,1000,1700
6933,6.933,control,-8906,0.08457,0.15000,0.04797,0.81463,2.57400,-0.42983,2.57400,1620,1700
6953,6.953,control,-9009,0.08616,0.15000,0.04182,-0.20542,2.57400,1.04720,2.57400,1000,1700
6973,6.973,control,-9028,0.08645,0.15000,0.03922,0.82132,2.57400,-0.42841,2.57400,1619,1700
6993,6.993,control,-9109,0.08770,0.15000,0.03542,-0.20305,2.57400,1.04720,2.57400,1000,1700
7014,7.014,control,-9138,0.08815,0.15000,0.03568,0.82174,2.57400,-0.45143,2.57400,1633,1700
7033,7.033,control,-9256,0.08997,0.15000,0.03738,-0.22184,2.57400,1.04720,2.57400,1000,1700
7053,7.053,control,-9359,0.09156,0.15000,0.04697,0.81835,2.57400,-0.64997,2.57400,1758,1700
7073,7.073,control,-9493,0.09363,0.15000,0.05556,-0.38519,2.57400,1.04720,2.57400,1000,1700
7093,7.093,control,-9565,0.09474,0.15000,0.06279,0.78890,2.57400,-0.81557,2.57400,1862,1700
7113,7.113,control,-9659,0.09619,0.15000,0.06236,-0.52624,2.57400,1.04720,2.57400,1000,1700
7133,7.133,control,-9664,0.09627,0.15000,0.05165,0.76346,2.57400,-0.70052,2.57400,1790,1700
7153,7.153,control,-9709,0.09696,0.15000,0.03882,-0.43652,2.57400,1.04720,2.57400,1000,1700
7173,7.173,control,-9705,0.09690,0.15000,0.02677,0.77964,2.57400,-0.54077,2.57400,1690,1700
7193,7.193,control,-9749,0.09758,0.15000,0.01775,-0.30267,2.57400,1.04720,2.57400,1000,1700
7213,7.213,control,-9763,0.09779,0.15000,0.01602,0.80378,2.57400,-0.53465,2.57400,1686,1700
7253,7.253,control,-9849,0.09912,0.15000,0.01993,-0.29330,2.57400,1.04720,2.57400,1000,1700
7272,7.272,control,-9941,0.10054,0.15000,0.03147,0.80547,2.57400,-0.76214,2.57400,1829,1700
7292,7.292,control,-10050,0.10222,0.15000,0.04195,-0.47946,2.57400,1.04720,2.57400,1000,1700
7312,7.312,control,-10083,0.10273,0.15000,0.04715,0.77190,2.57400,-0.88504,2.57400,1906,1700
7332,7.332,control,-10185,0.10430,0.15000,0.05043,-0.58625,2.57400,1.04720,2.57400,1000,1700
7352,7.352,control,-10189,0.10437,0.15000,0.04192,0.75264,2.57400,-0.84136,2.57400,1879,1700
7372,7.372,control,-10228,0.10497,0.15000,0.03180,-0.55391,2.57400,1.04720,2.57400,1000,1700
7392,7.392,control,-10207,0.10464,0.15000,0.02293,0.75847,2.57400,-0.69658,2.57400,1788,1700
7412,7.412,control,-10264,0.10552,0.15000,0.01541,-0.43419,2.57400,1.04720,2.57400,1000,1700
7432,7.432,control,-10263,0.10551,0.15000,0.01262,0.78006,2.57400,-0.68689,2.57400,1782,1700
7452,7.452,control,-10295,0.10600,0.15000,0.01102,-0.42236,2.57400,1.04720,2.57400,1000,1700
7474,7.474,control,-10337,0.10665,0.15000,0.01735,0.78220,2.57400,-0.77009,2.57400,1834,1700
7493,7.493,control,-10439,0.10822,0.15000,0.02411,-0.49017,2.57400,1.04720,2.57400,1000,1700
7513,7.513,control,-10518,0.10944,0.15000,0.03477,0.76997,2.57400,-0.98135,2.57400,1967,1700
7533,7.533,control,-10647,0.11143,0.15000,0.04845,-0.66554,2.57400,1.04720,2.57400,1000,1700
7553,7.553,control,-10737,0.11282,0.15000,0.05774,0.73834,2.57400,-1.04720,2.57400,2000,1700
7573,7.573,control,-10858,0.11469,0.15000,0.06258,-0.72521,2.57400,1.04720,2.57400,1000,1700
7593,7.593,control,-10928,0.11577,0.15000,0.06306,0.72758,2.57400,-1.04720,2.57400,2000,1700
7613,7.613,control,-11072,0.11799,0.15000,0.06482,-0.72716,2.57400,1.04720,2.57400,1000,1700
7633,7.633,control,-11167,0.11946,0.15000,0.06589,0.72723,2.57400,-1.04720,2.57400,2000,1700
7653,7.653,control,-11300,0.12151,0.15000,0.06751,-0.72722,2.57400,1.04720,2.57400,1000,1700
7673,7.673,control,-11359,0.12242,0.15000,0.06680,0.72722,2.57400,-1.04720,2.57400,2000,1700
7694,7.694,control,-11455,0.12390,0.15000,0.06141,-0.72722,2.57400,1.04720,2.57400,1000,1700
7713,7.713,control,-11524,0.12496,0.15000,0.05698,0.72722,2.57400,-1.04720,2.57400,2000,1700
7733,7.733,control,-11630,0.12660,0.15000,0.05274,-0.72722,2.57400,1.04720,2.57400,1000,1700
7753,7.753,control,-11676,0.12731,0.15000,0.05006,0.72722,2.57400,-1.04720,2.57400,2000,1700
7773,7.773,control,-11777,0.12887,0.15000,0.04980,-0.72722,2.57400,1.04720,2.57400,1000,1700
7793,7.793,control,-11812,0.12941,0.15000,0.04604,0.72722,2.57400,-1.04720,2.57400,2000,1700
7813,7.813,control,-11893,0.13066,0.15000,0.04222,-0.72722,2.57400,1.04720,2.57400,1000,1700
7833,7.833,control,-11904,0.13083,0.15000,0.03729,0.72722,2.57400,-1.04720,2.57400,2000,1700
7853,7.853,control,-11969,0.13183,0.15000,0.03192,-0.72722,2.57400,1.04720,2.57400,1000,1700
7873,7.873,control,-11987,0.13211,0.15000,0.02848,0.72722,2.57400,-1.04720,2.57400,2000,1700
7893,7.893,control,-12054,0.13314,0.15000,0.02593,-0.72722,2.57400,1.04720,2.57400,1000,1700
7915,7.915,control,-12083,0.13359,0.15000,0.02711,0.72722,2.57400,-1.04720,2.57400,2000,1700
7934,7.934,control,-12137,0.13442,0.15000,0.02628,-0.72722,2.57400,1.04720,2.57400,1000,1700
7954,7.954,control,-12136,0.13441,0.15000,0.02398,0.72722,2.57400,-1.04720,2.57400,2000,1700
7974,7.974,control,-12210,0.13555,0.15000,0.02404,-0.72722,2.57400,1.04720,2.57400,1000,1700
7994,7.994,control,-12222,0.13573,0.15000,0.02223,0.72722,2.57400,-1.04720,2.57400,2000,1700
8014,8.014,control,-12279,0.13661,0.15000,0.02200,-0.72722,2.57400,1.04720,2.57400,1000,1700
8034,8.034,control,-12283,0.13668,0.15000,0.02248,0.72722,2.57400,-1.04720,2.57400,2000,1700
8054,8.054,control,-12358,0.13783,0.15000,0.02273,-0.72722,2.57400,1.04720,2.57400,1000,1700
8074,8.074,control,-12351,0.13772,0.15000,0.02075,0.72722,2.57400,-1.04720,2.57400,2000,1700
8094,8.094,control,-12406,0.13857,0.15000,0.01994,-0.72722,2.57400,1.04720,2.57400,1000,1700
8114,8.114,control,-12402,0.13851,0.15000,0.01884,0.72722,2.57400,-1.04720,2.57400,2000,1700
8155,8.155,control,-12479,0.13970,0.15000,0.01872,-0.72722,2.57400,1.04720,2.57400,1000,1700
8174,8.174,control,-12596,0.14151,0.15000,0.03208,0.72722,2.57400,-1.04720,2.57400,2000,1700
8194,8.194,control,-12712,0.14329,0.15000,0.04267,-0.72722,2.57400,1.04720,2.57400,1000,1700
8214,8.214,control,-12769,0.14417,0.15000,0.05244,0.72722,2.57400,-1.04720,2.57400,2000,1700
8234,8.234,control,-12807,0.14476,0.15000,0.05116,-0.72722,2.57400,1.04720,2.57400,1000,1700
8254,8.254,control,-12766,0.14413,0.15000,0.03371,0.72722,2.57400,-1.04720,2.57400,2000,1700
8274,8.274,control,-12797,0.14461,0.15000,0.01929,-0.72722,2.57400,1.04720,2.57400,1000,1700
8294,8.294,control,-12774,0.14425,0.15000,0.00633,0.72722,2.57400,-1.04720,2.57400,2000,1700
8314,8.314,control,-12811,0.14482,0.15000,0.00233,-0.72722,2.57400,1.04720,2.57400,1000,1700
8334,8.334,control,-12784,0.14441,0.15000,0.00264,0.72722,2.57400,-1.04720,2.57400,2000,1700
8354,8.354,control,-12819,0.14495,0.15000,0.00317,-0.72722,2.57400,1.04720,2.57400,1000,1700
8375,8.375,control,-12806,0.14475,0.15000,0.00441,0.72722,2.57400,-1.04720,2.57400,2000,1700
8394,8.394,control,-12804,0.14471,0.15000,0.00057,-0.72722,2.57400,1.04720,2.57400,1000,1700
8414,8.414,control,-12795,0.14458,0.15000,0.00136,0.72722,2.57400,-1.04720,2.57400,2000,1700
8434,8.434,control,-12816,0.14490,0.15000,0.00008,-0.72722,2.57400,1.04720,2.57400,1000,1700
8454,8.454,control,-12787,0.14445,0.15000,-0.00203,0.72722,2.57400,-1.04720,2.57400,2000,1700
8474,8.474,control,-12808,0.14478,0.15000,-0.00018,-0.72722,2.57400,1.04720,2.57400,1000,1700
8494,8.494,control,-12799,0.14464,0.15000,0.00038,0.72722,2.57400,-1.04720,2.57400,2000,1700
8514,8.514,control,-12816,0.14490,0.15000,0.00011,-0.72722,2.57400,1.04720,2.57400,1000,1700
8534,8.534,control,-12801,0.14467,0.15000,0.00155,0.72722,2.57400,-1.04720,2.57400,2000,1700
8554,8.554,control,-12804,0.14471,0.15000,0.00003,-0.72722,2.57400,1.04720,2.57400,1000,1700
8574,8.574,control,-12795,0.14458,0.15000,-0.00042,0.72722,2.57400,-1.04720,2.57400,2000,1700
8595,8.595,control,-12811,0.14482,0.15000,-0.00067,-0.72722,2.57400,1.04720,2.57400,1000,1700
8615,8.615,control,-12802,0.14468,0.15000,-0.00009,0.72722,2.57400,-1.04720,2.57400,2000,1700
8635,8.635,control,-12815,0.14488,0.15000,0.00116,-0.72722,2.57400,1.04720,2.57400,1000,1700
8655,8.655,control,-12805,0.14473,0.15000,0.00143,0.72722,2.57400,-1.04720,2.57400,2000,1700
8675,8.675,control,-12801,0.14467,0.15000,-0.00065,-0.72722,2.57400,1.04720,2.57400,1000,1700
8695,8.695,control,-12792,0.14453,0.15000,-0.00128,0.72722,2.57400,-1.04720,2.57400,2000,1700
8715,8.715,control,-12817,0.14492,0.15000,-0.00017,-0.72722,2.57400,1.04720,2.57400,1000,1700
8735,8.735,control,-12806,0.14475,0.15000,0.00006,0.72722,2.57400,-1.04720,2.57400,2000,1700
8755,8.755,control,-12803,0.14470,0.15000,0.00023,-0.72722,2.57400,1.04720,2.57400,1000,1700
8775,8.775,control,-12798,0.14462,0.15000,0.00072,0.72722,2.57400,-1.04720,2.57400,2000,1700
8795,8.795,control,-12814,0.14487,0.15000,-0.00011,-0.72722,2.57400,1.04720,2.57400,1000,1700
8816,8.816,control,-12793,0.14454,0.15000,-0.00144,0.72722,2.57400,-1.04720,2.57400,2000,1700
8835,8.835,control,-12811,0.14482,0.15000,0.00043,-0.72722,2.57400,1.04720,2.57400,1000,1700
8856,8.856,control,-12808,0.14478,0.15000,0.00121,0.72722,2.57400,-1.04720,2.57400,2000,1700
8876,8.876,control,-12807,0.14476,0.15000,-0.00039,-0.72722,2.57400,1.04720,2.57400,1000,1700
8896,8.896,control,-12796,0.14459,0.15000,0.00021,0.72722,2.57400,-1.04720,2.57400,2000,1700
8916,8.916,control,-12818,0.14493,0.15000,0.00082,-0.72722,2.57400,1.04720,2.57400,1000,1700
8936,8.936,control,-12811,0.14482,0.15000,0.00057,0.72722,2.57400,-1.04720,2.57400,2000,1700
8956,8.956,control,-12803,0.14470,0.15000,-0.00026,-0.72722,2.57400,1.04720,2.57400,1000,1700
8976,8.976,control,-12791,0.14451,0.15000,-0.00062,0.72722,2.57400,-1.04720,2.57400,2000,1700
8996,8.996,control,-12818,0.14493,0.15000,-0.00019,-0.72722,2.57400,1.04720,2.57400,1000,1700
9044,9.044,control,-12799,0.14464,0.15000,-0.00135,0.72722,2.57400,-1.04720,2.57400,2000,1700
9063,9.063,control,-12754,0.14394,0.15000,-0.00570,-0.72722,2.57400,1.04720,2.57400,1000,1700
9083,9.083,control,-12812,0.14484,0.15000,0.00056,0.72722,2.57400,-1.04720,2.57400,2000,1700
9103,9.103,control,-12812,0.14484,0.15000,-0.00048,-0.72722,2.57400,1.04720,2.57400,1000,1700
9123,9.123,control,-12818,0.14493,0.15000,0.00191,0.72722,2.57400,-1.04720,2.57400,2000,1700
9143,9.143,control,-12804,0.14471,0.15000,0.00597,-0.72722,2.57400,1.04720,2.57400,1000,1700
9163,9.163,control,-12799,0.14464,0.15000,0.00039,0.72722,2.57400,-1.04720,2.57400,2000,1700
9183,9.183,control,-12804,0.14471,0.15000,-0.00075,-0.72722,2.57400,1.04720,2.57400,1000,1700
9203,9.203,control,-12806,0.14475,0.15000,-0.00152,0.72722,2.57400,-1.04720,2.57400,2000,1700
9223,9.223,control,-12810,0.14481,0.15000,0.00019,-0.72722,2.57400,1.04720,2.57400,1000,1700
9243,9.243,control,-12815,0.14488,0.15000,0.00179,0.72722,2.57400,-1.04720,2.57400,2000,1700
9264,9.264,control,-12801,0.14467,0.15000,0.00021,-0.72722,2.57400,1.04720,2.57400,1000,1700
9283,9.283,control,-12810,0.14481,0.15000,0.00050,0.72722,2.57400,-1.04720,2.57400,2000,1700
9303,9.303,control,-12805,0.14473,0.15000,-0.00039,-0.72722,2.57400,1.04720,2.57400,1000,1700
9323,9.323,control,-12820,0.14496,0.15000,0.00042,0.72722,2.57400,-1.04720,2.57400,2000,1700
9343,9.343,control,-12800,0.14465,0.15000,0.00002,-0.72722,2.57400,1.04720,2.57400,1000,1700
9363,9.363,control,-12798,0.14462,0.15000,-0.00129,0.72722,2.57400,-1.04720,2.57400,2000,1700
9383,9.383,control,-12806,0.14475,0.15000,-0.00028,-0.72722,2.57400,1.04720,2.57400,1000,1700
9403,9.403,control,-12819,0.14495,0.15000,-0.00019,0.72722,2.57400,-1.04720,2.57400,2000,1700
9423,9.423,control,-12801,0.14467,0.15000,0.00005,-0.72722,2.57400,1.04720,2.57400,1000,1700
9443,9.443,control,-12788,0.14447,0.15000,-0.00106,0.72722,2.57400,-1.04720,2.57400,2000,1700
9463,9.463,control,-12801,0.14467,0.15000,-0.00086,-0.72722,2.57400,1.04720,2.57400,1000,1700
9484,9.484,control,-12821,0.14498,0.15000,-0.00004,0.72722,2.57400,-1.04720,2.57400,2000,1700
9503,9.503,control,-12806,0.14475,0.15000,0.00053,-0.72722,2.57400,1.04720,2.57400,1000,1700
9523,9.523,control,-12788,0.14447,0.15000,0.00016,0.72722,2.57400,-1.04720,2.57400,2000,1700
9543,9.543,control,-12808,0.14478,0.15000,0.00080,-0.72722,2.57400,1.04720,2.57400,1000,1700
9563,9.563,control,-12820,0.14496,0.15000,0.00013,0.72722,2.57400,-1.04720,2.57400,2000,1700
9594,9.594,control,-12800,0.14465,0.15000,-0.00061,-0.72722,2.57400,1.04720,2.57400,1000,1700
9603,9.603,control,-12790,0.14450,0.15000,0.00003,0.72722,2.57400,-1.04720,2.57400,2000,1700
9623,9.623,control,-12816,0.14490,0.15000,0.00087,-0.72722,2.57400,1.04720,2.57400,1000,1700
9643,9.643,control,-12808,0.14478,0.15000,-0.00103,0.72722,2.57400,-1.04720,2.57400,2000,1700
9663,9.663,control,-12791,0.14451,0.15000,-0.00128,-0.72722,2.57400,1.04720,2.57400,1000,1700
9683,9.683,control,-12754,0.14394,0.15000,-0.00427,0.72722,2.57400,-1.04720,2.57400,2000,1700
9704,9.704,control,-12762,0.14407,0.15000,-0.00711,-0.72722,2.57400,1.04720,2.57400,1000,1700
9723,9.723,control,-12752,0.14391,0.15000,-0.00818,0.72722,2.57400,-1.04720,2.57400,2000,1700
9743,9.743,control,-12765,0.14411,0.15000,-0.00526,-0.72722,2.57400,1.04720,2.57400,1000,1700
9763,9.763,control,-12759,0.14402,0.15000,-0.00104,0.72722,2.57400,-1.04720,2.57400,2000,1700
9783,9.783,control,-12808,0.14478,0.15000,0.00466,-0.72722,2.57400,1.04720,2.57400,1000,1700
9803,9.803,control,-12801,0.14467,0.15000,0.00669,0.72722,2.57400,-1.04720,2.57400,2000,1700
9823,9.823,control,-12809,0.14479,0.15000,0.00676,-0.72722,2.57400,1.04720,2.57400,1000,1700
9843,9.843,control,-12797,0.14461,0.15000,0.00613,0.72722,2.57400,-1.04720,2.57400,2000,1700
9863,9.863,control,-12813,0.14485,0.15000,0.00238,-0.72722,2.57400,1.04720,2.57400,1000,1700
9883,9.883,control,-12816,0.14490,0.15000,0.00233,0.72722,2.57400,-1.04720,2.57400,2000,1700
9903,9.903,control,-12803,0.14470,0.15000,0.00005,-0.72722,2.57400,1.04720,2.57400,1000,1700
9949,9.949,control,-12787,0.14445,0.15000,-0.00106,0.72722,2.57400,-1.04720,2.57400,2000,1700
9968,9.968,control,-12751,0.14390,0.15000,-0.00702,-0.72722,2.57400,1.04720,2.57400,1000,1700
9988,9.988,control,-12823,0.14501,0.15000,-0.00135,0.72722,2.57400,-1.04720,2.57400,2000,1700
10008,10.008,control,-12813,0.14485,0.15000,0.00068,-0.72722,2.57400,1.04720,2.57400,1000,1700
10028,10.028,control,-12770,0.14419,0.15000,-0.00163,0.72722,2.57400,-1.04720,2.57400,2000,1700
10048,10.048,control,-12771,0.14421,0.15000,0.00167,-0.72722,2.57400,1.04720,2.57400,1000,1700
10068,10.068,control,-12802,0.14468,0.15000,-0.00177,0.72722,2.57400,-1.04720,2.57400,2000,1700
10088,10.088,control,-12821,0.14498,0.15000,0.00033,-0.72722,2.57400,1.04720,2.57400,1000,1700
10108,10.108,control,-12797,0.14461,0.15000,0.00302,0.72722,2.57400,-1.04720,2.57400,2000,1700
10128,10.128,control,-12784,0.14441,0.15000,0.00231,-0.72722,2.57400,1.04720,2.57400,1000,1700
10148,10.148,control,-12807,0.14476,0.15000,0.00123,0.72722,2.57400,-1.04720,2.57400,2000,1700
10169,10.169,control,-12820,0.14496,0.15000,0.00026,-0.72722,2.57400,1.04720,2.57400,1000,1700
10188,10.188,control,-12811,0.14482,0.15000,0.00159,0.72722,2.57400,-1.04720,2.57400,2000,1700
10208,10.208,control,-12817,0.14492,0.15000,0.00404,-0.72722,2.57400,1.04720,2.57400,1000,1700
10228,10.228,control,-12803,0.14470,0.15000,0.00078,0.72722,2.57400,-1.04720,2.57400,2000,1700
