t_ms,t_s,set_index,segment,phase,servo_us,esc_pwm_us,count,count_delta,count_from_start
10005,10.005,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10025,10.025,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10045,10.045,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10065,10.065,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10085,10.085,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10105,10.105,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10125,10.125,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10158,10.158,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10178,10.178,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10198,10.198,1,angle_n45_esc1250,user_wait,1844,1000,-12550,0,0
10219,10.219,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10239,10.239,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10259,10.259,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10279,10.279,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10299,10.299,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10319,10.319,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10339,10.339,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10359,10.359,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10379,10.379,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10399,10.399,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10419,10.419,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10439,10.439,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10459,10.459,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10479,10.479,1,angle_n45_esc1250,run,1844,1250,-12550,0,0
10499,10.499,1,angle_n45_esc1250,run,1844,1250,-12549,1,1
10519,10.519,1,angle_n45_esc1250,run,1844,1250,-12549,0,1
10539,10.539,1,angle_n45_esc1250,run,1844,1250,-12548,1,2
10559,10.559,1,angle_n45_esc1250,run,1844,1250,-12547,1,3
10579,10.579,1,angle_n45_esc1250,run,1844,1250,-12546,1,4
10599,10.599,1,angle_n45_esc1250,run,1844,1250,-12545,1,5
10619,10.619,1,angle_n45_esc1250,run,1844,1250,-12543,2,7
10639,10.639,1,angle_n45_esc1250,run,1844,1250,-12539,4,11
10659,10.659,1,angle_n45_esc1250,run,1844,1250,-12537,2,13
10679,10.679,1,angle_n45_esc1250,run,1844,1250,-12531,6,19
10699,10.699,1,angle_n45_esc1250,run,1844,1250,-12528,3,22
10719,10.719,1,angle_n45_esc1250,run,1844,1250,-12523,5,27
10739,10.739,1,angle_n45_esc1250,run,1844,1250,-12519,4,31
10759,10.759,1,angle_n45_esc1250,run,1844,1250,-12515,4,35
10779,10.779,1,angle_n45_esc1250,run,1844,1250,-12511,4,39
10799,10.799,1,angle_n45_esc1250,run,1844,1250,-12505,6,45
10819,10.819,1,angle_n45_esc1250,run,1844,1250,-12499,6,51
10839,10.839,1,angle_n45_esc1250,run,1844,1250,-12490,9,60
10859,10.859,1,angle_n45_esc1250,run,1844,1250,-12485,5,65
10879,10.879,1,angle_n45_esc1250,run,1844,1250,-12474,11,76
10899,10.899,1,angle_n45_esc1250,run,1844,1250,-12469,5,81
10919,10.919,1,angle_n45_esc1250,run,1844,1250,-12465,4,85
10939,10.939,1,angle_n45_esc1250,run,1844,1250,-12463,2,87
10959,10.959,1,angle_n45_esc1250,run,1844,1250,-12453,10,97
10979,10.979,1,angle_n45_esc1250,run,1844,1250,-12449,4,101
10999,10.999,1,angle_n45_esc1250,run,1844,1250,-12442,7,108
11019,11.019,1,angle_n45_esc1250,run,1844,1250,-12441,1,109
11039,11.039,1,angle_n45_esc1250,run,1844,1250,-12436,5,114
11059,11.059,1,angle_n45_esc1250,run,1844,1250,-12426,10,124
11079,11.079,1,angle_n45_esc1250,run,1844,1250,-12422,4,128
11099,11.099,1,angle_n45_esc1250,run,1844,1250,-12411,11,139
11119,11.119,1,angle_n45_esc1250,run,1844,1250,-12404,7,146
11139,11.139,1,angle_n45_esc1250,run,1844,1250,-12402,2,148
11159,11.159,1,angle_n45_esc1250,run,1844,1250,-12394,8,156
11179,11.179,1,angle_n45_esc1250,run,1844,1250,-12390,4,160
11199,11.199,1,angle_n45_esc1250,run,1844,1250,-12381,9,169
11219,11.219,1,angle_n45_esc1250,run,1844,1250,-12369,12,181
11239,11.239,1,angle_n45_esc1250,run,1844,1250,-12358,11,192
11259,11.259,1,angle_n45_esc1250,run,1844,1250,-12355,3,195
11279,11.279,1,angle_n45_esc1250,run,1844,1250,-12350,5,200
11299,11.299,1,angle_n45_esc1250,run,1844,1250,-12348,2,202
11319,11.319,1,angle_n45_esc1250,run,1844,1250,-12341,7,209
11339,11.339,1,angle_n45_esc1250,run,1844,1250,-12331,10,219
11359,11.359,1,angle_n45_esc1250,run,1844,1250,-12322,9,228
11395,11.395,1,angle_n45_esc1250,run,1844,1250,-12300,22,250
11415,11.415,1,angle_n45_esc1250,run,1844,1250,-12292,8,258
11435,11.435,1,angle_n45_esc1250,run,1844,1250,-12282,10,268
11455,11.455,1,angle_n45_esc1250,run,1844,1250,-12276,6,274
11475,11.475,1,angle_n45_esc1250,run,1844,1250,-12266,10,284
11495,11.495,1,angle_n45_esc1250,run,1844,1250,-12254,12,296
11515,11.515,1,angle_n45_esc1250,run,1844,1250,-12239,15,311
11535,11.535,1,angle_n45_esc1250,run,1844,1250,-12230,9,320
11555,11.555,1,angle_n45_esc1250,run,1844,1250,-12213,17,337
11575,11.575,1,angle_n45_esc1250,run,1844,1250,-12200,13,350
11595,11.595,1,angle_n45_esc1250,run,1844,1250,-12195,5,355
11615,11.615,1,angle_n45_esc1250,run,1844,1250,-12186,9,364
11635,11.635,1,angle_n45_esc1250,run,1844,1250,-12175,11,375
11655,11.655,1,angle_n45_esc1250,run,1844,1250,-12169,6,381
11675,11.675,1,angle_n45_esc1250,run,1844,1250,-12156,13,394
11695,11.695,1,angle_n45_esc1250,run,1844,1250,-12140,16,410
11715,11.715,1,angle_n45_esc1250,run,1844,1250,-12123,17,427
11735,11.735,1,angle_n45_esc1250,run,1844,1250,-12119,4,431
11755,11.755,1,angle_n45_esc1250,run,1844,1250,-12114,5,436
11775,11.775,1,angle_n45_esc1250,run,1844,1250,-12110,4,440
11795,11.795,1,angle_n45_esc1250,run,1844,1250,-12106,4,444
11815,11.815,1,angle_n45_esc1250,run,1844,1250,-12099,7,451
11835,11.835,1,angle_n45_esc1250,run,1844,1250,-12088,11,462
11855,11.855,1,angle_n45_esc1250,run,1844,1250,-12083,5,467
11875,11.875,1,angle_n45_esc1250,run,1844,1250,-12074,9,476
11895,11.895,1,angle_n45_esc1250,run,1844,1250,-12063,11,487
11915,11.915,1,angle_n45_esc1250,run,1844,1250,-12054,9,496
11935,11.935,1,angle_n45_esc1250,run,1844,1250,-12053,1,497
11955,11.955,1,angle_n45_esc1250,run,1844,1250,-12046,7,504
11975,11.975,1,angle_n45_esc1250,run,1844,1250,-12040,6,510
11995,11.995,1,angle_n45_esc1250,run,1844,1250,-12035,5,515
12015,12.015,1,angle_n45_esc1250,run,1844,1250,-12025,10,525
12035,12.035,1,angle_n45_esc1250,run,1844,1250,-12013,12,537
12055,12.055,1,angle_n45_esc1250,run,1844,1250,-12007,6,543
12076,12.076,1,angle_n45_esc1250,run,1844,1250,-12001,6,549
12096,12.096,1,angle_n45_esc1250,run,1844,1250,-11996,5,554
12116,12.116,1,angle_n45_esc1250,run,1844,1250,-11992,4,558
12136,12.136,1,angle_n45_esc1250,run,1844,1250,-11988,4,562
12156,12.156,1,angle_n45_esc1250,run,1844,1250,-11981,7,569
12176,12.176,1,angle_n45_esc1250,run,1844,1250,-11971,10,579
12196,12.196,1,angle_n45_esc1250,run,1844,1250,-11966,5,584
12216,12.216,1,angle_n45_esc1250,run,1844,1250,-11955,11,595
12236,12.236,1,angle_n45_esc1250,run,1844,1250,-11944,11,606
12256,12.256,1,angle_n45_esc1250,run,1844,1250,-11933,11,617
12276,12.276,1,angle_n45_esc1250,run,1844,1250,-11930,3,620
12296,12.296,1,angle_n45_esc1250,run,1844,1250,-11923,7,627
12316,12.316,1,angle_n45_esc1250,run,1844,1250,-11918,5,632
12336,12.336,1,angle_n45_esc1250,run,1844,1250,-11912,6,638
12356,12.356,1,angle_n45_esc1250,run,1844,1250,-11902,10,648
12376,12.376,1,angle_n45_esc1250,run,1844,1250,-11889,13,661
12396,12.396,1,angle_n45_esc1250,run,1844,1250,-11882,7,668
12417,12.417,1,angle_n45_esc1250,run,1844,1250,-11872,10,678
12437,12.437,1,angle_n45_esc1250,run,1844,1250,-11861,11,689
12457,12.457,1,angle_n45_esc1250,run,1844,1250,-11856,5,694
12477,12.477,1,angle_n45_esc1250,run,1844,1250,-11852,4,698
12497,12.497,1,angle_n45_esc1250,run,1844,1250,-11845,7,705
12517,12.517,1,angle_n45_esc1250,run,1844,1250,-11836,9,714
12537,12.537,1,angle_n45_esc1250,run,1844,1250,-11831,5,719
12557,12.557,1,angle_n45_esc1250,run,1844,1250,-11820,11,730
12577,12.577,1,angle_n45_esc1250,run,1844,1250,-11807,13,743
12597,12.597,1,angle_n45_esc1250,run,1844,1250,-11795,12,755
12617,12.617,1,angle_n45_esc1250,run,1844,1250,-11791,4,759
12637,12.637,1,angle_n45_esc1250,run,1844,1250,-11785,6,765
12657,12.657,1,angle_n45_esc1250,run,1844,1250,-11781,4,769
12677,12.677,1,angle_n45_esc1250,run,1844,1250,-11775,6,775
12697,12.697,1,angle_n45_esc1250,run,1844,1250,-11765,10,785
12717,12.717,1,angle_n45_esc1250,run,1844,1250,-11753,12,797
12756,12.756,1,angle_n45_esc1250,run,1844,1250,-11738,15,812
12776,12.776,1,angle_n45_esc1250,run,1844,1250,-11728,10,822
12796,12.796,1,angle_n45_esc1250,run,1844,1250,-11725,3,825
12816,12.816,1,angle_n45_esc1250,run,1844,1250,-11721,4,829
12836,12.836,1,angle_n45_esc1250,run,1844,1250,-11714,7,836
12856,12.856,1,angle_n45_esc1250,run,1844,1250,-11711,3,839
12876,12.876,1,angle_n45_esc1250,run,1844,1250,-11704,7,846
12896,12.896,1,angle_n45_esc1250,run,1844,1250,-11695,9,855
12916,12.916,1,angle_n45_esc1250,run,1844,1250,-11683,12,867
12936,12.936,1,angle_n45_esc1250,run,1844,1250,-11678,5,872
12956,12.956,1,angle_n45_esc1250,run,1844,1250,-11671,7,879
12976,12.976,1,angle_n45_esc1250,run,1844,1250,-11668,3,882
12996,12.996,1,angle_n45_esc1250,run,1844,1250,-11667,1,883
13016,13.016,1,angle_n45_esc1250,run,1844,1250,-11662,5,888
13036,13.036,1,angle_n45_esc1250,run,1844,1250,-11655,7,895
13056,13.056,1,angle_n45_esc1250,run,1844,1250,-11652,3,898
13076,13.076,1,angle_n45_esc1250,run,1844,1250,-11646,6,904
13096,13.096,1,angle_n45_esc1250,run,1844,1250,-11637,9,913
