t_ms,t_s,set_index,segment,phase,servo_us,esc_pwm_us,count,count_delta,count_from_start
10005,10.005,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10025,10.025,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10045,10.045,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10065,10.065,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10085,10.085,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10105,10.105,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10125,10.125,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10160,10.160,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10180,10.180,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10200,10.200,1,angle_p20_esc1100,user_wait,1211,1000,12101,0,0
10222,10.222,1,angle_p20_esc1100,run,1211,1100,12101,0,0
10243,10.243,1,angle_p20_esc1100,run,1211,1100,12101,0,0
10263,10.263,1,angle_p20_esc1100,run,1211,1100,12101,0,0
10283,10.283,1,angle_p20_esc1100,run,1211,1100,12100,-1,-1
10303,10.303,1,angle_p20_esc1100,run,1211,1100,12100,0,-1
10323,10.323,1,angle_p20_esc1100,run,1211,1100,12100,0,-1
10344,10.344,1,angle_p20_esc1100,run,1211,1100,12099,-1,-2
10364,10.364,1,angle_p20_esc1100,run,1211,1100,12099,0,-2
10384,10.384,1,angle_p20_esc1100,run,1211,1100,12098,-1,-3
10404,10.404,1,angle_p20_esc1100,run,1211,1100,12097,-1,-4
10424,10.424,1,angle_p20_esc1100,run,1211,1100,12097,0,-4
10444,10.444,1,angle_p20_esc1100,run,1211,1100,12094,-3,-7
10464,10.464,1,angle_p20_esc1100,run,1211,1100,12092,-2,-9
10484,10.484,1,angle_p20_esc1100,run,1211,1100,12088,-4,-13
10504,10.504,1,angle_p20_esc1100,run,1211,1100,12086,-2,-15
10524,10.524,1,angle_p20_esc1100,run,1211,1100,12082,-4,-19
10544,10.544,1,angle_p20_esc1100,run,1211,1100,12080,-2,-21
10564,10.564,1,angle_p20_esc1100,run,1211,1100,12074,-6,-27
10584,10.584,1,angle_p20_esc1100,run,1211,1100,12070,-4,-31
10604,10.604,1,angle_p20_esc1100,run,1211,1100,12069,-1,-32
10624,10.624,1,angle_p20_esc1100,run,1211,1100,12064,-5,-37
10644,10.644,1,angle_p20_esc1100,run,1211,1100,12058,-6,-43
10664,10.664,1,angle_p20_esc1100,run,1211,1100,12056,-2,-45
10684,10.684,1,angle_p20_esc1100,run,1211,1100,12053,-3,-48
10704,10.704,1,angle_p20_esc1100,run,1211,1100,12047,-6,-54
10724,10.724,1,angle_p20_esc1100,run,1211,1100,12041,-6,-60
10744,10.744,1,angle_p20_esc1100,run,1211,1100,12039,-2,-62
10764,10.764,1,angle_p20_esc1100,run,1211,1100,12037,-2,-64
10784,10.784,1,angle_p20_esc1100,run,1211,1100,12032,-5,-69
10804,10.804,1,angle_p20_esc1100,run,1211,1100,12027,-5,-74
10824,10.824,1,angle_p20_esc1100,run,1211,1100,12024,-3,-77
10844,10.844,1,angle_p20_esc1100,run,1211,1100,12022,-2,-79
10864,10.864,1,angle_p20_esc1100,run,1211,1100,12018,-4,-83
10884,10.884,1,angle_p20_esc1100,run,1211,1100,12014,-4,-87
10904,10.904,1,angle_p20_esc1100,run,1211,1100,12013,-1,-88
10924,10.924,1,angle_p20_esc1100,run,1211,1100,12011,-2,-90
10944,10.944,1,angle_p20_esc1100,run,1211,1100,12008,-3,-93
10964,10.964,1,angle_p20_esc1100,run,1211,1100,12004,-4,-97
10984,10.984,1,angle_p20_esc1100,run,1211,1100,12003,-1,-98
11004,11.004,1,angle_p20_esc1100,run,1211,1100,12002,-1,-99
11024,11.024,1,angle_p20_esc1100,run,1211,1100,12000,-2,-101
11044,11.044,1,angle_p20_esc1100,run,1211,1100,11996,-4,-105
11064,11.064,1,angle_p20_esc1100,run,1211,1100,11994,-2,-107
11084,11.084,1,angle_p20_esc1100,run,1211,1100,11993,-1,-108
11104,11.104,1,angle_p20_esc1100,run,1211,1100,11990,-3,-111
11124,11.124,1,angle_p20_esc1100,run,1211,1100,11987,-3,-114
11144,11.144,1,angle_p20_esc1100,run,1211,1100,11985,-2,-116
11164,11.164,1,angle_p20_esc1100,run,1211,1100,11983,-2,-118
11184,11.184,1,angle_p20_esc1100,run,1211,1100,11980,-3,-121
11204,11.204,1,angle_p20_esc1100,run,1211,1100,11977,-3,-124
11224,11.224,1,angle_p20_esc1100,run,1211,1100,11974,-3,-127
11244,11.244,1,angle_p20_esc1100,run,1211,1100,11974,0,-127
11264,11.264,1,angle_p20_esc1100,run,1211,1100,11973,-1,-128
11284,11.284,1,angle_p20_esc1100,run,1211,1100,11970,-3,-131
11304,11.304,1,angle_p20_esc1100,run,1211,1100,11966,-4,-135
11324,11.324,1,angle_p20_esc1100,run,1211,1100,11965,-1,-136
11344,11.344,1,angle_p20_esc1100,run,1211,1100,11963,-2,-138
11384,11.384,1,angle_p20_esc1100,run,1211,1100,11957,-6,-144
11404,11.404,1,angle_p20_esc1100,run,1211,1100,11955,-2,-146
11424,11.424,1,angle_p20_esc1100,run,1211,1100,11953,-2,-148
11444,11.444,1,angle_p20_esc1100,run,1211,1100,11951,-2,-150
11464,11.464,1,angle_p20_esc1100,run,1211,1100,11948,-3,-153
11484,11.484,1,angle_p20_esc1100,run,1211,1100,11946,-2,-155
11504,11.504,1,angle_p20_esc1100,run,1211,1100,11945,-1,-156
11524,11.524,1,angle_p20_esc1100,run,1211,1100,11943,-2,-158
11544,11.544,1,angle_p20_esc1100,run,1211,1100,11939,-4,-162
11564,11.564,1,angle_p20_esc1100,run,1211,1100,11937,-2,-164
11584,11.584,1,angle_p20_esc1100,run,1211,1100,11936,-1,-165
11604,11.604,1,angle_p20_esc1100,run,1211,1100,11935,-1,-166
11624,11.624,1,angle_p20_esc1100,run,1211,1100,11932,-3,-169
11644,11.644,1,angle_p20_esc1100,run,1211,1100,11929,-3,-172
11664,11.664,1,angle_p20_esc1100,run,1211,1100,11927,-2,-174
11684,11.684,1,angle_p20_esc1100,run,1211,1100,11926,-1,-175
11704,11.704,1,angle_p20_esc1100,run,1211,1100,11924,-2,-177
11724,11.724,1,angle_p20_esc1100,run,1211,1100,11922,-2,-179
11744,11.744,1,angle_p20_esc1100,run,1211,1100,11920,-2,-181
11764,11.764,1,angle_p20_esc1100,run,1211,1100,11919,-1,-182
11784,11.784,1,angle_p20_esc1100,run,1211,1100,11916,-3,-185
11804,11.804,1,angle_p20_esc1100,run,1211,1100,11914,-2,-187
11824,11.824,1,angle_p20_esc1100,run,1211,1100,11912,-2,-189
11844,11.844,1,angle_p20_esc1100,run,1211,1100,11911,-1,-190
11864,11.864,1,angle_p20_esc1100,run,1211,1100,11909,-2,-192
11884,11.884,1,angle_p20_esc1100,run,1211,1100,11907,-2,-194
11904,11.904,1,angle_p20_esc1100,run,1211,1100,11906,-1,-195
11924,11.924,1,angle_p20_esc1100,run,1211,1100,11905,-1,-196
11944,11.944,1,angle_p20_esc1100,run,1211,1100,11904,-1,-197
11964,11.964,1,angle_p20_esc1100,run,1211,1100,11902,-2,-199
11984,11.984,1,angle_p20_esc1100,run,1211,1100,11899,-3,-202
12004,12.004,1,angle_p20_esc1100,run,1211,1100,11898,-1,-203
12024,12.024,1,angle_p20_esc1100,run,1211,1100,11898,0,-203
12044,12.044,1,angle_p20_esc1100,run,1211,1100,11897,-1,-204
12064,12.064,1,angle_p20_esc1100,run,1211,1100,11894,-3,-207
12084,12.084,1,angle_p20_esc1100,run,1211,1100,11893,-1,-208
12104,12.104,1,angle_p20_esc1100,run,1211,1100,11892,-1,-209
12124,12.124,1,angle_p20_esc1100,run,1211,1100,11891,-1,-210
12144,12.144,1,angle_p20_esc1100,run,1211,1100,11889,-2,-212
12164,12.164,1,angle_p20_esc1100,run,1211,1100,11888,-1,-213
12184,12.184,1,angle_p20_esc1100,run,1211,1100,11887,-1,-214
12204,12.204,1,angle_p20_esc1100,run,1211,1100,11885,-2,-216
12224,12.224,1,angle_p20_esc1100,run,1211,1100,11883,-2,-218
12244,12.244,1,angle_p20_esc1100,run,1211,1100,11883,0,-218
12264,12.264,1,angle_p20_esc1100,run,1211,1100,11882,-1,-219
12284,12.284,1,angle_p20_esc1100,run,1211,1100,11881,-1,-220
12304,12.304,1,angle_p20_esc1100,run,1211,1100,11879,-2,-222
12324,12.324,1,angle_p20_esc1100,run,1211,1100,11877,-2,-224
12344,12.344,1,angle_p20_esc1100,run,1211,1100,11877,0,-224
12364,12.364,1,angle_p20_esc1100,run,1211,1100,11877,0,-224
12384,12.384,1,angle_p20_esc1100,run,1211,1100,11875,-2,-226
12404,12.404,1,angle_p20_esc1100,run,1211,1100,11873,-2,-228
12424,12.424,1,angle_p20_esc1100,run,1211,1100,11872,-1,-229
12444,12.444,1,angle_p20_esc1100,run,1211,1100,11872,0,-229
12464,12.464,1,angle_p20_esc1100,run,1211,1100,11870,-2,-231
12484,12.484,1,angle_p20_esc1100,run,1211,1100,11869,-1,-232
12504,12.504,1,angle_p20_esc1100,run,1211,1100,11868,-1,-233
12524,12.524,1,angle_p20_esc1100,run,1211,1100,11867,-1,-234
12544,12.544,1,angle_p20_esc1100,run,1211,1100,11866,-1,-235
12564,12.564,1,angle_p20_esc1100,run,1211,1100,11864,-2,-237
12584,12.584,1,angle_p20_esc1100,run,1211,1100,11863,-1,-238
12604,12.604,1,angle_p20_esc1100,run,1211,1100,11863,0,-238
12624,12.624,1,angle_p20_esc1100,run,1211,1100,11861,-2,-240
12644,12.644,1,angle_p20_esc1100,run,1211,1100,11859,-2,-242
12664,12.664,1,angle_p20_esc1100,run,1211,1100,11858,-1,-243
12684,12.684,1,angle_p20_esc1100,run,1211,1100,11858,0,-243
