t_ms,t_s,set_index,segment,phase,servo_us,esc_pwm_us,count,count_delta,count_from_start
10005,10.005,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10025,10.025,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10045,10.045,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10065,10.065,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10085,10.085,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10105,10.105,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10125,10.125,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10166,10.166,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10186,10.186,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10206,10.206,1,angle_p30_esc1250,user_wait,1021,1000,5949,0,0
10227,10.227,1,angle_p30_esc1250,run,1021,1250,5949,0,0
10247,10.247,1,angle_p30_esc1250,run,1021,1250,5949,0,0
10267,10.267,1,angle_p30_esc1250,run,1021,1250,5949,0,0
10287,10.287,1,angle_p30_esc1250,run,1021,1250,5949,0,0
10307,10.307,1,angle_p30_esc1250,run,1021,1250,5949,0,0
10327,10.327,1,angle_p30_esc1250,run,1021,1250,5948,-1,-1
10348,10.348,1,angle_p30_esc1250,run,1021,1250,5945,-3,-4
10368,10.368,1,angle_p30_esc1250,run,1021,1250,5944,-1,-5
10388,10.388,1,angle_p30_esc1250,run,1021,1250,5939,-5,-10
10408,10.408,1,angle_p30_esc1250,run,1021,1250,5934,-5,-15
10428,10.428,1,angle_p30_esc1250,run,1021,1250,5932,-2,-17
10448,10.448,1,angle_p30_esc1250,run,1021,1250,5928,-4,-21
10468,10.468,1,angle_p30_esc1250,run,1021,1250,5925,-3,-24
10488,10.488,1,angle_p30_esc1250,run,1021,1250,5921,-4,-28
10508,10.508,1,angle_p30_esc1250,run,1021,1250,5918,-3,-31
10528,10.528,1,angle_p30_esc1250,run,1021,1250,5915,-3,-34
10548,10.548,1,angle_p30_esc1250,run,1021,1250,5912,-3,-37
10568,10.568,1,angle_p30_esc1250,run,1021,1250,5909,-3,-40
10588,10.588,1,angle_p30_esc1250,run,1021,1250,5906,-3,-43
10608,10.608,1,angle_p30_esc1250,run,1021,1250,5902,-4,-47
10628,10.628,1,angle_p30_esc1250,run,1021,1250,5898,-4,-51
10648,10.648,1,angle_p30_esc1250,run,1021,1250,5895,-3,-54
10668,10.668,1,angle_p30_esc1250,run,1021,1250,5888,-7,-61
10688,10.688,1,angle_p30_esc1250,run,1021,1250,5883,-5,-66
10708,10.708,1,angle_p30_esc1250,run,1021,1250,5874,-9,-75
10728,10.728,1,angle_p30_esc1250,run,1021,1250,5870,-4,-79
10748,10.748,1,angle_p30_esc1250,run,1021,1250,5865,-5,-84
10768,10.768,1,angle_p30_esc1250,run,1021,1250,5862,-3,-87
10788,10.788,1,angle_p30_esc1250,run,1021,1250,5854,-8,-95
10808,10.808,1,angle_p30_esc1250,run,1021,1250,5843,-11,-106
10828,10.828,1,angle_p30_esc1250,run,1021,1250,5837,-6,-112
10848,10.848,1,angle_p30_esc1250,run,1021,1250,5826,-11,-123
10868,10.868,1,angle_p30_esc1250,run,1021,1250,5820,-6,-129
10888,10.888,1,angle_p30_esc1250,run,1021,1250,5816,-4,-133
10908,10.908,1,angle_p30_esc1250,run,1021,1250,5811,-5,-138
10928,10.928,1,angle_p30_esc1250,run,1021,1250,5808,-3,-141
10948,10.948,1,angle_p30_esc1250,run,1021,1250,5798,-10,-151
10968,10.968,1,angle_p30_esc1250,run,1021,1250,5787,-11,-162
10988,10.988,1,angle_p30_esc1250,run,1021,1250,5780,-7,-169
11008,11.008,1,angle_p30_esc1250,run,1021,1250,5772,-8,-177
11028,11.028,1,angle_p30_esc1250,run,1021,1250,5766,-6,-183
11048,11.048,1,angle_p30_esc1250,run,1021,1250,5763,-3,-186
11068,11.068,1,angle_p30_esc1250,run,1021,1250,5759,-4,-190
11088,11.088,1,angle_p30_esc1250,run,1021,1250,5752,-7,-197
11108,11.108,1,angle_p30_esc1250,run,1021,1250,5747,-5,-202
11128,11.128,1,angle_p30_esc1250,run,1021,1250,5738,-9,-211
11148,11.148,1,angle_p30_esc1250,run,1021,1250,5728,-10,-221
11168,11.168,1,angle_p30_esc1250,run,1021,1250,5717,-11,-232
11188,11.188,1,angle_p30_esc1250,run,1021,1250,5713,-4,-236
11208,11.208,1,angle_p30_esc1250,run,1021,1250,5708,-5,-241
11228,11.228,1,angle_p30_esc1250,run,1021,1250,5703,-5,-246
11248,11.248,1,angle_p30_esc1250,run,1021,1250,5699,-4,-250
11268,11.268,1,angle_p30_esc1250,run,1021,1250,5690,-9,-259
11288,11.288,1,angle_p30_esc1250,run,1021,1250,5679,-11,-270
11308,11.308,1,angle_p30_esc1250,run,1021,1250,5673,-6,-276
11328,11.328,1,angle_p30_esc1250,run,1021,1250,5661,-12,-288
11348,11.348,1,angle_p30_esc1250,run,1021,1250,5653,-8,-296
11368,11.368,1,angle_p30_esc1250,run,1021,1250,5650,-3,-299
11400,11.400,1,angle_p30_esc1250,run,1021,1250,5644,-6,-305
11420,11.420,1,angle_p30_esc1250,run,1021,1250,5636,-8,-313
11440,11.440,1,angle_p30_esc1250,run,1021,1250,5627,-9,-322
11460,11.460,1,angle_p30_esc1250,run,1021,1250,5622,-5,-327
11480,11.480,1,angle_p30_esc1250,run,1021,1250,5611,-11,-338
11500,11.500,1,angle_p30_esc1250,run,1021,1250,5601,-10,-348
11520,11.520,1,angle_p30_esc1250,run,1021,1250,5597,-4,-352
11540,11.540,1,angle_p30_esc1250,run,1021,1250,5593,-4,-356
11560,11.560,1,angle_p30_esc1250,run,1021,1250,5588,-5,-361
11580,11.580,1,angle_p30_esc1250,run,1021,1250,5585,-3,-364
11600,11.600,1,angle_p30_esc1250,run,1021,1250,5577,-8,-372
11620,11.620,1,angle_p30_esc1250,run,1021,1250,5568,-9,-381
11640,11.640,1,angle_p30_esc1250,run,1021,1250,5556,-12,-393
11660,11.660,1,angle_p30_esc1250,run,1021,1250,5551,-5,-398
11680,11.680,1,angle_p30_esc1250,run,1021,1250,5542,-9,-407
11700,11.700,1,angle_p30_esc1250,run,1021,1250,5538,-4,-411
11720,11.720,1,angle_p30_esc1250,run,1021,1250,5537,-1,-412
11740,11.740,1,angle_p30_esc1250,run,1021,1250,5530,-7,-419
11760,11.760,1,angle_p30_esc1250,run,1021,1250,5523,-7,-426
11780,11.780,1,angle_p30_esc1250,run,1021,1250,5518,-5,-431
11800,11.800,1,angle_p30_esc1250,run,1021,1250,5511,-7,-438
11820,11.820,1,angle_p30_esc1250,run,1021,1250,5501,-10,-448
11840,11.840,1,angle_p30_esc1250,run,1021,1250,5494,-7,-455
11860,11.860,1,angle_p30_esc1250,run,1021,1250,5492,-2,-457
11880,11.880,1,angle_p30_esc1250,run,1021,1250,5489,-3,-460
11900,11.900,1,angle_p30_esc1250,run,1021,1250,5485,-4,-464
11920,11.920,1,angle_p30_esc1250,run,1021,1250,5485,0,-464
11940,11.940,1,angle_p30_esc1250,run,1021,1250,5477,-8,-472
