t_ms,t_s,set_index,segment,phase,servo_us,esc_pwm_us,count,count_delta,count_from_start
10005,10.005,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10025,10.025,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10045,10.045,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10065,10.065,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10085,10.085,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10105,10.105,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10125,10.125,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10164,10.164,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10184,10.184,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10204,10.204,1,angle_n30_esc1250,user_wait,1679,1000,-12311,0,0
10225,10.225,1,angle_n30_esc1250,run,1679,1250,-12311,0,0
10245,10.245,1,angle_n30_esc1250,run,1679,1250,-12311,0,0
10265,10.265,1,angle_n30_esc1250,run,1679,1250,-12310,1,1
10285,10.285,1,angle_n30_esc1250,run,1679,1250,-12310,0,1
10305,10.305,1,angle_n30_esc1250,run,1679,1250,-12309,1,2
10325,10.325,1,angle_n30_esc1250,run,1679,1250,-12309,0,2
10345,10.345,1,angle_n30_esc1250,run,1679,1250,-12308,1,3
10365,10.365,1,angle_n30_esc1250,run,1679,1250,-12307,1,4
10385,10.385,1,angle_n30_esc1250,run,1679,1250,-12305,2,6
10405,10.405,1,angle_n30_esc1250,run,1679,1250,-12303,2,8
10425,10.425,1,angle_n30_esc1250,run,1679,1250,-12300,3,11
10445,10.445,1,angle_n30_esc1250,run,1679,1250,-12299,1,12
10465,10.465,1,angle_n30_esc1250,run,1679,1250,-12298,1,13
10485,10.485,1,angle_n30_esc1250,run,1679,1250,-12296,2,15
10505,10.505,1,angle_n30_esc1250,run,1679,1250,-12294,2,17
10525,10.525,1,angle_n30_esc1250,run,1679,1250,-12291,3,20
10545,10.545,1,angle_n30_esc1250,run,1679,1250,-12289,2,22
10565,10.565,1,angle_n30_esc1250,run,1679,1250,-12284,5,27
10585,10.585,1,angle_n30_esc1250,run,1679,1250,-12278,6,33
10605,10.605,1,angle_n30_esc1250,run,1679,1250,-12272,6,39
10625,10.625,1,angle_n30_esc1250,run,1679,1250,-12268,4,43
10645,10.645,1,angle_n30_esc1250,run,1679,1250,-12264,4,47
10665,10.665,1,angle_n30_esc1250,run,1679,1250,-12255,9,56
10685,10.685,1,angle_n30_esc1250,run,1679,1250,-12251,4,60
10705,10.705,1,angle_n30_esc1250,run,1679,1250,-12246,5,65
10725,10.725,1,angle_n30_esc1250,run,1679,1250,-12238,8,73
10745,10.745,1,angle_n30_esc1250,run,1679,1250,-12227,11,84
10765,10.765,1,angle_n30_esc1250,run,1679,1250,-12223,4,88
10785,10.785,1,angle_n30_esc1250,run,1679,1250,-12220,3,91
10805,10.805,1,angle_n30_esc1250,run,1679,1250,-12214,6,97
10825,10.825,1,angle_n30_esc1250,run,1679,1250,-12202,12,109
10845,10.845,1,angle_n30_esc1250,run,1679,1250,-12196,6,115
10865,10.865,1,angle_n30_esc1250,run,1679,1250,-12188,8,123
10885,10.885,1,angle_n30_esc1250,run,1679,1250,-12186,2,125
10905,10.905,1,angle_n30_esc1250,run,1679,1250,-12178,8,133
10925,10.925,1,angle_n30_esc1250,run,1679,1250,-12168,10,143
10945,10.945,1,angle_n30_esc1250,run,1679,1250,-12160,8,151
10965,10.965,1,angle_n30_esc1250,run,1679,1250,-12147,13,164
10985,10.985,1,angle_n30_esc1250,run,1679,1250,-12139,8,172
11005,11.005,1,angle_n30_esc1250,run,1679,1250,-12135,4,176
11025,11.025,1,angle_n30_esc1250,run,1679,1250,-12128,7,183
11045,11.045,1,angle_n30_esc1250,run,1679,1250,-12124,4,187
11065,11.065,1,angle_n30_esc1250,run,1679,1250,-12114,10,197
11085,11.085,1,angle_n30_esc1250,run,1679,1250,-12100,14,211
11105,11.105,1,angle_n30_esc1250,run,1679,1250,-12091,9,220
11125,11.125,1,angle_n30_esc1250,run,1679,1250,-12084,7,227
11145,11.145,1,angle_n30_esc1250,run,1679,1250,-12080,4,231
11165,11.165,1,angle_n30_esc1250,run,1679,1250,-12077,3,234
