bootstrap_index,resample_mode,fit_status,fit_message,K_rad_per_us,tau_s,delay_s,train_weighted_error,train_mag_rmse_dB,train_phase_rmse_deg,validation_weighted_error,validation_mag_rmse_dB,validation_phase_rmse_deg,n_fit_points,sampled_unit_ids
107,period,ok,,0.00158851298122021,0.0316427669913454,0.0277084381372795,0.0384538126522338,0.236553057338902,1.57419380521801,0.0592904787171605,0.291790892052972,2.87698152882032,21,period_file001_p0002_train_amp1000;period_file004_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file003_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file004_p0003_train_amp1000;period_file004_p0003_train_amp1000;period_file002_p0001_train_amp1000;period_file004_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file004_p0003_train_amp1000;period_file001_p0000_train_amp1000;period_file002_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file007_p0003_train_amp250;period_file007_p0003_train_amp250;period_file006_p0000_train_amp250;period_file006_p0002_train_amp250;period_file007_p0001_train_amp250;period_file006_p0002_train_amp250;period_file007_p0000_train_amp250;period_file007_p0000_train_amp250;period_file008_p0001_train_amp250;period_file007_p0003_train_amp250;period_file007_p0002_train_amp250;period_file005_p0000_train_amp250;period_file005_p0002_train_amp250;period_file008_p0002_train_amp250;period_file008_p0000_train_amp250;period_file005_p0002_train_amp250;period_file009_p0001_train_amp500;period_file009_p0002_train_amp500;period_file012_p0001_train_amp500;period_file012_p0003_train_amp500;period_file012_p0000_train_amp500;period_file012_p0000_train_amp500;period_file009_p0000_train_amp500;period_file012_p0001_train_amp500;period_file011_p0002_train_amp500;period_file010_p0001_train_amp500;period_file010_p0003_train_amp500;period_file012_p0003_train_amp500;period_file009_p0000_train_amp500;period_file009_p0003_train_amp500;period_file009_p0002_train_amp500;period_file011_p0000_train_amp500;period_file013_p0003_train_amp750;period_file013_p0001_train_amp750;period_file015_p0000_train_amp750;period_file016_p0001_train_amp750;period_file015_p0002_train_amp750;period_file013_p0000_train_amp750;period_file013_p0000_train_amp750;period_file015_p0000_train_amp750;period_file013_p0002_train_amp750;period_file015_p0003_train_amp750;period_file013_p0003_train_amp750;period_file014_p0003_train_amp750;period_file015_p0001_train_amp750;period_file016_p0003_train_amp750;period_file013_p0003_train_amp750;period_file016_p0002_train_amp750
108,period,ok,,0.00158590993592346,0.0270598238560564,0.0292044668434762,0.0225699370352708,0.138742285977364,0.920387672716649,0.0413363110814511,0.22643377165248,1.8671880208776,21,period_file002_p0001_train_amp1000;period_file001_p0002_train_amp1000;period_file002_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0000_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0001_train_amp1000;period_file002_p0002_train_amp1000;period_file002_p0003_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0002_train_amp1000;period_file002_p0001_train_amp1000;period_file001_p0003_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0003_train_amp1000;period_file008_p0002_train_amp250;period_file005_p0000_train_amp250;period_file008_p0002_train_amp250;period_file007_p0001_train_amp250;period_file008_p0001_train_amp250;period_file005_p0000_train_amp250;period_file006_p0001_train_amp250;period_file007_p0000_train_amp250;period_file005_p0003_train_amp250;period_file006_p0002_train_amp250;period_file005_p0000_train_amp250;period_file007_p0001_train_amp250;period_file008_p0002_train_amp250;period_file005_p0001_train_amp250;period_file008_p0001_train_amp250;period_file007_p0003_train_amp250;period_file009_p0003_train_amp500;period_file011_p0000_train_amp500;period_file010_p0001_train_amp500;period_file011_p0001_train_amp500;period_file009_p0003_train_amp500;period_file010_p0002_train_amp500;period_file012_p0000_train_amp500;period_file010_p0003_train_amp500;period_file011_p0002_train_amp500;period_file012_p0002_train_amp500;period_file012_p0003_train_amp500;period_file012_p0003_train_amp500;period_file012_p0002_train_amp500;period_file009_p0003_train_amp500;period_file010_p0002_train_amp500;period_file010_p0001_train_amp500;period_file013_p0002_train_amp750;period_file013_p0001_train_amp750;period_file014_p0000_train_amp750;period_file016_p0001_train_amp750;period_file013_p0000_train_amp750;period_file013_p0003_train_amp750;period_file014_p0001_train_amp750;period_file015_p0002_train_amp750;period_file015_p0001_train_amp750;period_file016_p0000_train_amp750;period_file015_p0002_train_amp750;period_file016_p0002_train_amp750;period_file014_p0003_train_amp750;period_file015_p0000_train_amp750;period_file016_p0001_train_amp750;period_file013_p0000_train_amp750
109,period,ok,,0.00158064499406222,0.0244921950882429,0.0309972974555913,0.020164062235431,0.118518110292127,0.854694309550995,0.0379831702164302,0.212972762356491,1.68353341127579,21,period_file001_p0003_train_amp1000;period_file001_p0003_train_amp1000;period_file003_p0000_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0000_train_amp1000;period_file003_p0000_train_amp1000;period_file003_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0001_train_amp1000;period_file004_p0003_train_amp1000;period_file004_p0003_train_amp1000;period_file001_p0002_train_amp1000;period_file002_p0002_train_amp1000;period_file007_p0001_train_amp250;period_file007_p0001_train_amp250;period_file006_p0001_train_amp250;period_file008_p0002_train_amp250;period_file007_p0002_train_amp250;period_file005_p0001_train_amp250;period_file007_p0002_train_amp250;period_file005_p0003_train_amp250;period_file005_p0001_train_amp250;period_file006_p0001_train_amp250;period_file005_p0000_train_amp250;period_file005_p0002_train_amp250;period_file006_p0003_train_amp250;period_file008_p0003_train_amp250;period_file008_p0001_train_amp250;period_file005_p0000_train_amp250;period_file012_p0001_train_amp500;period_file010_p0000_train_amp500;period_file009_p0003_train_amp500;period_file010_p0000_train_amp500;period_file011_p0000_train_amp500;period_file010_p0003_train_amp500;period_file011_p0002_train_amp500;period_file009_p0002_train_amp500;period_file010_p0001_train_amp500;period_file011_p0001_train_amp500;period_file012_p0000_train_amp500;period_file010_p0001_train_amp500;period_file012_p0001_train_amp500;period_file010_p0002_train_amp500;period_file012_p0003_train_amp500;period_file010_p0000_train_amp500;period_file014_p0001_train_amp750;period_file015_p0002_train_amp750;period_file015_p0001_train_amp750;period_file014_p0001_train_amp750;period_file014_p0003_train_amp750;period_file015_p0002_train_amp750;period_file013_p0000_train_amp750;period_file015_p0001_train_amp750;period_file015_p0003_train_amp750;period_file016_p0000_train_amp750;period_file013_p0003_train_amp750;period_file015_p0002_train_amp750;period_file015_p0003_train_amp750;period_file013_p0001_train_amp750;period_file013_p0001_train_amp750;period_file016_p0002_train_amp750
110,period,ok,,0.00158034674734033,0.0250644644778964,0.0305279796706342,0.0206982563529251,0.115634393499855,0.913936649398329,0.0385258879628996,0.217718091480429,1.70147229345508,21,period_file002_p0001_train_amp1000;period_file003_p0003_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file004_p0002_train_amp1000;period_file002_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file004_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file002_p0001_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file002_p0001_train_amp1000;period_file005_p0002_train_amp250;period_file006_p0000_train_amp250;period_file007_p0003_train_amp250;period_file008_p0001_train_amp250;period_file006_p0000_train_amp250;period_file006_p0001_train_amp250;period_file007_p0003_train_amp250;period_file008_p0000_train_amp250;period_file005_p0002_train_amp250;period_file006_p0002_train_amp250;period_file005_p0000_train_amp250;period_file006_p0002_train_amp250;period_file008_p0002_train_amp250;period_file005_p0000_train_amp250;period_file006_p0002_train_amp250;period_file006_p0000_train_amp250;period_file009_p0000_train_amp500;period_file010_p0002_train_amp500;period_file009_p0003_train_amp500;period_file012_p0001_train_amp500;period_file011_p0002_train_amp500;period_file010_p0003_train_amp500;period_file011_p0003_train_amp500;period_file009_p0001_train_amp500;period_file012_p0000_train_amp500;period_file010_p0000_train_amp500;period_file011_p0000_train_amp500;period_file009_p0001_train_amp500;period_file012_p0001_train_amp500;period_file011_p0000_train_amp500;period_file010_p0003_train_amp500;period_file009_p0002_train_amp500;period_file015_p0002_train_amp750;period_file014_p0001_train_amp750;period_file015_p0002_train_amp750;period_file016_p0000_train_amp750;period_file013_p0000_train_amp750;period_file014_p0000_train_amp750;period_file015_p0002_train_amp750;period_file014_p0001_train_amp750;period_file016_p0000_train_amp750;period_file015_p0000_train_amp750;period_file016_p0001_train_amp750;period_file015_p0001_train_amp750;period_file016_p0002_train_amp750;period_file013_p0003_train_amp750;period_file016_p0000_train_amp750;period_file013_p0000_train_amp750
111,period,ok,,0.00158609278316753,0.0291290001270436,0.0288703946476394,0.0329033811118357,0.21314828460433,1.27494709785657,0.0510236882832029,0.253690683245955,2.44671180722909,21,period_file001_p0001_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file004_p0003_train_amp1000;period_file004_p0000_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file003_p0001_train_amp1000;period_file003_p0001_train_amp1000;period_file004_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file004_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file004_p0001_train_amp1000;period_file007_p0001_train_amp250;period_file007_p0002_train_amp250;period_file006_p0000_train_amp250;period_file008_p0001_train_amp250;period_file005_p0003_train_amp250;period_file007_p0002_train_amp250;period_file005_p0001_train_amp250;period_file005_p0000_train_amp250;period_file006_p0003_train_amp250;period_file008_p0003_train_amp250;period_file006_p0001_train_amp250;period_file006_p0001_train_amp250;period_file005_p0000_train_amp250;period_file007_p0002_train_amp250;period_file007_p0003_train_amp250;period_file008_p0002_train_amp250;period_file010_p0002_train_amp500;period_file009_p0001_train_amp500;period_file009_p0000_train_amp500;period_file012_p0002_train_amp500;period_file011_p0002_train_amp500;period_file012_p0002_train_amp500;period_file012_p0002_train_amp500;period_file010_p0003_train_amp500;period_file011_p0002_train_amp500;period_file011_p0003_train_amp500;period_file010_p0002_train_amp500;period_file009_p0002_train_amp500;period_file010_p0000_train_amp500;period_file011_p0000_train_amp500;period_file010_p0000_train_amp500;period_file012_p0002_train_amp500;period_file015_p0001_train_amp750;period_file015_p0003_train_amp750;period_file016_p0001_train_amp750;period_file016_p0002_train_amp750;period_file016_p0003_train_amp750;period_file015_p0002_train_amp750;period_file016_p0003_train_amp750;period_file016_p0000_train_amp750;period_file014_p0000_train_amp750;period_file016_p0003_train_amp750;period_file016_p0000_train_amp750;period_file014_p0000_train_amp750;period_file013_p0000_train_amp750;period_file016_p0003_train_amp750;period_file015_p0000_train_amp750;period_file015_p0000_train_amp750
112,period,ok,,0.00158405331103687,0.0275555873436156,0.029169481420235,0.0245372983523063,0.15424333365387,0.978566359532127,0.0439494778730467,0.236029629634829,2.01584202288195,21,period_file001_p0000_train_amp1000;period_file003_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file004_p0000_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0001_train_amp1000;period_file002_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0001_train_amp1000;period_file004_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file002_p0001_train_amp1000;period_file001_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0003_train_amp1000;period_file007_p0002_train_amp250;period_file005_p0002_train_amp250;period_file008_p0002_train_amp250;period_file005_p0000_train_amp250;period_file005_p0003_train_amp250;period_file005_p0001_train_amp250;period_file006_p0002_train_amp250;period_file007_p0001_train_amp250;period_file007_p0003_train_amp250;period_file008_p0002_train_amp250;period_file006_p0001_train_amp250;period_file007_p0003_train_amp250;period_file005_p0000_train_amp250;period_file008_p0001_train_amp250;period_file006_p0001_train_amp250;period_file005_p0003_train_amp250;period_file010_p0001_train_amp500;period_file009_p0001_train_amp500;period_file010_p0000_train_amp500;period_file009_p0000_train_amp500;period_file010_p0000_train_amp500;period_file012_p0001_train_amp500;period_file012_p0000_train_amp500;period_file010_p0002_train_amp500;period_file010_p0002_train_amp500;period_file009_p0002_train_amp500;period_file010_p0001_train_amp500;period_file010_p0002_train_amp500;period_file009_p0001_train_amp500;period_file010_p0001_train_amp500;period_file010_p0003_train_amp500;period_file009_p0000_train_amp500;period_file014_p0003_train_amp750;period_file013_p0003_train_amp750;period_file013_p0003_train_amp750;period_file013_p0003_train_amp750;period_file013_p0002_train_amp750;period_file016_p0003_train_amp750;period_file013_p0002_train_amp750;period_file015_p0001_train_amp750;period_file013_p0002_train_amp750;period_file014_p0000_train_amp750;period_file015_p0002_train_amp750;period_file015_p0000_train_amp750;period_file013_p0002_train_amp750;period_file013_p0001_train_amp750;period_file016_p0002_train_amp750;period_file013_p0003_train_amp750
113,period,ok,,0.00158877626653769,0.0306267067403725,0.0280543212922355,0.0336484031883788,0.204293532925139,1.39385376840562,0.0549991208515148,0.272358237181078,2.651250801492,21,period_file004_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0001_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0000_train_amp1000;period_file004_p0003_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file006_p0000_train_amp250;period_file007_p0000_train_amp250;period_file008_p0000_train_amp250;period_file007_p0000_train_amp250;period_file007_p0000_train_amp250;period_file008_p0001_train_amp250;period_file005_p0003_train_amp250;period_file005_p0002_train_amp250;period_file007_p0000_train_amp250;period_file005_p0002_train_amp250;period_file006_p0001_train_amp250;period_file006_p0001_train_amp250;period_file008_p0003_train_amp250;period_file006_p0002_train_amp250;period_file006_p0003_train_amp250;period_file008_p0003_train_amp250;period_file012_p0001_train_amp500;period_file011_p0002_train_amp500;period_file010_p0000_train_amp500;period_file009_p0002_train_amp500;period_file010_p0001_train_amp500;period_file009_p0002_train_amp500;period_file012_p0003_train_amp500;period_file009_p0003_train_amp500;period_file010_p0000_train_amp500;period_file011_p0002_train_amp500;period_file010_p0003_train_amp500;period_file011_p0001_train_amp500;period_file012_p0001_train_amp500;period_file011_p0001_train_amp500;period_file010_p0003_train_amp500;period_file012_p0001_train_amp500;period_file016_p0000_train_amp750;period_file016_p0003_train_amp750;period_file016_p0003_train_amp750;period_file016_p0002_train_amp750;period_file014_p0003_train_amp750;period_file015_p0003_train_amp750;period_file015_p0001_train_amp750;period_file015_p0003_train_amp750;period_file014_p0002_train_amp750;period_file016_p0002_train_amp750;period_file016_p0001_train_amp750;period_file015_p0003_train_amp750;period_file014_p0000_train_amp750;period_file015_p0000_train_amp750;period_file013_p0003_train_amp750;period_file013_p0001_train_amp750
114,period,ok,,0.0015848403037977,0.0276104726463208,0.0290428179813197,0.0251314994130474,0.159671302752975,0.994483067015209,0.0435017212693714,0.235062313288274,1.98714311727743,21,period_file003_p0001_train_amp1000;period_file002_p0003_train_amp1000;period_file001_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file004_p0003_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0000_train_amp1000;period_file001_p0001_train_amp1000;period_file001_p0000_train_amp1000;period_file002_p0000_train_amp1000;period_file004_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file002_p0002_train_amp1000;period_file008_p0001_train_amp250;period_file007_p0001_train_amp250;period_file005_p0001_train_amp250;period_file006_p0003_train_amp250;period_file005_p0002_train_amp250;period_file007_p0002_train_amp250;period_file005_p0001_train_amp250;period_file005_p0001_train_amp250;period_file007_p0003_train_amp250;period_file006_p0002_train_amp250;period_file008_p0003_train_amp250;period_file007_p0000_train_amp250;period_file008_p0000_train_amp250;period_file008_p0001_train_amp250;period_file008_p0000_train_amp250;period_file005_p0003_train_amp250;period_file011_p0002_train_amp500;period_file009_p0000_train_amp500;period_file012_p0000_train_amp500;period_file009_p0003_train_amp500;period_file012_p0003_train_amp500;period_file012_p0003_train_amp500;period_file011_p0001_train_amp500;period_file009_p0002_train_amp500;period_file011_p0003_train_amp500;period_file010_p0002_train_amp500;period_file010_p0003_train_amp500;period_file010_p0000_train_amp500;period_file012_p0001_train_amp500;period_file010_p0003_train_amp500;period_file012_p0000_train_amp500;period_file012_p0000_train_amp500;period_file015_p0000_train_amp750;period_file014_p0002_train_amp750;period_file015_p0002_train_amp750;period_file015_p0002_train_amp750;period_file013_p0002_train_amp750;period_file016_p0000_train_amp750;period_file013_p0002_train_amp750;period_file014_p0001_train_amp750;period_file016_p0001_train_amp750;period_file015_p0001_train_amp750;period_file014_p0000_train_amp750;period_file016_p0002_train_amp750;period_file015_p0002_train_amp750;period_file015_p0000_train_amp750;period_file016_p0003_train_amp750;period_file016_p0001_train_amp750
115,period,ok,,0.00158203342723685,0.0263185043337949,0.0301079606264214,0.0250950794977785,0.156790406283849,1.00862943653644,0.0424352981646987,0.225953113662935,1.95158698642498,21,period_file003_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file003_p0001_train_amp1000;period_file003_p0002_train_amp1000;period_file003_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file003_p0001_train_amp1000;period_file004_p0003_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0003_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0003_train_amp1000;period_file004_p0000_train_amp1000;period_file003_p0000_train_amp1000;period_file006_p0002_train_amp250;period_file005_p0001_train_amp250;period_file007_p0001_train_amp250;period_file006_p0000_train_amp250;period_file005_p0001_train_amp250;period_file007_p0003_train_amp250;period_file007_p0003_train_amp250;period_file006_p0001_train_amp250;period_file005_p0002_train_amp250;period_file007_p0000_train_amp250;period_file005_p0001_train_amp250;period_file008_p0000_train_amp250;period_file006_p0003_train_amp250;period_file008_p0003_train_amp250;period_file005_p0001_train_amp250;period_file007_p0003_train_amp250;period_file012_p0000_train_amp500;period_file011_p0003_train_amp500;period_file010_p0003_train_amp500;period_file011_p0000_train_amp500;period_file011_p0001_train_amp500;period_file009_p0000_train_amp500;period_file012_p0003_train_amp500;period_file010_p0000_train_amp500;period_file011_p0002_train_amp500;period_file009_p0002_train_amp500;period_file009_p0002_train_amp500;period_file010_p0003_train_amp500;period_file010_p0000_train_amp500;period_file011_p0000_train_amp500;period_file009_p0001_train_amp500;period_file010_p0002_train_amp500;period_file014_p0000_train_amp750;period_file015_p0001_train_amp750;period_file013_p0002_train_amp750;period_file016_p0003_train_amp750;period_file015_p0000_train_amp750;period_file015_p0003_train_amp750;period_file016_p0002_train_amp750;period_file014_p0001_train_amp750;period_file015_p0000_train_amp750;period_file016_p0000_train_amp750;period_file013_p0001_train_amp750;period_file016_p0000_train_amp750;period_file013_p0001_train_amp750;period_file014_p0002_train_amp750;period_file015_p0003_train_amp750;period_file013_p0000_train_amp750
116,period,ok,,0.00158591401509011,0.0284253836936115,0.0289064656659161,0.0278650564779496,0.165698555668858,1.17436810415478,0.0471333854970352,0.243687855859402,2.21178586949764,21,period_file003_p0002_train_amp1000;period_file004_p0003_train_amp1000;period_file001_p0003_train_amp1000;period_file002_p0000_train_amp1000;period_file001_p0001_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file004_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file004_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0001_train_amp1000;period_file004_p0002_train_amp1000;period_file003_p0001_train_amp1000;period_file006_p0000_train_amp250;period_file006_p0003_train_amp250;period_file006_p0002_train_amp250;period_file006_p0000_train_amp250;period_file007_p0002_train_amp250;period_file008_p0000_train_amp250;period_file006_p0001_train_amp250;period_file006_p0003_train_amp250;period_file008_p0003_train_amp250;period_file006_p0000_train_amp250;period_file007_p0003_train_amp250;period_file008_p0001_train_amp250;period_file007_p0003_train_amp250;period_file005_p0003_train_amp250;period_file006_p0002_train_amp250;period_file007_p0001_train_amp250;period_file011_p0001_train_amp500;period_file012_p0003_train_amp500;period_file010_p0001_train_amp500;period_file011_p0000_train_amp500;period_file010_p0002_train_amp500;period_file011_p0001_train_amp500;period_file010_p0003_train_amp500;period_file012_p0003_train_amp500;period_file011_p0003_train_amp500;period_file010_p0003_train_amp500;period_file010_p0003_train_amp500;period_file009_p0003_train_amp500;period_file009_p0003_train_amp500;period_file010_p0002_train_amp500;period_file010_p0000_train_amp500;period_file010_p0000_train_amp500;period_file013_p0003_train_amp750;period_file014_p0002_train_amp750;period_file013_p0003_train_amp750;period_file014_p0002_train_amp750;period_file015_p0003_train_amp750;period_file013_p0003_train_amp750;period_file016_p0003_train_amp750;period_file014_p0000_train_amp750;period_file013_p0001_train_amp750;period_file015_p0002_train_amp750;period_file013_p0001_train_amp750;period_file014_p0003_train_amp750;period_file015_p0000_train_amp750;period_file016_p0002_train_amp750;period_file016_p0001_train_amp750;period_file014_p0003_train_amp750
117,period,ok,,0.0015865133397599,0.028705871173537,0.0288754301117134,0.0286673288263139,0.17892341231883,1.15455140289073,0.0485025327625743,0.246415512461905,2.2977857623571,21,period_file004_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0003_train_amp1000;period_file003_p0002_train_amp1000;period_file003_p0003_train_amp1000;period_file003_p0002_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0000_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0000_train_amp1000;period_file001_p0003_train_amp1000;period_file004_p0001_train_amp1000;period_file002_p0003_train_amp1000;period_file001_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file007_p0003_train_amp250;period_file006_p0000_train_amp250;period_file005_p0002_train_amp250;period_file006_p0002_train_amp250;period_file006_p0000_train_amp250;period_file007_p0000_train_amp250;period_file005_p0000_train_amp250;period_file006_p0002_train_amp250;period_file006_p0001_train_amp250;period_file005_p0003_train_amp250;period_file008_p0000_train_amp250;period_file005_p0003_train_amp250;period_file006_p0001_train_amp250;period_file005_p0000_train_amp250;period_file008_p0000_train_amp250;period_file008_p0001_train_amp250;period_file012_p0003_train_amp500;period_file012_p0003_train_amp500;period_file010_p0003_train_amp500;period_file010_p0000_train_amp500;period_file011_p0003_train_amp500;period_file011_p0003_train_amp500;period_file012_p0001_train_amp500;period_file009_p0003_train_amp500;period_file010_p0002_train_amp500;period_file012_p0000_train_amp500;period_file009_p0003_train_amp500;period_file010_p0003_train_amp500;period_file012_p0000_train_amp500;period_file011_p0001_train_amp500;period_file009_p0003_train_amp500;period_file010_p0003_train_amp500;period_file016_p0003_train_amp750;period_file013_p0003_train_amp750;period_file013_p0003_train_amp750;period_file014_p0002_train_amp750;period_file016_p0000_train_amp750;period_file016_p0001_train_amp750;period_file016_p0000_train_amp750;period_file014_p0002_train_amp750;period_file014_p0000_train_amp750;period_file015_p0001_train_amp750;period_file015_p0000_train_amp750;period_file014_p0001_train_amp750;period_file013_p0003_train_amp750;period_file015_p0002_train_amp750;period_file014_p0001_train_amp750;period_file014_p0003_train_amp750
118,period,ok,,0.00158593472447582,0.0272391897543685,0.0294854330702056,0.0250400906983504,0.153264161512765,1.0259247228169,0.0436623398665981,0.228421191510404,2.02796620056445,21,period_file002_p0002_train_amp1000;period_file003_p0001_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file004_p0002_train_amp1000;period_file001_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file001_p0003_train_amp1000;period_file003_p0001_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0003_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0003_train_amp1000;period_file008_p0000_train_amp250;period_file006_p0003_train_amp250;period_file005_p0000_train_amp250;period_file006_p0000_train_amp250;period_file007_p0003_train_amp250;period_file007_p0000_train_amp250;period_file007_p0003_train_amp250;period_file008_p0002_train_amp250;period_file005_p0000_train_amp250;period_file005_p0002_train_amp250;period_file005_p0003_train_amp250;period_file007_p0000_train_amp250;period_file007_p0002_train_amp250;period_file006_p0001_train_amp250;period_file008_p0001_train_amp250;period_file008_p0002_train_amp250;period_file009_p0003_train_amp500;period_file011_p0000_train_amp500;period_file012_p0003_train_amp500;period_file009_p0000_train_amp500;period_file009_p0001_train_amp500;period_file010_p0002_train_amp500;period_file012_p0001_train_amp500;period_file010_p0002_train_amp500;period_file009_p0000_train_amp500;period_file011_p0002_train_amp500;period_file010_p0000_train_amp500;period_file009_p0002_train_amp500;period_file009_p0001_train_amp500;period_file012_p0001_train_amp500;period_file009_p0000_train_amp500;period_file011_p0000_train_amp500;period_file015_p0000_train_amp750;period_file013_p0001_train_amp750;period_file013_p0003_train_amp750;period_file016_p0001_train_amp750;period_file013_p0001_train_amp750;period_file016_p0001_train_amp750;period_file013_p0003_train_amp750;period_file016_p0003_train_amp750;period_file014_p0003_train_amp750;period_file015_p0000_train_amp750;period_file013_p0001_train_amp750;period_file013_p0000_train_amp750;period_file013_p0003_train_amp750;period_file013_p0002_train_amp750;period_file014_p0003_train_amp750;period_file015_p0002_train_amp750
119,period,ok,,0.00158112213631449,0.0237063586474227,0.0313051823542636,0.0188694443966308,0.108183885492934,0.81620046196302,0.0359693922160661,0.207801929752485,1.55575607728657,21,period_file003_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file001_p0003_train_amp1000;period_file003_p0001_train_amp1000;period_file004_p0002_train_amp1000;period_file003_p0002_train_amp1000;period_file003_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file007_p0002_train_amp250;period_file008_p0003_train_amp250;period_file008_p0000_train_amp250;period_file005_p0002_train_amp250;period_file005_p0003_train_amp250;period_file008_p0003_train_amp250;period_file008_p0000_train_amp250;period_file005_p0003_train_amp250;period_file007_p0003_train_amp250;period_file008_p0001_train_amp250;period_file006_p0002_train_amp250;period_file005_p0000_train_amp250;period_file007_p0002_train_amp250;period_file005_p0001_train_amp250;period_file005_p0003_train_amp250;period_file005_p0001_train_amp250;period_file012_p0001_train_amp500;period_file012_p0001_train_amp500;period_file009_p0003_train_amp500;period_file012_p0000_train_amp500;period_file011_p0000_train_amp500;period_file010_p0002_train_amp500;period_file009_p0003_train_amp500;period_file009_p0003_train_amp500;period_file009_p0001_train_amp500;period_file009_p0003_train_amp500;period_file011_p0001_train_amp500;period_file012_p0002_train_amp500;period_file009_p0002_train_amp500;period_file010_p0000_train_amp500;period_file011_p0002_train_amp500;period_file009_p0001_train_amp500;period_file015_p0000_train_amp750;period_file014_p0003_train_amp750;period_file013_p0000_train_amp750;period_file016_p0000_train_amp750;period_file013_p0001_train_amp750;period_file014_p0001_train_amp750;period_file015_p0001_train_amp750;period_file016_p0001_train_amp750;period_file014_p0000_train_amp750;period_file016_p0000_train_amp750;period_file014_p0002_train_amp750;period_file016_p0001_train_amp750;period_file016_p0002_train_amp750;period_file014_p0003_train_amp750;period_file014_p0000_train_amp750;period_file014_p0003_train_amp750
