bootstrap_index,resample_mode,fit_status,fit_message,K_rad_per_us,tau_s,delay_s,train_weighted_error,train_mag_rmse_dB,train_phase_rmse_deg,validation_weighted_error,validation_mag_rmse_dB,validation_phase_rmse_deg,n_fit_points,sampled_unit_ids
209,period,ok,,0.00158046939419853,0.0257830639618686,0.0302038259826336,0.0246746492805397,0.157210930098872,0.970687543932831,0.0404071523345561,0.223836128706932,1.8126986400208,21,period_file004_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file002_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0000_train_amp1000;period_file004_p0002_train_amp1000;period_file002_p0002_train_amp1000;period_file003_p0002_train_amp1000;period_file002_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0001_train_amp1000;period_file004_p0000_train_amp1000;period_file003_p0001_train_amp1000;period_file002_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file006_p0001_train_amp250;period_file008_p0002_train_amp250;period_file007_p0002_train_amp250;period_file006_p0003_train_amp250;period_file008_p0002_train_amp250;period_file006_p0003_train_amp250;period_file007_p0003_train_amp250;period_file007_p0000_train_amp250;period_file007_p0000_train_amp250;period_file006_p0000_train_amp250;period_file008_p0001_train_amp250;period_file005_p0001_train_amp250;period_file006_p0001_train_amp250;period_file006_p0000_train_amp250;period_file008_p0000_train_amp250;period_file005_p0003_train_amp250;period_file011_p0001_train_amp500;period_file012_p0002_train_amp500;period_file009_p0003_train_amp500;period_file011_p0003_train_amp500;period_file010_p0001_train_amp500;period_file011_p0002_train_amp500;period_file011_p0002_train_amp500;period_file011_p0002_train_amp500;period_file010_p0000_train_amp500;period_file012_p0002_train_amp500;period_file011_p0002_train_amp500;period_file009_p0002_train_amp500;period_file009_p0003_train_amp500;period_file012_p0002_train_amp500;period_file009_p0003_train_amp500;period_file012_p0001_train_amp500;period_file014_p0002_train_amp750;period_file015_p0000_train_amp750;period_file013_p0000_train_amp750;period_file013_p0003_train_amp750;period_file014_p0003_train_amp750;period_file015_p0003_train_amp750;period_file015_p0000_train_amp750;period_file013_p0001_train_amp750;period_file014_p0001_train_amp750;period_file016_p0002_train_amp750;period_file013_p0003_train_amp750;period_file013_p0000_train_amp750;period_file015_p0001_train_amp750;period_file014_p0002_train_amp750;period_file015_p0002_train_amp750;period_file014_p0001_train_amp750
210,period,ok,,0.00158235104936672,0.0293186708642207,0.028636285104378,0.0307417662036787,0.192183837273207,1.23586128898899,0.0513340970601598,0.265979741978317,2.4192280446976,21,period_file004_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file004_p0002_train_amp1000;period_file001_p0000_train_amp1000;period_file002_p0002_train_amp1000;period_file004_p0002_train_amp1000;period_file002_p0002_train_amp1000;period_file002_p0000_train_amp1000;period_file004_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file002_p0000_train_amp1000;period_file003_p0000_train_amp1000;period_file004_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file006_p0000_train_amp250;period_file005_p0002_train_amp250;period_file008_p0002_train_amp250;period_file005_p0003_train_amp250;period_file007_p0000_train_amp250;period_file007_p0002_train_amp250;period_file006_p0001_train_amp250;period_file007_p0001_train_amp250;period_file006_p0002_train_amp250;period_file007_p0001_train_amp250;period_file007_p0000_train_amp250;period_file008_p0003_train_amp250;period_file006_p0002_train_amp250;period_file006_p0001_train_amp250;period_file008_p0003_train_amp250;period_file008_p0002_train_amp250;period_file009_p0003_train_amp500;period_file012_p0001_train_amp500;period_file012_p0003_train_amp500;period_file010_p0003_train_amp500;period_file011_p0002_train_amp500;period_file009_p0001_train_amp500;period_file009_p0001_train_amp500;period_file010_p0002_train_amp500;period_file011_p0003_train_amp500;period_file010_p0003_train_amp500;period_file011_p0001_train_amp500;period_file009_p0001_train_amp500;period_file009_p0000_train_amp500;period_file010_p0003_train_amp500;period_file010_p0000_train_amp500;period_file011_p0000_train_amp500;period_file013_p0000_train_amp750;period_file013_p0001_train_amp750;period_file015_p0000_train_amp750;period_file015_p0003_train_amp750;period_file013_p0001_train_amp750;period_file015_p0002_train_amp750;period_file013_p0000_train_amp750;period_file014_p0000_train_amp750;period_file014_p0001_train_amp750;period_file013_p0003_train_amp750;period_file014_p0000_train_amp750;period_file013_p0003_train_amp750;period_file014_p0001_train_amp750;period_file013_p0000_train_amp750;period_file016_p0002_train_amp750;period_file013_p0000_train_amp750
211,period,ok,,0.00158137690610272,0.024015626985323,0.0310674670382004,0.0195899436817031,0.10649277515677,0.879787211249813,0.0362283058955214,0.208961098418216,1.56988616897521,21,period_file002_p0002_train_amp1000;period_file001_p0003_train_amp1000;period_file002_p0001_train_amp1000;period_file004_p0000_train_amp1000;period_file003_p0003_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0000_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0003_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0003_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0002_train_amp1000;period_file003_p0002_train_amp1000;period_file002_p0001_train_amp1000;period_file008_p0003_train_amp250;period_file005_p0003_train_amp250;period_file006_p0000_train_amp250;period_file005_p0003_train_amp250;period_file007_p0003_train_amp250;period_file005_p0002_train_amp250;period_file006_p0003_train_amp250;period_file006_p0000_train_amp250;period_file007_p0000_train_amp250;period_file005_p0002_train_amp250;period_file008_p0001_train_amp250;period_file008_p0002_train_amp250;period_file007_p0000_train_amp250;period_file008_p0003_train_amp250;period_file008_p0003_train_amp250;period_file007_p0003_train_amp250;period_file009_p0001_train_amp500;period_file009_p0002_train_amp500;period_file010_p0003_train_amp500;period_file012_p0002_train_amp500;period_file009_p0001_train_amp500;period_file012_p0003_train_amp500;period_file012_p0003_train_amp500;period_file011_p0003_train_amp500;period_file009_p0001_train_amp500;period_file012_p0000_train_amp500;period_file012_p0002_train_amp500;period_file012_p0002_train_amp500;period_file012_p0000_train_amp500;period_file012_p0001_train_amp500;period_file011_p0002_train_amp500;period_file011_p0002_train_amp500;period_file013_p0002_train_amp750;period_file015_p0000_train_amp750;period_file014_p0002_train_amp750;period_file014_p0000_train_amp750;period_file016_p0000_train_amp750;period_file014_p0002_train_amp750;period_file016_p0000_train_amp750;period_file016_p0003_train_amp750;period_file014_p0003_train_amp750;period_file014_p0003_train_amp750;period_file016_p0001_train_amp750;period_file013_p0002_train_amp750;period_file016_p0000_train_amp750;period_file014_p0003_train_amp750;period_file016_p0001_train_amp750;period_file014_p0000_train_amp750
212,period,ok,,0.00158005596096294,0.0259854377290249,0.0303423859196978,0.0255833903825391,0.153695788289672,1.06620889767943,0.0421420605392289,0.226743851687013,1.92721174857611,21,period_file002_p0001_train_amp1000;period_file002_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0003_train_amp1000;period_file003_p0000_train_amp1000;period_file003_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file004_p0000_train_amp1000;period_file004_p0002_train_amp1000;period_file003_p0003_train_amp1000;period_file001_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file004_p0002_train_amp1000;period_file002_p0003_train_amp1000;period_file007_p0003_train_amp250;period_file007_p0000_train_amp250;period_file006_p0001_train_amp250;period_file006_p0002_train_amp250;period_file006_p0000_train_amp250;period_file007_p0003_train_amp250;period_file005_p0003_train_amp250;period_file007_p0003_train_amp250;period_file006_p0000_train_amp250;period_file006_p0003_train_amp250;period_file006_p0003_train_amp250;period_file007_p0000_train_amp250;period_file005_p0003_train_amp250;period_file006_p0003_train_amp250;period_file008_p0002_train_amp250;period_file007_p0002_train_amp250;period_file011_p0003_train_amp500;period_file009_p0002_train_amp500;period_file010_p0001_train_amp500;period_file011_p0003_train_amp500;period_file012_p0001_train_amp500;period_file012_p0000_train_amp500;period_file010_p0003_train_amp500;period_file011_p0003_train_amp500;period_file012_p0002_train_amp500;period_file009_p0002_train_amp500;period_file012_p0001_train_amp500;period_file011_p0002_train_amp500;period_file010_p0001_train_amp500;period_file012_p0000_train_amp500;period_file012_p0000_train_amp500;period_file012_p0000_train_amp500;period_file013_p0000_train_amp750;period_file015_p0003_train_amp750;period_file016_p0001_train_amp750;period_file015_p0000_train_amp750;period_file013_p0003_train_amp750;period_file016_p0000_train_amp750;period_file014_p0001_train_amp750;period_file016_p0001_train_amp750;period_file016_p0000_train_amp750;period_file014_p0002_train_amp750;period_file015_p0000_train_amp750;period_file016_p0001_train_amp750;period_file016_p0003_train_amp750;period_file014_p0003_train_amp750;period_file015_p0003_train_amp750;period_file013_p0001_train_amp750
213,period,ok,,0.00158126137483621,0.0281174793565912,0.0293515060013041,0.0304332283374809,0.201522825877227,1.14348252867973,0.0484500187809034,0.250243805948174,2.27973987023066,21,period_file002_p0003_train_amp1000;period_file004_p0000_train_amp1000;period_file003_p0000_train_amp1000;period_file004_p0002_train_amp1000;period_file004_p0000_train_amp1000;period_file002_p0001_train_amp1000;period_file001_p0001_train_amp1000;period_file001_p0000_train_amp1000;period_file003_p0003_train_amp1000;period_file004_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0000_train_amp1000;period_file003_p0003_train_amp1000;period_file005_p0000_train_amp250;period_file008_p0000_train_amp250;period_file005_p0001_train_amp250;period_file006_p0003_train_amp250;period_file008_p0000_train_amp250;period_file008_p0003_train_amp250;period_file005_p0000_train_amp250;period_file006_p0002_train_amp250;period_file007_p0000_train_amp250;period_file006_p0001_train_amp250;period_file007_p0000_train_amp250;period_file008_p0000_train_amp250;period_file005_p0000_train_amp250;period_file007_p0000_train_amp250;period_file005_p0001_train_amp250;period_file007_p0002_train_amp250;period_file012_p0001_train_amp500;period_file011_p0000_train_amp500;period_file009_p0002_train_amp500;period_file009_p0002_train_amp500;period_file009_p0000_train_amp500;period_file011_p0002_train_amp500;period_file012_p0003_train_amp500;period_file009_p0000_train_amp500;period_file011_p0001_train_amp500;period_file011_p0003_train_amp500;period_file011_p0001_train_amp500;period_file012_p0000_train_amp500;period_file011_p0001_train_amp500;period_file009_p0003_train_amp500;period_file011_p0000_train_amp500;period_file009_p0001_train_amp500;period_file015_p0000_train_amp750;period_file014_p0001_train_amp750;period_file014_p0001_train_amp750;period_file016_p0000_train_amp750;period_file016_p0002_train_amp750;period_file015_p0000_train_amp750;period_file014_p0001_train_amp750;period_file014_p0003_train_amp750;period_file013_p0000_train_amp750;period_file014_p0003_train_amp750;period_file016_p0002_train_amp750;period_file016_p0003_train_amp750;period_file016_p0002_train_amp750;period_file013_p0003_train_amp750;period_file014_p0001_train_amp750;period_file016_p0001_train_amp750
214,period,ok,,0.00158219758986667,0.0263677393759952,0.0302265672732726,0.0247566691496947,0.153168247778395,1.00415213439436,0.0432836990214305,0.226130768394904,2.0121087453169,21,period_file002_p0003_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0003_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0001_train_amp1000;period_file004_p0003_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0003_train_amp1000;period_file003_p0002_train_amp1000;period_file001_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file006_p0003_train_amp250;period_file006_p0000_train_amp250;period_file008_p0003_train_amp250;period_file008_p0001_train_amp250;period_file006_p0001_train_amp250;period_file007_p0001_train_amp250;period_file008_p0003_train_amp250;period_file005_p0003_train_amp250;period_file005_p0002_train_amp250;period_file005_p0002_train_amp250;period_file007_p0003_train_amp250;period_file006_p0000_train_amp250;period_file006_p0001_train_amp250;period_file008_p0003_train_amp250;period_file005_p0002_train_amp250;period_file008_p0003_train_amp250;period_file011_p0000_train_amp500;period_file009_p0003_train_amp500;period_file011_p0000_train_amp500;period_file011_p0001_train_amp500;period_file009_p0002_train_amp500;period_file010_p0001_train_amp500;period_file010_p0002_train_amp500;period_file011_p0001_train_amp500;period_file010_p0002_train_amp500;period_file012_p0002_train_amp500;period_file012_p0002_train_amp500;period_file009_p0002_train_amp500;period_file011_p0000_train_amp500;period_file010_p0001_train_amp500;period_file009_p0000_train_amp500;period_file012_p0000_train_amp500;period_file015_p0002_train_amp750;period_file013_p0001_train_amp750;period_file014_p0001_train_amp750;period_file015_p0002_train_amp750;period_file015_p0000_train_amp750;period_file016_p0002_train_amp750;period_file014_p0001_train_amp750;period_file014_p0002_train_amp750;period_file016_p0002_train_amp750;period_file014_p0003_train_amp750;period_file014_p0001_train_amp750;period_file016_p0000_train_amp750;period_file016_p0003_train_amp750;period_file014_p0003_train_amp750;period_file015_p0000_train_amp750;period_file013_p0002_train_amp750
215,period,ok,,0.00158607354727197,0.0298013577017965,0.028351696448867,0.0322227784982045,0.200571248875829,1.29976461904039,0.0520602398320615,0.26454663375374,2.47600746980216,21,period_file002_p0002_train_amp1000;period_file004_p0002_train_amp1000;period_file003_p0002_train_amp1000;period_file003_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file001_p0003_train_amp1000;period_file002_p0001_train_amp1000;period_file001_p0003_train_amp1000;period_file001_p0003_train_amp1000;period_file004_p0000_train_amp1000;period_file003_p0001_train_amp1000;period_file004_p0003_train_amp1000;period_file002_p0000_train_amp1000;period_file004_p0000_train_amp1000;period_file001_p0003_train_amp1000;period_file004_p0001_train_amp1000;period_file006_p0001_train_amp250;period_file006_p0002_train_amp250;period_file006_p0000_train_amp250;period_file007_p0000_train_amp250;period_file006_p0001_train_amp250;period_file006_p0001_train_amp250;period_file008_p0001_train_amp250;period_file005_p0001_train_amp250;period_file005_p0003_train_amp250;period_file007_p0002_train_amp250;period_file005_p0001_train_amp250;period_file007_p0003_train_amp250;period_file005_p0000_train_amp250;period_file007_p0001_train_amp250;period_file008_p0002_train_amp250;period_file005_p0001_train_amp250;period_file012_p0001_train_amp500;period_file012_p0000_train_amp500;period_file011_p0002_train_amp500;period_file010_p0001_train_amp500;period_file011_p0002_train_amp500;period_file009_p0000_train_amp500;period_file011_p0003_train_amp500;period_file011_p0001_train_amp500;period_file010_p0001_train_amp500;period_file012_p0000_train_amp500;period_file011_p0000_train_amp500;period_file011_p0003_train_amp500;period_file010_p0001_train_amp500;period_file009_p0000_train_amp500;period_file011_p0002_train_amp500;period_file010_p0002_train_amp500;period_file014_p0002_train_amp750;period_file014_p0003_train_amp750;period_file014_p0003_train_amp750;period_file015_p0002_train_amp750;period_file014_p0002_train_amp750;period_file013_p0002_train_amp750;period_file013_p0000_train_amp750;period_file014_p0000_train_amp750;period_file013_p0000_train_amp750;period_file016_p0001_train_amp750;period_file016_p0001_train_amp750;period_file015_p0003_train_amp750;period_file015_p0001_train_amp750;period_file016_p0000_train_amp750;period_file016_p0001_train_amp750;period_file013_p0001_train_amp750
216,period,ok,,0.00158558243322792,0.0255097568427527,0.0299931226356478,0.0208463352526261,0.125549686901364,0.867881022644366,0.0376746742142016,0.212456738033475,1.66086307914004,21,period_file001_p0001_train_amp1000;period_file003_p0001_train_amp1000;period_file003_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0000_train_amp1000;period_file001_p0001_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0000_train_amp1000;period_file004_p0000_train_amp1000;period_file001_p0003_train_amp1000;period_file002_p0000_train_amp1000;period_file001_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file002_p0002_train_amp1000;period_file003_p0001_train_amp1000;period_file008_p0002_train_amp250;period_file005_p0001_train_amp250;period_file008_p0000_train_amp250;period_file006_p0002_train_amp250;period_file007_p0001_train_amp250;period_file008_p0001_train_amp250;period_file005_p0001_train_amp250;period_file006_p0000_train_amp250;period_file006_p0002_train_amp250;period_file006_p0003_train_amp250;period_file006_p0001_train_amp250;period_file005_p0001_train_amp250;period_file005_p0000_train_amp250;period_file005_p0003_train_amp250;period_file006_p0000_train_amp250;period_file007_p0002_train_amp250;period_file010_p0002_train_amp500;period_file012_p0000_train_amp500;period_file012_p0003_train_amp500;period_file010_p0000_train_amp500;period_file012_p0002_train_amp500;period_file012_p0002_train_amp500;period_file011_p0002_train_amp500;period_file012_p0001_train_amp500;period_file011_p0002_train_amp500;period_file010_p0000_train_amp500;period_file012_p0002_train_amp500;period_file010_p0001_train_amp500;period_file011_p0002_train_amp500;period_file009_p0003_train_amp500;period_file010_p0000_train_amp500;period_file010_p0000_train_amp500;period_file014_p0002_train_amp750;period_file013_p0003_train_amp750;period_file013_p0001_train_amp750;period_file016_p0000_train_amp750;period_file015_p0002_train_amp750;period_file015_p0001_train_amp750;period_file016_p0001_train_amp750;period_file013_p0000_train_amp750;period_file016_p0003_train_amp750;period_file015_p0001_train_amp750;period_file016_p0000_train_amp750;period_file016_p0002_train_amp750;period_file014_p0000_train_amp750;period_file016_p0003_train_amp750;period_file016_p0003_train_amp750;period_file013_p0001_train_amp750
217,period,ok,,0.00158435070268384,0.0298010881342991,0.0285177813674746,0.0368154868457531,0.236483099458668,1.4404542923463,0.0532618533982535,0.268825175960457,2.54439244788407,21,period_file004_p0003_train_amp1000;period_file004_p0003_train_amp1000;period_file002_p0000_train_amp1000;period_file004_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file002_p0003_train_amp1000;period_file003_p0001_train_amp1000;period_file004_p0001_train_amp1000;period_file002_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file002_p0000_train_amp1000;period_file002_p0001_train_amp1000;period_file001_p0002_train_amp1000;period_file004_p0002_train_amp1000;period_file002_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file007_p0003_train_amp250;period_file007_p0001_train_amp250;period_file006_p0003_train_amp250;period_file007_p0001_train_amp250;period_file005_p0000_train_amp250;period_file005_p0002_train_amp250;period_file007_p0003_train_amp250;period_file008_p0000_train_amp250;period_file008_p0000_train_amp250;period_file008_p0000_train_amp250;period_file005_p0000_train_amp250;period_file008_p0001_train_amp250;period_file008_p0001_train_amp250;period_file005_p0002_train_amp250;period_file007_p0002_train_amp250;period_file007_p0001_train_amp250;period_file011_p0001_train_amp500;period_file010_p0000_train_amp500;period_file012_p0000_train_amp500;period_file011_p0001_train_amp500;period_file009_p0000_train_amp500;period_file011_p0002_train_amp500;period_file012_p0002_train_amp500;period_file009_p0003_train_amp500;period_file012_p0003_train_amp500;period_file011_p0002_train_amp500;period_file009_p0003_train_amp500;period_file009_p0000_train_amp500;period_file010_p0000_train_amp500;period_file011_p0003_train_amp500;period_file012_p0003_train_amp500;period_file010_p0002_train_amp500;period_file016_p0000_train_amp750;period_file016_p0001_train_amp750;period_file015_p0003_train_amp750;period_file015_p0003_train_amp750;period_file013_p0003_train_amp750;period_file016_p0000_train_amp750;period_file015_p0002_train_amp750;period_file014_p0000_train_amp750;period_file016_p0002_train_amp750;period_file016_p0001_train_amp750;period_file015_p0002_train_amp750;period_file014_p0002_train_amp750;period_file016_p0001_train_amp750;period_file016_p0003_train_amp750;period_file013_p0001_train_amp750;period_file016_p0000_train_amp750
218,period,ok,,0.00158288312345313,0.0320503903538304,0.0274010258392315,0.0408992274443141,0.275183644597144,1.51419308593319,0.0608648024298728,0.315349382095154,2.89531574222844,21,period_file002_p0003_train_amp1000;period_file004_p0003_train_amp1000;period_file003_p0001_train_amp1000;period_file004_p0000_train_amp1000;period_file004_p0000_train_amp1000;period_file002_p0000_train_amp1000;period_file004_p0003_train_amp1000;period_file003_p0002_train_amp1000;period_file004_p0000_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0000_train_amp1000;period_file001_p0000_train_amp1000;period_file001_p0000_train_amp1000;period_file004_p0002_train_amp1000;period_file004_p0000_train_amp1000;period_file001_p0000_train_amp1000;period_file005_p0001_train_amp250;period_file008_p0000_train_amp250;period_file008_p0003_train_amp250;period_file006_p0002_train_amp250;period_file006_p0002_train_amp250;period_file008_p0000_train_amp250;period_file007_p0002_train_amp250;period_file008_p0001_train_amp250;period_file007_p0000_train_amp250;period_file005_p0003_train_amp250;period_file008_p0001_train_amp250;period_file008_p0003_train_amp250;period_file008_p0001_train_amp250;period_file008_p0001_train_amp250;period_file005_p0002_train_amp250;period_file007_p0000_train_amp250;period_file010_p0002_train_amp500;period_file009_p0002_train_amp500;period_file010_p0000_train_amp500;period_file012_p0001_train_amp500;period_file011_p0000_train_amp500;period_file011_p0003_train_amp500;period_file009_p0000_train_amp500;period_file011_p0001_train_amp500;period_file011_p0000_train_amp500;period_file009_p0001_train_amp500;period_file010_p0003_train_amp500;period_file009_p0003_train_amp500;period_file012_p0002_train_amp500;period_file010_p0001_train_amp500;period_file009_p0003_train_amp500;period_file009_p0000_train_amp500;period_file015_p0001_train_amp750;period_file016_p0000_train_amp750;period_file014_p0003_train_amp750;period_file016_p0003_train_amp750;period_file013_p0003_train_amp750;period_file016_p0000_train_amp750;period_file014_p0001_train_amp750;period_file015_p0002_train_amp750;period_file014_p0003_train_amp750;period_file015_p0000_train_amp750;period_file014_p0002_train_amp750;period_file016_p0000_train_amp750;period_file016_p0003_train_amp750;period_file014_p0001_train_amp750;period_file014_p0000_train_amp750;period_file014_p0003_train_amp750
219,period,ok,,0.00158199595577599,0.0248212419248306,0.0305112964463468,0.0193224689669858,0.119393046347315,0.78461389811952,0.0372202487673063,0.212926333490428,1.62576800537056,21,period_file002_p0003_train_amp1000;period_file002_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0001_train_amp1000;period_file001_p0000_train_amp1000;period_file002_p0001_train_amp1000;period_file003_p0002_train_amp1000;period_file001_p0002_train_amp1000;period_file001_p0001_train_amp1000;period_file002_p0002_train_amp1000;period_file003_p0003_train_amp1000;period_file003_p0000_train_amp1000;period_file002_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file003_p0001_train_amp1000;period_file003_p0002_train_amp1000;period_file008_p0001_train_amp250;period_file007_p0002_train_amp250;period_file007_p0001_train_amp250;period_file006_p0002_train_amp250;period_file008_p0002_train_amp250;period_file006_p0001_train_amp250;period_file006_p0001_train_amp250;period_file006_p0002_train_amp250;period_file006_p0001_train_amp250;period_file006_p0000_train_amp250;period_file008_p0003_train_amp250;period_file006_p0002_train_amp250;period_file006_p0001_train_amp250;period_file005_p0000_train_amp250;period_file006_p0001_train_amp250;period_file008_p0001_train_amp250;period_file012_p0002_train_amp500;period_file011_p0001_train_amp500;period_file009_p0003_train_amp500;period_file012_p0001_train_amp500;period_file010_p0002_train_amp500;period_file009_p0002_train_amp500;period_file010_p0002_train_amp500;period_file009_p0003_train_amp500;period_file010_p0002_train_amp500;period_file012_p0003_train_amp500;period_file009_p0000_train_amp500;period_file011_p0001_train_amp500;period_file010_p0003_train_amp500;period_file009_p0001_train_amp500;period_file010_p0003_train_amp500;period_file011_p0000_train_amp500;period_file014_p0000_train_amp750;period_file014_p0003_train_amp750;period_file014_p0000_train_amp750;period_file016_p0000_train_amp750;period_file015_p0003_train_amp750;period_file014_p0002_train_amp750;period_file014_p0003_train_amp750;period_file016_p0003_train_amp750;period_file015_p0003_train_amp750;period_file015_p0001_train_amp750;period_file013_p0001_train_amp750;period_file014_p0002_train_amp750;period_file015_p0002_train_amp750;period_file015_p0003_train_amp750;period_file015_p0000_train_amp750;period_file015_p0000_train_amp750
220,period,ok,,0.00157985440164039,0.0281286066996683,0.0291366798535573,0.0298184549416208,0.19413455207452,1.145818814894,0.0475587222261963,0.254094875192798,2.19872664998608,21,period_file002_p0000_train_amp1000;period_file004_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file003_p0003_train_amp1000;period_file003_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file002_p0000_train_amp1000;period_file002_p0000_train_amp1000;period_file003_p0000_train_amp1000;period_file003_p0001_train_amp1000;period_file002_p0000_train_amp1000;period_file001_p0000_train_amp1000;period_file004_p0000_train_amp1000;period_file001_p0003_train_amp1000;period_file006_p0001_train_amp250;period_file008_p0000_train_amp250;period_file008_p0003_train_amp250;period_file008_p0001_train_amp250;period_file005_p0002_train_amp250;period_file005_p0000_train_amp250;period_file007_p0000_train_amp250;period_file006_p0002_train_amp250;period_file008_p0003_train_amp250;period_file007_p0000_train_amp250;period_file007_p0002_train_amp250;period_file008_p0003_train_amp250;period_file008_p0003_train_amp250;period_file006_p0001_train_amp250;period_file005_p0000_train_amp250;period_file008_p0003_train_amp250;period_file011_p0002_train_amp500;period_file011_p0003_train_amp500;period_file009_p0003_train_amp500;period_file012_p0003_train_amp500;period_file010_p0003_train_amp500;period_file011_p0003_train_amp500;period_file012_p0003_train_amp500;period_file010_p0000_train_amp500;period_file011_p0001_train_amp500;period_file012_p0000_train_amp500;period_file009_p0001_train_amp500;period_file009_p0001_train_amp500;period_file011_p0003_train_amp500;period_file009_p0003_train_amp500;period_file009_p0001_train_amp500;period_file012_p0002_train_amp500;period_file016_p0000_train_amp750;period_file015_p0003_train_amp750;period_file014_p0002_train_amp750;period_file014_p0003_train_amp750;period_file013_p0001_train_amp750;period_file015_p0000_train_amp750;period_file014_p0002_train_amp750;period_file016_p0000_train_amp750;period_file014_p0001_train_amp750;period_file013_p0000_train_amp750;period_file015_p0001_train_amp750;period_file014_p0002_train_amp750;period_file015_p0003_train_amp750;period_file013_p0002_train_amp750;period_file013_p0002_train_amp750;period_file015_p0003_train_amp750
221,period,ok,,0.00158624828779001,0.0303300851436647,0.0282911854832843,0.0350196793722802,0.222298800896145,1.38765038634992,0.0549050180763231,0.273182515436304,2.64239734359619,21,period_file002_p0001_train_amp1000;period_file003_p0003_train_amp1000;period_file004_p0000_train_amp1000;period_file001_p0000_train_amp1000;period_file003_p0001_train_amp1000;period_file003_p0000_train_amp1000;period_file001_p0002_train_amp1000;period_file004_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file002_p0001_train_amp1000;period_file001_p0001_train_amp1000;period_file004_p0001_train_amp1000;period_file001_p0002_train_amp1000;period_file003_p0003_train_amp1000;period_file004_p0002_train_amp1000;period_file004_p0001_train_amp1000;period_file007_p0000_train_amp250;period_file007_p0003_train_amp250;period_file006_p0002_train_amp250;period_file007_p0002_train_amp250;period_file008_p0000_train_amp250;period_file007_p0002_train_amp250;period_file005_p0000_train_amp250;period_file008_p0002_train_amp250;period_file008_p0002_train_amp250;period_file008_p0003_train_amp250;period_file006_p0002_train_amp250;period_file007_p0001_train_amp250;period_file005_p0000_train_amp250;period_file005_p0000_train_amp250;period_file007_p0003_train_amp250;period_file006_p0001_train_amp250;period_file011_p0000_train_amp500;period_file012_p0000_train_amp500;period_file012_p0002_train_amp500;period_file011_p0000_train_amp500;period_file011_p0001_train_amp500;period_file010_p0003_train_amp500;period_file011_p0003_train_amp500;period_file009_p0003_train_amp500;period_file012_p0002_train_amp500;period_file009_p0001_train_amp500;period_file009_p0002_train_amp500;period_file011_p0002_train_amp500;period_file009_p0001_train_amp500;period_file009_p0002_train_amp500;period_file011_p0000_train_amp500;period_file011_p0003_train_amp500;period_file016_p0001_train_amp750;period_file014_p0003_train_amp750;period_file016_p0003_train_amp750;period_file015_p0000_train_amp750;period_file016_p0003_train_amp750;period_file014_p0002_train_amp750;period_file015_p0002_train_amp750;period_file014_p0002_train_amp750;period_file016_p0003_train_amp750;period_file014_p0003_train_amp750;period_file014_p0003_train_amp750;period_file014_p0002_train_amp750;period_file015_p0001_train_amp750;period_file013_p0000_train_amp750;period_file013_p0001_train_amp750;period_file013_p0002_train_amp750
