t_ms,t_s,set_index,segment,phase,servo_us,esc_pwm_us,count,count_delta,count_from_start
10005,10.005,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10025,10.025,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10045,10.045,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10065,10.065,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10085,10.085,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10105,10.105,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10125,10.125,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10165,10.165,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10185,10.185,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10205,10.205,1,angle_p20_esc1650,user_wait,1211,1000,8436,0,0
10226,10.226,1,angle_p20_esc1650,run,1211,1650,8436,0,0
10247,10.247,1,angle_p20_esc1650,run,1211,1650,8436,0,0
10267,10.267,1,angle_p20_esc1650,run,1211,1650,8436,0,0
10287,10.287,1,angle_p20_esc1650,run,1211,1650,8436,0,0
10307,10.307,1,angle_p20_esc1650,run,1211,1650,8436,0,0
10327,10.327,1,angle_p20_esc1650,run,1211,1650,8436,0,0
10348,10.348,1,angle_p20_esc1650,run,1211,1650,8436,0,0
10368,10.368,1,angle_p20_esc1650,run,1211,1650,8436,0,0
10388,10.388,1,angle_p20_esc1650,run,1211,1650,8434,-2,-2
10408,10.408,1,angle_p20_esc1650,run,1211,1650,8434,0,-2
10428,10.428,1,angle_p20_esc1650,run,1211,1650,8432,-2,-4
10448,10.448,1,angle_p20_esc1650,run,1211,1650,8425,-7,-11
10468,10.468,1,angle_p20_esc1650,run,1211,1650,8415,-10,-21
10488,10.488,1,angle_p20_esc1650,run,1211,1650,8408,-7,-28
10508,10.508,1,angle_p20_esc1650,run,1211,1650,8395,-13,-41
10528,10.528,1,angle_p20_esc1650,run,1211,1650,8383,-12,-53
10548,10.548,1,angle_p20_esc1650,run,1211,1650,8375,-8,-61
10568,10.568,1,angle_p20_esc1650,run,1211,1650,8367,-8,-69
10588,10.588,1,angle_p20_esc1650,run,1211,1650,8356,-11,-80
10608,10.608,1,angle_p20_esc1650,run,1211,1650,8348,-8,-88
