t_ms,t_s,sweep_index,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase,step_index,direction
21151,21.151,1,global_1000_2000,8,1200,-96668.000,24869.078,0.587657,12.037,,-1,248,368,41,3,sweep,8,up
21162,21.162,1,global_1000_2000,8,1200,-97031.000,24506.078,0.579079,12.037,,-1,259,368,41,3,sweep,8,up
21185,21.185,1,global_1000_2000,8,1200,-97173.000,24364.078,0.575724,12.037,,-1,282,368,41,3,sweep,8,up
21208,21.208,1,global_1000_2000,8,1200,-97064.000,24473.078,0.578300,12.037,,-1,305,368,41,3,sweep,8,up
21220,21.220,1,global_1000_2000,8,1200,-96640.000,24897.078,0.588319,12.037,,-1,317,368,41,3,sweep,8,up
21243,21.243,1,global_1000_2000,8,1200,-97446.000,24091.078,0.569273,12.037,,-1,340,368,41,3,sweep,8,up
21266,21.266,1,global_1000_2000,8,1200,-97136.000,24401.078,0.576598,12.037,,-1,363,368,41,3,sweep,8,up
21312,21.312,1,global_1000_2000,8,1200,-97274.000,24263.078,0.573337,12.037,,-1,409,368,41,3,sweep,8,up
21336,21.336,1,global_1000_2000,8,1200,-97070.000,24467.078,0.578158,12.037,,-1,432,368,41,3,sweep,8,up
21360,21.360,1,global_1000_2000,8,1200,-97006.000,24531.078,0.579670,12.037,,-1,457,373,41,3,sweep,8,up
21370,21.370,1,global_1000_2000,8,1200,-97191.000,24346.078,0.575298,12.037,,-1,467,374,41,3,sweep,8,up
21393,21.393,1,global_1000_2000,8,1200,-96633.000,24904.078,0.588484,12.037,,-1,490,374,41,3,sweep,8,up
21416,21.416,1,global_1000_2000,8,1200,-96868.000,24669.078,0.582931,12.037,,-1,513,374,41,3,sweep,8,up
21439,21.439,1,global_1000_2000,8,1200,-96930.000,24607.078,0.581466,12.037,,-1,536,374,41,3,sweep,8,up
21451,21.451,1,global_1000_2000,8,1200,-96946.000,24591.078,0.581088,12.037,,-1,548,374,41,3,sweep,8,up
21473,21.473,1,global_1000_2000,8,1200,-96392.000,25145.078,0.594179,12.037,,-1,570,374,41,3,sweep,8,up
21496,21.496,1,global_1000_2000,8,1200,-96949.000,24588.078,0.581017,12.037,,-1,593,374,41,3,sweep,8,up
21519,21.519,1,global_1000_2000,8,1200,-96774.000,24763.078,0.585152,12.037,,-1,616,374,41,3,sweep,8,up
21543,21.543,1,global_1000_2000,8,1200,-96442.000,25095.078,0.592997,12.037,,-1,640,374,41,3,sweep,8,up
21554,21.554,1,global_1000_2000,8,1200,-96917.000,24620.078,0.581773,12.037,,-1,651,374,41,3,sweep,8,up
21577,21.577,1,global_1000_2000,8,1200,-96826.000,24711.078,0.583923,12.037,,-1,674,374,41,3,sweep,8,up
21600,21.600,1,global_1000_2000,8,1200,-96696.000,24841.078,0.586995,12.037,,-1,697,374,41,3,sweep,8,up
21612,21.612,1,global_1000_2000,8,1200,-96749.000,24788.078,0.585743,12.037,,-1,709,374,41,3,sweep,8,up
21635,21.635,1,global_1000_2000,8,1200,-97238.000,24299.078,0.574188,12.037,,-1,732,374,41,3,sweep,8,up
21658,21.658,1,global_1000_2000,8,1200,-96855.000,24682.078,0.583238,12.037,,-1,755,374,41,3,sweep,8,up
21681,21.681,1,global_1000_2000,8,1200,-96906.000,24631.078,0.582033,12.037,,-1,778,374,41,3,sweep,8,up
21692,21.692,1,global_1000_2000,8,1200,-96756.000,24781.078,0.585578,12.037,,-1,789,374,41,3,sweep,8,up
21715,21.715,1,global_1000_2000,8,1200,-97031.000,24506.078,0.579079,12.037,,-1,812,374,41,3,sweep,8,up
21738,21.738,1,global_1000_2000,8,1200,-96993.000,24544.078,0.579977,12.037,,-1,835,374,41,3,sweep,8,up
21761,21.761,1,global_1000_2000,8,1200,-96895.000,24642.078,0.582293,12.037,,-1,858,374,41,3,sweep,8,up
21773,21.773,1,global_1000_2000,8,1200,-97139.000,24398.078,0.576527,12.037,,-1,870,374,41,3,sweep,8,up
21796,21.796,1,global_1000_2000,8,1200,-96906.000,24631.078,0.582033,12.037,,-1,893,374,41,3,sweep,8,up
21819,21.819,1,global_1000_2000,8,1200,-96816.000,24721.078,0.584160,12.037,,-1,916,374,41,3,sweep,8,up
21843,21.843,1,global_1000_2000,8,1200,-96496.000,25041.078,0.591721,12.037,,-1,940,376,41,3,sweep,8,up
21867,21.867,1,global_1000_2000,8,1200,-96890.000,24647.078,0.582411,12.014,,-1,1,380,42,3,sweep,8,up
21902,21.902,1,global_1000_2000,8,1200,-97153.000,24384.078,0.576196,12.014,,-1,36,385,42,3,sweep,8,up
21911,21.911,1,global_1000_2000,8,1200,-97050.000,24487.078,0.578630,12.014,,-1,45,385,42,3,sweep,8,up
21934,21.934,1,global_1000_2000,8,1200,-97234.000,24303.078,0.574282,12.014,,-1,68,385,42,3,sweep,8,up
21957,21.957,1,global_1000_2000,8,1200,-96887.000,24650.078,0.582482,12.014,,-1,91,385,42,3,sweep,8,up
21980,21.980,1,global_1000_2000,8,1200,-96678.000,24859.078,0.587421,12.014,,-1,114,385,42,3,sweep,8,up
21992,21.992,1,global_1000_2000,8,1200,-96773.000,24764.078,0.585176,12.014,,-1,126,385,42,3,sweep,8,up
22015,22.015,1,global_1000_2000,8,1200,-96839.000,24698.078,0.583616,12.014,,-1,149,385,42,3,sweep,8,up
22038,22.038,1,global_1000_2000,8,1200,-96988.000,24549.078,0.580095,12.014,,-1,172,385,42,3,sweep,8,up
22061,22.061,1,global_1000_2000,8,1200,-96689.000,24848.078,0.587161,12.014,,-1,195,385,42,3,sweep,8,up
22073,22.073,1,global_1000_2000,8,1200,-97097.000,24440.078,0.577520,12.014,,-1,207,385,42,3,sweep,8,up
22096,22.096,1,global_1000_2000,8,1200,-96962.000,24575.078,0.580710,12.014,,-1,230,385,42,3,sweep,8,up
22119,22.119,1,global_1000_2000,8,1200,-97069.000,24468.078,0.578181,12.014,,-1,253,385,42,3,sweep,8,up
22176,22.176,1,global_1000_2000,8,1200,-96987.000,24550.078,0.580119,12.014,,-1,310,385,42,3,sweep,8,up
22188,22.188,1,global_1000_2000,8,1200,-97285.000,24252.078,0.573077,12.014,,-1,322,385,42,3,sweep,8,up
22211,22.211,1,global_1000_2000,8,1200,-96536.000,25001.078,0.590776,12.014,,-1,345,385,42,3,sweep,8,up
22234,22.234,1,global_1000_2000,8,1200,-97357.000,24180.078,0.571376,12.014,,-1,368,385,42,3,sweep,8,up
22246,22.246,1,global_1000_2000,8,1200,-97112.000,24425.078,0.577165,12.014,,-1,380,385,42,3,sweep,8,up
22269,22.269,1,global_1000_2000,8,1200,-97293.000,24244.078,0.572888,12.014,,-1,403,385,42,3,sweep,8,up
22292,22.292,1,global_1000_2000,8,1200,-96868.000,24669.078,0.582931,12.014,,-1,426,385,42,3,sweep,8,up
22315,22.315,1,global_1000_2000,8,1200,-96714.000,24823.078,0.586570,12.014,,-1,449,385,42,3,sweep,8,up
22326,22.326,1,global_1000_2000,8,1200,-96836.000,24701.078,0.583687,12.014,,-1,460,385,42,3,sweep,8,up
22350,22.350,1,global_1000_2000,8,1200,-97266.000,24271.078,0.573526,11.96,,-1,5,387,43,3,sweep,8,up
22372,22.372,1,global_1000_2000,8,1200,-96842.000,24695.078,0.583545,11.96,,-1,27,391,43,3,sweep,8,up
22395,22.395,1,global_1000_2000,8,1200,-96916.000,24621.078,0.581797,11.96,,-1,50,391,43,3,sweep,8,up
22418,22.418,1,global_1000_2000,8,1200,-97053.000,24484.078,0.578559,11.96,,-1,73,391,43,3,sweep,8,up
22430,22.430,1,global_1000_2000,8,1200,-96980.000,24557.078,0.580284,11.96,,-1,85,391,43,3,sweep,8,up
22453,22.453,1,global_1000_2000,8,1200,-97455.000,24082.078,0.569060,11.96,,-1,108,391,43,3,sweep,8,up
22476,22.476,1,global_1000_2000,8,1200,-96719.000,24818.078,0.586452,11.96,,-1,131,391,43,3,sweep,8,up
22499,22.499,1,global_1000_2000,8,1200,-97153.000,24384.078,0.576196,11.96,,-1,154,391,43,3,sweep,8,up
22511,22.511,1,global_1000_2000,8,1200,-96785.000,24752.078,0.584892,11.96,,-1,166,391,43,3,sweep,8,up
22534,22.534,1,global_1000_2000,8,1200,-97087.000,24450.078,0.577756,11.96,,-1,189,391,43,3,sweep,8,up
22557,22.557,1,global_1000_2000,8,1200,-96989.000,24548.078,0.580072,11.96,,-1,212,391,43,3,sweep,8,up
22580,22.580,1,global_1000_2000,8,1200,-96914.000,24623.078,0.581844,11.96,,-1,235,391,43,3,sweep,8,up
22591,22.591,1,global_1000_2000,8,1200,-96800.000,24737.078,0.584538,11.96,,-1,246,391,43,3,sweep,8,up
22614,22.614,1,global_1000_2000,8,1200,-97102.000,24435.078,0.577402,11.96,,-1,269,391,43,3,sweep,8,up
22637,22.637,1,global_1000_2000,8,1200,-97094.000,24443.078,0.577591,11.96,,-1,292,391,43,3,sweep,8,up
22660,22.660,1,global_1000_2000,8,1200,-96850.000,24687.078,0.583356,11.96,,-1,315,391,43,3,sweep,8,up
22672,22.672,1,global_1000_2000,8,1200,-96944.000,24593.078,0.581135,11.96,,-1,327,391,43,3,sweep,8,up
22695,22.695,1,global_1000_2000,8,1200,-96713.000,24824.078,0.586594,11.96,,-1,350,391,43,3,sweep,8,up
22718,22.718,1,global_1000_2000,8,1200,-97036.000,24501.078,0.578961,11.96,,-1,373,391,43,3,sweep,8,up
22741,22.741,1,global_1000_2000,8,1200,-96845.000,24692.078,0.583474,11.96,,-1,396,391,43,3,sweep,8,up
22753,22.753,1,global_1000_2000,8,1200,-97001.000,24536.078,0.579788,11.96,,-1,408,391,43,3,sweep,8,up
22776,22.776,1,global_1000_2000,8,1200,-97024.000,24513.078,0.579245,11.96,,-1,431,391,43,3,sweep,8,up
22799,22.799,1,global_1000_2000,8,1200,-97090.000,24447.078,0.577685,11.96,,-1,454,391,43,3,sweep,8,up
22822,22.822,1,global_1000_2000,8,1200,-97068.000,24469.078,0.578205,11.96,,-1,477,391,43,3,sweep,8,up
22834,22.834,1,global_1000_2000,8,1200,-96899.000,24638.078,0.582198,11.96,,-1,489,392,43,3,sweep,8,up
22858,22.858,1,global_1000_2000,8,1200,-97172.000,24365.078,0.575747,11.96,,-1,512,396,43,3,sweep,8,up
22881,22.881,1,global_1000_2000,8,1200,-96758.000,24779.078,0.585530,12.016,,-1,9,401,44,3,sweep,8,up
22902,22.902,1,global_1000_2000,8,1200,-97548.000,23989.078,0.566863,12.016,,-1,30,402,44,3,sweep,8,up
23122,23.122,1,global_1000_2000,9,1225,-94981.000,26556.078,0.627521,12.016,,-1,249,402,44,3,sweep,9,up
23133,23.133,1,global_1000_2000,9,1225,-94710.000,26827.078,0.633925,12.016,,-1,261,402,44,3,sweep,9,up
23191,23.191,1,global_1000_2000,9,1225,-94270.000,27267.078,0.644322,12.016,,-1,319,402,44,3,sweep,9,up
23202,23.202,1,global_1000_2000,9,1225,-94609.000,26928.078,0.636311,12.016,,-1,330,402,44,3,sweep,9,up
23225,23.225,1,global_1000_2000,9,1225,-94002.000,27535.078,0.650655,12.016,,-1,353,402,44,3,sweep,9,up
23248,23.248,1,global_1000_2000,9,1225,-94234.000,27303.078,0.645172,12.016,,-1,376,402,44,3,sweep,9,up
23271,23.271,1,global_1000_2000,9,1225,-94234.000,27303.078,0.645172,12.016,,-1,399,402,44,3,sweep,9,up
23294,23.294,1,global_1000_2000,9,1225,-94102.000,27435.078,0.648292,12.016,,-1,422,402,44,3,sweep,9,up
23306,23.306,1,global_1000_2000,9,1225,-94068.000,27469.078,0.649095,12.016,,-1,434,402,44,3,sweep,9,up
23329,23.329,1,global_1000_2000,9,1225,-92957.000,28580.078,0.675348,12.016,,-1,457,402,44,3,sweep,9,up
23355,23.355,1,global_1000_2000,9,1225,-93492.000,28045.078,0.662706,11.93,,-1,1,405,45,3,sweep,9,up
23376,23.376,1,global_1000_2000,9,1225,-93559.000,27978.078,0.661123,11.93,,-1,23,408,45,3,sweep,9,up
23398,23.398,1,global_1000_2000,9,1225,-93651.000,27886.078,0.658949,11.93,,-1,45,408,45,3,sweep,9,up
23410,23.410,1,global_1000_2000,9,1225,-93560.000,27977.078,0.661099,11.93,,-1,57,408,45,3,sweep,9,up
23433,23.433,1,global_1000_2000,9,1225,-93781.000,27756.078,0.655877,11.93,,-1,80,408,45,3,sweep,9,up
23456,23.456,1,global_1000_2000,9,1225,-93651.000,27886.078,0.658949,11.93,,-1,103,408,45,3,sweep,9,up
23479,23.479,1,global_1000_2000,9,1225,-93156.000,28381.078,0.670646,11.93,,-1,126,408,45,3,sweep,9,up
23490,23.490,1,global_1000_2000,9,1225,-93044.000,28493.078,0.673292,11.93,,-1,137,408,45,3,sweep,9,up
23513,23.513,1,global_1000_2000,9,1225,-92971.000,28566.078,0.675017,11.93,,-1,160,408,45,3,sweep,9,up
23536,23.536,1,global_1000_2000,9,1225,-93391.000,28146.078,0.665093,11.93,,-1,183,408,45,3,sweep,9,up
23559,23.559,1,global_1000_2000,9,1225,-92995.000,28542.078,0.674450,11.93,,-1,206,408,45,3,sweep,9,up
23571,23.571,1,global_1000_2000,9,1225,-93325.000,28212.078,0.666652,11.93,,-1,218,408,45,3,sweep,9,up
23594,23.594,1,global_1000_2000,9,1225,-93400.000,28137.078,0.664880,11.93,,-1,241,408,45,3,sweep,9,up
23617,23.617,1,global_1000_2000,9,1225,-93055.000,28482.078,0.673032,11.93,,-1,264,408,45,3,sweep,9,up
23640,23.640,1,global_1000_2000,9,1225,-93148.000,28389.078,0.670835,11.93,,-1,287,408,45,3,sweep,9,up
23652,23.652,1,global_1000_2000,9,1225,-93260.000,28277.078,0.668188,11.93,,-1,299,408,45,3,sweep,9,up
23675,23.675,1,global_1000_2000,9,1225,-93039.000,28498.078,0.673410,11.93,,-1,322,408,45,3,sweep,9,up
23698,23.698,1,global_1000_2000,9,1225,-93301.000,28236.078,0.667219,11.93,,-1,345,408,45,3,sweep,9,up
23721,23.721,1,global_1000_2000,9,1225,-93108.000,28429.078,0.671780,11.93,,-1,368,408,45,3,sweep,9,up
23732,23.732,1,global_1000_2000,9,1225,-93522.000,28015.078,0.661997,11.93,,-1,379,408,45,3,sweep,9,up
23755,23.755,1,global_1000_2000,9,1225,-93098.000,28439.078,0.672016,11.93,,-1,402,408,45,3,sweep,9,up
23778,23.778,1,global_1000_2000,9,1225,-93382.000,28155.078,0.665305,11.93,,-1,425,408,45,3,sweep,9,up
23801,23.801,1,global_1000_2000,9,1225,-92677.000,28860.078,0.681964,11.93,,-1,448,408,45,3,sweep,9,up
23813,23.813,1,global_1000_2000,9,1225,-93296.000,28241.078,0.667337,11.93,,-1,460,408,45,3,sweep,9,up
23837,23.837,1,global_1000_2000,9,1225,-92874.000,28663.078,0.677309,11.93,,-1,484,409,45,3,sweep,9,up
23861,23.861,1,global_1000_2000,9,1225,-93687.000,27850.078,0.658098,11.93,,-1,508,413,45,3,sweep,9,up
23884,23.884,1,global_1000_2000,9,1225,-93016.000,28521.078,0.673954,11.989,,-1,13,418,46,3,sweep,9,up
23894,23.894,1,global_1000_2000,9,1225,-93194.000,28343.078,0.669748,11.989,,-1,24,419,46,3,sweep,9,up
23917,23.917,1,global_1000_2000,9,1225,-92501.000,29036.078,0.686123,11.989,,-1,47,419,46,3,sweep,9,up
23940,23.940,1,global_1000_2000,9,1225,-93353.000,28184.078,0.665991,11.989,,-1,70,419,46,3,sweep,9,up
23963,23.963,1,global_1000_2000,9,1225,-93254.000,28283.078,0.668330,11.989,,-1,93,419,46,3,sweep,9,up
23974,23.974,1,global_1000_2000,9,1225,-93869.000,27668.078,0.653797,11.989,,-1,104,419,46,3,sweep,9,up
24032,24.032,1,global_1000_2000,9,1225,-92763.000,28774.078,0.679932,11.989,,-1,162,419,46,3,sweep,9,up
24043,24.043,1,global_1000_2000,9,1225,-92736.000,28801.078,0.680570,11.989,,-1,173,419,46,3,sweep,9,up
24066,24.066,1,global_1000_2000,9,1225,-93345.000,28192.078,0.666180,11.989,,-1,196,419,46,3,sweep,9,up
24090,24.090,1,global_1000_2000,9,1225,-93156.000,28381.078,0.670646,11.989,,-1,220,419,46,3,sweep,9,up
24113,24.113,1,global_1000_2000,9,1225,-92982.000,28555.078,0.674757,11.989,,-1,243,419,46,3,sweep,9,up
24124,24.124,1,global_1000_2000,9,1225,-93265.000,28272.078,0.668070,11.989,,-1,254,419,46,3,sweep,9,up
24147,24.147,1,global_1000_2000,9,1225,-93231.000,28306.078,0.668873,11.989,,-1,277,419,46,3,sweep,9,up
24170,24.170,1,global_1000_2000,9,1225,-93061.000,28476.078,0.672890,11.989,,-1,300,419,46,3,sweep,9,up
24193,24.193,1,global_1000_2000,9,1225,-93061.000,28476.078,0.672890,11.989,,-1,323,419,46,3,sweep,9,up
24205,24.205,1,global_1000_2000,9,1225,-93155.000,28382.078,0.670669,11.989,,-1,335,419,46,3,sweep,9,up
24228,24.228,1,global_1000_2000,9,1225,-93340.000,28197.078,0.666298,11.989,,-1,358,419,46,3,sweep,9,up
24251,24.251,1,global_1000_2000,9,1225,-93220.000,28317.078,0.669133,11.989,,-1,381,419,46,3,sweep,9,up
24274,24.274,1,global_1000_2000,9,1225,-92670.000,28867.078,0.682130,11.989,,-1,404,419,46,3,sweep,9,up
24297,24.297,1,global_1000_2000,9,1225,-93200.000,28337.078,0.669606,11.989,,-1,427,419,46,3,sweep,9,up
24308,24.308,1,global_1000_2000,9,1225,-92759.000,28778.078,0.680027,11.989,,-1,438,419,46,3,sweep,9,up
24332,24.332,1,global_1000_2000,9,1225,-93155.000,28382.078,0.670669,11.989,,-1,462,419,46,3,sweep,9,up
24357,24.357,1,global_1000_2000,9,1225,-92894.000,28643.078,0.676837,11.931,,-1,12,423,47,3,sweep,9,up
24378,24.378,1,global_1000_2000,9,1225,-93496.000,28041.078,0.662611,11.931,,-1,33,425,47,3,sweep,9,up
24389,24.389,1,global_1000_2000,9,1225,-92773.000,28764.078,0.679696,11.931,,-1,44,425,47,3,sweep,9,up
24412,24.412,1,global_1000_2000,9,1225,-93566.000,27971.078,0.660957,11.931,,-1,67,425,47,3,sweep,9,up
24435,24.435,1,global_1000_2000,9,1225,-93165.000,28372.078,0.670433,11.931,,-1,90,425,47,3,sweep,9,up
24458,24.458,1,global_1000_2000,9,1225,-93145.000,28392.078,0.670906,11.931,,-1,113,425,47,3,sweep,9,up
24470,24.470,1,global_1000_2000,9,1225,-93044.000,28493.078,0.673292,11.931,,-1,125,425,47,3,sweep,9,up
24493,24.493,1,global_1000_2000,9,1225,-92646.000,28891.078,0.682697,11.931,,-1,148,425,47,3,sweep,9,up
24516,24.516,1,global_1000_2000,9,1225,-93382.000,28155.078,0.665305,11.931,,-1,171,425,47,3,sweep,9,up
24539,24.539,1,global_1000_2000,9,1225,-93346.000,28191.078,0.666156,11.931,,-1,194,425,47,3,sweep,9,up
24562,24.562,1,global_1000_2000,9,1225,-93467.000,28070.078,0.663297,11.931,,-1,217,425,47,3,sweep,9,up
24574,24.574,1,global_1000_2000,9,1225,-93045.000,28492.078,0.673269,11.931,,-1,229,425,47,3,sweep,9,up
24597,24.597,1,global_1000_2000,9,1225,-93379.000,28158.078,0.665376,11.931,,-1,252,425,47,3,sweep,9,up
24620,24.620,1,global_1000_2000,9,1225,-93122.000,28415.078,0.671449,11.931,,-1,275,425,47,3,sweep,9,up
24643,24.643,1,global_1000_2000,9,1225,-92920.000,28617.078,0.676222,11.931,,-1,298,425,47,3,sweep,9,up
24654,24.654,1,global_1000_2000,9,1225,-92709.000,28828.078,0.681208,11.931,,-1,309,425,47,3,sweep,9,up
24677,24.677,1,global_1000_2000,9,1225,-93219.000,28318.078,0.669157,11.931,,-1,332,425,47,3,sweep,9,up
24700,24.700,1,global_1000_2000,9,1225,-93033.000,28504.078,0.673552,11.931,,-1,355,425,47,3,sweep,9,up
24723,24.723,1,global_1000_2000,9,1225,-92960.000,28577.078,0.675277,11.931,,-1,378,425,47,3,sweep,9,up
24735,24.735,1,global_1000_2000,9,1225,-92829.000,28708.078,0.678373,11.931,,-1,390,425,47,3,sweep,9,up
24758,24.758,1,global_1000_2000,9,1225,-93226.000,28311.078,0.668992,11.931,,-1,413,425,47,3,sweep,9,up
24781,24.781,1,global_1000_2000,9,1225,-93375.000,28162.078,0.665471,11.931,,-1,436,425,47,3,sweep,9,up
24804,24.804,1,global_1000_2000,9,1225,-93276.000,28261.078,0.667810,11.931,,-1,459,425,47,3,sweep,9,up
24827,24.827,1,global_1000_2000,9,1225,-92826.000,28711.078,0.678444,11.931,,-1,482,425,47,3,sweep,9,up
24874,24.874,1,global_1000_2000,9,1225,-93190.000,28347.078,0.669842,11.931,,-1,529,428,47,3,sweep,9,up
24896,24.896,1,global_1000_2000,9,1225,-93034.000,28503.078,0.673528,11.931,,-1,551,431,47,3,sweep,9,up
24919,24.919,1,global_1000_2000,9,1225,-93260.000,28277.078,0.668188,11.931,,-1,574,431,47,3,sweep,9,up
24931,24.931,1,global_1000_2000,9,1225,-92946.000,28591.078,0.675608,11.931,,-1,586,431,47,3,sweep,9,up
24954,24.954,1,global_1000_2000,9,1225,-93549.000,27988.078,0.661359,11.931,,-1,609,431,47,3,sweep,9,up
24977,24.977,1,global_1000_2000,9,1225,-92833.000,28704.078,0.678278,11.931,,-1,632,431,47,3,sweep,9,up
25000,25.000,1,global_1000_2000,9,1225,-93205.000,28332.078,0.669488,11.931,,-1,655,431,47,3,sweep,9,up
25011,25.011,1,global_1000_2000,9,1225,-93084.000,28453.078,0.672347,11.931,,-1,666,431,47,3,sweep,9,up
25035,25.035,1,global_1000_2000,9,1225,-92950.000,28587.078,0.675513,11.931,,-1,690,431,47,3,sweep,9,up
25058,25.058,1,global_1000_2000,9,1225,-93400.000,28137.078,0.664880,11.931,,-1,713,431,47,3,sweep,9,up
25081,25.081,1,global_1000_2000,9,1225,-93394.000,28143.078,0.665022,11.931,,-1,736,431,47,3,sweep,9,up
25092,25.092,1,global_1000_2000,9,1225,-93385.000,28152.078,0.665234,11.931,,-1,747,431,47,3,sweep,9,up
25115,25.115,1,global_1000_2000,9,1225,-93367.000,28170.078,0.665660,11.931,,-1,770,431,47,3,sweep,9,up
25335,25.335,1,global_1000_2000,10,1250,-90717.000,30820.078,0.728279,11.931,,-1,989,431,47,3,sweep,10,up
25359,25.359,1,global_1000_2000,10,1250,-90552.000,30985.078,0.732178,11.914,,-1,9,435,48,3,sweep,10,up
25380,25.380,1,global_1000_2000,10,1250,-90272.000,31265.078,0.738795,11.914,,-1,31,437,48,3,sweep,10,up
25392,25.392,1,global_1000_2000,10,1250,-89941.000,31596.078,0.746616,11.914,,-1,43,437,48,3,sweep,10,up
25415,25.415,1,global_1000_2000,10,1250,-89869.000,31668.078,0.748318,11.914,,-1,66,437,48,3,sweep,10,up
25438,25.438,1,global_1000_2000,10,1250,-89619.000,31918.078,0.754225,11.914,,-1,89,437,48,3,sweep,10,up
25461,25.461,1,global_1000_2000,10,1250,-89707.000,31830.078,0.752146,11.914,,-1,112,437,48,3,sweep,10,up
25472,25.472,1,global_1000_2000,10,1250,-89831.000,31706.078,0.749215,11.914,,-1,123,437,48,3,sweep,10,up
25496,25.496,1,global_1000_2000,10,1250,-90019.000,31518.078,0.744773,11.914,,-1,147,437,48,3,sweep,10,up
25519,25.519,1,global_1000_2000,10,1250,-89199.000,32338.078,0.764150,11.914,,-1,170,437,48,3,sweep,10,up
25542,25.542,1,global_1000_2000,10,1250,-89538.000,31999.078,0.756139,11.914,,-1,193,437,48,3,sweep,10,up
25565,25.565,1,global_1000_2000,10,1250,-89351.000,32186.078,0.760558,11.914,,-1,216,437,48,3,sweep,10,up
25576,25.576,1,global_1000_2000,10,1250,-89623.000,31914.078,0.754131,11.914,,-1,227,437,48,3,sweep,10,up
25599,25.599,1,global_1000_2000,10,1250,-89565.000,31972.078,0.755501,11.914,,-1,250,437,48,3,sweep,10,up
25622,25.622,1,global_1000_2000,10,1250,-89430.000,32107.078,0.758691,11.914,,-1,273,437,48,3,sweep,10,up
25645,25.645,1,global_1000_2000,10,1250,-89140.000,32397.078,0.765544,11.914,,-1,296,437,48,3,sweep,10,up
25657,25.657,1,global_1000_2000,10,1250,-89303.000,32234.078,0.761692,11.914,,-1,308,437,48,3,sweep,10,up
25680,25.680,1,global_1000_2000,10,1250,-89145.000,32392.078,0.765426,11.914,,-1,331,437,48,3,sweep,10,up
25703,25.703,1,global_1000_2000,10,1250,-88824.000,32713.078,0.773011,11.914,,-1,354,437,48,3,sweep,10,up
25726,25.726,1,global_1000_2000,10,1250,-89400.000,32137.078,0.759400,11.914,,-1,377,437,48,3,sweep,10,up
25738,25.738,1,global_1000_2000,10,1250,-89419.000,32118.078,0.758951,11.914,,-1,389,437,48,3,sweep,10,up
25761,25.761,1,global_1000_2000,10,1250,-88817.000,32720.078,0.773176,11.914,,-1,412,437,48,3,sweep,10,up
25784,25.784,1,global_1000_2000,10,1250,-89221.000,32316.078,0.763630,11.914,,-1,435,437,48,3,sweep,10,up
25807,25.807,1,global_1000_2000,10,1250,-89035.000,32502.078,0.768025,11.914,,-1,458,437,48,3,sweep,10,up
25831,25.831,1,global_1000_2000,10,1250,-88793.000,32744.078,0.773743,11.914,,-1,481,437,48,3,sweep,10,up
25889,25.889,1,global_1000_2000,10,1250,-89222.000,32315.078,0.763606,11.914,,-1,540,442,48,3,sweep,10,up
25899,25.899,1,global_1000_2000,10,1250,-89470.000,32067.078,0.757746,11.914,,-1,550,442,48,3,sweep,10,up
25922,25.922,1,global_1000_2000,10,1250,-88747.000,32790.080,0.774830,11.914,,-1,573,442,48,3,sweep,10,up
25945,25.945,1,global_1000_2000,10,1250,-88880.000,32657.078,0.771688,11.914,,-1,596,442,48,3,sweep,10,up
25968,25.968,1,global_1000_2000,10,1250,-88832.000,32705.078,0.772822,11.914,,-1,619,442,48,3,sweep,10,up
25980,25.980,1,global_1000_2000,10,1250,-89280.000,32257.078,0.762236,11.914,,-1,631,442,48,3,sweep,10,up
26003,26.003,1,global_1000_2000,10,1250,-89108.000,32429.078,0.766300,11.914,,-1,654,442,48,3,sweep,10,up
26026,26.026,1,global_1000_2000,10,1250,-89237.000,32300.078,0.763252,11.914,,-1,677,442,48,3,sweep,10,up
26049,26.049,1,global_1000_2000,10,1250,-89018.000,32519.078,0.768427,11.914,,-1,700,442,48,3,sweep,10,up
26072,26.072,1,global_1000_2000,10,1250,-89120.000,32417.078,0.766016,11.914,,-1,723,442,48,3,sweep,10,up
26095,26.095,1,global_1000_2000,10,1250,-89015.000,32522.078,0.768498,11.914,,-1,746,442,48,3,sweep,10,up
26106,26.106,1,global_1000_2000,10,1250,-88716.000,32821.080,0.775563,11.914,,-1,757,442,48,3,sweep,10,up
26129,26.129,1,global_1000_2000,10,1250,-89644.000,31893.078,0.753634,11.914,,-1,780,442,48,3,sweep,10,up
26152,26.152,1,global_1000_2000,10,1250,-88923.000,32614.078,0.770672,11.914,,-1,803,442,48,3,sweep,10,up
26164,26.164,1,global_1000_2000,10,1250,-89281.000,32256.078,0.762212,11.914,,-1,815,442,48,3,sweep,10,up
26187,26.187,1,global_1000_2000,10,1250,-88856.000,32681.078,0.772255,11.914,,-1,838,442,48,3,sweep,10,up
26210,26.210,1,global_1000_2000,10,1250,-89436.000,32101.078,0.758549,11.914,,-1,861,442,48,3,sweep,10,up
26233,26.233,1,global_1000_2000,10,1250,-88732.000,32805.080,0.775185,11.914,,-1,884,442,48,3,sweep,10,up
26245,26.245,1,global_1000_2000,10,1250,-89160.000,32377.078,0.765071,11.914,,-1,896,442,48,3,sweep,10,up
