t_ms,t_s,set_index,segment,phase,servo_us,esc_pwm_us,count,count_delta,count_from_start
10006,10.006,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10026,10.026,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10046,10.046,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10066,10.066,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10086,10.086,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10106,10.106,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10126,10.126,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10163,10.163,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10182,10.182,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10202,10.202,1,angle_p20_esc1100,user_wait,1211,1000,8969,0,0
10224,10.224,1,angle_p20_esc1100,run,1211,1100,8969,0,0
10245,10.245,1,angle_p20_esc1100,run,1211,1100,8969,0,0
10265,10.265,1,angle_p20_esc1100,run,1211,1100,8969,0,0
10285,10.285,1,angle_p20_esc1100,run,1211,1100,8969,0,0
10305,10.305,1,angle_p20_esc1100,run,1211,1100,8969,0,0
10325,10.325,1,angle_p20_esc1100,run,1211,1100,8969,0,0
10346,10.346,1,angle_p20_esc1100,run,1211,1100,8968,-1,-1
10366,10.366,1,angle_p20_esc1100,run,1211,1100,8968,0,-1
10386,10.386,1,angle_p20_esc1100,run,1211,1100,8969,1,0
10406,10.406,1,angle_p20_esc1100,run,1211,1100,8968,-1,-1
10426,10.426,1,angle_p20_esc1100,run,1211,1100,8968,0,-1
10446,10.446,1,angle_p20_esc1100,run,1211,1100,8968,0,-1
10466,10.466,1,angle_p20_esc1100,run,1211,1100,8968,0,-1
10486,10.486,1,angle_p20_esc1100,run,1211,1100,8968,0,-1
10506,10.506,1,angle_p20_esc1100,run,1211,1100,8968,0,-1
10526,10.526,1,angle_p20_esc1100,run,1211,1100,8967,-1,-2
10546,10.546,1,angle_p20_esc1100,run,1211,1100,8968,1,-1
10566,10.566,1,angle_p20_esc1100,run,1211,1100,8967,-1,-2
10586,10.586,1,angle_p20_esc1100,run,1211,1100,8967,0,-2
10606,10.606,1,angle_p20_esc1100,run,1211,1100,8966,-1,-3
10626,10.626,1,angle_p20_esc1100,run,1211,1100,8967,1,-2
10646,10.646,1,angle_p20_esc1100,run,1211,1100,8966,-1,-3
10666,10.666,1,angle_p20_esc1100,run,1211,1100,8966,0,-3
10686,10.686,1,angle_p20_esc1100,run,1211,1100,8966,0,-3
10706,10.706,1,angle_p20_esc1100,run,1211,1100,8965,-1,-4
10726,10.726,1,angle_p20_esc1100,run,1211,1100,8965,0,-4
10746,10.746,1,angle_p20_esc1100,run,1211,1100,8965,0,-4
10766,10.766,1,angle_p20_esc1100,run,1211,1100,8963,-2,-6
10786,10.786,1,angle_p20_esc1100,run,1211,1100,8962,-1,-7
10806,10.806,1,angle_p20_esc1100,run,1211,1100,8963,1,-6
10826,10.826,1,angle_p20_esc1100,run,1211,1100,8962,-1,-7
10846,10.846,1,angle_p20_esc1100,run,1211,1100,8961,-1,-8
10866,10.866,1,angle_p20_esc1100,run,1211,1100,8960,-1,-9
10886,10.886,1,angle_p20_esc1100,run,1211,1100,8960,0,-9
10906,10.906,1,angle_p20_esc1100,run,1211,1100,8960,0,-9
10926,10.926,1,angle_p20_esc1100,run,1211,1100,8959,-1,-10
10946,10.946,1,angle_p20_esc1100,run,1211,1100,8958,-1,-11
10966,10.966,1,angle_p20_esc1100,run,1211,1100,8958,0,-11
10986,10.986,1,angle_p20_esc1100,run,1211,1100,8958,0,-11
11006,11.006,1,angle_p20_esc1100,run,1211,1100,8957,-1,-12
11026,11.026,1,angle_p20_esc1100,run,1211,1100,8956,-1,-13
11046,11.046,1,angle_p20_esc1100,run,1211,1100,8956,0,-13
11066,11.066,1,angle_p20_esc1100,run,1211,1100,8956,0,-13
11086,11.086,1,angle_p20_esc1100,run,1211,1100,8956,0,-13
11106,11.106,1,angle_p20_esc1100,run,1211,1100,8956,0,-13
11126,11.126,1,angle_p20_esc1100,run,1211,1100,8955,-1,-14
11146,11.146,1,angle_p20_esc1100,run,1211,1100,8954,-1,-15
11166,11.166,1,angle_p20_esc1100,run,1211,1100,8954,0,-15
11186,11.186,1,angle_p20_esc1100,run,1211,1100,8954,0,-15
11206,11.206,1,angle_p20_esc1100,run,1211,1100,8955,1,-14
11226,11.226,1,angle_p20_esc1100,run,1211,1100,8954,-1,-15
11246,11.246,1,angle_p20_esc1100,run,1211,1100,8953,-1,-16
11266,11.266,1,angle_p20_esc1100,run,1211,1100,8953,0,-16
11286,11.286,1,angle_p20_esc1100,run,1211,1100,8953,0,-16
11306,11.306,1,angle_p20_esc1100,run,1211,1100,8953,0,-16
11326,11.326,1,angle_p20_esc1100,run,1211,1100,8953,0,-16
11346,11.346,1,angle_p20_esc1100,run,1211,1100,8953,0,-16
11366,11.366,1,angle_p20_esc1100,run,1211,1100,8952,-1,-17
11386,11.386,1,angle_p20_esc1100,run,1211,1100,8951,-1,-18
11424,11.424,1,angle_p20_esc1100,run,1211,1100,8952,1,-17
11444,11.444,1,angle_p20_esc1100,run,1211,1100,8951,-1,-18
11464,11.464,1,angle_p20_esc1100,run,1211,1100,8950,-1,-19
11484,11.484,1,angle_p20_esc1100,run,1211,1100,8950,0,-19
11504,11.504,1,angle_p20_esc1100,run,1211,1100,8950,0,-19
11524,11.524,1,angle_p20_esc1100,run,1211,1100,8949,-1,-20
11544,11.544,1,angle_p20_esc1100,run,1211,1100,8949,0,-20
11564,11.564,1,angle_p20_esc1100,run,1211,1100,8949,0,-20
11584,11.584,1,angle_p20_esc1100,run,1211,1100,8949,0,-20
11604,11.604,1,angle_p20_esc1100,run,1211,1100,8949,0,-20
11624,11.624,1,angle_p20_esc1100,run,1211,1100,8948,-1,-21
11644,11.644,1,angle_p20_esc1100,run,1211,1100,8948,0,-21
11664,11.664,1,angle_p20_esc1100,run,1211,1100,8947,-1,-22
11684,11.684,1,angle_p20_esc1100,run,1211,1100,8948,1,-21
11704,11.704,1,angle_p20_esc1100,run,1211,1100,8948,0,-21
11724,11.724,1,angle_p20_esc1100,run,1211,1100,8948,0,-21
11744,11.744,1,angle_p20_esc1100,run,1211,1100,8948,0,-21
11764,11.764,1,angle_p20_esc1100,run,1211,1100,8948,0,-21
11784,11.784,1,angle_p20_esc1100,run,1211,1100,8947,-1,-22
11804,11.804,1,angle_p20_esc1100,run,1211,1100,8946,-1,-23
11824,11.824,1,angle_p20_esc1100,run,1211,1100,8946,0,-23
11844,11.844,1,angle_p20_esc1100,run,1211,1100,8947,1,-22
11864,11.864,1,angle_p20_esc1100,run,1211,1100,8947,0,-22
11884,11.884,1,angle_p20_esc1100,run,1211,1100,8946,-1,-23
11904,11.904,1,angle_p20_esc1100,run,1211,1100,8945,-1,-24
11924,11.924,1,angle_p20_esc1100,run,1211,1100,8946,1,-23
11944,11.944,1,angle_p20_esc1100,run,1211,1100,8945,-1,-24
11964,11.964,1,angle_p20_esc1100,run,1211,1100,8945,0,-24
11984,11.984,1,angle_p20_esc1100,run,1211,1100,8944,-1,-25
12004,12.004,1,angle_p20_esc1100,run,1211,1100,8945,1,-24
12024,12.024,1,angle_p20_esc1100,run,1211,1100,8945,0,-24
12044,12.044,1,angle_p20_esc1100,run,1211,1100,8945,0,-24
12064,12.064,1,angle_p20_esc1100,run,1211,1100,8945,0,-24
12084,12.084,1,angle_p20_esc1100,run,1211,1100,8945,0,-24
12104,12.104,1,angle_p20_esc1100,run,1211,1100,8944,-1,-25
12124,12.124,1,angle_p20_esc1100,run,1211,1100,8944,0,-25
12144,12.144,1,angle_p20_esc1100,run,1211,1100,8944,0,-25
12164,12.164,1,angle_p20_esc1100,run,1211,1100,8945,1,-24
12184,12.184,1,angle_p20_esc1100,run,1211,1100,8944,-1,-25
12204,12.204,1,angle_p20_esc1100,run,1211,1100,8944,0,-25
12224,12.224,1,angle_p20_esc1100,run,1211,1100,8944,0,-25
12244,12.244,1,angle_p20_esc1100,run,1211,1100,8943,-1,-26
12264,12.264,1,angle_p20_esc1100,run,1211,1100,8943,0,-26
12284,12.284,1,angle_p20_esc1100,run,1211,1100,8943,0,-26
12304,12.304,1,angle_p20_esc1100,run,1211,1100,8943,0,-26
12324,12.324,1,angle_p20_esc1100,run,1211,1100,8942,-1,-27
12344,12.344,1,angle_p20_esc1100,run,1211,1100,8942,0,-27
12364,12.364,1,angle_p20_esc1100,run,1211,1100,8942,0,-27
12384,12.384,1,angle_p20_esc1100,run,1211,1100,8942,0,-27
12404,12.404,1,angle_p20_esc1100,run,1211,1100,8941,-1,-28
12424,12.424,1,angle_p20_esc1100,run,1211,1100,8941,0,-28
12444,12.444,1,angle_p20_esc1100,run,1211,1100,8942,1,-27
12464,12.464,1,angle_p20_esc1100,run,1211,1100,8942,0,-27
12484,12.484,1,angle_p20_esc1100,run,1211,1100,8942,0,-27
12504,12.504,1,angle_p20_esc1100,run,1211,1100,8942,0,-27
12524,12.524,1,angle_p20_esc1100,run,1211,1100,8942,0,-27
12544,12.544,1,angle_p20_esc1100,run,1211,1100,8941,-1,-28
12564,12.564,1,angle_p20_esc1100,run,1211,1100,8941,0,-28
12584,12.584,1,angle_p20_esc1100,run,1211,1100,8941,0,-28
12604,12.604,1,angle_p20_esc1100,run,1211,1100,8942,1,-27
12624,12.624,1,angle_p20_esc1100,run,1211,1100,8941,-1,-28
12644,12.644,1,angle_p20_esc1100,run,1211,1100,8941,0,-28
12664,12.664,1,angle_p20_esc1100,run,1211,1100,8940,-1,-29
12684,12.684,1,angle_p20_esc1100,run,1211,1100,8940,0,-29
12704,12.704,1,angle_p20_esc1100,run,1211,1100,8940,0,-29
12724,12.724,1,angle_p20_esc1100,run,1211,1100,8939,-1,-30
12744,12.744,1,angle_p20_esc1100,run,1211,1100,8939,0,-30
12764,12.764,1,angle_p20_esc1100,run,1211,1100,8940,1,-29
12784,12.784,1,angle_p20_esc1100,run,1211,1100,8940,0,-29
12804,12.804,1,angle_p20_esc1100,run,1211,1100,8940,0,-29
12844,12.844,1,angle_p20_esc1100,run,1211,1100,8939,-1,-30
12864,12.864,1,angle_p20_esc1100,run,1211,1100,8939,0,-30
12884,12.884,1,angle_p20_esc1100,run,1211,1100,8939,0,-30
12904,12.904,1,angle_p20_esc1100,run,1211,1100,8939,0,-30
12924,12.924,1,angle_p20_esc1100,run,1211,1100,8939,0,-30
12944,12.944,1,angle_p20_esc1100,run,1211,1100,8939,0,-30
12964,12.964,1,angle_p20_esc1100,run,1211,1100,8939,0,-30
12984,12.984,1,angle_p20_esc1100,run,1211,1100,8938,-1,-31
13004,13.004,1,angle_p20_esc1100,run,1211,1100,8938,0,-31
13024,13.024,1,angle_p20_esc1100,run,1211,1100,8938,0,-31
13044,13.044,1,angle_p20_esc1100,run,1211,1100,8938,0,-31
