t_ms,t_s,set_index,prbs_seed,run_order_seed,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase
4013,4.013,2,1002,51002,global_1100_1950,settle,1525,-51873.000,68207.170,1.611737,11.489,,-1,183,3744,315,21,settle
4105,4.105,2,1002,51002,global_1100_1950,settle,1525,-51572.000,68508.170,1.618850,11.489,,-1,275,3744,315,21,settle
4197,4.197,2,1002,51002,global_1100_1950,settle,1525,-51279.000,68801.170,1.625774,11.489,,-1,367,3744,315,21,settle
4292,4.292,2,1002,51002,global_1100_1950,settle,1525,-51262.000,68818.170,1.626175,11.505,,-1,2,3750,316,21,settle
4381,4.381,2,1002,51002,global_1100_1950,settle,1525,-51379.000,68701.170,1.623411,11.505,,-1,91,3750,316,21,settle
4473,4.473,2,1002,51002,global_1100_1950,settle,1525,-51509.000,68571.170,1.620339,11.505,,-1,183,3750,316,21,settle
4565,4.565,2,1002,51002,global_1100_1950,settle,1525,-51897.000,68183.170,1.611170,11.505,,-1,275,3750,316,21,settle
4657,4.657,2,1002,51002,global_1100_1950,settle,1525,-51869.000,68211.170,1.611832,11.505,,-1,367,3750,316,21,settle
4752,4.752,2,1002,51002,global_1100_1950,settle,1525,-51531.000,68549.170,1.619819,11.505,,-1,462,3756,316,21,settle
4843,4.843,2,1002,51002,global_1100_1950,settle,1525,-51375.000,68705.170,1.623505,11.49,,-1,85,3762,317,21,settle
4933,4.933,2,1002,51002,global_1100_1950,settle,1525,-51429.000,68651.170,1.622229,11.49,,-1,175,3762,317,21,settle
5025,5.025,2,1002,51002,global_1100_1950,settle,1525,-51625.000,68455.170,1.617598,11.49,,-1,267,3762,317,21,settle
5117,5.117,2,1002,51002,global_1100_1950,settle,1525,-51326.000,68754.170,1.624663,11.49,,-1,359,3762,317,21,settle
5209,5.209,2,1002,51002,global_1100_1950,settle,1525,-51056.000,69024.170,1.631043,11.49,,-1,451,3762,317,21,settle
5304,5.304,2,1002,51002,global_1100_1950,settle,1525,-51162.000,68918.170,1.628538,11.482,,-1,2,3768,318,21,settle
5393,5.393,2,1002,51002,global_1100_1950,settle,1525,-51735.000,68345.170,1.614998,11.482,,-1,91,3768,318,21,settle
5485,5.485,2,1002,51002,global_1100_1950,settle,1525,-51913.000,68167.170,1.610792,11.482,,-1,183,3768,318,21,settle
5577,5.577,2,1002,51002,global_1100_1950,settle,1525,-51964.000,68116.170,1.609587,11.482,,-1,275,3768,318,21,settle
5669,5.669,2,1002,51002,global_1100_1950,settle,1525,-52048.000,68032.170,1.607602,11.482,,-1,367,3768,318,21,settle
5765,5.765,2,1002,51002,global_1100_1950,settle,1525,-51768.000,68312.170,1.614218,11.487,,-1,1,3776,319,21,settle
5853,5.853,2,1002,51002,global_1100_1950,settle,1525,-51746.000,68334.170,1.614738,11.487,,-1,89,3780,319,21,settle
5945,5.945,2,1002,51002,global_1100_1950,settle,1525,-51899.000,68181.170,1.611123,11.487,,-1,181,3780,319,21,settle
6037,6.037,2,1002,51002,global_1100_1950,settle,1525,-51707.000,68373.170,1.615660,11.487,,-1,273,3780,319,21,settle
6129,6.129,2,1002,51002,global_1100_1950,0,1100,-51519.000,68561.170,1.620102,11.487,,-1,365,3780,319,21,prbs
6221,6.221,2,1002,51002,global_1100_1950,0,1100,-55298.000,64782.170,1.530804,11.487,,-1,457,3780,319,21,prbs
6316,6.316,2,1002,51002,global_1100_1950,1,1100,-69871.000,50209.170,1.186444,11.639,,-1,2,3786,320,21,prbs
6405,6.405,2,1002,51002,global_1100_1950,1,1100,-84762.000,35318.170,0.834569,11.639,,-1,91,3786,320,21,prbs
6497,6.497,2,1002,51002,global_1100_1950,2,1950,-92991.000,27089.172,0.640118,11.639,,-1,183,3786,320,21,prbs
6589,6.589,2,1002,51002,global_1100_1950,2,1950,-72638.000,47442.170,1.121060,11.639,,-1,275,3786,320,21,prbs
6681,6.681,2,1002,51002,global_1100_1950,3,1100,-5322.000,114758.170,2.711739,11.639,,-1,367,3786,320,21,prbs
6777,6.777,2,1002,51002,global_1100_1950,3,1100,16351.000,136431.170,3.223872,11.644,,-1,1,3795,321,21,prbs
6865,6.865,2,1002,51002,global_1100_1950,4,1100,-20993.000,99087.170,2.341432,11.644,,-1,89,3797,321,21,prbs
6957,6.957,2,1002,51002,global_1100_1950,4,1100,-56527.000,63553.170,1.501763,11.644,,-1,181,3797,321,21,prbs
7049,7.049,2,1002,51002,global_1100_1950,5,1950,-76432.000,43648.170,1.031408,11.644,,-1,273,3797,321,21,prbs
7141,7.141,2,1002,51002,global_1100_1950,5,1950,-67064.000,53016.170,1.252774,11.644,,-1,365,3797,321,21,prbs
7233,7.233,2,1002,51002,global_1100_1950,6,1950,-5734.000,114346.170,2.702003,11.644,,-1,457,3797,321,21,prbs
7327,7.327,2,1002,51002,global_1100_1950,6,1950,33111.000,153191.170,3.619912,11.644,,-1,551,3803,321,22,prbs
7417,7.417,2,1002,51002,global_1100_1950,7,1100,41204.000,161284.170,3.811149,11.644,,-1,641,3803,321,22,prbs
7509,7.509,2,1002,51002,global_1100_1950,7,1100,29178.000,149258.170,3.526975,11.644,,-1,733,3803,321,22,prbs
7601,7.601,2,1002,51002,global_1100_1950,8,1100,-14759.000,105321.170,2.488742,11.644,,-1,825,3803,321,22,prbs
7694,7.694,2,1002,51002,global_1100_1950,8,1100,-53602.000,66478.170,1.570881,11.644,,-1,918,3805,321,22,prbs
7789,7.789,2,1002,51002,global_1100_1950,9,1950,-75284.000,44796.170,1.058535,11.6,,-1,1,3813,322,22,prbs
7877,7.877,2,1002,51002,global_1100_1950,9,1950,-68809.000,51271.170,1.211539,11.6,,-1,89,3815,322,22,prbs
7969,7.969,2,1002,51002,global_1100_1950,10,1100,-9550.000,110530.170,2.611831,11.6,,-1,181,3815,322,22,prbs
8061,8.061,2,1002,51002,global_1100_1950,10,1100,19414.000,139494.170,3.296251,11.6,,-1,273,3815,322,22,prbs
8153,8.153,2,1002,51002,global_1100_1950,11,1950,-14067.000,106013.170,2.505094,11.6,,-1,365,3815,322,22,prbs
8247,8.247,2,1002,51002,global_1100_1950,11,1950,-31974.000,88106.170,2.081951,11.6,,-1,458,3818,322,22,prbs
8338,8.338,2,1002,51002,global_1100_1950,12,1100,8324.000,128404.170,3.034194,11.6,,-1,550,3821,322,22,prbs
8429,8.429,2,1002,51002,global_1100_1950,12,1100,21937.000,142017.170,3.355870,11.6,,-1,641,3821,322,22,prbs
8521,8.521,2,1002,51002,global_1100_1950,13,1950,-17042.000,103038.170,2.434795,11.6,,-1,733,3821,322,22,prbs
8613,8.613,2,1002,51002,global_1100_1950,13,1950,-30179.000,89901.170,2.124367,11.6,,-1,825,3821,322,22,prbs
8705,8.705,2,1002,51002,global_1100_1950,14,1100,12441.000,132521.170,3.131479,11.6,,-1,917,3822,322,22,prbs
8801,8.801,2,1002,51002,global_1100_1950,14,1100,27164.000,147244.170,3.479384,11.509,,-1,1,3830,323,22,prbs
8889,8.889,2,1002,51002,global_1100_1950,15,1950,-9926.000,110154.170,2.602946,11.509,,-1,89,3832,323,22,prbs
8981,8.981,2,1002,51002,global_1100_1950,15,1950,-32239.000,87841.170,2.075689,11.509,,-1,181,3832,323,22,prbs
9073,9.073,2,1002,51002,global_1100_1950,16,1100,6319.000,126399.170,2.986816,11.509,,-1,273,3832,323,22,prbs
9165,9.165,2,1002,51002,global_1100_1950,16,1100,23192.000,143272.170,3.385526,11.509,,-1,365,3832,323,22,prbs
9260,9.260,2,1002,51002,global_1100_1950,17,1100,-15364.000,104716.170,2.474446,11.509,,-1,460,3837,323,22,prbs
9349,9.349,2,1002,51002,global_1100_1950,17,1100,-53883.000,66197.170,1.564241,11.509,,-1,549,3838,323,22,prbs
9441,9.441,2,1002,51002,global_1100_1950,18,1100,-75807.000,44273.170,1.046176,11.509,,-1,641,3838,323,22,prbs
9533,9.533,2,1002,51002,global_1100_1950,18,1100,-87999.000,32081.172,0.758079,11.509,,-1,733,3838,323,22,prbs
9625,9.625,2,1002,51002,global_1100_1950,19,1950,-95306.000,24774.172,0.585414,11.509,,-1,825,3838,323,22,prbs
9717,9.717,2,1002,51002,global_1100_1950,19,1950,-80637.000,39443.170,0.932043,11.509,,-1,917,3839,323,22,prbs
9813,9.813,2,1002,51002,global_1100_1950,20,1100,-13900.000,106180.170,2.509040,11.089,,-1,1,3848,324,22,prbs
9901,9.901,2,1002,51002,global_1100_1950,20,1100,18616.000,138696.170,3.277394,11.089,,-1,89,3849,324,22,prbs
9993,9.993,2,1002,51002,global_1100_1950,21,1100,-14290.000,105790.170,2.499825,11.089,,-1,181,3849,324,22,prbs
10085,10.085,2,1002,51002,global_1100_1950,21,1100,-52758.000,67322.170,1.590825,11.089,,-1,273,3849,324,22,prbs
10177,10.177,2,1002,51002,global_1100_1950,22,1950,-73993.000,46087.170,1.089041,11.089,,-1,365,3849,324,22,prbs
10272,10.272,2,1002,51002,global_1100_1950,22,1950,-61542.000,58538.170,1.383259,11.089,,-1,460,3855,324,22,prbs
10361,10.361,2,1002,51002,global_1100_1950,23,1950,455.000,120535.170,2.848250,11.089,,-1,549,3855,324,22,prbs
10453,10.453,2,1002,51002,global_1100_1950,23,1950,34816.000,154896.170,3.660201,11.089,,-1,641,3855,324,22,prbs
10545,10.545,2,1002,51002,global_1100_1950,24,1100,42269.000,162349.170,3.836315,11.089,,-1,733,3855,324,22,prbs
10637,10.637,2,1002,51002,global_1100_1950,24,1100,33782.000,153862.170,3.635768,11.089,,-1,825,3855,324,22,prbs
10730,10.730,2,1002,51002,global_1100_1950,25,1950,-7497.000,112583.170,2.660344,11.089,,-1,918,3857,324,22,prbs
10825,10.825,2,1002,51002,global_1100_1950,25,1950,-30558.000,89522.170,2.115411,11.137,,-1,2,3867,325,22,prbs
10913,10.913,2,1002,51002,global_1100_1950,26,1950,6762.000,126842.170,2.997284,11.137,,-1,90,3867,325,22,prbs
11005,11.005,2,1002,51002,global_1100_1950,26,1950,36092.000,156172.170,3.690353,11.137,,-1,182,3867,325,22,prbs
11097,11.097,2,1002,51002,global_1100_1950,27,1950,42180.000,162260.170,3.834212,11.137,,-1,274,3867,325,22,prbs
11189,11.189,2,1002,51002,global_1100_1950,27,1950,43245.000,163325.170,3.859378,11.137,,-1,366,3867,325,22,prbs
11284,11.284,2,1002,51002,global_1100_1950,28,1100,43124.000,163204.170,3.856519,11.277,,-1,2,3873,326,22,prbs
11373,11.373,2,1002,51002,global_1100_1950,28,1100,28280.000,148360.170,3.505755,11.277,,-1,91,3873,326,22,prbs
11465,11.465,2,1002,51002,global_1100_1950,29,1100,-16616.000,103464.170,2.444861,11.277,,-1,183,3873,326,22,prbs
11557,11.557,2,1002,51002,global_1100_1950,29,1100,-54954.000,65126.170,1.538933,11.277,,-1,275,3873,326,22,prbs
11649,11.649,2,1002,51002,global_1100_1950,30,1100,-76549.000,43531.170,1.028643,11.277,,-1,367,3873,326,22,prbs
11743,11.743,2,1002,51002,global_1100_1950,30,1100,-88620.000,31460.172,0.743405,11.277,,-1,461,3877,326,22,prbs
11836,11.836,2,1002,51002,global_1100_1950,31,1950,-95383.000,24697.172,0.583595,11.614,,-1,2,3885,327,22,prbs
11925,11.925,2,1002,51002,global_1100_1950,31,1950,-76113.000,43967.170,1.038945,11.614,,-1,91,3885,327,22,prbs
12017,12.017,2,1002,51002,global_1100_1950,32,1950,-7978.000,112102.170,2.648978,11.614,,-1,183,3885,327,22,prbs
12109,12.109,2,1002,51002,global_1100_1950,32,1950,31816.000,151896.170,3.589311,11.614,,-1,275,3885,327,22,prbs
12201,12.201,2,1002,51002,global_1100_1950,33,1950,41367.000,161447.170,3.815001,11.614,,-1,367,3885,327,22,prbs
12296,12.296,2,1002,51002,global_1100_1950,33,1950,42475.000,162555.170,3.841183,11.176,,-1,2,3891,328,22,prbs
12385,12.385,2,1002,51002,global_1100_1950,34,1950,42691.000,162771.170,3.846287,11.176,,-1,91,3891,328,22,prbs
12478,12.478,2,1002,51002,global_1100_1950,34,1950,43549.000,163629.170,3.866562,11.176,,-1,183,3891,328,22,prbs
12569,12.569,2,1002,51002,global_1100_1950,35,1950,43395.000,163475.170,3.862923,11.176,,-1,275,3891,328,22,prbs
12661,12.661,2,1002,51002,global_1100_1950,35,1950,42852.000,162932.170,3.850092,11.176,,-1,367,3891,328,22,prbs
12756,12.756,2,1002,51002,global_1100_1950,36,1950,42973.000,163053.170,3.852951,11.176,,-1,462,3897,328,22,prbs
12846,12.846,2,1002,51002,global_1100_1950,36,1950,42430.000,162510.170,3.840120,11.181,,-1,52,3901,329,22,prbs
12937,12.937,2,1002,51002,global_1100_1950,37,1100,41419.000,161499.170,3.816230,11.181,,-1,144,3901,329,22,prbs
13029,13.029,2,1002,51002,global_1100_1950,37,1100,28742.000,148822.170,3.516672,11.181,,-1,236,3901,329,22,prbs
13121,13.121,2,1002,51002,global_1100_1950,38,1950,-14105.000,105975.170,2.504196,11.181,,-1,328,3901,329,22,prbs
13213,13.213,2,1002,51002,global_1100_1950,38,1950,-29161.000,90919.170,2.148422,11.181,,-1,420,3901,329,22,prbs
13309,13.309,2,1002,51002,global_1100_1950,39,1100,11058.000,131138.170,3.098798,11.181,,-1,516,3907,329,22,prbs
13397,13.397,2,1002,51002,global_1100_1950,39,1100,25878.000,145958.170,3.448996,11.181,,-1,604,3907,329,22,prbs
13489,13.489,2,1002,51002,global_1100_1950,40,1950,-10075.000,110005.170,2.599425,11.181,,-1,696,3907,329,22,prbs
13581,13.581,2,1002,51002,global_1100_1950,40,1950,-32000.000,88080.170,2.081337,11.181,,-1,788,3907,329,22,prbs
13673,13.673,2,1002,51002,global_1100_1950,41,1100,5781.000,125861.170,2.974103,11.181,,-1,880,3907,329,22,prbs
13769,13.769,2,1002,51002,global_1100_1950,41,1100,21498.000,141578.170,3.345496,11.181,,-1,976,3914,329,22,prbs
13858,13.858,2,1002,51002,global_1100_1950,42,1950,-16039.000,104041.170,2.458496,11.602,,-1,79,3917,330,23,prbs
13949,13.949,2,1002,51002,global_1100_1950,42,1950,-40242.000,79838.170,1.886578,11.602,,-1,170,3917,330,23,prbs
14041,14.041,2,1002,51002,global_1100_1950,43,1950,-1790.000,118290.170,2.795200,11.602,,-1,262,3917,330,23,prbs
14134,14.134,2,1002,51002,global_1100_1950,43,1950,32388.000,152468.170,3.602827,11.602,,-1,354,3917,330,23,prbs
14225,14.225,2,1002,51002,global_1100_1950,44,1100,40275.000,160355.170,3.789197,11.602,,-1,446,3917,330,23,prbs
14320,14.320,2,1002,51002,global_1100_1950,44,1100,31395.000,151475.170,3.579362,11.425,,-1,2,3923,331,23,prbs
14409,14.409,2,1002,51002,global_1100_1950,45,1100,-9711.000,110369.170,2.608026,11.425,,-1,91,3923,331,23,prbs
14501,14.501,2,1002,51002,global_1100_1950,45,1100,-50241.000,69839.170,1.650302,11.425,,-1,183,3923,331,23,prbs
14593,14.593,2,1002,51002,global_1100_1950,46,1100,-73533.000,46547.170,1.099911,11.425,,-1,275,3923,331,23,prbs
14686,14.686,2,1002,51002,global_1100_1950,46,1100,-87082.000,32998.170,0.779748,11.425,,-1,367,3924,331,23,prbs
14781,14.781,2,1002,51002,global_1100_1950,47,1950,-94384.000,25696.172,0.607201,11.308,,-1,1,3932,332,23,prbs
14869,14.869,2,1002,51002,global_1100_1950,47,1950,-73901.000,46179.170,1.091215,11.308,,-1,89,3934,332,23,prbs
14961,14.961,2,1002,51002,global_1100_1950,48,1950,-5859.000,114221.170,2.699050,11.308,,-1,181,3934,332,23,prbs
15053,15.053,2,1002,51002,global_1100_1950,48,1950,31927.000,152007.170,3.591934,11.308,,-1,273,3934,332,23,prbs
15145,15.145,2,1002,51002,global_1100_1950,49,1950,40259.000,160339.170,3.788819,11.308,,-1,365,3934,332,23,prbs
15238,15.238,2,1002,51002,global_1100_1950,49,1950,42243.000,162323.170,3.835701,11.308,,-1,458,3935,332,24,prbs
15330,15.330,2,1002,51002,global_1100_1950,50,1950,43059.000,163139.170,3.854983,11.308,,-1,550,3940,332,24,prbs
15421,15.421,2,1002,51002,global_1100_1950,50,1950,43323.000,163403.170,3.861222,11.308,,-1,641,3940,332,24,prbs
15513,15.513,2,1002,51002,global_1100_1950,51,1100,43519.000,163599.170,3.865853,11.308,,-1,733,3940,332,24,prbs
15605,15.605,2,1002,51002,global_1100_1950,51,1100,31117.000,151197.170,3.572793,11.308,,-1,825,3940,332,24,prbs
15697,15.697,2,1002,51002,global_1100_1950,52,1950,-12330.000,107750.170,2.546140,11.308,,-1,917,3941,332,24,prbs
15793,15.793,2,1002,51002,global_1100_1950,52,1950,-29894.000,90186.170,2.131102,10.932,,-1,1,3949,333,24,prbs
15881,15.881,2,1002,51002,global_1100_1950,53,1100,9540.000,129620.170,3.062928,10.932,,-1,89,3951,333,24,prbs
15974,15.974,2,1002,51002,global_1100_1950,53,1100,26750.000,146830.170,3.469601,10.932,,-1,182,3951,333,24,prbs
16065,16.065,2,1002,51002,global_1100_1950,54,1100,-8286.000,111794.170,2.641699,10.932,,-1,273,3951,333,24,prbs
16157,16.157,2,1002,51002,global_1100_1950,54,1100,-49447.000,70633.170,1.669064,10.932,,-1,365,3951,333,24,prbs
16251,16.251,2,1002,51002,global_1100_1950,55,1100,-73012.000,47068.170,1.112222,10.932,,-1,459,3954,333,24,prbs
16341,16.341,2,1002,51002,global_1100_1950,55,1100,-86138.000,33942.170,0.802054,10.932,,-1,549,3957,333,24,prbs
16433,16.433,2,1002,51002,global_1100_1950,56,1950,-93690.000,26390.172,0.623600,10.932,,-1,641,3957,333,24,prbs
16525,16.525,2,1002,51002,global_1100_1950,56,1950,-75631.000,44449.170,1.050335,10.932,,-1,733,3957,333,24,prbs
16617,16.617,2,1002,51002,global_1100_1950,57,1950,-8318.000,111762.170,2.640943,10.932,,-1,825,3957,333,24,prbs
16709,16.709,2,1002,51002,global_1100_1950,57,1950,30787.000,150867.170,3.564996,10.932,,-1,917,3958,333,24,prbs
16805,16.805,2,1002,51002,global_1100_1950,58,1950,40682.000,160762.170,3.798814,11.161,,-1,1,3966,334,24,prbs
16893,16.893,2,1002,51002,global_1100_1950,58,1950,43962.000,164042.170,3.876321,11.161,,-1,89,3968,334,24,prbs
16985,16.985,2,1002,51002,global_1100_1950,59,1100,44034.000,164114.170,3.878022,11.161,,-1,181,3968,334,24,prbs
17077,17.077,2,1002,51002,global_1100_1950,59,1100,33729.000,153809.170,3.634515,11.161,,-1,273,3968,334,24,prbs
17169,17.169,2,1002,51002,global_1100_1950,60,1950,-7730.000,112350.170,2.654838,11.161,,-1,365,3968,334,24,prbs
17264,17.264,2,1002,51002,global_1100_1950,60,1950,-30693.000,89387.170,2.112221,11.161,,-1,460,3974,334,24,prbs
17353,17.353,2,1002,51002,global_1100_1950,61,1950,6922.000,127002.170,3.001065,11.161,,-1,549,3974,334,24,prbs
17445,17.445,2,1002,51002,global_1100_1950,61,1950,35327.000,155407.170,3.672276,11.161,,-1,641,3974,334,24,prbs
17537,17.537,2,1002,51002,global_1100_1950,62,1100,41403.000,161483.170,3.815852,11.161,,-1,732,3974,334,24,prbs
17629,17.629,2,1002,51002,global_1100_1950,62,1100,28757.000,148837.170,3.517026,11.161,,-1,825,3974,334,24,prbs
17722,17.722,2,1002,51002,global_1100_1950,63,1100,-15350.000,104730.170,2.474777,11.161,,-1,918,3976,334,24,prbs
17817,17.817,2,1002,51002,global_1100_1950,63,1100,-53566.000,66514.170,1.571732,11.59,,-1,2,3986,335,24,prbs
17905,17.905,2,1002,51002,global_1100_1950,64,1100,-75340.000,44740.170,1.057212,11.59,,-1,90,3987,335,24,prbs
17997,17.997,2,1002,51002,global_1100_1950,64,1100,-87822.000,32258.172,0.762262,11.59,,-1,182,3987,335,24,prbs
18089,18.089,2,1002,51002,global_1100_1950,65,1100,-95607.000,24473.172,0.578302,11.59,,-1,274,3987,335,24,prbs
18181,18.181,2,1002,51002,global_1100_1950,65,1100,-100709.000,19371.172,0.457741,11.59,,-1,365,3987,335,24,prbs
18276,18.276,2,1002,51002,global_1100_1950,66,1950,-103474.000,16606.172,0.392404,11.278,,-1,2,3993,336,24,prbs
18365,18.365,2,1002,51002,global_1100_1950,66,1950,-81929.000,38151.170,0.901513,11.278,,-1,92,3993,336,24,prbs
18457,18.457,2,1002,51002,global_1100_1950,67,1950,-11755.000,108325.170,2.559727,11.278,,-1,184,3993,336,24,prbs
18549,18.549,2,1002,51002,global_1100_1950,67,1950,29399.000,149479.170,3.532197,11.278,,-1,276,3993,336,24,prbs
18641,18.641,2,1002,51002,global_1100_1950,68,1100,39924.000,160004.170,3.780903,11.278,,-1,368,3993,336,24,prbs
18734,18.734,2,1002,51002,global_1100_1950,68,1100,33904.000,153984.170,3.638650,11.278,,-1,461,3995,336,24,prbs
18828,18.828,2,1002,51002,global_1100_1950,69,1100,-6467.000,113613.170,2.684682,11.594,,-1,2,4005,337,24,prbs
18917,18.917,2,1002,51002,global_1100_1950,69,1100,-48972.000,71108.170,1.680288,11.594,,-1,91,4005,337,24,prbs
19009,19.009,2,1002,51002,global_1100_1950,70,1950,-72801.000,47279.170,1.117208,11.594,,-1,182,4005,337,24,prbs
19101,19.101,2,1002,51002,global_1100_1950,70,1950,-65518.000,54562.170,1.289306,11.594,,-1,275,4005,337,24,prbs
