t_ms,t_s,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase
54441,54.441,global_1100_1950,262,1950,19337.000,140208.280,3.313126,11.908,,-1,917,962,82,5,prbs
54537,54.537,global_1100_1950,262,1950,44887.000,165758.280,3.916873,11.481,,-1,1,970,83,5,prbs
54625,54.625,global_1100_1950,263,1100,50437.000,171308.280,4.048020,11.481,,-1,88,972,83,5,prbs
54717,54.717,global_1100_1950,263,1100,40220.000,161091.280,3.806592,11.481,,-1,180,972,83,5,prbs
54809,54.809,global_1100_1950,264,1100,-5988.000,114883.290,2.714695,11.481,,-1,272,972,83,5,prbs
54901,54.901,global_1100_1950,264,1100,-49408.000,71463.290,1.688679,11.481,,-1,364,972,83,5,prbs
54995,54.995,global_1100_1950,265,1100,-73328.000,47543.290,1.123449,11.481,,-1,459,975,83,5,prbs
55085,55.085,global_1100_1950,265,1100,-87062.000,33809.290,0.798914,11.481,,-1,549,978,83,5,prbs
55176,55.176,global_1100_1950,266,1100,-95231.000,25640.290,0.605881,11.481,,-1,640,978,83,5,prbs
55268,55.268,global_1100_1950,266,1100,-100227.000,20644.290,0.487825,11.481,,-1,732,978,83,5,prbs
55360,55.360,global_1100_1950,267,1950,-103328.000,17543.290,0.414548,11.481,,-1,824,978,83,5,prbs
55454,55.454,global_1100_1950,267,1950,-84926.000,35945.290,0.849388,11.481,,-1,917,979,83,5,prbs
55549,55.549,global_1100_1950,268,1100,-12569.000,108302.290,2.559186,11.387,,-1,0,986,84,5,prbs
55636,55.636,global_1100_1950,268,1100,23493.000,144364.280,3.411332,11.387,,-1,88,988,84,5,prbs
55728,55.728,global_1100_1950,269,1100,-10889.000,109982.290,2.598884,11.387,,-1,180,988,84,5,prbs
55820,55.820,global_1100_1950,269,1100,-51163.000,69708.290,1.647209,11.387,,-1,272,988,84,5,prbs
55912,55.912,global_1100_1950,270,1950,-73394.000,47477.290,1.121890,11.387,,-1,364,988,84,5,prbs
56007,56.007,global_1100_1950,270,1950,-59525.000,61346.290,1.449614,11.387,,-1,459,993,84,5,prbs
56097,56.097,global_1100_1950,271,1100,5410.000,126281.290,2.984030,11.387,,-1,549,994,84,5,prbs
56189,56.189,global_1100_1950,271,1100,31224.000,152095.280,3.594016,11.387,,-1,641,994,84,5,prbs
56281,56.281,global_1100_1950,272,1100,-4916.000,115955.290,2.740027,11.387,,-1,733,994,84,5,prbs
56373,56.373,global_1100_1950,272,1100,-47264.000,73607.290,1.739342,11.387,,-1,825,994,84,5,prbs
56466,56.466,global_1100_1950,273,1100,-71565.000,49306.290,1.165109,11.387,,-1,917,995,84,5,prbs
56561,56.561,global_1100_1950,273,1100,-85717.000,35154.290,0.830697,11.995,,-1,2,1004,85,5,prbs
56648,56.648,global_1100_1950,274,1950,-93466.000,27405.290,0.647588,11.995,,-1,89,1005,85,5,prbs
56740,56.740,global_1100_1950,274,1950,-73555.000,47316.290,1.118085,11.995,,-1,181,1005,85,5,prbs
56833,56.833,global_1100_1950,275,1100,-1687.000,119184.290,2.816328,11.995,,-1,274,1005,85,5,prbs
56924,56.924,global_1100_1950,275,1100,25721.000,146592.280,3.463980,11.995,,-1,365,1005,85,5,prbs
57019,57.019,global_1100_1950,276,1100,-14106.000,106765.290,2.522867,11.995,,-1,460,1011,85,5,prbs
57108,57.108,global_1100_1950,276,1100,-53569.000,67302.290,1.590355,11.995,,-1,549,1011,85,5,prbs
57200,57.200,global_1100_1950,277,1100,-75425.000,45446.290,1.073897,11.995,,-1,641,1011,85,5,prbs
57293,57.293,global_1100_1950,277,1100,-87839.000,33032.290,0.780554,11.995,,-1,734,1011,85,5,prbs
57385,57.385,global_1100_1950,278,1100,-95600.000,25271.290,0.597161,11.995,,-1,826,1011,85,5,prbs
57479,57.479,global_1100_1950,278,1100,-100690.000,20181.290,0.476884,11.995,,-1,920,1013,85,5,prbs
57572,57.572,global_1100_1950,279,1100,-104082.000,16789.290,0.396731,11.991,,-1,2,1023,86,5,prbs
57660,57.660,global_1100_1950,279,1100,-106236.000,14635.289,0.345832,11.991,,-1,90,1023,86,5,prbs
57752,57.752,global_1100_1950,280,1950,-107047.000,13824.289,0.326668,11.991,,-1,182,1023,86,5,prbs
57845,57.845,global_1100_1950,280,1950,-80804.000,40067.290,0.946791,11.991,,-1,275,1023,86,5,prbs
57937,57.937,global_1100_1950,281,1100,-4581.000,116290.290,2.747943,11.991,,-1,367,1023,86,5,prbs
58031,58.031,global_1100_1950,281,1100,22355.000,143226.280,3.384441,11.989,,-1,2,1029,87,5,prbs
58120,58.120,global_1100_1950,282,1950,-16102.000,104769.290,2.475701,11.989,,-1,91,1029,87,5,prbs
58212,58.212,global_1100_1950,282,1950,-35880.000,84991.290,2.008346,11.989,,-1,183,1029,87,5,prbs
58304,58.304,global_1100_1950,283,1100,7655.000,128526.290,3.037080,11.989,,-1,275,1029,87,5,prbs
58396,58.396,global_1100_1950,283,1100,29590.000,150461.280,3.555404,11.989,,-1,367,1029,87,5,prbs
58490,58.490,global_1100_1950,284,1950,-8065.000,112806.290,2.665616,11.989,,-1,461,1034,87,5,prbs
58584,58.584,global_1100_1950,284,1950,-27748.000,93123.290,2.200506,11.527,,-1,2,1041,88,5,prbs
58672,58.672,global_1100_1950,285,1100,13840.000,134711.280,3.183231,11.527,,-1,90,1041,88,5,prbs
58764,58.764,global_1100_1950,285,1100,26793.000,147664.280,3.489311,11.527,,-1,182,1041,88,5,prbs
58856,58.856,global_1100_1950,286,1100,-14844.000,106027.290,2.505428,11.527,,-1,274,1041,88,5,prbs
58948,58.948,global_1100_1950,286,1100,-53968.000,66903.290,1.580927,11.527,,-1,366,1041,88,5,prbs
59044,59.044,global_1100_1950,287,1100,-75589.000,45282.290,1.070022,11.996,,-1,2,1047,89,5,prbs
59132,59.132,global_1100_1950,287,1100,-88123.000,32748.290,0.773843,11.996,,-1,90,1047,89,5,prbs
59224,59.224,global_1100_1950,288,1950,-94973.000,25898.290,0.611977,11.996,,-1,182,1047,89,5,prbs
59317,59.317,global_1100_1950,288,1950,-77273.000,43598.290,1.030229,11.996,,-1,275,1047,89,5,prbs
59409,59.409,global_1100_1950,289,1950,-6743.000,114128.290,2.696854,11.996,,-1,367,1047,89,5,prbs
59504,59.504,global_1100_1950,289,1950,37671.000,158542.280,3.746358,11.488,,-1,1,1054,90,5,prbs
59593,59.593,global_1100_1950,290,1100,48971.000,169842.280,4.013378,11.488,,-1,90,1059,90,5,prbs
59684,59.684,global_1100_1950,290,1100,36959.000,157830.280,3.729534,11.488,,-1,181,1059,90,5,prbs
59776,59.776,global_1100_1950,291,1950,-9825.000,111046.290,2.624027,11.488,,-1,273,1059,90,5,prbs
59868,59.868,global_1100_1950,291,1950,-24937.000,95934.290,2.266930,11.488,,-1,365,1059,90,5,prbs
59960,59.960,global_1100_1950,292,1950,18865.000,139736.280,3.301972,11.488,,-1,457,1059,90,5,prbs
60055,60.055,global_1100_1950,292,1950,44671.000,165542.280,3.911769,11.484,,-1,2,1065,91,5,prbs
60144,60.144,global_1100_1950,293,1950,50605.000,171476.280,4.051989,11.484,,-1,91,1065,91,5,prbs
60237,60.237,global_1100_1950,293,1950,52500.000,173371.280,4.096768,11.484,,-1,184,1065,91,5,prbs
60328,60.328,global_1100_1950,294,1100,53082.000,173953.280,4.110521,11.484,,-1,275,1065,91,5,prbs
60420,60.420,global_1100_1950,294,1100,39616.000,160487.280,3.792319,11.484,,-1,367,1065,91,5,prbs
60516,60.516,global_1100_1950,295,1950,-6711.000,114160.290,2.697611,11.664,,-1,1,1074,92,5,prbs
60604,60.604,global_1100_1950,295,1950,-25207.000,95664.290,2.260550,11.664,,-1,89,1076,92,5,prbs
60696,60.696,global_1100_1950,296,1100,16769.000,137640.280,3.252444,11.664,,-1,181,1076,92,5,prbs
60788,60.788,global_1100_1950,296,1100,27665.000,148536.280,3.509916,11.664,,-1,273,1076,92,5,prbs
60880,60.880,global_1100_1950,297,1100,-15270.000,105601.290,2.495361,11.664,,-1,365,1076,92,5,prbs
60972,60.972,global_1100_1950,297,1100,-54187.000,66684.290,1.575752,11.664,,-1,457,1076,92,5,prbs
61068,61.068,global_1100_1950,298,1950,-75103.000,45768.290,1.081506,11.664,,-1,553,1083,92,5,prbs
61156,61.156,global_1100_1950,298,1950,-65187.000,55684.290,1.315821,11.664,,-1,641,1083,92,5,prbs
61248,61.248,global_1100_1950,299,1950,-552.000,120319.290,2.843148,11.664,,-1,733,1083,92,5,prbs
61340,61.340,global_1100_1950,299,1950,40220.000,161091.280,3.806592,11.664,,-1,825,1083,92,5,prbs
61433,61.433,global_1100_1950,300,1950,50063.000,170934.280,4.039182,11.664,,-1,918,1084,92,5,prbs
61528,61.528,global_1100_1950,300,1950,52485.000,173356.280,4.096414,11.483,,-1,1,1092,93,5,prbs
61616,61.616,global_1100_1950,301,1950,52781.000,173652.280,4.103408,11.483,,-1,89,1094,93,5,prbs
61708,61.708,global_1100_1950,301,1950,52450.000,173321.280,4.095587,11.483,,-1,181,1094,93,5,prbs
61800,61.800,global_1100_1950,302,1100,52175.000,173046.280,4.089088,11.483,,-1,273,1094,93,5,prbs
61892,61.892,global_1100_1950,302,1100,40858.000,161729.280,3.821668,11.483,,-1,365,1094,93,5,prbs
61985,61.985,global_1100_1950,303,1950,-3536.000,117335.290,2.772636,11.483,,-1,458,1095,93,5,prbs
62077,62.077,global_1100_1950,303,1950,-27853.000,93018.290,2.198025,11.483,,-1,550,1100,93,5,prbs
62168,62.168,global_1100_1950,304,1950,11648.000,132519.280,3.131434,11.483,,-1,641,1100,93,5,prbs
62260,62.260,global_1100_1950,304,1950,41439.000,162310.280,3.835396,11.483,,-1,733,1100,93,5,prbs
62352,62.352,global_1100_1950,305,1950,49205.000,170076.280,4.018907,11.483,,-1,825,1100,93,5,prbs
62445,62.445,global_1100_1950,305,1950,51302.000,172173.280,4.068460,11.483,,-1,917,1101,93,5,prbs
62540,62.540,global_1100_1950,306,1950,51955.000,172826.280,4.083890,11.479,,-1,1,1109,94,5,prbs
62628,62.628,global_1100_1950,306,1950,52434.000,173305.280,4.095208,11.479,,-1,89,1111,94,5,prbs
62720,62.720,global_1100_1950,307,1950,52101.000,172972.280,4.087340,11.479,,-1,181,1111,94,5,prbs
62812,62.812,global_1100_1950,307,1950,50919.000,171790.280,4.059409,11.479,,-1,273,1111,94,5,prbs
62904,62.904,global_1100_1950,308,1100,50291.000,171162.280,4.044570,11.479,,-1,365,1111,94,5,prbs
62998,62.998,global_1100_1950,308,1100,39225.000,160096.280,3.783080,11.479,,-1,459,1115,94,5,prbs
63088,63.088,global_1100_1950,309,1950,-5700.000,115171.290,2.721501,11.479,,-1,549,1117,94,5,prbs
63180,63.180,global_1100_1950,309,1950,-26656.000,94215.290,2.226310,11.479,,-1,641,1117,94,5,prbs
63272,63.272,global_1100_1950,310,1100,14351.000,135222.280,3.195306,11.479,,-1,733,1117,94,5,prbs
63364,63.364,global_1100_1950,310,1100,27051.000,147922.280,3.495408,11.479,,-1,825,1117,94,5,prbs
63457,63.457,global_1100_1950,311,1950,-13154.000,107717.290,2.545362,11.479,,-1,917,1118,94,5,prbs
63552,63.552,global_1100_1950,311,1950,-26739.000,94132.290,2.224348,11.281,,-1,1,1126,95,5,prbs
63640,63.640,global_1100_1950,312,1950,17433.000,138304.280,3.268134,11.281,,-1,89,1128,95,5,prbs
63732,63.732,global_1100_1950,312,1950,44503.000,165374.280,3.907799,11.281,,-1,181,1128,95,5,prbs
63824,63.824,global_1100_1950,313,1950,51680.000,172551.280,4.077392,11.281,,-1,273,1128,95,5,prbs
63916,63.916,global_1100_1950,313,1950,53313.000,174184.280,4.115979,11.281,,-1,365,1128,95,5,prbs
64011,64.011,global_1100_1950,314,1100,53098.000,173969.280,4.110899,11.281,,-1,460,1134,95,5,prbs
64100,64.100,global_1100_1950,314,1100,39672.000,160543.280,3.793642,11.281,,-1,549,1134,95,5,prbs
64192,64.192,global_1100_1950,315,1100,-7931.000,112940.290,2.668782,11.281,,-1,641,1134,95,5,prbs
64284,64.284,global_1100_1950,315,1100,-50618.000,70253.290,1.660087,11.281,,-1,733,1134,95,5,prbs
64376,64.376,global_1100_1950,316,1950,-73161.000,47710.290,1.127395,11.281,,-1,825,1134,95,5,prbs
64469,64.469,global_1100_1950,316,1950,-57885.000,62986.290,1.488368,11.281,,-1,918,1135,95,5,prbs
64564,64.564,global_1100_1950,317,1100,6543.000,127414.290,3.010803,11.395,,-1,2,1145,96,5,prbs
64652,64.652,global_1100_1950,317,1100,30167.000,151038.280,3.569039,11.395,,-1,90,1146,96,5,prbs
64744,64.744,global_1100_1950,318,1950,-6180.000,114691.290,2.710158,11.395,,-1,182,1146,96,5,prbs
64836,64.836,global_1100_1950,318,1950,-29378.000,91493.290,2.161989,11.395,,-1,274,1146,96,5,prbs
64928,64.928,global_1100_1950,319,1950,11420.000,132291.280,3.126047,11.395,,-1,366,1146,96,5,prbs
65023,65.023,global_1100_1950,319,1950,43429.000,164300.280,3.882420,11.476,,-1,2,1152,97,5,prbs
65112,65.112,global_1100_1950,320,1100,51045.000,171916.280,4.062386,11.476,,-1,91,1152,97,5,prbs
65204,65.204,global_1100_1950,320,1100,37685.000,158556.280,3.746689,11.476,,-1,183,1152,97,5,prbs
65296,65.296,global_1100_1950,321,1100,-9698.000,111173.290,2.627028,11.476,,-1,275,1152,97,5,prbs
65388,65.388,global_1100_1950,321,1100,-50969.000,69902.290,1.651793,11.476,,-1,367,1152,97,5,prbs
65481,65.481,global_1100_1950,322,1100,-73695.000,47176.290,1.114777,11.476,,-1,460,1154,97,5,prbs
65575,65.575,global_1100_1950,322,1100,-86600.000,34271.290,0.809832,11.981,,-1,2,1164,98,5,prbs
65664,65.664,global_1100_1950,323,1950,-94151.000,26720.290,0.631401,11.981,,-1,91,1164,98,5,prbs
65756,65.756,global_1100_1950,323,1950,-76762.000,44109.290,1.042304,11.981,,-1,183,1164,98,5,prbs
65848,65.848,global_1100_1950,324,1950,-5734.000,115137.290,2.720697,11.981,,-1,275,1164,98,5,prbs
65940,65.940,global_1100_1950,324,1950,39433.000,160304.280,3.787995,11.981,,-1,367,1164,98,5,prbs
66035,66.035,global_1100_1950,325,1950,50470.000,171341.280,4.048799,11.476,,-1,2,1170,99,5,prbs
66124,66.124,global_1100_1950,325,1950,52820.000,173691.280,4.104330,11.476,,-1,91,1170,99,5,prbs
66216,66.216,global_1100_1950,baseline_post,1525,52895.000,173766.280,4.106102,11.476,,-1,183,1170,99,5,baseline_post
66308,66.308,global_1100_1950,baseline_post,1525,44156.000,165027.280,3.899599,11.476,,-1,275,1170,99,5,baseline_post
66400,66.400,global_1100_1950,baseline_post,1525,9392.000,130263.290,3.078125,11.476,,-1,367,1170,99,5,baseline_post
66494,66.494,global_1100_1950,baseline_post,1525,-22539.000,98332.290,2.323595,11.476,,-1,461,1175,99,5,baseline_post
66587,66.587,global_1100_1950,baseline_post,1525,-37251.000,83620.290,1.975950,11.813,,-1,1,1182,100,5,baseline_post
66676,66.676,global_1100_1950,baseline_post,1525,-43173.000,77698.290,1.836013,11.813,,-1,91,1182,100,5,baseline_post
66768,66.768,global_1100_1950,baseline_post,1525,-45019.000,75852.290,1.792392,11.813,,-1,183,1182,100,5,baseline_post
66860,66.860,global_1100_1950,baseline_post,1525,-46355.000,74516.290,1.760822,11.813,,-1,275,1182,100,5,baseline_post
66952,66.952,global_1100_1950,baseline_post,1525,-47293.000,73578.290,1.738657,11.813,,-1,367,1182,100,5,baseline_post
67047,67.047,global_1100_1950,baseline_post,1525,-47667.000,73204.290,1.729819,11.796,,-1,2,1188,101,5,baseline_post
67136,67.136,global_1100_1950,baseline_post,1525,-48012.000,72859.290,1.721667,11.796,,-1,91,1188,101,5,baseline_post
67228,67.228,global_1100_1950,baseline_post,1525,-47802.000,73069.290,1.726629,11.796,,-1,183,1188,101,5,baseline_post
67320,67.320,global_1100_1950,baseline_post,1525,-47974.000,72897.290,1.722565,11.796,,-1,275,1188,101,5,baseline_post
67412,67.412,global_1100_1950,baseline_post,1525,-47829.000,73042.290,1.725991,11.796,,-1,367,1188,101,5,baseline_post
67508,67.508,global_1100_1950,baseline_post,1525,-47947.000,72924.290,1.723203,11.798,,-1,1,1196,102,5,baseline_post
67597,67.597,global_1100_1950,baseline_post,1525,-48482.000,72389.290,1.710561,11.798,,-1,90,1200,102,5,baseline_post
67688,67.688,global_1100_1950,baseline_post,1525,-48429.000,72442.290,1.711813,11.798,,-1,181,1200,102,5,baseline_post
67780,67.780,global_1100_1950,baseline_post,1525,-48278.000,72593.290,1.715381,11.798,,-1,273,1200,102,5,baseline_post
67872,67.872,global_1100_1950,baseline_post,1525,-48484.000,72387.290,1.710514,11.798,,-1,365,1200,102,5,baseline_post
67964,67.964,global_1100_1950,baseline_post,1525,-48475.000,72396.290,1.710726,11.798,,-1,457,1200,102,5,baseline_post
68059,68.059,global_1100_1950,baseline_post,1525,-48355.000,72516.290,1.713562,11.803,,-1,2,1206,103,5,baseline_post
68148,68.148,global_1100_1950,baseline_post,1525,-48258.000,72613.290,1.715854,11.803,,-1,91,1206,103,5,baseline_post
68240,68.240,global_1100_1950,baseline_post,1525,-48294.000,72577.290,1.715003,11.803,,-1,183,1206,103,5,baseline_post
68332,68.332,global_1100_1950,baseline_post,1525,-48236.000,72635.290,1.716374,11.803,,-1,275,1206,103,5,baseline_post
68425,68.425,global_1100_1950,baseline_post,1525,-48190.000,72681.290,1.717461,11.803,,-1,368,1206,103,5,baseline_post
68520,68.520,global_1100_1950,baseline_post,1525,-47784.000,73087.290,1.727055,11.802,,-1,1,1215,104,5,baseline_post
68608,68.608,global_1100_1950,baseline_post,1525,-47434.000,73437.290,1.735325,11.802,,-1,90,1217,104,5,baseline_post
68700,68.700,global_1100_1950,baseline_post,1525,-47510.000,73361.290,1.733529,11.802,,-1,182,1217,104,5,baseline_post
68792,68.792,global_1100_1950,baseline_post,1525,-47460.000,73411.290,1.734711,11.802,,-1,274,1217,104,5,baseline_post
68884,68.884,global_1100_1950,baseline_post,1525,-47796.000,73075.290,1.726771,11.802,,-1,366,1217,104,5,baseline_post
68977,68.977,global_1100_1950,baseline_post,1525,-48214.000,72657.290,1.716894,11.802,,-1,458,1217,104,5,baseline_post
69070,69.070,global_1100_1950,baseline_post,1525,-48213.000,72658.290,1.716917,11.802,,-1,552,1223,104,5,baseline_post
69160,69.160,global_1100_1950,baseline_post,1525,-48078.000,72793.290,1.720107,11.802,,-1,642,1223,104,5,baseline_post
70725,70.725,local_1400_1650,baseline_pre,1525,-120344.000,527.289,0.012460,12.015,,-1,47,1233,105,5,baseline_pre
70816,70.816,local_1400_1650,baseline_pre,1525,-120162.000,709.289,0.016761,12.015,,-1,138,1233,105,5,baseline_pre
70908,70.908,local_1400_1650,baseline_pre,1525,-112229.000,8642.289,0.204218,12.015,,-1,230,1233,105,5,baseline_pre
71003,71.003,local_1400_1650,baseline_pre,1525,-91186.000,29685.290,0.701464,12.015,,-1,325,1238,105,5,baseline_pre
71092,71.092,local_1400_1650,baseline_pre,1525,-68140.000,52731.290,1.246042,12.015,,-1,414,1240,105,5,baseline_pre
71184,71.184,local_1400_1650,baseline_pre,1525,-55115.000,65756.290,1.553823,12.015,,-1,506,1240,105,5,baseline_pre
71276,71.276,local_1400_1650,baseline_pre,1525,-50101.000,70770.290,1.672304,12.015,,-1,598,1240,105,5,baseline_pre
71368,71.368,local_1400_1650,baseline_pre,1525,-48548.000,72323.290,1.709001,12.015,,-1,690,1240,105,5,baseline_pre
71460,71.460,local_1400_1650,baseline_pre,1525,-48077.000,72794.290,1.720131,12.015,,-1,782,1241,105,5,baseline_pre
71556,71.556,local_1400_1650,baseline_pre,1525,-47837.000,73034.290,1.725802,11.807,,-1,1,1249,106,5,baseline_pre
71644,71.644,local_1400_1650,baseline_pre,1525,-47699.000,73172.290,1.729063,11.807,,-1,89,1251,106,5,baseline_pre
71736,71.736,local_1400_1650,baseline_pre,1525,-47696.000,73175.290,1.729134,11.807,,-1,181,1251,106,5,baseline_pre
71828,71.828,local_1400_1650,baseline_pre,1525,-47535.000,73336.290,1.732938,11.807,,-1,273,1251,106,5,baseline_pre
71920,71.920,local_1400_1650,baseline_pre,1525,-47642.000,73229.290,1.730410,11.807,,-1,365,1251,106,5,baseline_pre
72015,72.015,local_1400_1650,baseline_pre,1525,-47742.000,73129.290,1.728047,11.807,,-1,460,1257,106,5,baseline_pre
72104,72.104,local_1400_1650,baseline_pre,1525,-47821.000,73050.290,1.726180,11.807,,-1,549,1257,106,5,baseline_pre
72196,72.196,local_1400_1650,baseline_pre,1525,-47743.000,73128.290,1.728024,11.807,,-1,641,1257,106,5,baseline_pre
72288,72.288,local_1400_1650,baseline_pre,1525,-48205.000,72666.290,1.717106,11.807,,-1,733,1257,106,5,baseline_pre
72380,72.380,local_1400_1650,baseline_pre,1525,-48508.000,72363.290,1.709946,11.807,,-1,825,1257,106,5,baseline_pre
72473,72.473,local_1400_1650,baseline_pre,1525,-48604.000,72267.290,1.707678,11.807,,-1,918,1258,106,5,baseline_pre
72568,72.568,local_1400_1650,baseline_pre,1525,-47953.000,72918.290,1.723061,11.819,,-1,2,1269,107,5,baseline_pre
72656,72.656,local_1400_1650,baseline_pre,1525,-48023.000,72848.290,1.721407,11.819,,-1,90,1269,107,5,baseline_pre
72748,72.748,local_1400_1650,baseline_pre,1525,-48228.000,72643.290,1.716563,11.819,,-1,182,1269,107,5,baseline_pre
72840,72.840,local_1400_1650,baseline_pre,1525,-47803.000,73068.290,1.726606,11.819,,-1,274,1269,107,5,baseline_pre
72931,72.931,local_1400_1650,baseline_pre,1525,-47681.000,73190.290,1.729488,11.819,,-1,365,1269,107,5,baseline_pre
73027,73.027,local_1400_1650,baseline_pre,1525,-47639.000,73232.290,1.730481,11.804,,-1,2,1275,108,5,baseline_pre
73115,73.115,local_1400_1650,baseline_pre,1525,-47485.000,73386.290,1.734120,11.804,,-1,90,1275,108,5,baseline_pre
73207,73.207,local_1400_1650,baseline_pre,1525,-47139.000,73732.290,1.742296,11.804,,-1,182,1275,108,5,baseline_pre
73300,73.300,local_1400_1650,baseline_pre,1525,-47026.000,73845.290,1.744966,11.804,,-1,275,1275,108,5,baseline_pre
73392,73.392,local_1400_1650,baseline_pre,1525,-47135.000,73736.290,1.742390,11.804,,-1,367,1275,108,5,baseline_pre
73486,73.486,local_1400_1650,baseline_pre,1525,-47383.000,73488.290,1.736530,11.804,,-1,461,1279,108,5,baseline_pre
73579,73.579,local_1400_1650,baseline_pre,1525,-47704.000,73167.290,1.728945,11.814,,-1,2,1287,109,5,baseline_pre
73668,73.668,local_1400_1650,baseline_pre,1525,-47790.000,73081.290,1.726913,11.814,,-1,91,1287,109,5,baseline_pre
73760,73.760,local_1400_1650,settle,1525,-47785.000,73086.290,1.727031,11.814,,-1,183,1287,109,5,settle
73852,73.852,local_1400_1650,settle,1525,-47700.000,73171.290,1.729040,11.814,,-1,275,1287,109,5,settle
73943,73.943,local_1400_1650,settle,1525,-47705.000,73166.290,1.728921,11.814,,-1,366,1287,109,5,settle
74039,74.039,local_1400_1650,settle,1525,-47111.000,73760.290,1.742958,11.81,,-1,2,1293,110,5,settle
74128,74.128,local_1400_1650,settle,1525,-46894.000,73977.290,1.748085,11.81,,-1,91,1293,110,5,settle
74220,74.220,local_1400_1650,settle,1525,-47140.000,73731.290,1.742272,11.81,,-1,183,1293,110,5,settle
74311,74.311,local_1400_1650,settle,1525,-47364.000,73507.290,1.736979,11.81,,-1,274,1293,110,5,settle
74404,74.404,local_1400_1650,settle,1525,-47446.000,73425.290,1.735042,11.81,,-1,367,1293,110,5,settle
74498,74.498,local_1400_1650,settle,1525,-47150.000,73721.290,1.742036,11.81,,-1,461,1299,110,5,settle
74590,74.590,local_1400_1650,settle,1525,-46780.000,74091.290,1.750779,11.829,,-1,86,1305,111,5,settle
74679,74.679,local_1400_1650,settle,1525,-46527.000,74344.290,1.756758,11.829,,-1,175,1305,111,5,settle
74772,74.772,local_1400_1650,settle,1525,-46649.000,74222.290,1.753875,11.829,,-1,268,1305,111,5,settle
74864,74.864,local_1400_1650,settle,1525,-47348.000,73523.290,1.737357,11.829,,-1,360,1305,111,5,settle
74955,74.955,local_1400_1650,settle,1525,-47652.000,73219.290,1.730174,11.829,,-1,451,1305,111,5,settle
75050,75.050,local_1400_1650,settle,1525,-47614.000,73257.290,1.731072,11.813,,-1,2,1311,112,5,settle
75139,75.139,local_1400_1650,settle,1525,-47347.000,73524.290,1.737381,11.813,,-1,91,1311,112,5,settle
75232,75.232,local_1400_1650,settle,1525,-47083.000,73788.290,1.743619,11.813,,-1,184,1311,112,5,settle
75324,75.324,local_1400_1650,settle,1525,-47123.000,73748.290,1.742674,11.813,,-1,276,1311,112,5,settle
75416,75.416,local_1400_1650,settle,1525,-46737.000,74134.290,1.751795,11.813,,-1,368,1311,112,5,settle
75513,75.513,local_1400_1650,settle,1525,-46231.000,74640.290,1.763752,11.814,,-1,1,1320,113,5,settle
75600,75.600,local_1400_1650,settle,1525,-46491.000,74380.290,1.757608,11.814,,-1,88,1322,113,6,settle
75692,75.692,local_1400_1650,settle,1525,-46754.000,74117.290,1.751394,11.814,,-1,180,1322,113,6,settle
75783,75.783,local_1400_1650,settle,1525,-47028.000,73843.290,1.744919,11.814,,-1,271,1322,113,6,settle
75876,75.876,local_1400_1650,settle,1525,-47022.000,73849.290,1.745061,11.814,,-1,364,1322,113,6,settle
75968,75.968,local_1400_1650,settle,1525,-47031.000,73840.290,1.744848,11.814,,-1,456,1322,113,6,settle
76062,76.062,local_1400_1650,settle,1525,-47024.000,73847.290,1.745014,11.814,,-1,2,1328,114,6,settle
76151,76.151,local_1400_1650,settle,1525,-46949.000,73922.290,1.746786,11.814,,-1,91,1328,114,6,settle
76243,76.243,local_1400_1650,settle,1525,-47351.000,73520.290,1.737286,11.814,,-1,183,1328,114,6,settle
76336,76.336,local_1400_1650,settle,1525,-47578.000,73293.290,1.731922,11.814,,-1,276,1328,114,6,settle
76428,76.428,local_1400_1650,settle,1525,-47315.000,73556.290,1.738137,11.814,,-1,368,1329,114,6,settle
76523,76.523,local_1400_1650,settle,1525,-47159.000,73712.290,1.741823,11.809,,-1,1,1337,115,6,settle
76612,76.612,local_1400_1650,settle,1525,-47159.000,73712.290,1.741823,11.809,,-1,89,1339,115,6,settle
76704,76.704,local_1400_1650,settle,1525,-47117.000,73754.290,1.742816,11.809,,-1,182,1339,115,6,settle
76796,76.796,local_1400_1650,0,1400,-47305.000,73566.290,1.738373,11.809,,-1,274,1339,115,6,prbs
76888,76.888,local_1400_1650,0,1400,-49784.000,71087.290,1.679795,11.809,,-1,366,1339,115,6,prbs
76981,76.981,local_1400_1650,1,1400,-57317.000,63554.290,1.501790,11.809,,-1,459,1340,115,7,prbs
77074,77.074,local_1400_1650,1,1400,-63356.000,57515.290,1.359088,11.809,,-1,552,1345,115,7,prbs
77164,77.164,local_1400_1650,2,1650,-66137.000,54734.290,1.293373,11.809,,-1,642,1345,115,7,prbs
77255,77.255,local_1400_1650,2,1650,-61168.000,59703.290,1.410790,11.809,,-1,733,1345,115,7,prbs
77347,77.347,local_1400_1650,3,1650,-42235.000,78636.290,1.858178,11.809,,-1,825,1345,115,7,prbs
77440,77.440,local_1400_1650,3,1650,-30542.000,90329.290,2.134484,11.809,,-1,918,1346,115,7,prbs
77536,77.536,local_1400_1650,4,1650,-27453.000,93418.290,2.207477,11.747,,-1,1,1354,116,7,prbs
77624,77.624,local_1400_1650,4,1650,-26946.000,93925.290,2.219457,11.747,,-1,89,1356,116,7,prbs
