t_ms,t_s,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase
168613,168.613,local_1700_1850,114,1850,9435.000,130306.290,3.079141,11.406,,-1,88,2896,246,17,prbs
168705,168.705,local_1700_1850,114,1850,18933.000,139804.280,3.303579,11.406,,-1,180,2896,246,17,prbs
168798,168.798,local_1700_1850,115,1700,20915.000,141786.280,3.350414,11.406,,-1,273,2896,246,17,prbs
168889,168.889,local_1700_1850,115,1700,17298.000,138169.280,3.264944,11.406,,-1,364,2896,246,17,prbs
168983,168.983,local_1700_1850,116,1700,1573.000,122444.290,2.893362,11.406,,-1,458,2899,246,17,prbs
169074,169.074,local_1700_1850,116,1700,-10913.000,109958.290,2.598317,11.406,,-1,549,2902,246,17,prbs
169165,169.165,local_1700_1850,117,1700,-15214.000,105657.290,2.496684,11.406,,-1,640,2902,246,17,prbs
169257,169.257,local_1700_1850,117,1700,-17103.000,103768.290,2.452048,11.406,,-1,732,2902,246,17,prbs
169349,169.349,local_1700_1850,118,1850,-17448.000,103423.290,2.443895,11.406,,-1,824,2902,246,17,prbs
169442,169.442,local_1700_1850,118,1850,-9694.000,111177.290,2.627122,11.406,,-1,917,2903,246,17,prbs
169537,169.537,local_1700_1850,119,1700,10027.000,130898.290,3.093130,11.487,,-1,1,2911,247,17,prbs
169626,169.626,local_1700_1850,119,1700,13775.000,134646.280,3.181695,11.487,,-1,90,2913,247,17,prbs
169717,169.717,local_1700_1850,120,1850,-1980.000,118891.290,2.809404,11.487,,-1,181,2913,247,17,prbs
169809,169.809,local_1700_1850,120,1850,-7191.000,113680.290,2.686268,11.487,,-1,273,2913,247,17,prbs
169902,169.902,local_1700_1850,121,1850,8556.000,129427.290,3.058370,11.487,,-1,366,2913,247,17,prbs
169997,169.997,local_1700_1850,121,1850,20028.000,140899.280,3.329454,11.487,,-1,461,2918,247,17,prbs
170085,170.085,local_1700_1850,122,1850,21591.000,142462.280,3.366388,11.487,,-1,549,2919,247,17,prbs
170177,170.177,local_1700_1850,122,1850,21645.000,142516.280,3.367664,11.487,,-1,641,2919,247,17,prbs
170269,170.269,local_1700_1850,123,1700,21320.000,142191.280,3.359984,11.487,,-1,733,2919,247,17,prbs
170362,170.362,local_1700_1850,123,1700,15001.000,135872.280,3.210666,11.487,,-1,826,2919,247,17,prbs
170455,170.455,local_1700_1850,124,1850,-1775.000,119096.290,2.814248,11.487,,-1,919,2920,247,17,prbs
170550,170.550,local_1700_1850,124,1850,-5570.000,115301.290,2.724573,11.44,,-1,1,2929,248,17,prbs
170637,170.637,local_1700_1850,125,1700,9868.000,130739.290,3.089373,11.44,,-1,88,2930,248,17,prbs
170729,170.729,local_1700_1850,125,1700,14903.000,135774.280,3.208350,11.44,,-1,180,2930,248,17,prbs
170821,170.821,local_1700_1850,126,1850,1062.000,121933.290,2.881287,11.44,,-1,272,2930,248,17,prbs
170913,170.913,local_1700_1850,126,1850,-5413.000,115458.290,2.728282,11.44,,-1,364,2930,248,17,prbs
171008,171.008,local_1700_1850,127,1700,9636.000,130507.290,3.083891,11.44,,-1,459,2935,248,17,prbs
171098,171.098,local_1700_1850,127,1700,14814.000,135685.280,3.206247,11.44,,-1,549,2936,248,17,prbs
171190,171.190,local_1700_1850,128,1850,-181.000,120690.290,2.851915,11.44,,-1,641,2936,248,17,prbs
171281,171.281,local_1700_1850,128,1850,-4959.000,115912.290,2.739010,11.44,,-1,732,2936,248,17,prbs
171373,171.373,local_1700_1850,129,1850,11007.000,131878.280,3.116288,11.44,,-1,824,2936,248,17,prbs
171466,171.466,local_1700_1850,129,1850,19706.000,140577.280,3.321845,11.44,,-1,917,2938,248,17,prbs
171562,171.562,local_1700_1850,130,1850,20645.000,141516.280,3.344034,11.502,,-1,2,2948,249,17,prbs
171649,171.649,local_1700_1850,130,1850,19856.000,140727.280,3.325390,11.502,,-1,89,2948,249,17,prbs
171741,171.741,local_1700_1850,131,1850,19257.000,140128.280,3.311235,11.502,,-1,181,2948,249,17,prbs
171834,171.834,local_1700_1850,131,1850,19265.000,140136.280,3.311424,11.502,,-1,274,2948,249,17,prbs
171925,171.925,local_1700_1850,132,1700,19782.000,140653.280,3.323641,11.502,,-1,365,2948,249,17,prbs
172021,172.021,local_1700_1850,132,1700,15173.000,136044.280,3.214730,11.677,,-1,2,2954,250,17,prbs
172109,172.109,local_1700_1850,133,1850,-1189.000,119682.290,2.828096,11.677,,-1,90,2954,250,17,prbs
172201,172.201,local_1700_1850,133,1850,-5844.000,115027.290,2.718098,11.677,,-1,182,2954,250,17,prbs
172293,172.293,local_1700_1850,134,1700,9553.000,130424.290,3.081930,11.677,,-1,274,2954,250,17,prbs
172385,172.385,local_1700_1850,134,1700,12218.000,133089.280,3.144904,11.677,,-1,366,2954,250,17,prbs
172480,172.480,local_1700_1850,135,1850,-3374.000,117497.290,2.776464,11.677,,-1,460,2959,250,17,prbs
172573,172.573,local_1700_1850,135,1850,-8094.000,112777.290,2.664930,11.522,,-1,2,2966,251,17,prbs
172661,172.661,local_1700_1850,136,1850,7227.000,128098.290,3.026966,11.522,,-1,90,2966,251,17,prbs
172754,172.754,local_1700_1850,136,1850,17669.000,138540.280,3.273711,11.522,,-1,183,2966,251,17,prbs
172845,172.845,local_1700_1850,137,1850,19573.000,140444.280,3.318702,11.522,,-1,274,2966,251,17,prbs
172937,172.937,local_1700_1850,137,1850,19976.000,140847.280,3.328225,11.522,,-1,366,2966,251,17,prbs
173032,173.032,local_1700_1850,138,1700,19984.000,140855.280,3.328414,11.497,,-1,2,2972,252,17,prbs
173122,173.122,local_1700_1850,138,1700,14144.000,135015.280,3.190415,11.497,,-1,92,2972,252,17,prbs
173214,173.214,local_1700_1850,139,1850,-2305.000,118566.290,2.801725,11.497,,-1,184,2972,252,17,prbs
173306,173.306,local_1700_1850,139,1850,-5469.000,115402.290,2.726959,11.497,,-1,276,2972,252,17,prbs
173397,173.397,local_1700_1850,140,1850,10301.000,131172.280,3.099605,11.497,,-1,367,2972,252,17,prbs
173494,173.494,local_1700_1850,140,1850,19017.000,139888.280,3.305564,11.499,,-1,1,2979,253,17,prbs
173583,173.583,local_1700_1850,141,1700,19813.000,140684.280,3.324374,11.499,,-1,90,2984,253,17,prbs
173673,173.673,local_1700_1850,141,1700,16027.000,136898.280,3.234910,11.499,,-1,180,2984,253,17,prbs
173766,173.766,local_1700_1850,142,1700,-307.000,120564.290,2.848938,11.499,,-1,273,2984,253,17,prbs
173857,173.857,local_1700_1850,142,1700,-13206.000,107665.290,2.544134,11.499,,-1,364,2984,253,17,prbs
173950,173.950,local_1700_1850,143,1700,-17249.000,103622.290,2.448598,11.499,,-1,457,2984,253,17,prbs
174044,174.044,local_1700_1850,143,1700,-18725.000,102146.290,2.413720,11.616,,-1,2,2990,254,17,prbs
174133,174.133,local_1700_1850,144,1850,-19134.000,101737.290,2.404055,11.616,,-1,91,2990,254,17,prbs
174225,174.225,local_1700_1850,144,1850,-11081.000,109790.290,2.594348,11.616,,-1,183,2990,254,17,prbs
174318,174.318,local_1700_1850,145,1850,8084.000,128955.290,3.047217,11.616,,-1,276,2990,254,17,prbs
174410,174.410,local_1700_1850,145,1850,17302.000,138173.280,3.265038,11.616,,-1,368,2990,254,17,prbs
174506,174.506,local_1700_1850,146,1850,19756.000,140627.280,3.323026,11.487,,-1,1,2999,255,17,prbs
174594,174.594,local_1700_1850,146,1850,20654.000,141525.280,3.344246,11.487,,-1,88,3000,255,17,prbs
174685,174.685,local_1700_1850,147,1700,20168.000,141039.280,3.332762,11.487,,-1,180,3000,255,17,prbs
174777,174.777,local_1700_1850,147,1700,15548.000,136419.280,3.223591,11.487,,-1,272,3000,255,17,prbs
174870,174.870,local_1700_1850,148,1850,-870.000,120001.290,2.835634,11.487,,-1,365,3000,255,17,prbs
174961,174.961,local_1700_1850,148,1850,-5865.000,115006.290,2.717602,11.487,,-1,456,3000,255,17,prbs
175057,175.057,local_1700_1850,149,1850,9650.000,130521.290,3.084222,11.487,,-1,552,3006,255,17,prbs
175146,175.146,local_1700_1850,149,1850,18713.000,139584.280,3.298380,11.487,,-1,641,3006,255,17,prbs
175237,175.237,local_1700_1850,150,1850,20510.000,141381.280,3.340844,11.487,,-1,732,3006,255,17,prbs
175329,175.329,local_1700_1850,150,1850,20979.000,141850.280,3.351926,11.487,,-1,824,3006,255,17,prbs
175422,175.422,local_1700_1850,151,1850,21830.000,142701.280,3.372035,11.487,,-1,917,3007,255,17,prbs
175518,175.518,local_1700_1850,151,1850,22486.000,143357.280,3.387536,11.49,,-1,1,3015,256,17,prbs
175606,175.606,local_1700_1850,152,1700,22602.000,143473.280,3.390278,11.49,,-1,88,3017,256,17,prbs
175698,175.698,local_1700_1850,152,1700,17570.000,138441.280,3.271371,11.49,,-1,181,3017,256,17,prbs
175789,175.789,local_1700_1850,153,1850,1525.000,122396.290,2.892228,11.49,,-1,272,3017,256,17,prbs
175882,175.882,local_1700_1850,153,1850,-2492.000,118379.290,2.797306,11.49,,-1,364,3017,256,17,prbs
175975,175.975,local_1700_1850,154,1700,13493.000,134364.280,3.175032,11.49,,-1,458,3018,256,17,prbs
176067,176.067,local_1700_1850,154,1700,15348.000,136219.280,3.218865,11.49,,-1,550,3023,256,17,prbs
176157,176.157,local_1700_1850,155,1700,-180.000,120691.290,2.851938,11.49,,-1,640,3023,256,17,prbs
176249,176.249,local_1700_1850,155,1700,-10781.000,110090.290,2.601437,11.49,,-1,732,3023,256,17,prbs
176341,176.341,local_1700_1850,156,1850,-13863.000,107008.290,2.528609,11.49,,-1,824,3023,256,17,prbs
176435,176.435,local_1700_1850,156,1850,-8641.000,112230.290,2.652005,11.49,,-1,918,3024,256,17,prbs
176530,176.530,local_1700_1850,157,1850,11289.000,132160.280,3.122951,11.467,,-1,1,3032,257,17,prbs
176618,176.618,local_1700_1850,157,1850,22095.000,142966.280,3.378297,11.467,,-1,88,3034,257,17,prbs
176710,176.710,local_1700_1850,158,1850,24285.000,145156.280,3.430047,11.467,,-1,181,3034,257,17,prbs
176802,176.802,local_1700_1850,158,1850,25186.000,146057.280,3.451338,11.467,,-1,272,3034,257,17,prbs
176894,176.894,local_1700_1850,159,1850,23861.000,144732.280,3.420028,11.467,,-1,365,3034,257,17,prbs
176988,176.988,local_1700_1850,159,1850,22599.000,143470.280,3.390206,11.467,,-1,459,3038,257,17,prbs
177078,177.078,local_1700_1850,160,1700,22044.000,142915.280,3.377092,11.467,,-1,549,3040,257,17,prbs
177170,177.170,local_1700_1850,160,1700,18619.000,139490.280,3.296159,11.467,,-1,641,3040,257,17,prbs
177262,177.262,local_1700_1850,161,1850,1587.000,122458.290,2.893693,11.467,,-1,733,3040,257,17,prbs
177354,177.354,local_1700_1850,161,1850,-5423.000,115448.290,2.728046,11.467,,-1,825,3040,257,17,prbs
177446,177.446,local_1700_1850,162,1850,9274.000,130145.290,3.075337,11.467,,-1,917,3041,257,17,prbs
177542,177.542,local_1700_1850,162,1850,19516.000,140387.280,3.317355,11.485,,-1,1,3049,258,17,prbs
177630,177.630,local_1700_1850,163,1700,21736.000,142607.280,3.369814,11.485,,-1,88,3051,258,17,prbs
177722,177.722,local_1700_1850,163,1700,16591.000,137462.280,3.248237,11.485,,-1,180,3051,258,17,prbs
177814,177.814,local_1700_1850,164,1700,-769.000,120102.290,2.838020,11.485,,-1,272,3051,258,17,prbs
177906,177.906,local_1700_1850,164,1700,-12475.000,108396.290,2.561407,11.485,,-1,365,3051,258,17,prbs
178000,178.000,local_1700_1850,165,1850,-16525.000,104346.290,2.465706,11.485,,-1,459,3057,258,17,prbs
178089,178.089,local_1700_1850,165,1850,-11835.000,109036.290,2.576530,11.485,,-1,548,3057,258,17,prbs
178182,178.182,local_1700_1850,166,1700,7553.000,128424.290,3.034669,11.485,,-1,641,3057,258,17,prbs
178274,178.274,local_1700_1850,166,1700,14845.000,135716.280,3.206980,11.485,,-1,733,3057,258,17,prbs
178365,178.365,local_1700_1850,167,1700,1534.000,122405.290,2.892440,11.485,,-1,824,3057,258,17,prbs
178458,178.458,local_1700_1850,167,1700,-10094.000,110777.290,2.617670,11.485,,-1,917,3058,258,17,prbs
178554,178.554,local_1700_1850,168,1850,-14039.000,106832.290,2.524450,11.612,,-1,2,3068,259,17,prbs
178642,178.642,local_1700_1850,168,1850,-7012.000,113859.290,2.690498,11.612,,-1,90,3069,259,17,prbs
178733,178.733,local_1700_1850,169,1850,13303.000,134174.280,3.170542,11.612,,-1,181,3069,259,17,prbs
178826,178.826,local_1700_1850,169,1850,22341.000,143212.280,3.384110,11.612,,-1,274,3069,259,17,prbs
178917,178.917,local_1700_1850,170,1700,22888.000,143759.280,3.397036,11.612,,-1,365,3069,259,17,prbs
179013,179.013,local_1700_1850,170,1700,19239.000,140110.280,3.310810,11.669,,-1,2,3075,260,17,prbs
179102,179.102,local_1700_1850,171,1700,3228.000,124099.290,2.932470,11.669,,-1,91,3075,260,17,prbs
179194,179.194,local_1700_1850,171,1700,-9503.000,111368.290,2.631636,11.669,,-1,183,3075,260,17,prbs
179286,179.286,local_1700_1850,172,1850,-13962.000,106909.290,2.526270,11.669,,-1,275,3075,260,17,prbs
179377,179.377,local_1700_1850,172,1850,-9439.000,111432.290,2.633148,11.669,,-1,366,3075,260,17,prbs
179472,179.472,local_1700_1850,173,1850,9714.000,130585.290,3.085734,11.669,,-1,461,3078,260,17,prbs
179566,179.566,local_1700_1850,173,1850,20270.000,141141.280,3.335172,11.471,,-1,2,3088,261,17,prbs
179653,179.653,local_1700_1850,174,1850,21930.000,142801.280,3.374398,11.471,,-1,89,3088,261,17,prbs
179745,179.745,local_1700_1850,174,1850,21466.000,142337.280,3.363434,11.471,,-1,181,3088,261,17,prbs
179837,179.837,local_1700_1850,175,1850,22413.000,143284.280,3.385812,11.471,,-1,273,3088,261,17,prbs
179929,179.929,local_1700_1850,175,1850,23043.000,143914.280,3.400698,11.471,,-1,365,3088,261,17,prbs
180025,180.025,local_1700_1850,176,1850,23294.000,144165.280,3.406630,11.471,,-1,2,3094,262,17,prbs
180114,180.114,local_1700_1850,176,1850,23244.000,144115.280,3.405448,11.471,,-1,91,3094,262,17,prbs
180206,180.206,local_1700_1850,177,1850,22584.000,143455.280,3.389852,11.471,,-1,183,3094,262,17,prbs
180297,180.297,local_1700_1850,177,1850,21891.000,142762.280,3.373477,11.471,,-1,274,3094,262,17,prbs
180389,180.389,local_1700_1850,178,1700,21963.000,142834.280,3.375178,11.471,,-1,366,3094,262,17,prbs
180484,180.484,local_1700_1850,178,1700,16794.000,137665.280,3.253034,11.471,,-1,461,3100,262,17,prbs
180576,180.576,local_1700_1850,179,1700,-209.000,120662.290,2.851253,11.646,,-1,85,3106,263,17,prbs
180665,180.665,local_1700_1850,179,1700,-11888.000,108983.290,2.575278,11.646,,-1,175,3106,263,17,prbs
180758,180.758,local_1700_1850,180,1850,-16169.000,104702.290,2.474118,11.646,,-1,268,3106,263,17,prbs
180850,180.850,local_1700_1850,180,1850,-11995.000,108876.290,2.572750,11.646,,-1,360,3106,263,17,prbs
180941,180.941,local_1700_1850,181,1850,7196.000,128067.290,3.026234,11.646,,-1,451,3106,263,17,prbs
181037,181.037,local_1700_1850,181,1850,19462.000,140333.280,3.316079,11.469,,-1,2,3113,264,17,prbs
181125,181.125,local_1700_1850,182,1700,21824.000,142695.280,3.371894,11.469,,-1,90,3113,264,17,prbs
181218,181.218,local_1700_1850,182,1700,16902.000,137773.280,3.255586,11.469,,-1,183,3113,264,17,prbs
181310,181.310,local_1700_1850,183,1700,348.000,121219.290,2.864415,11.469,,-1,275,3113,264,17,prbs
181402,181.402,local_1700_1850,183,1700,-11117.000,109754.290,2.593497,11.469,,-1,367,3113,264,17,prbs
181498,181.498,local_1700_1850,184,1700,-15319.000,105552.290,2.494204,11.609,,-1,1,3121,265,17,prbs
181586,181.586,local_1700_1850,184,1700,-16361.000,104510.290,2.469581,11.609,,-1,89,3125,265,17,prbs
181678,181.678,local_1700_1850,185,1700,-16415.000,104456.290,2.468305,11.609,,-1,181,3125,265,17,prbs
181770,181.770,local_1700_1850,185,1700,-16532.000,104339.290,2.465540,11.609,,-1,273,3125,265,17,prbs
181861,181.861,local_1700_1850,186,1700,-17201.000,103670.290,2.449732,11.609,,-1,364,3125,265,17,prbs
181953,181.953,local_1700_1850,186,1700,-17684.000,103187.290,2.438318,11.609,,-1,456,3125,265,17,prbs
182047,182.047,local_1700_1850,187,1700,-17164.000,103707.290,2.450606,11.611,,1,0,3126,266,18,prbs
182137,182.137,local_1700_1850,187,1700,-17297.000,103574.290,2.447463,11.611,,1,90,3126,266,18,prbs
182230,182.230,local_1700_1850,188,1700,-17109.000,103762.290,2.451906,11.611,,1,183,3126,266,18,prbs
182321,182.321,local_1700_1850,188,1700,-16867.000,104004.290,2.457624,11.611,,1,274,3126,266,18,prbs
182414,182.414,local_1700_1850,189,1700,-16662.000,104209.290,2.462468,11.611,,1,367,3126,266,18,prbs
182509,182.509,local_1700_1850,189,1700,-16428.000,104443.290,2.467998,11.609,,-1,1,3135,267,18,prbs
182598,182.598,local_1700_1850,190,1850,-16677.000,104194.290,2.462114,11.609,,-1,90,3137,267,18,prbs
182690,182.690,local_1700_1850,190,1850,-11471.000,109400.290,2.585132,11.609,,-1,181,3137,267,18,prbs
182782,182.782,local_1700_1850,191,1700,8079.000,128950.290,3.047099,11.609,,-1,274,3137,267,18,prbs
182874,182.874,local_1700_1850,191,1700,15631.000,136502.280,3.225552,11.609,,-1,365,3137,267,18,prbs
182966,182.966,local_1700_1850,192,1850,1574.000,122445.290,2.893386,11.609,,-1,458,3137,267,18,prbs
183060,183.060,local_1700_1850,192,1850,-3332.000,117539.290,2.777456,11.609,,-1,552,3143,267,19,prbs
183150,183.150,local_1700_1850,193,1700,12103.000,132974.280,3.142186,11.609,,-1,642,3143,267,19,prbs
183242,183.242,local_1700_1850,193,1700,15225.000,136096.280,3.215959,11.609,,-1,734,3143,267,19,prbs
183333,183.333,local_1700_1850,194,1700,-869.000,120002.290,2.835657,11.609,,-1,825,3143,267,19,prbs
183426,183.426,local_1700_1850,194,1700,-12385.000,108486.290,2.563534,11.609,,-1,918,3144,267,19,prbs
183522,183.522,local_1700_1850,195,1850,-15943.000,104928.290,2.479458,11.608,,-1,1,3152,268,19,prbs
183610,183.610,local_1700_1850,195,1850,-11014.000,109857.290,2.595931,11.608,,-1,88,3154,268,19,prbs
183702,183.702,local_1700_1850,196,1700,8516.000,129387.290,3.057425,11.608,,-1,181,3154,268,19,prbs
183794,183.794,local_1700_1850,196,1700,15192.000,136063.280,3.215179,11.608,,-1,272,3154,268,19,prbs
183886,183.886,local_1700_1850,197,1850,726.000,121597.290,2.873347,11.608,,-1,365,3154,268,19,prbs
183979,183.979,local_1700_1850,197,1850,-4450.000,116421.290,2.751038,11.608,,-1,458,3156,268,19,prbs
184071,184.071,local_1700_1850,198,1700,10826.000,131697.280,3.112010,11.608,,-1,550,3160,268,19,prbs
184161,184.161,local_1700_1850,198,1700,14829.000,135700.280,3.206601,11.608,,-1,640,3160,268,19,prbs
184254,184.254,local_1700_1850,199,1850,-798.000,120073.290,2.837335,11.608,,-1,733,3160,268,19,prbs
184346,184.346,local_1700_1850,199,1850,-4748.000,116123.290,2.743997,11.608,,-1,825,3160,268,19,prbs
184438,184.438,local_1700_1850,200,1850,11572.000,132443.280,3.129638,11.608,,-1,917,3161,268,19,prbs
184534,184.534,local_1700_1850,200,1850,20573.000,141444.280,3.342332,11.477,,-1,1,3169,269,19,prbs
184622,184.622,local_1700_1850,201,1850,22598.000,143469.280,3.390183,11.477,,-1,88,3171,269,19,prbs
184714,184.714,local_1700_1850,201,1850,23041.000,143912.280,3.400651,11.477,,-1,180,3171,269,19,prbs
184806,184.806,local_1700_1850,202,1850,22858.000,143729.280,3.396327,11.477,,-1,273,3171,269,19,prbs
184898,184.898,local_1700_1850,202,1850,22397.000,143268.280,3.385434,11.477,,-1,364,3171,269,19,prbs
184993,184.993,local_1700_1850,203,1700,22612.000,143483.280,3.390514,11.477,,-1,460,3176,269,19,prbs
185081,185.081,local_1700_1850,203,1700,16137.000,137008.280,3.237510,11.477,,-1,548,3177,269,19,prbs
185174,185.174,local_1700_1850,204,1700,-1426.000,119445.290,2.822496,11.477,,-1,641,3177,269,19,prbs
185266,185.266,local_1700_1850,204,1700,-12864.000,108007.290,2.552215,11.477,,-1,733,3177,269,19,prbs
185357,185.357,local_1700_1850,205,1850,-16717.000,104154.290,2.461169,11.477,,-1,824,3177,269,19,prbs
185450,185.450,local_1700_1850,205,1850,-11692.000,109179.290,2.579910,11.477,,-1,917,3178,269,19,prbs
185546,185.546,local_1700_1850,206,1850,7498.000,128369.290,3.033370,11.461,,-1,1,3186,270,19,prbs
185634,185.634,local_1700_1850,206,1850,18714.000,139585.280,3.298404,11.461,,-1,88,3188,270,19,prbs
185726,185.726,local_1700_1850,207,1700,20801.000,141672.280,3.347720,11.461,,-1,181,3188,270,19,prbs
185818,185.818,local_1700_1850,207,1700,18088.000,138959.280,3.283612,11.461,,-1,272,3188,270,19,prbs
185910,185.910,local_1700_1850,208,1700,2747.000,123618.290,2.921104,11.461,,-1,365,3188,270,19,prbs
186004,186.004,local_1700_1850,208,1700,-11631.000,109240.290,2.581351,11.461,,-1,459,3194,270,19,prbs
186094,186.094,local_1700_1850,209,1700,-15963.000,104908.290,2.478986,11.461,,-1,549,3194,270,19,prbs
186186,186.186,local_1700_1850,209,1700,-17150.000,103721.290,2.450937,11.461,,-1,641,3194,270,19,prbs
186277,186.277,local_1700_1850,210,1850,-17744.000,103127.290,2.436901,11.461,,-1,732,3194,270,19,prbs
186369,186.369,local_1700_1850,210,1850,-11951.000,108920.290,2.573789,11.461,,-1,824,3194,270,19,prbs
186463,186.463,local_1700_1850,211,1850,7485.000,128356.290,3.033063,11.461,,-1,918,3196,270,19,prbs
186558,186.558,local_1700_1850,211,1850,19415.000,140286.280,3.314968,11.476,,-1,2,3206,271,19,prbs
186646,186.646,local_1700_1850,212,1850,21673.000,142544.280,3.368325,11.476,,-1,90,3206,271,19,prbs
186737,186.737,local_1700_1850,212,1850,21622.000,142493.280,3.367120,11.476,,-1,181,3206,271,19,prbs
186829,186.829,local_1700_1850,213,1850,21409.000,142280.280,3.362087,11.476,,-1,273,3206,271,19,prbs
186921,186.921,local_1700_1850,213,1850,20906.000,141777.280,3.350201,11.476,,-1,365,3206,271,19,prbs
187016,187.016,local_1700_1850,214,1850,21396.000,142267.280,3.361780,11.478,,-1,2,3212,272,19,prbs
187105,187.105,local_1700_1850,214,1850,21814.000,142685.280,3.371657,11.478,,-1,91,3212,272,19,prbs
187198,187.198,local_1700_1850,215,1850,21831.000,142702.280,3.372059,11.478,,-1,184,3212,272,19,prbs
187289,187.289,local_1700_1850,215,1850,21384.000,142255.280,3.361496,11.478,,-1,275,3212,272,19,prbs
187381,187.381,local_1700_1850,216,1850,21282.000,142153.280,3.359086,11.478,,-1,367,3212,272,19,prbs
187476,187.476,local_1700_1850,216,1850,21635.000,142506.280,3.367427,11.478,,-1,462,3216,272,19,prbs
187568,187.568,local_1700_1850,217,1850,21846.000,142717.280,3.372413,11.466,,-1,2,3224,273,19,prbs
187657,187.657,local_1700_1850,217,1850,21350.000,142221.280,3.360693,11.466,,-1,91,3224,273,19,prbs
187749,187.749,local_1700_1850,218,1700,20637.000,141508.280,3.343845,11.466,,-1,183,3224,273,19,prbs
187841,187.841,local_1700_1850,218,1700,14857.000,135728.280,3.207263,11.466,,-1,275,3224,273,19,prbs
187934,187.934,local_1700_1850,219,1700,-1701.000,119170.290,2.815997,11.466,,-1,368,3224,273,19,prbs
188029,188.029,local_1700_1850,219,1700,-12616.000,108255.290,2.558076,11.601,,-1,2,3230,274,19,prbs
188117,188.117,local_1700_1850,220,1850,-16353.000,104518.290,2.469770,11.601,,-1,90,3230,274,19,prbs
188210,188.210,local_1700_1850,220,1850,-12722.000,108149.290,2.555571,11.601,,-1,183,3230,274,19,prbs
188301,188.301,local_1700_1850,221,1700,6464.000,127335.290,3.008936,11.601,,-1,274,3230,274,19,prbs
188393,188.393,local_1700_1850,221,1700,13753.000,134624.280,3.181176,11.601,,-1,366,3230,274,19,prbs
188488,188.488,local_1700_1850,222,1850,-373.000,120498.290,2.847378,11.601,,-1,461,3236,274,19,prbs
188580,188.580,local_1700_1850,222,1850,-5449.000,115422.290,2.727432,11.506,,-1,86,3242,275,19,prbs
188670,188.670,local_1700_1850,223,1700,9227.000,130098.290,3.074226,11.506,,-1,176,3242,275,19,prbs
188762,188.762,local_1700_1850,223,1700,12746.000,133617.280,3.157380,11.506,,-1,268,3242,275,19,prbs
188854,188.854,local_1700_1850,224,1850,-1585.000,119286.290,2.818738,11.506,,-1,360,3242,275,19,prbs
188946,188.946,local_1700_1850,224,1850,-4899.000,115972.290,2.740428,11.506,,-1,452,3242,275,19,prbs
189040,189.040,local_1700_1850,225,1700,10818.000,131689.280,3.111822,11.457,,-1,2,3248,276,19,prbs
189129,189.129,local_1700_1850,225,1700,14957.000,135828.280,3.209626,11.457,,-1,91,3248,276,19,prbs
189221,189.221,local_1700_1850,226,1700,-196.000,120675.290,2.851560,11.457,,-1,183,3248,276,19,prbs
189313,189.313,local_1700_1850,226,1700,-12408.000,108463.290,2.562990,11.457,,-1,275,3248,276,19,prbs
189406,189.406,local_1700_1850,227,1700,-16777.000,104094.290,2.459751,11.457,,-1,368,3248,276,19,prbs
189503,189.503,local_1700_1850,227,1700,-18408.000,102463.290,2.421210,11.6,,-1,1,3257,277,19,prbs
189590,189.590,local_1700_1850,228,1700,-19244.000,101627.290,2.401456,11.6,,-1,88,3258,277,19,prbs
189682,189.682,local_1700_1850,228,1700,-19133.000,101738.290,2.404078,11.6,,-1,179,3258,277,19,prbs
189774,189.774,local_1700_1850,229,1700,-18498.000,102373.290,2.419084,11.6,,-1,272,3258,277,19,prbs
189866,189.866,local_1700_1850,229,1700,-19151.000,101720.290,2.403653,11.6,,-1,363,3258,277,19,prbs
189958,189.958,local_1700_1850,230,1700,-19722.000,101149.290,2.390160,11.6,,-1,456,3258,277,19,prbs
190053,190.053,local_1700_1850,230,1700,-19903.000,100968.290,2.385883,11.6,,-1,551,3264,277,19,prbs
190141,190.141,local_1700_1850,231,1700,-19553.000,101318.290,2.394154,11.6,,-1,639,3264,277,19,prbs
190234,190.234,local_1700_1850,231,1700,-19524.000,101347.290,2.394839,11.6,,-1,732,3264,277,19,prbs
190325,190.325,local_1700_1850,232,1850,-19244.000,101627.290,2.401456,11.6,,-1,823,3264,277,19,prbs
190419,190.419,local_1700_1850,232,1850,-11924.000,108947.290,2.574427,11.6,,-1,917,3265,277,19,prbs
190514,190.514,local_1700_1850,233,1700,7396.000,128267.290,3.030960,11.513,,-1,1,3273,278,19,prbs
190602,190.602,local_1700_1850,233,1700,12537.000,133408.280,3.152441,11.513,,-1,90,3275,278,19,prbs
190694,190.694,local_1700_1850,234,1700,-2611.000,118260.290,2.794494,11.513,,-1,181,3275,278,19,prbs
190786,190.786,local_1700_1850,234,1700,-13618.000,107253.290,2.534398,11.513,,-1,273,3275,278,19,prbs
190878,190.878,local_1700_1850,235,1850,-16865.000,104006.290,2.457671,11.513,,-1,366,3275,278,19,prbs
190971,190.971,local_1700_1850,235,1850,-12153.000,108718.290,2.569016,11.513,,-1,459,3276,278,20,prbs
191064,191.064,local_1700_1850,236,1700,6969.000,127840.290,3.020870,11.513,,-1,551,3282,278,20,prbs
191153,191.153,local_1700_1850,236,1700,13531.000,134402.280,3.175930,11.513,,-1,641,3282,278,20,prbs
