t_ms,t_s,set_index,prbs_seed,run_order_seed,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase
1990,1.990,3,1003,51003,local_1400_1650,baseline_pre,1525,-53088.000,67625.420,1.597991,11.318,,-1,550,7329,618,40,baseline_pre
2080,2.080,3,1003,51003,local_1400_1650,baseline_pre,1525,-53136.000,67577.420,1.596856,11.318,,-1,640,7329,618,40,baseline_pre
2172,2.172,3,1003,51003,local_1400_1650,baseline_pre,1525,-53072.000,67641.420,1.598369,11.318,,-1,732,7329,618,40,baseline_pre
2265,2.265,3,1003,51003,local_1400_1650,baseline_pre,1525,-53331.000,67382.420,1.592248,11.318,,-1,825,7329,618,40,baseline_pre
2357,2.357,3,1003,51003,local_1400_1650,baseline_pre,1525,-53306.000,67407.420,1.592839,11.318,,-1,917,7330,618,40,baseline_pre
2453,2.453,3,1003,51003,local_1400_1650,baseline_pre,1525,-53340.000,67373.420,1.592036,11.303,,-1,1,7338,619,40,baseline_pre
2541,2.541,3,1003,51003,local_1400_1650,baseline_pre,1525,-53546.000,67167.420,1.587168,11.303,,-1,90,7340,619,40,baseline_pre
2633,2.633,3,1003,51003,local_1400_1650,baseline_pre,1525,-53661.000,67052.420,1.584451,11.303,,-1,182,7340,619,40,baseline_pre
2724,2.724,3,1003,51003,local_1400_1650,baseline_pre,1525,-53722.000,66991.420,1.583009,11.303,,-1,273,7340,619,40,baseline_pre
2816,2.816,3,1003,51003,local_1400_1650,baseline_pre,1525,-53690.000,67023.420,1.583765,11.303,,-1,365,7340,619,40,baseline_pre
2911,2.911,3,1003,51003,local_1400_1650,baseline_pre,1525,-53688.000,67025.420,1.583813,11.303,,-1,460,7345,619,40,baseline_pre
3000,3.000,3,1003,51003,local_1400_1650,baseline_pre,1525,-53589.000,67124.420,1.586152,11.303,,-1,549,7346,619,40,baseline_pre
3092,3.092,3,1003,51003,local_1400_1650,settle,1525,-53749.000,66964.420,1.582371,11.303,,-1,641,7346,619,40,settle
3185,3.185,3,1003,51003,local_1400_1650,settle,1525,-53811.000,66902.420,1.580906,11.303,,-1,734,7346,619,40,settle
3277,3.277,3,1003,51003,local_1400_1650,settle,1525,-53702.000,67011.420,1.583482,11.303,,-1,826,7346,619,40,settle
3370,3.370,3,1003,51003,local_1400_1650,settle,1525,-53825.000,66888.420,1.580575,11.303,,-1,918,7347,619,40,settle
3465,3.465,3,1003,51003,local_1400_1650,settle,1525,-53937.000,66776.420,1.577929,11.316,,-1,1,7356,620,40,settle
3552,3.552,3,1003,51003,local_1400_1650,settle,1525,-54067.000,66646.420,1.574857,11.316,,-1,88,7357,620,40,settle
3644,3.644,3,1003,51003,local_1400_1650,settle,1525,-54132.000,66581.420,1.573321,11.316,,-1,180,7357,620,40,settle
3736,3.736,3,1003,51003,local_1400_1650,settle,1525,-53876.000,66837.420,1.579370,11.316,,-1,272,7357,620,40,settle
3829,3.829,3,1003,51003,local_1400_1650,settle,1525,-54058.000,66655.420,1.575069,11.316,,-1,365,7357,620,40,settle
3923,3.923,3,1003,51003,local_1400_1650,settle,1525,-54144.000,66569.420,1.573037,11.316,,-1,459,7363,620,40,settle
4012,4.012,3,1003,51003,local_1400_1650,settle,1525,-54303.000,66410.420,1.569280,11.316,,-1,548,7363,620,40,settle
4104,4.104,3,1003,51003,local_1400_1650,settle,1525,-53934.000,66779.420,1.578000,11.316,,-1,640,7363,620,40,settle
4196,4.196,3,1003,51003,local_1400_1650,settle,1525,-53553.000,67160.420,1.587003,11.316,,-1,732,7363,620,40,settle
4288,4.288,3,1003,51003,local_1400_1650,settle,1525,-53827.000,66886.420,1.580528,11.316,,-1,824,7363,620,40,settle
4383,4.383,3,1003,51003,local_1400_1650,settle,1525,-54260.000,66453.420,1.570296,11.316,,-1,919,7366,620,40,settle
4476,4.476,3,1003,51003,local_1400_1650,settle,1525,-54132.000,66581.420,1.573321,11.308,,-1,2,7376,621,40,settle
4564,4.564,3,1003,51003,local_1400_1650,settle,1525,-54110.000,66603.420,1.573841,11.308,,-1,90,7376,621,40,settle
4656,4.656,3,1003,51003,local_1400_1650,settle,1525,-54229.000,66484.420,1.571029,11.308,,-1,182,7376,621,40,settle
4748,4.748,3,1003,51003,local_1400_1650,settle,1525,-54114.000,66599.420,1.573746,11.308,,-1,274,7376,621,40,settle
4840,4.840,3,1003,51003,local_1400_1650,settle,1525,-54023.000,66690.420,1.575896,11.308,,-1,366,7376,621,40,settle
4936,4.936,3,1003,51003,local_1400_1650,settle,1525,-54437.000,66276.420,1.566114,11.304,,-1,2,7382,622,40,settle
5024,5.024,3,1003,51003,local_1400_1650,settle,1525,-54548.000,66165.420,1.563491,11.304,,-1,90,7382,622,40,settle
5116,5.116,3,1003,51003,local_1400_1650,settle,1525,-54286.000,66427.420,1.569682,11.304,,-1,182,7382,622,40,settle
5208,5.208,3,1003,51003,local_1400_1650,settle,1525,-54150.000,66563.420,1.572896,11.304,,-1,274,7382,622,40,settle
5300,5.300,3,1003,51003,local_1400_1650,settle,1525,-53840.000,66873.420,1.580221,11.304,,-1,366,7382,622,40,settle
5394,5.394,3,1003,51003,local_1400_1650,settle,1525,-53869.000,66844.420,1.579536,11.304,,-1,460,7386,622,40,settle
5488,5.488,3,1003,51003,local_1400_1650,settle,1525,-54384.000,66329.420,1.567366,11.311,,-1,2,7394,623,40,settle
5576,5.576,3,1003,51003,local_1400_1650,settle,1525,-54431.000,66282.420,1.566255,11.311,,-1,90,7394,623,40,settle
5668,5.668,3,1003,51003,local_1400_1650,settle,1525,-54139.000,66574.420,1.573155,11.311,,-1,182,7394,623,40,settle
5760,5.760,3,1003,51003,local_1400_1650,settle,1525,-53999.000,66714.420,1.576464,11.311,,-1,274,7394,623,40,settle
5852,5.852,3,1003,51003,local_1400_1650,settle,1525,-53845.000,66868.420,1.580103,11.311,,-1,366,7394,623,40,settle
5947,5.947,3,1003,51003,local_1400_1650,settle,1525,-54130.000,66583.420,1.573368,11.304,,-1,2,7400,624,40,settle
6036,6.036,3,1003,51003,local_1400_1650,settle,1525,-54142.000,66571.420,1.573084,11.304,,-1,91,7400,624,40,settle
6128,6.128,3,1003,51003,local_1400_1650,0,1400,-54122.000,66591.420,1.573557,11.304,,-1,183,7400,624,40,prbs
6220,6.220,3,1003,51003,local_1400_1650,0,1400,-54479.000,66234.420,1.565121,11.304,,-1,275,7400,624,40,prbs
6312,6.312,3,1003,51003,local_1400_1650,0,1400,-58051.000,62662.420,1.480715,11.304,,-1,367,7400,624,40,prbs
6408,6.408,3,1003,51003,local_1400_1650,1,1650,-64391.000,56322.420,1.330900,11.304,,-1,462,7406,624,40,prbs
6498,6.498,3,1003,51003,local_1400_1650,1,1650,-62210.000,58503.420,1.382438,11.24,,-1,85,7412,625,40,prbs
6589,6.589,3,1003,51003,local_1400_1650,2,1400,-46374.000,74339.420,1.756643,11.24,,-1,176,7412,625,40,prbs
6680,6.680,3,1003,51003,local_1400_1650,2,1400,-39830.000,80883.420,1.911278,11.24,,-1,267,7412,625,40,prbs
6772,6.772,3,1003,51003,local_1400_1650,3,1400,-49742.000,70971.420,1.677057,11.24,,-1,359,7412,625,40,prbs
6864,6.864,3,1003,51003,local_1400_1650,3,1400,-61539.000,59174.420,1.398293,11.24,,-1,451,7412,625,40,prbs
6959,6.959,3,1003,51003,local_1400_1650,4,1400,-67436.000,53277.420,1.258947,11.354,,-1,2,7418,626,40,prbs
7048,7.048,3,1003,51003,local_1400_1650,4,1400,-70562.000,50151.420,1.185079,11.354,,-1,91,7418,626,40,prbs
7141,7.141,3,1003,51003,local_1400_1650,5,1400,-72494.000,48219.420,1.139426,11.354,,-1,184,7418,626,40,prbs
7233,7.233,3,1003,51003,local_1400_1650,5,1400,-73207.000,47506.420,1.122578,11.354,,-1,276,7418,626,40,prbs
7324,7.324,3,1003,51003,local_1400_1650,6,1400,-73801.000,46912.420,1.108542,11.354,,-1,367,7418,626,40,prbs
7421,7.421,3,1003,51003,local_1400_1650,6,1400,-73678.000,47035.420,1.111448,11.356,,-1,1,7427,627,40,prbs
7508,7.508,3,1003,51003,local_1400_1650,7,1650,-73568.000,47145.420,1.114048,11.356,,-1,89,7428,627,40,prbs
7601,7.601,3,1003,51003,local_1400_1650,7,1650,-68759.000,51954.420,1.227684,11.356,,-1,182,7428,627,40,prbs
7692,7.692,3,1003,51003,local_1400_1650,8,1400,-50750.000,69963.420,1.653238,11.356,,-1,273,7428,627,40,prbs
7784,7.784,3,1003,51003,local_1400_1650,8,1400,-41523.000,79190.420,1.871272,11.356,,-1,365,7428,627,40,prbs
7876,7.876,3,1003,51003,local_1400_1650,9,1650,-50560.000,70153.420,1.657727,11.356,,-1,457,7428,627,40,prbs
7972,7.972,3,1003,51003,local_1400_1650,9,1650,-56183.000,64530.420,1.524856,11.356,,-1,553,7434,627,40,prbs
8060,8.060,3,1003,51003,local_1400_1650,10,1400,-45270.000,75443.420,1.782730,11.356,,-1,641,7434,627,40,prbs
8152,8.152,3,1003,51003,local_1400_1650,10,1400,-40681.000,80032.420,1.891168,11.356,,-1,733,7434,627,40,prbs
8244,8.244,3,1003,51003,local_1400_1650,11,1650,-51128.000,69585.420,1.644306,11.356,,-1,825,7434,627,40,prbs
8337,8.337,3,1003,51003,local_1400_1650,11,1650,-55753.000,64960.420,1.535017,11.356,,-1,918,7435,627,40,prbs
8432,8.432,3,1003,51003,local_1400_1650,12,1650,-44177.000,76536.420,1.808558,11.221,,-1,1,7443,628,40,prbs
8521,8.521,3,1003,51003,local_1400_1650,12,1650,-36321.000,84392.420,1.994195,11.221,,-1,90,7445,628,40,prbs
8613,8.613,3,1003,51003,local_1400_1650,13,1400,-34349.000,86364.420,2.040794,11.221,,-1,182,7445,628,40,prbs
8704,8.704,3,1003,51003,local_1400_1650,13,1400,-36922.000,83791.420,1.979994,11.221,,-1,273,7445,628,40,prbs
8796,8.796,3,1003,51003,local_1400_1650,14,1400,-48915.000,71798.420,1.696599,11.221,,-1,365,7445,628,40,prbs
8889,8.889,3,1003,51003,local_1400_1650,14,1400,-60958.000,59755.420,1.412022,11.221,,-1,458,7446,628,41,prbs
8983,8.983,3,1003,51003,local_1400_1650,15,1650,-67095.000,53618.420,1.267005,11.221,,-1,551,7451,628,41,prbs
9072,9.072,3,1003,51003,local_1400_1650,15,1650,-63764.000,56949.420,1.345716,11.221,,-1,641,7451,628,41,prbs
9164,9.164,3,1003,51003,local_1400_1650,16,1650,-47298.000,73415.420,1.734808,11.221,,-1,733,7451,628,41,prbs
9256,9.256,3,1003,51003,local_1400_1650,16,1650,-36928.000,83785.420,1.979852,11.221,,-1,825,7451,628,41,prbs
9349,9.349,3,1003,51003,local_1400_1650,17,1400,-34321.000,86392.420,2.041455,11.221,,-1,918,7452,628,41,prbs
9445,9.445,3,1003,51003,local_1400_1650,17,1400,-36461.000,84252.420,1.990887,11.345,,-1,1,7460,629,41,prbs
9532,9.532,3,1003,51003,local_1400_1650,18,1650,-48097.000,72616.420,1.715928,11.345,,-1,88,7462,629,41,prbs
9624,9.624,3,1003,51003,local_1400_1650,18,1650,-59051.000,61662.420,1.457085,11.345,,-1,180,7462,629,41,prbs
9716,9.716,3,1003,51003,local_1400_1650,18,1650,-53404.000,67309.420,1.590524,11.345,,-1,272,7462,629,41,prbs
9808,9.808,3,1003,51003,local_1400_1650,19,1400,-40689.000,80024.420,1.890979,11.345,,-1,364,7462,629,41,prbs
9902,9.902,3,1003,51003,local_1400_1650,19,1400,-38704.000,82009.420,1.937885,11.345,,-1,458,7465,629,41,prbs
9993,9.993,3,1003,51003,local_1400_1650,20,1650,-49551.000,71162.420,1.681570,11.345,,-1,548,7468,629,41,prbs
10084,10.084,3,1003,51003,local_1400_1650,20,1650,-56788.000,63925.420,1.510559,11.345,,-1,640,7468,629,41,prbs
10176,10.176,3,1003,51003,local_1400_1650,21,1400,-46730.000,73983.420,1.748230,11.345,,-1,732,7468,629,41,prbs
10268,10.268,3,1003,51003,local_1400_1650,21,1400,-41249.000,79464.420,1.877746,11.345,,-1,824,7468,629,41,prbs
10361,10.361,3,1003,51003,local_1400_1650,22,1400,-50891.000,69822.420,1.649906,11.345,,-1,916,7469,629,41,prbs
10456,10.456,3,1003,51003,local_1400_1650,22,1400,-62095.000,58618.420,1.385155,11.344,,-1,1,7477,630,41,prbs
10544,10.544,3,1003,51003,local_1400_1650,23,1650,-67965.000,52748.420,1.246447,11.344,,-1,89,7479,630,41,prbs
10636,10.636,3,1003,51003,local_1400_1650,23,1650,-67364.000,53349.420,1.260648,11.344,,-1,181,7479,630,41,prbs
10728,10.728,3,1003,51003,local_1400_1650,24,1400,-51871.000,68842.420,1.626748,11.344,,-1,273,7479,630,41,prbs
10820,10.820,3,1003,51003,local_1400_1650,24,1400,-41859.000,78854.420,1.863332,11.344,,-1,365,7479,630,41,prbs
10915,10.915,3,1003,51003,local_1400_1650,25,1400,-50192.000,70521.420,1.666423,11.344,,-1,460,7485,630,41,prbs
11004,11.004,3,1003,51003,local_1400_1650,25,1400,-61345.000,59368.420,1.402877,11.344,,-1,549,7485,630,41,prbs
11096,11.096,3,1003,51003,local_1400_1650,26,1650,-67381.000,53332.420,1.260247,11.344,,-1,641,7485,630,41,prbs
11188,11.188,3,1003,51003,local_1400_1650,26,1650,-64868.000,55845.420,1.319629,11.344,,-1,733,7485,630,41,prbs
11280,11.280,3,1003,51003,local_1400_1650,27,1400,-48851.000,71862.420,1.698111,11.344,,-1,825,7485,630,41,prbs
11373,11.373,3,1003,51003,local_1400_1650,27,1400,-41910.000,78803.420,1.862127,11.344,,-1,918,7486,630,41,prbs
11469,11.469,3,1003,51003,local_1400_1650,28,1650,-51860.000,68853.420,1.627008,11.352,,-1,2,7496,631,41,prbs
11556,11.556,3,1003,51003,local_1400_1650,28,1650,-56590.000,64123.420,1.515238,11.352,,-1,89,7497,631,41,prbs
11648,11.648,3,1003,51003,local_1400_1650,29,1400,-44940.000,75773.420,1.790528,11.352,,-1,181,7497,631,41,prbs
11740,11.740,3,1003,51003,local_1400_1650,29,1400,-39675.000,81038.420,1.914940,11.352,,-1,273,7497,631,41,prbs
11832,11.832,3,1003,51003,local_1400_1650,30,1650,-49224.000,71489.420,1.689297,11.352,,-1,365,7497,631,41,prbs
11927,11.927,3,1003,51003,local_1400_1650,30,1650,-56072.000,64641.420,1.527479,11.169,,-1,2,7503,632,41,prbs
12016,12.016,3,1003,51003,local_1400_1650,31,1650,-45794.000,74919.420,1.770348,11.169,,-1,91,7503,632,41,prbs
12108,12.108,3,1003,51003,local_1400_1650,31,1650,-36783.000,83930.420,1.983278,11.169,,-1,183,7503,632,41,prbs
12200,12.200,3,1003,51003,local_1400_1650,32,1400,-34190.000,86523.420,2.044551,11.169,,-1,275,7503,632,41,prbs
12292,12.292,3,1003,51003,local_1400_1650,32,1400,-37259.000,83454.420,1.972030,11.169,,-1,367,7503,632,41,prbs
12385,12.385,3,1003,51003,local_1400_1650,33,1400,-49991.000,70722.420,1.671173,11.169,,-1,460,7505,632,41,prbs
12480,12.480,3,1003,51003,local_1400_1650,33,1400,-61485.000,59228.420,1.399569,11.349,,-1,2,7515,633,41,prbs
12568,12.568,3,1003,51003,local_1400_1650,34,1650,-67474.000,53239.420,1.258049,11.349,,-1,90,7515,633,41,prbs
12660,12.660,3,1003,51003,local_1400_1650,34,1650,-65877.000,54836.420,1.295786,11.349,,-1,182,7515,633,41,prbs
12752,12.752,3,1003,51003,local_1400_1650,35,1650,-50149.000,70564.420,1.667439,11.349,,-1,274,7515,633,41,prbs
12844,12.844,3,1003,51003,local_1400_1650,35,1650,-38421.000,82292.420,1.944572,11.349,,-1,366,7515,633,41,prbs
12939,12.939,3,1003,51003,local_1400_1650,36,1400,-34742.000,85971.420,2.031507,11.233,,-1,2,7521,634,41,prbs
13028,13.028,3,1003,51003,local_1400_1650,36,1400,-34874.000,85839.420,2.028388,11.233,,-1,91,7521,634,41,prbs
13120,13.120,3,1003,51003,local_1400_1650,37,1400,-43473.000,77240.420,1.825193,11.233,,-1,183,7521,634,41,prbs
13212,13.212,3,1003,51003,local_1400_1650,37,1400,-57116.000,63597.420,1.502809,11.233,,-1,275,7521,634,41,prbs
13304,13.304,3,1003,51003,local_1400_1650,38,1400,-65425.000,55288.420,1.306467,11.233,,-1,367,7521,634,41,prbs
13398,13.398,3,1003,51003,local_1400_1650,38,1400,-69422.000,51291.420,1.212018,11.233,,-1,461,7526,634,41,prbs
13491,13.491,3,1003,51003,local_1400_1650,39,1650,-71678.000,49035.420,1.158708,11.347,,-1,2,7534,635,41,prbs
13580,13.580,3,1003,51003,local_1400_1650,39,1650,-68197.000,52516.420,1.240964,11.347,,-1,91,7534,635,41,prbs
13672,13.672,3,1003,51003,local_1400_1650,40,1650,-50508.000,70205.420,1.658956,11.347,,-1,183,7534,635,41,prbs
13764,13.764,3,1003,51003,local_1400_1650,40,1650,-37801.000,82912.420,1.959223,11.347,,-1,275,7534,635,41,prbs
13856,13.856,3,1003,51003,local_1400_1650,41,1400,-34735.000,85978.420,2.031672,11.347,,-1,367,7534,635,41,prbs
13951,13.951,3,1003,51003,local_1400_1650,41,1400,-37445.000,83268.420,1.967635,11.328,,-1,2,7540,636,41,prbs
14040,14.040,3,1003,51003,local_1400_1650,42,1650,-49638.000,71075.420,1.679514,11.328,,-1,91,7540,636,41,prbs
14132,14.132,3,1003,51003,local_1400_1650,42,1650,-55791.000,64922.420,1.534119,11.328,,-1,183,7540,636,41,prbs
14224,14.224,3,1003,51003,local_1400_1650,43,1650,-45023.000,75690.420,1.788567,11.328,,-1,275,7540,636,41,prbs
14316,14.316,3,1003,51003,local_1400_1650,43,1650,-37246.000,83467.420,1.972338,11.328,,-1,367,7540,636,41,prbs
14411,14.411,3,1003,51003,local_1400_1650,44,1400,-35055.000,85658.420,2.024111,11.328,,-1,462,7547,636,41,prbs
14501,14.501,3,1003,51003,local_1400_1650,44,1400,-37105.000,83608.420,1.975669,11.263,,-1,84,7553,637,41,prbs
14592,14.592,3,1003,51003,local_1400_1650,45,1650,-49051.000,71662.420,1.693385,11.263,,-1,175,7553,637,41,prbs
14684,14.684,3,1003,51003,local_1400_1650,45,1650,-56572.000,64141.420,1.515664,11.263,,-1,267,7553,637,41,prbs
14776,14.776,3,1003,51003,local_1400_1650,46,1400,-47167.000,73546.420,1.737904,11.263,,-1,359,7553,637,41,prbs
14868,14.868,3,1003,51003,local_1400_1650,46,1400,-41618.000,79095.420,1.869027,11.263,,-1,451,7553,637,41,prbs
14963,14.963,3,1003,51003,local_1400_1650,47,1400,-51373.000,69340.420,1.638516,11.342,,-1,2,7559,638,41,prbs
15052,15.052,3,1003,51003,local_1400_1650,47,1400,-62438.000,58275.420,1.377050,11.342,,-1,91,7559,638,41,prbs
15144,15.144,3,1003,51003,local_1400_1650,48,1400,-68155.000,52558.420,1.241957,11.342,,-1,183,7559,638,41,prbs
15236,15.236,3,1003,51003,local_1400_1650,48,1400,-71264.000,49449.420,1.168491,11.342,,-1,275,7559,638,41,prbs
15328,15.328,3,1003,51003,local_1400_1650,49,1650,-73076.000,47637.420,1.125674,11.342,,-1,367,7559,638,41,prbs
15424,15.424,3,1003,51003,local_1400_1650,49,1650,-68843.000,51870.420,1.225700,11.148,,-1,1,7568,639,41,prbs
15512,15.512,3,1003,51003,local_1400_1650,50,1400,-51600.000,69113.420,1.633152,11.148,,-1,89,7570,639,41,prbs
15604,15.604,3,1003,51003,local_1400_1650,50,1400,-42590.000,78123.420,1.846059,11.148,,-1,181,7570,639,41,prbs
15696,15.696,3,1003,51003,local_1400_1650,51,1400,-51307.000,69406.420,1.640076,11.148,,-1,273,7570,639,41,prbs
15788,15.788,3,1003,51003,local_1400_1650,51,1400,-62477.000,58236.420,1.376128,11.148,,-1,365,7570,639,41,prbs
15880,15.880,3,1003,51003,local_1400_1650,52,1400,-68753.000,51960.420,1.227826,11.148,,-1,457,7570,639,41,prbs
15975,15.975,3,1003,51003,local_1400_1650,52,1400,-71682.000,49031.420,1.158614,11.148,,-1,552,7576,639,41,prbs
16064,16.064,3,1003,51003,local_1400_1650,53,1400,-72983.000,47730.420,1.127871,11.148,,-1,641,7576,639,41,prbs
16156,16.156,3,1003,51003,local_1400_1650,53,1400,-73875.000,46838.420,1.106793,11.148,,-1,733,7576,639,41,prbs
16248,16.248,3,1003,51003,local_1400_1650,54,1400,-74351.000,46362.420,1.095545,11.148,,-1,825,7576,639,41,prbs
16341,16.341,3,1003,51003,local_1400_1650,54,1400,-74565.000,46148.420,1.090488,11.148,,-1,918,7577,639,41,prbs
16437,16.437,3,1003,51003,local_1400_1650,55,1400,-74889.000,45824.420,1.082832,11.328,,-1,1,7585,640,41,prbs
16524,16.524,3,1003,51003,local_1400_1650,55,1400,-75065.000,45648.420,1.078674,11.328,,-1,88,7587,640,41,prbs
16616,16.616,3,1003,51003,local_1400_1650,56,1400,-75377.000,45336.420,1.071301,11.328,,-1,180,7587,640,41,prbs
16708,16.708,3,1003,51003,local_1400_1650,56,1400,-75052.000,45661.420,1.078981,11.328,,-1,272,7587,640,41,prbs
16800,16.800,3,1003,51003,local_1400_1650,57,1650,-74696.000,46017.420,1.087393,11.328,,-1,364,7587,640,41,prbs
16893,16.893,3,1003,51003,local_1400_1650,57,1650,-68534.000,52179.420,1.233001,11.328,,-1,457,7589,640,41,prbs
16985,16.985,3,1003,51003,local_1400_1650,58,1400,-50113.000,70600.420,1.668290,11.328,,-1,549,7593,640,41,prbs
17076,17.076,3,1003,51003,local_1400_1650,58,1400,-43266.000,77447.420,1.830085,11.328,,-1,640,7593,640,41,prbs
17168,17.168,3,1003,51003,local_1400_1650,59,1650,-53126.000,67587.420,1.597093,11.328,,-1,732,7593,640,41,prbs
17260,17.260,3,1003,51003,local_1400_1650,59,1650,-59221.000,61492.420,1.453068,11.328,,-1,824,7593,640,41,prbs
17353,17.353,3,1003,51003,local_1400_1650,60,1400,-48131.000,72582.420,1.715125,11.328,,-1,916,7594,640,41,prbs
17449,17.449,3,1003,51003,local_1400_1650,60,1400,-41012.000,79701.420,1.883347,11.332,,-1,1,7602,641,41,prbs
17537,17.537,3,1003,51003,local_1400_1650,61,1400,-50875.000,69838.420,1.650284,11.332,,-1,89,7604,641,41,prbs
17628,17.628,3,1003,51003,local_1400_1650,61,1400,-62353.000,58360.420,1.379058,11.332,,-1,180,7604,641,41,prbs
17720,17.720,3,1003,51003,local_1400_1650,62,1650,-68200.000,52513.420,1.240894,11.332,,-1,272,7604,641,41,prbs
17812,17.812,3,1003,51003,local_1400_1650,62,1650,-65252.000,55461.420,1.310555,11.332,,-1,364,7604,641,41,prbs
17907,17.907,3,1003,51003,local_1400_1650,63,1650,-48744.000,71969.420,1.700639,11.332,,-1,459,7609,641,41,prbs
17996,17.996,3,1003,51003,local_1400_1650,63,1650,-37979.000,82734.420,1.955017,11.332,,-1,548,7610,641,41,prbs
18088,18.088,3,1003,51003,local_1400_1650,64,1400,-34896.000,85817.420,2.027868,11.332,,-1,640,7610,641,41,prbs
18180,18.180,3,1003,51003,local_1400_1650,64,1400,-37156.000,83557.420,1.974464,11.332,,-1,732,7610,641,41,prbs
18272,18.272,3,1003,51003,local_1400_1650,65,1400,-49025.000,71688.420,1.693999,11.332,,-1,824,7610,641,41,prbs
18365,18.365,3,1003,51003,local_1400_1650,65,1400,-60796.000,59917.420,1.415850,11.332,,-1,916,7611,641,41,prbs
18461,18.461,3,1003,51003,local_1400_1650,66,1650,-67245.000,53468.420,1.263460,11.33,,-1,1,7620,642,41,prbs
18548,18.548,3,1003,51003,local_1400_1650,66,1650,-65251.000,55462.420,1.310579,11.33,,-1,89,7621,642,41,prbs
18640,18.640,3,1003,51003,local_1400_1650,67,1400,-48910.000,71803.420,1.696717,11.33,,-1,181,7621,642,41,prbs
18732,18.732,3,1003,51003,local_1400_1650,67,1400,-41798.000,78915.420,1.864774,11.33,,-1,273,7621,642,41,prbs
18824,18.824,3,1003,51003,local_1400_1650,68,1400,-52022.000,68691.420,1.623180,11.33,,-1,365,7621,642,41,prbs
18919,18.919,3,1003,51003,local_1400_1650,68,1400,-62772.000,57941.420,1.369157,11.33,,-1,460,7627,642,41,prbs
19008,19.008,3,1003,51003,local_1400_1650,69,1650,-68280.000,52433.420,1.239003,11.33,,-1,549,7627,642,41,prbs
