t_ms,t_s,set_index,prbs_seed,run_order_seed,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase
57693,57.693,4,1004,51004,global_1100_1950,279,1100,-55333.000,65001.796,1.535994,11.171,,-1,460,11907,1013,65,prbs
57782,57.782,4,1004,51004,global_1100_1950,280,1950,-75932.000,44402.796,1.049239,11.171,,-1,549,11908,1013,65,prbs
57874,57.874,4,1004,51004,global_1100_1950,280,1950,-67295.000,53039.796,1.253332,11.171,,-1,641,11908,1013,65,prbs
57966,57.966,4,1004,51004,global_1100_1950,281,1100,-11687.000,108647.800,2.567350,11.171,,-1,733,11908,1013,65,prbs
58058,58.058,4,1004,51004,global_1100_1950,281,1100,8168.000,128502.800,3.036524,11.171,,-1,825,11908,1013,65,prbs
58151,58.151,4,1004,51004,global_1100_1950,282,1950,-25178.000,95156.800,2.248558,11.171,,-1,917,11909,1013,65,prbs
58246,58.246,4,1004,51004,global_1100_1950,282,1950,-36557.000,83777.800,1.979672,10.625,,-1,1,11917,1014,65,prbs
58334,58.334,4,1004,51004,global_1100_1950,283,1100,1552.000,121886.800,2.880188,10.625,,-1,89,11919,1014,65,prbs
58426,58.426,4,1004,51004,global_1100_1950,283,1100,14199.000,134533.800,3.179037,10.625,,-1,181,11919,1014,65,prbs
58518,58.518,4,1004,51004,global_1100_1950,284,1100,-18494.000,101840.800,2.406501,10.625,,-1,273,11919,1014,65,prbs
58610,58.610,4,1004,51004,global_1100_1950,284,1100,-55405.000,64929.796,1.534293,10.625,,-1,365,11919,1014,65,prbs
58705,58.705,4,1004,51004,global_1100_1950,285,1950,-76021.000,44313.796,1.047136,10.625,,-1,460,11925,1014,65,prbs
58794,58.794,4,1004,51004,global_1100_1950,285,1950,-67199.000,53135.796,1.255600,10.625,,-1,549,11925,1014,65,prbs
58886,58.886,4,1004,51004,global_1100_1950,286,1950,-12612.000,107722.800,2.545493,10.625,,-1,641,11925,1014,65,prbs
58978,58.978,4,1004,51004,global_1100_1950,286,1950,20273.000,140607.800,3.322566,10.625,,-1,733,11925,1014,65,prbs
59070,59.070,4,1004,51004,global_1100_1950,287,1950,29805.000,150139.800,3.547808,10.625,,-1,825,11925,1014,65,prbs
59163,59.163,4,1004,51004,global_1100_1950,287,1950,32337.000,152671.800,3.607639,10.625,,-1,918,11926,1014,65,prbs
59259,59.259,4,1004,51004,global_1100_1950,288,1950,31874.000,152208.800,3.596698,10.784,,-1,2,11937,1015,65,prbs
59346,59.346,4,1004,51004,global_1100_1950,288,1950,31235.000,151569.800,3.581598,10.784,,-1,90,11937,1015,65,prbs
59438,59.438,4,1004,51004,global_1100_1950,289,1100,30801.000,151135.800,3.571343,10.784,,-1,182,11937,1015,65,prbs
59530,59.530,4,1004,51004,global_1100_1950,289,1100,20653.000,140987.800,3.331546,10.784,,-1,274,11937,1015,65,prbs
59622,59.622,4,1004,51004,global_1100_1950,290,1100,-18518.000,101816.800,2.405934,10.784,,-1,366,11937,1015,65,prbs
59717,59.717,4,1004,51004,global_1100_1950,290,1100,-56040.000,64294.796,1.519288,11.182,,-1,2,11943,1016,65,prbs
59806,59.806,4,1004,51004,global_1100_1950,291,1950,-77027.000,43307.796,1.023364,11.182,,-1,91,11943,1016,65,prbs
59898,59.898,4,1004,51004,global_1100_1950,291,1950,-75491.000,44843.796,1.059660,11.182,,-1,183,11943,1016,65,prbs
59990,59.990,4,1004,51004,global_1100_1950,292,1100,-24568.000,95766.800,2.262972,11.182,,-1,275,11943,1016,65,prbs
60082,60.082,4,1004,51004,global_1100_1950,292,1100,1282.000,121616.800,2.873808,11.182,,-1,367,11943,1016,65,prbs
60176,60.176,4,1004,51004,global_1100_1950,293,1100,-30311.000,90023.800,2.127265,11.182,,-1,461,11947,1016,65,prbs
60269,60.269,4,1004,51004,global_1100_1950,293,1100,-62433.000,57901.796,1.368221,11.183,,-1,2,11955,1017,65,prbs
60358,60.358,4,1004,51004,global_1100_1950,294,1950,-79996.000,40338.796,0.953207,11.183,,-1,91,11955,1017,65,prbs
60450,60.450,4,1004,51004,global_1100_1950,294,1950,-71701.000,48633.796,1.149218,11.183,,-1,183,11955,1017,65,prbs
60542,60.542,4,1004,51004,global_1100_1950,295,1100,-16383.000,103951.800,2.456384,11.183,,-1,275,11955,1017,65,prbs
60634,60.634,4,1004,51004,global_1100_1950,295,1100,6477.000,126811.800,2.996566,11.183,,-1,367,11955,1017,65,prbs
60729,60.729,4,1004,51004,global_1100_1950,296,1100,-25494.000,94840.800,2.241090,11.184,,-1,2,11961,1018,65,prbs
60818,60.818,4,1004,51004,global_1100_1950,296,1100,-59404.000,60930.796,1.439796,11.184,,-1,91,11961,1018,65,prbs
60910,60.910,4,1004,51004,global_1100_1950,297,1950,-77750.000,42584.796,1.006280,11.184,,-1,183,11961,1018,65,prbs
61002,61.002,4,1004,51004,global_1100_1950,297,1950,-63864.000,56470.796,1.334406,11.184,,-1,275,11961,1018,65,prbs
61094,61.094,4,1004,51004,global_1100_1950,298,1950,-7648.000,112686.800,2.662792,11.184,,-1,367,11961,1018,65,prbs
61189,61.189,4,1004,51004,global_1100_1950,298,1950,21508.000,141842.800,3.351749,11.184,,-1,462,11967,1018,65,prbs
61280,61.280,4,1004,51004,global_1100_1950,299,1100,28992.000,149326.800,3.528596,10.777,,-1,85,11974,1019,65,prbs
61370,61.370,4,1004,51004,global_1100_1950,299,1100,21168.000,141502.800,3.343715,10.777,,-1,175,11974,1019,65,prbs
61462,61.462,4,1004,51004,global_1100_1950,300,1100,-18091.000,102243.800,2.416024,10.777,,-1,267,11974,1019,65,prbs
61554,61.554,4,1004,51004,global_1100_1950,300,1100,-55801.000,64533.796,1.524935,10.777,,-1,359,11974,1019,65,prbs
61646,61.646,4,1004,51004,global_1100_1950,301,1950,-76475.000,43859.796,1.036408,10.777,,-1,451,11974,1019,65,prbs
61742,61.742,4,1004,51004,global_1100_1950,301,1950,-65025.000,55309.796,1.306972,10.5,,-1,2,11980,1020,65,prbs
61830,61.830,4,1004,51004,global_1100_1950,302,1950,-9109.000,111225.800,2.628269,10.5,,-1,91,11980,1020,65,prbs
61922,61.922,4,1004,51004,global_1100_1950,302,1950,22346.000,142680.800,3.371551,10.5,,-1,183,11980,1020,65,prbs
62014,62.014,4,1004,51004,global_1100_1950,302,1950,30352.000,150686.800,3.560733,10.5,,-1,275,11980,1020,65,prbs
62106,62.106,4,1004,51004,global_1100_1950,303,1950,32339.000,152673.800,3.607686,10.5,,-1,367,11980,1020,65,prbs
62202,62.202,4,1004,51004,global_1100_1950,303,1950,32958.000,153292.800,3.622313,10.783,,-1,1,11989,1021,65,prbs
62291,62.291,4,1004,51004,global_1100_1950,304,1100,33046.000,153380.800,3.624392,10.783,,-1,90,11991,1021,66,prbs
62382,62.382,4,1004,51004,global_1100_1950,304,1100,25276.000,145610.800,3.440787,10.783,,-1,181,11991,1021,66,prbs
62474,62.474,4,1004,51004,global_1100_1950,305,1950,-13025.000,107309.800,2.535734,10.783,,-1,273,11991,1021,66,prbs
62566,62.566,4,1004,51004,global_1100_1950,305,1950,-37671.000,82663.800,1.953348,10.783,,-1,365,11991,1021,66,prbs
62658,62.658,4,1004,51004,global_1100_1950,306,1950,-4804.000,115530.800,2.729996,10.783,,-1,457,11991,1021,66,prbs
62753,62.753,4,1004,51004,global_1100_1950,306,1950,22633.000,142967.800,3.378333,10.762,,-1,2,11997,1022,66,prbs
62842,62.842,4,1004,51004,global_1100_1950,307,1950,29745.000,150079.800,3.546390,10.762,,-1,91,11997,1022,66,prbs
62934,62.934,4,1004,51004,global_1100_1950,307,1950,31435.000,151769.800,3.586324,10.762,,-1,183,11997,1022,66,prbs
63026,63.026,4,1004,51004,global_1100_1950,308,1950,31938.000,152272.800,3.598210,10.762,,-1,275,11997,1022,66,prbs
63119,63.119,4,1004,51004,global_1100_1950,308,1950,31603.000,151937.800,3.590294,10.762,,-1,368,11998,1022,66,prbs
63214,63.214,4,1004,51004,global_1100_1950,309,1100,31631.000,151965.800,3.590956,10.858,,-1,1,12006,1023,66,prbs
63302,63.302,4,1004,51004,global_1100_1950,309,1100,17806.000,138140.800,3.264271,10.858,,-1,89,12008,1023,66,prbs
63394,63.394,4,1004,51004,global_1100_1950,310,1950,-24133.000,96201.800,2.273251,10.858,,-1,181,12008,1023,66,prbs
63486,63.486,4,1004,51004,global_1100_1950,310,1950,-43539.000,76795.800,1.814687,10.858,,-1,273,12008,1023,66,prbs
63578,63.578,4,1004,51004,global_1100_1950,311,1100,-6937.000,113397.800,2.679593,10.858,,-1,365,12008,1023,66,prbs
63671,63.671,4,1004,51004,global_1100_1950,311,1100,11030.000,131364.800,3.104154,10.858,,-1,457,12008,1023,66,prbs
63764,63.764,4,1004,51004,global_1100_1950,312,1100,-21724.000,98610.800,2.330176,10.858,,-1,551,12014,1023,66,prbs
63854,63.854,4,1004,51004,global_1100_1950,312,1100,-57116.000,63218.796,1.493862,10.858,,-1,640,12014,1023,66,prbs
63946,63.946,4,1004,51004,global_1100_1950,313,1950,-76788.000,43546.796,1.029012,10.858,,-1,733,12014,1023,66,prbs
64038,64.038,4,1004,51004,global_1100_1950,313,1950,-65438.000,54896.796,1.297213,10.858,,-1,825,12014,1023,66,prbs
64131,64.131,4,1004,51004,global_1100_1950,314,1100,-9063.000,111271.800,2.629356,10.858,,-1,917,12015,1023,66,prbs
64226,64.226,4,1004,51004,global_1100_1950,314,1100,8088.000,128422.800,3.034634,11.161,,-1,1,12023,1024,66,prbs
64314,64.314,4,1004,51004,global_1100_1950,315,1100,-27228.000,93106.800,2.200116,11.161,,-1,89,12025,1024,66,prbs
64406,64.406,4,1004,51004,global_1100_1950,315,1100,-60579.000,59755.796,1.412031,11.161,,-1,181,12025,1024,66,prbs
64498,64.498,4,1004,51004,global_1100_1950,316,1100,-79575.000,40759.796,0.963155,11.161,,-1,273,12025,1024,66,prbs
64590,64.590,4,1004,51004,global_1100_1950,316,1100,-90438.000,29896.796,0.706462,11.161,,-1,365,12025,1024,66,prbs
64684,64.684,4,1004,51004,global_1100_1950,317,1100,-97424.000,22910.796,0.541383,11.161,,-1,459,12028,1024,66,prbs
64775,64.775,4,1004,51004,global_1100_1950,317,1100,-102061.000,18273.796,0.431810,11.161,,-1,550,12031,1024,66,prbs
64866,64.866,4,1004,51004,global_1100_1950,318,1950,-104413.000,15921.797,0.376232,11.161,,-1,641,12031,1024,66,prbs
64958,64.958,4,1004,51004,global_1100_1950,318,1950,-82381.000,37953.796,0.896849,11.161,,-1,733,12031,1024,66,prbs
65050,65.050,4,1004,51004,global_1100_1950,319,1950,-16555.000,103779.800,2.452319,11.161,,-1,824,12031,1024,66,prbs
65143,65.143,4,1004,51004,global_1100_1950,319,1950,20717.000,141051.800,3.333058,11.161,,-1,918,12032,1024,66,prbs
65238,65.238,4,1004,51004,global_1100_1950,320,1950,30593.000,150927.800,3.566428,10.771,,-1,1,12040,1025,66,prbs
65326,65.326,4,1004,51004,global_1100_1950,320,1950,32744.000,153078.800,3.617256,10.771,,-1,89,12042,1025,66,prbs
65418,65.418,4,1004,51004,global_1100_1950,321,1950,32740.000,153074.800,3.617162,10.771,,-1,181,12042,1025,66,prbs
65510,65.510,4,1004,51004,global_1100_1950,321,1950,32358.000,152692.800,3.608135,10.771,,-1,273,12042,1025,66,prbs
65602,65.602,4,1004,51004,global_1100_1950,322,1950,32058.000,152392.800,3.601046,10.771,,-1,365,12042,1025,66,prbs
65697,65.697,4,1004,51004,global_1100_1950,322,1950,31715.000,152049.800,3.592941,10.771,,-1,460,12047,1025,66,prbs
65786,65.786,4,1004,51004,global_1100_1950,323,1100,31128.000,151462.800,3.579070,10.771,,-1,549,12048,1025,66,prbs
65878,65.878,4,1004,51004,global_1100_1950,323,1100,18827.000,139161.800,3.288397,10.771,,-1,641,12048,1025,66,prbs
65970,65.970,4,1004,51004,global_1100_1950,324,1950,-21589.000,98745.800,2.333366,10.771,,-1,732,12048,1025,66,prbs
66062,66.062,4,1004,51004,global_1100_1950,324,1950,-35432.000,84902.800,2.006255,10.771,,-1,824,12048,1025,66,prbs
66155,66.155,4,1004,51004,global_1100_1950,325,1100,1876.000,122210.800,2.887844,10.771,,-1,918,12049,1025,66,prbs
66251,66.251,4,1004,51004,global_1100_1950,325,1100,14900.000,135234.800,3.195602,11.027,,-1,2,12059,1026,66,prbs
66338,66.338,4,1004,51004,global_1100_1950,baseline_post,1525,-18608.000,101726.800,2.403807,11.027,,-1,89,12059,1026,66,baseline_post
66430,66.430,4,1004,51004,global_1100_1950,baseline_post,1525,-52120.000,68214.800,1.611918,11.027,,-1,181,12059,1026,66,baseline_post
66522,66.522,4,1004,51004,global_1100_1950,baseline_post,1525,-59790.000,60544.796,1.430675,11.027,,-1,273,12059,1026,66,baseline_post
66615,66.615,4,1004,51004,global_1100_1950,baseline_post,1525,-58558.000,61776.796,1.459787,11.027,,-1,366,12059,1026,66,baseline_post
66709,66.709,4,1004,51004,global_1100_1950,baseline_post,1525,-57734.000,62600.796,1.479259,11.027,,-1,460,12065,1026,66,baseline_post
66798,66.798,4,1004,51004,global_1100_1950,baseline_post,1525,-57038.000,63296.796,1.495705,11.027,,-1,548,12065,1026,66,baseline_post
66890,66.890,4,1004,51004,global_1100_1950,baseline_post,1525,-56902.000,63432.796,1.498919,11.027,,-1,640,12065,1026,66,baseline_post
66982,66.982,4,1004,51004,global_1100_1950,baseline_post,1525,-56765.000,63569.796,1.502156,11.027,,-1,733,12065,1026,66,baseline_post
67074,67.074,4,1004,51004,global_1100_1950,baseline_post,1525,-56743.000,63591.796,1.502676,11.027,,-1,825,12065,1026,66,baseline_post
67168,67.168,4,1004,51004,global_1100_1950,baseline_post,1525,-56881.000,63453.796,1.499415,11.027,,-1,919,12067,1026,66,baseline_post
67261,67.261,4,1004,51004,global_1100_1950,baseline_post,1525,-57186.000,63148.796,1.492208,11.032,,-1,2,12077,1027,66,baseline_post
67350,67.350,4,1004,51004,global_1100_1950,baseline_post,1525,-57529.000,62805.796,1.484103,11.032,,-1,91,12077,1027,66,baseline_post
67442,67.442,4,1004,51004,global_1100_1950,baseline_post,1525,-57961.000,62373.796,1.473894,11.032,,-1,182,12077,1027,66,baseline_post
67534,67.534,4,1004,51004,global_1100_1950,baseline_post,1525,-58140.000,62194.796,1.469665,11.032,,-1,274,12077,1027,66,baseline_post
67626,67.626,4,1004,51004,global_1100_1950,baseline_post,1525,-58004.000,62330.796,1.472878,11.032,,-1,366,12077,1027,66,baseline_post
67721,67.721,4,1004,51004,global_1100_1950,baseline_post,1525,-58098.000,62236.796,1.470657,11.047,,-1,2,12083,1028,66,baseline_post
67810,67.810,4,1004,51004,global_1100_1950,baseline_post,1525,-57732.000,62602.796,1.479306,11.047,,-1,91,12083,1028,66,baseline_post
67902,67.902,4,1004,51004,global_1100_1950,baseline_post,1525,-57578.000,62756.796,1.482945,11.047,,-1,183,12083,1028,66,baseline_post
67994,67.994,4,1004,51004,global_1100_1950,baseline_post,1525,-57393.000,62941.796,1.487316,11.047,,-1,275,12083,1028,66,baseline_post
68086,68.086,4,1004,51004,global_1100_1950,baseline_post,1525,-57380.000,62954.796,1.487624,11.047,,-1,367,12083,1028,66,baseline_post
68180,68.180,4,1004,51004,global_1100_1950,baseline_post,1525,-57522.000,62812.796,1.484268,11.047,,-1,461,12088,1028,66,baseline_post
68272,68.272,4,1004,51004,global_1100_1950,baseline_post,1525,-57460.000,62874.796,1.485733,11.041,,-1,2,12095,1029,66,baseline_post
68362,68.362,4,1004,51004,global_1100_1950,baseline_post,1525,-57442.000,62892.796,1.486158,11.041,,-1,91,12095,1029,66,baseline_post
68453,68.453,4,1004,51004,global_1100_1950,baseline_post,1525,-56910.000,63424.796,1.498730,11.041,,-1,183,12095,1029,66,baseline_post
68545,68.545,4,1004,51004,global_1100_1950,baseline_post,1525,-56543.000,63791.796,1.507402,11.041,,-1,275,12095,1029,66,baseline_post
68637,68.637,4,1004,51004,global_1100_1950,baseline_post,1525,-56531.000,63803.796,1.507685,11.041,,-1,367,12095,1029,66,baseline_post
68733,68.733,4,1004,51004,global_1100_1950,baseline_post,1525,-56679.000,63655.796,1.504188,11.044,,-1,2,12101,1030,66,baseline_post
68821,68.821,4,1004,51004,global_1100_1950,baseline_post,1525,-56957.000,63377.796,1.497619,11.044,,-1,90,12101,1030,66,baseline_post
68913,68.913,4,1004,51004,global_1100_1950,baseline_post,1525,-57038.000,63296.796,1.495705,11.044,,-1,182,12101,1030,66,baseline_post
69006,69.006,4,1004,51004,global_1100_1950,baseline_post,1525,-56774.000,63560.796,1.501943,11.044,,-1,275,12101,1030,66,baseline_post
69098,69.098,4,1004,51004,global_1100_1950,baseline_post,1525,-56463.000,63871.796,1.509292,11.044,,-1,367,12101,1030,66,baseline_post
69194,69.194,4,1004,51004,global_1100_1950,baseline_post,1525,-56532.000,63802.796,1.507662,11.034,,-1,0,12108,1031,66,baseline_post
69283,69.283,4,1004,51004,global_1100_1950,baseline_post,1525,-56748.000,63586.796,1.502558,11.034,,-1,90,12113,1031,66,baseline_post
70847,70.847,4,1004,51004,local_1400_1650,baseline_pre,1525,-120657.000,-322.203,-0.007614,11.208,,-1,8,12123,1032,66,baseline_pre
70938,70.938,4,1004,51004,local_1400_1650,baseline_pre,1525,-120748.000,-413.203,-0.009764,11.208,,-1,99,12123,1032,66,baseline_pre
71030,71.030,4,1004,51004,local_1400_1650,baseline_pre,1525,-117916.000,2418.797,0.057156,11.208,,-1,191,12123,1032,66,baseline_pre
71122,71.122,4,1004,51004,local_1400_1650,baseline_pre,1525,-105334.000,15000.797,0.354469,11.208,,-1,283,12124,1032,67,baseline_pre
71218,71.218,4,1004,51004,local_1400_1650,baseline_pre,1525,-90433.000,29901.796,0.706580,10.935,,-1,1,12132,1033,67,baseline_pre
71306,71.306,4,1004,51004,local_1400_1650,baseline_pre,1525,-73240.000,47094.796,1.112851,10.935,,-1,89,12135,1033,67,baseline_pre
71397,71.397,4,1004,51004,local_1400_1650,baseline_pre,1525,-62636.000,57698.796,1.363424,10.935,,-1,180,12135,1033,67,baseline_pre
71489,71.489,4,1004,51004,local_1400_1650,baseline_pre,1525,-58293.000,62041.796,1.466049,10.935,,-1,272,12135,1033,67,baseline_pre
71581,71.581,4,1004,51004,local_1400_1650,baseline_pre,1525,-56993.000,63341.796,1.496768,10.935,,-1,364,12135,1033,67,baseline_pre
71675,71.675,4,1004,51004,local_1400_1650,baseline_pre,1525,-56521.000,63813.796,1.507922,11.041,,-1,1,12136,1034,67,baseline_pre
71767,71.767,4,1004,51004,local_1400_1650,baseline_pre,1525,-56114.000,64220.796,1.517539,11.041,,-1,93,12141,1034,67,baseline_pre
71858,71.858,4,1004,51004,local_1400_1650,baseline_pre,1525,-55527.000,64807.796,1.531410,11.041,,-1,184,12141,1034,67,baseline_pre
71949,71.949,4,1004,51004,local_1400_1650,baseline_pre,1525,-55290.000,65044.796,1.537010,11.041,,-1,275,12141,1034,67,baseline_pre
72042,72.042,4,1004,51004,local_1400_1650,baseline_pre,1525,-55405.000,64929.796,1.534293,11.041,,-1,368,12141,1034,67,baseline_pre
72134,72.134,4,1004,51004,local_1400_1650,baseline_pre,1525,-55642.000,64692.796,1.528693,11.041,,-1,460,12142,1034,67,baseline_pre
72230,72.230,4,1004,51004,local_1400_1650,baseline_pre,1525,-56181.000,64153.796,1.515956,11.039,,-1,1,12150,1035,67,baseline_pre
72318,72.318,4,1004,51004,local_1400_1650,baseline_pre,1525,-56415.000,63919.796,1.510426,11.039,,-1,88,12152,1035,67,baseline_pre
72410,72.410,4,1004,51004,local_1400_1650,baseline_pre,1525,-55874.000,64460.796,1.523210,11.039,,-1,181,12152,1035,67,baseline_pre
72502,72.502,4,1004,51004,local_1400_1650,baseline_pre,1525,-55232.000,65102.796,1.538381,11.039,,-1,272,12152,1035,67,baseline_pre
72594,72.594,4,1004,51004,local_1400_1650,baseline_pre,1525,-55127.000,65207.796,1.540862,11.039,,-1,365,12152,1035,67,baseline_pre
72689,72.689,4,1004,51004,local_1400_1650,baseline_pre,1525,-55662.000,64672.796,1.528220,11.039,,-1,459,12156,1035,67,baseline_pre
72778,72.778,4,1004,51004,local_1400_1650,baseline_pre,1525,-56085.000,64249.796,1.518224,11.039,,-1,549,12158,1035,67,baseline_pre
72869,72.869,4,1004,51004,local_1400_1650,baseline_pre,1525,-55994.000,64340.796,1.520375,11.039,,-1,640,12158,1035,67,baseline_pre
72962,72.962,4,1004,51004,local_1400_1650,baseline_pre,1525,-55927.000,64407.796,1.521958,11.039,,-1,733,12158,1035,67,baseline_pre
73054,73.054,4,1004,51004,local_1400_1650,baseline_pre,1525,-55918.000,64416.796,1.522171,11.039,,-1,825,12158,1035,67,baseline_pre
73146,73.146,4,1004,51004,local_1400_1650,baseline_pre,1525,-55877.000,64457.796,1.523140,11.039,,-1,917,12159,1035,67,baseline_pre
73242,73.242,4,1004,51004,local_1400_1650,baseline_pre,1525,-55810.000,64524.796,1.524723,11.047,,-1,1,12167,1036,67,baseline_pre
73330,73.330,4,1004,51004,local_1400_1650,baseline_pre,1525,-55551.000,64783.796,1.530843,11.047,,-1,90,12169,1036,67,baseline_pre
73422,73.422,4,1004,51004,local_1400_1650,baseline_pre,1525,-55569.000,64765.796,1.530418,11.047,,-1,182,12169,1036,67,baseline_pre
73514,73.514,4,1004,51004,local_1400_1650,baseline_pre,1525,-55858.000,64476.796,1.523589,11.047,,-1,274,12169,1036,67,baseline_pre
73606,73.606,4,1004,51004,local_1400_1650,baseline_pre,1525,-55755.000,64579.796,1.526022,11.047,,-1,365,12169,1036,67,baseline_pre
73701,73.701,4,1004,51004,local_1400_1650,baseline_pre,1525,-55816.000,64518.796,1.524581,11.047,,-1,461,12175,1036,67,baseline_pre
73789,73.789,4,1004,51004,local_1400_1650,baseline_pre,1525,-55885.000,64449.796,1.522950,11.047,,-1,549,12175,1036,67,baseline_pre
73881,73.881,4,1004,51004,local_1400_1650,baseline_pre,1525,-55764.000,64570.796,1.525810,11.047,,-1,641,12175,1036,67,baseline_pre
73973,73.973,4,1004,51004,local_1400_1650,settle,1525,-55805.000,64529.796,1.524841,11.047,,-1,733,12175,1036,67,settle
74065,74.065,4,1004,51004,local_1400_1650,settle,1525,-55771.000,64563.796,1.525644,11.047,,-1,825,12175,1036,67,settle
74159,74.159,4,1004,51004,local_1400_1650,settle,1525,-55836.000,64498.796,1.524108,11.047,,-1,919,12176,1036,67,settle
74254,74.254,4,1004,51004,local_1400_1650,settle,1525,-55824.000,64510.796,1.524392,11.04,,-1,1,12185,1037,67,settle
74342,74.342,4,1004,51004,local_1400_1650,settle,1525,-55783.000,64551.796,1.525361,11.04,,-1,89,12187,1037,67,settle
74434,74.434,4,1004,51004,local_1400_1650,settle,1525,-55833.000,64501.796,1.524179,11.04,,-1,181,12187,1037,67,settle
74526,74.526,4,1004,51004,local_1400_1650,settle,1525,-55986.000,64348.796,1.520564,11.04,,-1,273,12187,1037,67,settle
74618,74.618,4,1004,51004,local_1400_1650,settle,1525,-56090.000,64244.796,1.518106,11.04,,-1,365,12187,1037,67,settle
74713,74.713,4,1004,51004,local_1400_1650,settle,1525,-56300.000,64034.796,1.513144,11.04,,-1,460,12193,1037,67,settle
74801,74.801,4,1004,51004,local_1400_1650,settle,1525,-56426.000,63908.796,1.510167,11.04,,-1,548,12193,1037,67,settle
74893,74.893,4,1004,51004,local_1400_1650,settle,1525,-56599.000,63735.796,1.506079,11.04,,-1,640,12193,1037,67,settle
74986,74.986,4,1004,51004,local_1400_1650,settle,1525,-57182.000,63152.796,1.492302,11.04,,-1,733,12193,1037,67,settle
75078,75.078,4,1004,51004,local_1400_1650,settle,1525,-57379.000,62955.796,1.487647,11.04,,-1,825,12193,1037,67,settle
75172,75.172,4,1004,51004,local_1400_1650,settle,1525,-57234.000,63100.796,1.491074,11.04,,-1,918,12196,1037,67,settle
75265,75.265,4,1004,51004,local_1400_1650,settle,1525,-57321.000,63013.796,1.489018,11.041,,-1,2,12205,1038,67,settle
75354,75.354,4,1004,51004,local_1400_1650,settle,1525,-57020.000,63314.796,1.496130,11.041,,-1,91,12205,1038,67,settle
75445,75.445,4,1004,51004,local_1400_1650,settle,1525,-57231.000,63103.796,1.491144,11.041,,-1,182,12205,1038,67,settle
75537,75.537,4,1004,51004,local_1400_1650,settle,1525,-57194.000,63140.796,1.492019,11.041,,-1,274,12205,1038,67,settle
75629,75.629,4,1004,51004,local_1400_1650,settle,1525,-56944.000,63390.796,1.497926,11.041,,-1,366,12205,1038,67,settle
75725,75.725,4,1004,51004,local_1400_1650,settle,1525,-56658.000,63676.796,1.504684,11.042,,-1,2,12211,1039,67,settle
75814,75.814,4,1004,51004,local_1400_1650,settle,1525,-56668.000,63666.796,1.504448,11.042,,-1,91,12211,1039,67,settle
75906,75.906,4,1004,51004,local_1400_1650,settle,1525,-56734.000,63600.796,1.502889,11.042,,-1,183,12211,1039,67,settle
75998,75.998,4,1004,51004,local_1400_1650,settle,1525,-56633.000,63701.796,1.505275,11.042,,-1,275,12211,1039,67,settle
76089,76.089,4,1004,51004,local_1400_1650,settle,1525,-56719.000,63615.796,1.503243,11.042,,-1,366,12211,1039,67,settle
76185,76.185,4,1004,51004,local_1400_1650,settle,1525,-56662.000,63672.796,1.504590,11.042,,-1,462,12217,1039,67,settle
76276,76.276,4,1004,51004,local_1400_1650,settle,1525,-56406.000,63928.796,1.510639,11.04,,-1,83,12223,1040,67,settle
76365,76.365,4,1004,51004,local_1400_1650,settle,1525,-56023.000,64311.796,1.519690,11.04,,-1,173,12223,1040,67,settle
76457,76.457,4,1004,51004,local_1400_1650,settle,1525,-56111.000,64223.796,1.517610,11.04,,-1,265,12223,1040,67,settle
76549,76.549,4,1004,51004,local_1400_1650,settle,1525,-56195.000,64139.796,1.515625,11.04,,-1,357,12223,1040,67,settle
76642,76.642,4,1004,51004,local_1400_1650,settle,1525,-56126.000,64208.796,1.517256,11.04,,-1,450,12223,1040,67,settle
76736,76.736,4,1004,51004,local_1400_1650,settle,1525,-56260.000,64074.796,1.514089,11.045,,-1,2,12229,1041,67,settle
76825,76.825,4,1004,51004,local_1400_1650,settle,1525,-56393.000,63941.796,1.510946,11.045,,-1,91,12229,1041,67,settle
76917,76.917,4,1004,51004,local_1400_1650,settle,1525,-56505.000,63829.796,1.508300,11.045,,-1,183,12229,1041,67,settle
77010,77.010,4,1004,51004,local_1400_1650,0,1400,-56662.000,63672.796,1.504590,11.045,,-1,276,12229,1041,67,prbs
77102,77.102,4,1004,51004,local_1400_1650,0,1400,-58485.000,61849.796,1.461512,11.045,,-1,368,12229,1041,67,prbs
77198,77.198,4,1004,51004,local_1400_1650,1,1650,-64445.000,55889.796,1.320677,11.044,,-1,1,12237,1042,67,prbs
77285,77.285,4,1004,51004,local_1400_1650,1,1650,-65027.000,55307.796,1.306925,11.044,,-1,88,12241,1042,67,prbs
77377,77.377,4,1004,51004,local_1400_1650,2,1400,-51354.000,68980.800,1.630018,11.044,,-1,180,12241,1042,67,prbs
77469,77.469,4,1004,51004,local_1400_1650,2,1400,-44150.000,76184.800,1.800249,11.044,,-1,272,12241,1042,67,prbs
77562,77.562,4,1004,51004,local_1400_1650,3,1400,-53084.000,67250.800,1.589138,11.044,,-1,365,12241,1042,67,prbs
77653,77.653,4,1004,51004,local_1400_1650,3,1400,-63413.000,56921.796,1.345064,11.044,,-1,456,12241,1042,67,prbs
77749,77.749,4,1004,51004,local_1400_1650,4,1650,-68836.000,51498.796,1.216918,11.101,,-1,2,12247,1043,67,prbs
