t_ms,t_s,set_index,prbs_seed,run_order_seed,run_name,segment,pwm_us,raw_count,tared_count,force_N,battery_voltage_V,battery_current_A,battery_remaining_pct,battery_age_ms,mavlink_total_packets,mavlink_sys_status_packets,mavlink_bad_frames,phase
2266,2.266,1,1001,51001,local_1400_1650,baseline_pre,1525,-51145.000,69739.560,1.647948,11.7,,-1,90,75,6,1,baseline_pre
2358,2.358,1,1001,51001,local_1400_1650,baseline_pre,1525,-51011.000,69873.560,1.651114,11.7,,-1,182,75,6,1,baseline_pre
2450,2.450,1,1001,51001,local_1400_1650,baseline_pre,1525,-51033.000,69851.560,1.650594,11.7,,-1,273,75,6,1,baseline_pre
2542,2.542,1,1001,51001,local_1400_1650,baseline_pre,1525,-50916.000,69968.560,1.653359,11.7,,-1,366,75,6,1,baseline_pre
2637,2.637,1,1001,51001,local_1400_1650,baseline_pre,1525,-50505.000,70379.560,1.663071,11.704,,-1,2,81,7,1,baseline_pre
2726,2.726,1,1001,51001,local_1400_1650,baseline_pre,1525,-50485.000,70399.560,1.663544,11.704,,-1,91,81,7,1,baseline_pre
2818,2.818,1,1001,51001,local_1400_1650,baseline_pre,1525,-50699.000,70185.560,1.658487,11.704,,-1,183,81,7,1,baseline_pre
2909,2.909,1,1001,51001,local_1400_1650,baseline_pre,1525,-50512.000,70372.560,1.662906,11.704,,-1,274,81,7,1,baseline_pre
3002,3.002,1,1001,51001,local_1400_1650,baseline_pre,1525,-50193.000,70691.560,1.670444,11.704,,-1,367,81,7,1,baseline_pre
3097,3.097,1,1001,51001,local_1400_1650,settle,1525,-50506.000,70378.560,1.663047,11.704,,-1,462,85,7,1,settle
3189,3.189,1,1001,51001,local_1400_1650,settle,1525,-50933.000,69951.560,1.652957,11.695,,-1,2,93,8,1,settle
3278,3.278,1,1001,51001,local_1400_1650,settle,1525,-50745.000,70139.560,1.657400,11.695,,-1,91,93,8,1,settle
3370,3.370,1,1001,51001,local_1400_1650,settle,1525,-50931.000,69953.560,1.653005,11.695,,-1,183,93,8,1,settle
3462,3.462,1,1001,51001,local_1400_1650,settle,1525,-51497.000,69387.560,1.639630,11.695,,-1,275,93,8,1,settle
3553,3.553,1,1001,51001,local_1400_1650,settle,1525,-51685.000,69199.560,1.635188,11.695,,-1,366,93,8,1,settle
3649,3.649,1,1001,51001,local_1400_1650,settle,1525,-51218.000,69666.560,1.646223,11.705,,-1,2,99,9,1,settle
3738,3.738,1,1001,51001,local_1400_1650,settle,1525,-51116.000,69768.560,1.648633,11.705,,-1,91,99,9,1,settle
3830,3.830,1,1001,51001,local_1400_1650,settle,1525,-51223.000,69661.560,1.646105,11.705,,-1,183,99,9,1,settle
3921,3.921,1,1001,51001,local_1400_1650,settle,1525,-50862.000,70022.560,1.654635,11.705,,-1,274,99,9,1,settle
4013,4.013,1,1001,51001,local_1400_1650,settle,1525,-50817.000,70067.560,1.655698,11.705,,-1,366,99,9,1,settle
4108,4.108,1,1001,51001,local_1400_1650,settle,1525,-51307.000,69577.560,1.644120,11.705,,-1,461,105,9,1,settle
4200,4.200,1,1001,51001,local_1400_1650,settle,1525,-51402.000,69482.560,1.641875,11.695,,-1,86,111,10,1,settle
4289,4.289,1,1001,51001,local_1400_1650,settle,1525,-51254.000,69630.560,1.645372,11.695,,-1,175,111,10,1,settle
4381,4.381,1,1001,51001,local_1400_1650,settle,1525,-51192.000,69692.560,1.646837,11.695,,-1,267,111,10,1,settle
4473,4.473,1,1001,51001,local_1400_1650,settle,1525,-51037.000,69847.560,1.650500,11.695,,-1,359,111,10,1,settle
4565,4.565,1,1001,51001,local_1400_1650,settle,1525,-51358.000,69526.560,1.642914,11.695,,-1,451,111,10,1,settle
4660,4.660,1,1001,51001,local_1400_1650,settle,1525,-51626.000,69258.560,1.636582,11.693,,-1,2,117,11,1,settle
4750,4.750,1,1001,51001,local_1400_1650,settle,1525,-51809.000,69075.560,1.632257,11.693,,-1,92,117,11,1,settle
4842,4.842,1,1001,51001,local_1400_1650,settle,1525,-51495.000,69389.560,1.639677,11.693,,-1,184,117,11,1,settle
4934,4.934,1,1001,51001,local_1400_1650,settle,1525,-51123.000,69761.560,1.648468,11.693,,-1,276,117,11,1,settle
5026,5.026,1,1001,51001,local_1400_1650,settle,1525,-50908.000,69976.560,1.653548,11.693,,-1,368,117,11,1,settle
5123,5.123,1,1001,51001,local_1400_1650,settle,1525,-50878.000,70006.560,1.654257,11.689,,-1,1,126,12,1,settle
5210,5.210,1,1001,51001,local_1400_1650,settle,1525,-51099.000,69785.560,1.649035,11.689,,-1,89,128,12,2,settle
5302,5.302,1,1001,51001,local_1400_1650,settle,1525,-51251.000,69633.560,1.645443,11.689,,-1,181,128,12,2,settle
5393,5.393,1,1001,51001,local_1400_1650,settle,1525,-51066.000,69818.560,1.649815,11.689,,-1,272,128,12,2,settle
5486,5.486,1,1001,51001,local_1400_1650,settle,1525,-50898.000,69986.560,1.653784,11.689,,-1,364,128,12,2,settle
5578,5.578,1,1001,51001,local_1400_1650,settle,1525,-50974.000,69910.560,1.651988,11.689,,-1,457,128,12,2,settle
5673,5.673,1,1001,51001,local_1400_1650,settle,1525,-51154.000,69730.560,1.647735,11.688,,-1,2,134,13,2,settle
5762,5.762,1,1001,51001,local_1400_1650,settle,1525,-51493.000,69391.560,1.639724,11.688,,-1,91,134,13,2,settle
5853,5.853,1,1001,51001,local_1400_1650,settle,1525,-51513.000,69371.560,1.639252,11.688,,-1,182,134,13,2,settle
5945,5.945,1,1001,51001,local_1400_1650,settle,1525,-51883.000,69001.560,1.630509,11.688,,-1,274,134,13,2,settle
6038,6.038,1,1001,51001,local_1400_1650,settle,1525,-51721.000,69163.560,1.634337,11.688,,-1,367,135,13,2,settle
6135,6.135,1,1001,51001,local_1400_1650,0,1400,-51228.000,69656.560,1.645986,11.69,,-1,1,143,14,2,prbs
6222,6.222,1,1001,51001,local_1400_1650,0,1400,-52989.000,67895.560,1.604374,11.69,,-1,88,145,14,2,prbs
6314,6.314,1,1001,51001,local_1400_1650,1,1650,-59270.000,61614.564,1.455954,11.69,,-1,180,145,14,2,prbs
6406,6.406,1,1001,51001,local_1400_1650,1,1650,-58935.000,61949.564,1.463870,11.69,,-1,272,145,14,2,prbs
6498,6.498,1,1001,51001,local_1400_1650,2,1650,-43890.000,76994.560,1.819384,11.69,,-1,364,145,14,2,prbs
6590,6.590,1,1001,51001,local_1400_1650,2,1650,-34489.000,86395.560,2.041530,11.69,,-1,456,145,14,2,prbs
6684,6.684,1,1001,51001,local_1400_1650,3,1400,-32005.000,88879.560,2.100226,11.69,,-1,550,151,14,2,prbs
6773,6.773,1,1001,51001,local_1400_1650,3,1400,-35182.000,85702.560,2.025154,11.69,,-1,639,151,14,2,prbs
6866,6.866,1,1001,51001,local_1400_1650,4,1650,-48085.000,72799.560,1.720256,11.69,,-1,732,151,14,2,prbs
6958,6.958,1,1001,51001,local_1400_1650,4,1650,-54598.000,66286.560,1.566353,11.69,,-1,824,151,14,2,prbs
7050,7.050,1,1001,51001,local_1400_1650,5,1400,-43697.000,77187.560,1.823944,11.69,,-1,916,152,14,2,prbs
7146,7.146,1,1001,51001,local_1400_1650,5,1400,-37208.000,83676.560,1.977279,11.743,,-1,1,160,15,2,prbs
7234,7.234,1,1001,51001,local_1400_1650,6,1650,-47151.000,73733.560,1.742326,11.743,,-1,89,162,15,2,prbs
7326,7.326,1,1001,51001,local_1400_1650,6,1650,-52869.000,68015.560,1.607210,11.743,,-1,180,162,15,2,prbs
7418,7.418,1,1001,51001,local_1400_1650,7,1400,-41434.000,79450.560,1.877419,11.743,,-1,272,162,15,2,prbs
7510,7.510,1,1001,51001,local_1400_1650,7,1400,-37888.000,82996.560,1.961211,11.743,,-1,365,162,15,2,prbs
7604,7.604,1,1001,51001,local_1400_1650,8,1650,-49169.000,71715.560,1.694641,11.743,,-1,459,165,15,2,prbs
7695,7.695,1,1001,51001,local_1400_1650,8,1650,-55441.000,65443.564,1.546433,11.743,,-1,550,168,15,2,prbs
7786,7.786,1,1001,51001,local_1400_1650,9,1400,-44147.000,76737.560,1.813311,11.743,,-1,641,168,15,2,prbs
7878,7.878,1,1001,51001,local_1400_1650,9,1400,-37624.000,83260.560,1.967449,11.743,,-1,733,168,15,2,prbs
7969,7.969,1,1001,51001,local_1400_1650,10,1400,-48004.000,72880.560,1.722170,11.743,,-1,824,168,15,2,prbs
8062,8.062,1,1001,51001,local_1400_1650,10,1400,-59815.000,61069.564,1.443075,11.743,,-1,917,169,15,2,prbs
8158,8.158,1,1001,51001,local_1400_1650,11,1650,-65898.000,54986.564,1.299334,11.738,,-1,1,177,16,2,prbs
8246,8.246,1,1001,51001,local_1400_1650,11,1650,-62452.000,58432.564,1.380763,11.738,,-1,89,179,16,2,prbs
8338,8.338,1,1001,51001,local_1400_1650,12,1650,-45140.000,75744.560,1.789846,11.738,,-1,180,179,16,2,prbs
8430,8.430,1,1001,51001,local_1400_1650,12,1650,-34871.000,86013.560,2.032503,11.738,,-1,273,179,16,2,prbs
8522,8.522,1,1001,51001,local_1400_1650,13,1650,-31954.000,88930.560,2.101432,11.738,,-1,365,179,16,2,prbs
8617,8.617,1,1001,51001,local_1400_1650,13,1650,-31275.000,89609.560,2.117476,11.738,,-1,460,185,16,2,prbs
8705,8.705,1,1001,51001,local_1400_1650,14,1400,-31311.000,89573.560,2.116626,11.738,,-1,548,185,16,2,prbs
8797,8.797,1,1001,51001,local_1400_1650,14,1400,-34151.000,86733.560,2.049516,11.738,,-1,640,185,16,2,prbs
8890,8.890,1,1001,51001,local_1400_1650,15,1650,-46621.000,74263.560,1.754850,11.738,,-1,733,185,16,2,prbs
8982,8.982,1,1001,51001,local_1400_1650,15,1650,-53399.000,67485.560,1.594686,11.738,,-1,825,185,16,2,prbs
9074,9.074,1,1001,51001,local_1400_1650,16,1400,-42263.000,78621.560,1.857830,11.738,,-1,917,186,16,2,prbs
9171,9.171,1,1001,51001,local_1400_1650,16,1400,-37778.000,83106.560,1.963810,11.716,,-1,1,196,17,2,prbs
9258,9.258,1,1001,51001,local_1400_1650,17,1650,-48832.000,72052.560,1.702604,11.716,,-1,88,196,17,2,prbs
9350,9.350,1,1001,51001,local_1400_1650,17,1650,-56182.000,64702.564,1.528923,11.716,,-1,181,196,17,2,prbs
9442,9.442,1,1001,51001,local_1400_1650,18,1400,-45528.000,75356.560,1.780678,11.716,,-1,273,196,17,2,prbs
9534,9.534,1,1001,51001,local_1400_1650,18,1400,-38187.000,82697.560,1.954146,11.716,,-1,364,196,17,2,prbs
9629,9.629,1,1001,51001,local_1400_1650,19,1650,-47401.000,73483.560,1.736419,11.716,,-1,460,202,17,2,prbs
9718,9.718,1,1001,51001,local_1400_1650,19,1650,-53991.000,66893.560,1.580697,11.716,,-1,549,202,17,2,prbs
9810,9.810,1,1001,51001,local_1400_1650,20,1650,-43198.000,77686.560,1.835736,11.716,,-1,641,202,17,2,prbs
9901,9.901,1,1001,51001,local_1400_1650,20,1650,-34061.000,86823.560,2.051643,11.716,,-1,732,202,17,2,prbs
9993,9.993,1,1001,51001,local_1400_1650,21,1650,-31262.000,89622.560,2.117784,11.716,,-1,824,202,17,2,prbs
10088,10.088,1,1001,51001,local_1400_1650,21,1650,-30906.000,89978.560,2.126196,11.716,,-1,919,204,17,2,prbs
10181,10.181,1,1001,51001,local_1400_1650,22,1400,-31038.000,89846.560,2.123077,11.607,,-1,2,214,18,2,prbs
10269,10.269,1,1001,51001,local_1400_1650,22,1400,-35178.000,85706.560,2.025248,11.607,,-1,90,214,18,2,prbs
10362,10.362,1,1001,51001,local_1400_1650,23,1400,-48454.000,72430.560,1.711536,11.607,,-1,183,214,18,2,prbs
10454,10.454,1,1001,51001,local_1400_1650,23,1400,-59496.000,61388.564,1.450613,11.607,,-1,275,214,18,2,prbs
10546,10.546,1,1001,51001,local_1400_1650,24,1400,-65861.000,55023.564,1.300208,11.607,,-1,367,214,18,2,prbs
10641,10.641,1,1001,51001,local_1400_1650,24,1400,-69173.000,51711.564,1.221946,11.731,,-1,2,220,19,2,prbs
10730,10.730,1,1001,51001,local_1400_1650,25,1650,-70655.000,50229.564,1.186926,11.731,,-1,91,220,19,2,prbs
10821,10.821,1,1001,51001,local_1400_1650,25,1650,-65381.000,55503.564,1.311551,11.731,,-1,182,220,19,2,prbs
10915,10.915,1,1001,51001,local_1400_1650,26,1400,-46806.000,74078.560,1.750478,11.731,,-1,275,221,19,2,prbs
11005,11.005,1,1001,51001,local_1400_1650,26,1400,-39295.000,81589.560,1.927964,11.731,,-1,366,221,19,2,prbs
11100,11.100,1,1001,51001,local_1400_1650,27,1400,-49387.000,71497.560,1.689489,11.731,,-1,461,226,19,2,prbs
11192,11.192,1,1001,51001,local_1400_1650,27,1400,-60661.000,60223.564,1.423084,11.741,,-1,2,233,20,2,prbs
11281,11.281,1,1001,51001,local_1400_1650,28,1400,-66534.000,54350.564,1.284305,11.741,,-1,91,233,20,2,prbs
11374,11.374,1,1001,51001,local_1400_1650,28,1400,-69430.000,51454.564,1.215873,11.741,,-1,184,233,20,2,prbs
11466,11.466,1,1001,51001,local_1400_1650,29,1650,-70854.000,50030.564,1.182224,11.741,,-1,276,233,20,2,prbs
11557,11.557,1,1001,51001,local_1400_1650,29,1650,-65532.000,55352.564,1.307983,11.741,,-1,367,233,20,2,prbs
11653,11.653,1,1001,51001,local_1400_1650,30,1400,-46751.000,74133.560,1.751778,11.584,,-1,2,239,21,2,prbs
11741,11.741,1,1001,51001,local_1400_1650,30,1400,-38113.000,82771.560,1.955894,11.584,,-1,90,239,21,2,prbs
11834,11.834,1,1001,51001,local_1400_1650,31,1650,-47748.000,73136.560,1.728219,11.584,,-1,183,239,21,2,prbs
11926,11.926,1,1001,51001,local_1400_1650,31,1650,-53334.000,67550.560,1.596222,11.584,,-1,275,239,21,2,prbs
12017,12.017,1,1001,51001,local_1400_1650,32,1400,-41639.000,79245.560,1.872575,11.584,,-1,366,239,21,2,prbs
12113,12.113,1,1001,51001,local_1400_1650,32,1400,-37342.000,83542.560,1.974113,11.74,,-1,0,246,22,2,prbs
12203,12.203,1,1001,51001,local_1400_1650,33,1650,-48674.000,72210.560,1.706338,11.74,,-1,90,251,22,2,prbs
12293,12.293,1,1001,51001,local_1400_1650,33,1650,-55163.000,65721.560,1.553002,11.74,,-1,180,251,22,2,prbs
12386,12.386,1,1001,51001,local_1400_1650,34,1650,-43530.000,77354.560,1.827890,11.74,,-1,273,251,22,2,prbs
12478,12.478,1,1001,51001,local_1400_1650,34,1650,-33738.000,87146.560,2.059276,11.74,,-1,365,251,22,2,prbs
12569,12.569,1,1001,51001,local_1400_1650,35,1650,-30746.000,90138.560,2.129977,11.74,,-1,456,251,22,2,prbs
12664,12.664,1,1001,51001,local_1400_1650,35,1650,-29554.000,91330.560,2.158144,11.606,,-1,2,257,23,2,prbs
12754,12.754,1,1001,51001,local_1400_1650,36,1400,-29750.000,91134.560,2.153512,11.606,,-1,92,257,23,2,prbs
12846,12.846,1,1001,51001,local_1400_1650,36,1400,-33883.000,87001.560,2.055849,11.606,,-1,184,257,23,2,prbs
12937,12.937,1,1001,51001,local_1400_1650,37,1650,-46975.000,73909.560,1.746485,11.606,,-1,275,257,23,2,prbs
13029,13.029,1,1001,51001,local_1400_1650,37,1650,-52455.000,68429.560,1.616992,11.606,,-1,367,257,23,2,prbs
13126,13.126,1,1001,51001,local_1400_1650,38,1650,-41132.000,79752.560,1.884555,11.613,,-1,1,266,24,2,prbs
13214,13.214,1,1001,51001,local_1400_1650,38,1650,-33921.000,86963.560,2.054952,11.613,,-1,89,268,24,2,prbs
13305,13.305,1,1001,51001,local_1400_1650,39,1650,-31665.000,89219.560,2.108261,11.613,,-1,180,268,24,2,prbs
13398,13.398,1,1001,51001,local_1400_1650,39,1650,-30724.000,90160.560,2.130496,11.613,,-1,273,268,24,2,prbs
13489,13.489,1,1001,51001,local_1400_1650,40,1400,-30228.000,90656.560,2.142217,11.613,,-1,364,268,24,2,prbs
13581,13.581,1,1001,51001,local_1400_1650,40,1400,-33546.000,87338.560,2.063813,11.613,,-1,456,268,24,2,prbs
13677,13.677,1,1001,51001,local_1400_1650,41,1400,-46758.000,74126.560,1.751613,11.743,,-1,2,274,25,2,prbs
13766,13.766,1,1001,51001,local_1400_1650,41,1400,-59352.000,61532.564,1.454016,11.743,,-1,91,274,25,2,prbs
13857,13.857,1,1001,51001,local_1400_1650,42,1650,-65452.000,55432.564,1.309873,11.743,,-1,182,274,25,2,prbs
13950,13.950,1,1001,51001,local_1400_1650,42,1650,-61336.000,59548.564,1.407134,11.743,,-1,275,274,25,2,prbs
14042,14.042,1,1001,51001,local_1400_1650,43,1650,-43965.000,76919.560,1.817611,11.743,,-1,367,275,25,2,prbs
14138,14.138,1,1001,51001,local_1400_1650,43,1650,-34091.000,86793.560,2.050934,11.604,,-1,1,283,26,2,prbs
14226,14.226,1,1001,51001,local_1400_1650,44,1650,-31503.000,89381.560,2.112089,11.604,,-1,88,285,26,2,prbs
14317,14.317,1,1001,51001,local_1400_1650,44,1650,-31421.000,89463.560,2.114026,11.604,,-1,180,285,26,2,prbs
14409,14.409,1,1001,51001,local_1400_1650,45,1650,-31520.000,89364.560,2.111687,11.604,,-1,272,285,26,2,prbs
14502,14.502,1,1001,51001,local_1400_1650,45,1650,-31727.000,89157.560,2.106796,11.604,,-1,365,285,26,2,prbs
14595,14.595,1,1001,51001,local_1400_1650,46,1400,-31520.000,89364.560,2.111687,11.604,,-1,458,286,26,2,prbs
14687,14.687,1,1001,51001,local_1400_1650,46,1400,-34673.000,86211.560,2.037182,11.604,,-1,550,291,26,2,prbs
14777,14.777,1,1001,51001,local_1400_1650,47,1650,-47300.000,73584.560,1.738805,11.604,,-1,640,291,26,2,prbs
14869,14.869,1,1001,51001,local_1400_1650,47,1650,-53076.000,67808.560,1.602318,11.604,,-1,732,291,26,2,prbs
14962,14.962,1,1001,51001,local_1400_1650,48,1400,-41647.000,79237.560,1.872386,11.604,,-1,825,291,26,2,prbs
15054,15.054,1,1001,51001,local_1400_1650,48,1400,-38175.000,82709.560,1.954429,11.604,,-1,917,292,26,2,prbs
15161,15.161,1,1001,51001,local_1400_1650,49,1400,-49777.000,71107.560,1.680274,11.739,,-1,1,300,27,2,prbs
15237,15.237,1,1001,51001,local_1400_1650,49,1400,-60446.000,60438.564,1.428165,11.739,,-1,77,302,27,2,prbs
15329,15.329,1,1001,51001,local_1400_1650,50,1400,-65832.000,55052.564,1.300894,11.739,,-1,169,302,27,2,prbs
15421,15.421,1,1001,51001,local_1400_1650,50,1400,-68287.000,52597.564,1.242882,11.739,,-1,261,302,27,2,prbs
15513,15.513,1,1001,51001,local_1400_1650,51,1650,-69317.000,51567.564,1.218543,11.739,,-1,353,302,27,2,prbs
15608,15.608,1,1001,51001,local_1400_1650,51,1650,-63752.000,57132.564,1.350044,11.739,,-1,447,306,27,2,prbs
15697,15.697,1,1001,51001,local_1400_1650,52,1650,-45037.000,75847.560,1.792280,11.739,,-1,537,308,27,2,prbs
15789,15.789,1,1001,51001,local_1400_1650,52,1650,-34371.000,86513.560,2.044318,11.739,,-1,629,308,27,2,prbs
15881,15.881,1,1001,51001,local_1400_1650,53,1400,-32842.000,88042.560,2.080448,11.739,,-1,721,308,27,2,prbs
15973,15.973,1,1001,51001,local_1400_1650,53,1400,-36361.000,84523.560,1.997294,11.739,,-1,813,308,27,2,prbs
16066,16.066,1,1001,51001,local_1400_1650,54,1650,-48574.000,72310.560,1.708701,11.739,,-1,906,309,27,2,prbs
16162,16.162,1,1001,51001,local_1400_1650,54,1650,-54414.000,66470.560,1.570701,11.578,,-1,1,316,28,2,prbs
16249,16.249,1,1001,51001,local_1400_1650,55,1400,-42129.000,78755.560,1.860996,11.578,,-1,88,318,28,2,prbs
16341,16.341,1,1001,51001,local_1400_1650,55,1400,-36101.000,84783.560,2.003438,11.578,,-1,180,318,28,2,prbs
16434,16.434,1,1001,51001,local_1400_1650,56,1400,-46975.000,73909.560,1.746485,11.578,,-1,273,318,28,2,prbs
16525,16.525,1,1001,51001,local_1400_1650,56,1400,-58690.000,62194.564,1.469659,11.578,,-1,364,318,28,2,prbs
16620,16.620,1,1001,51001,local_1400_1650,57,1650,-64222.000,56662.564,1.338938,11.578,,-1,459,324,28,2,prbs
16710,16.710,1,1001,51001,local_1400_1650,57,1650,-59956.000,60928.564,1.439744,11.578,,-1,549,324,28,2,prbs
16801,16.801,1,1001,51001,local_1400_1650,58,1650,-42316.000,78568.560,1.856577,11.578,,-1,640,324,28,2,prbs
16894,16.894,1,1001,51001,local_1400_1650,58,1650,-32687.000,88197.560,2.084111,11.578,,-1,733,324,28,2,prbs
16986,16.986,1,1001,51001,local_1400_1650,59,1650,-30822.000,90062.560,2.128181,11.578,,-1,825,324,28,2,prbs
17078,17.078,1,1001,51001,local_1400_1650,59,1650,-30062.000,90822.560,2.146140,11.578,,-1,917,325,28,2,prbs
17174,17.174,1,1001,51001,local_1400_1650,60,1400,-29425.000,91459.560,2.161192,11.595,,-1,1,335,29,2,prbs
17261,17.261,1,1001,51001,local_1400_1650,60,1400,-33624.000,87260.560,2.061970,11.595,,-1,89,336,29,2,prbs
17353,17.353,1,1001,51001,local_1400_1650,61,1650,-46484.000,74400.560,1.758087,11.595,,-1,181,336,29,2,prbs
17445,17.445,1,1001,51001,local_1400_1650,61,1650,-52214.000,68670.560,1.622687,11.595,,-1,273,336,29,2,prbs
17538,17.538,1,1001,51001,local_1400_1650,62,1650,-41211.000,79673.560,1.882688,11.595,,-1,366,336,29,2,prbs
17632,17.632,1,1001,51001,local_1400_1650,62,1650,-33366.000,87518.560,2.068066,11.596,,-1,2,342,30,2,prbs
17721,17.721,1,1001,51001,local_1400_1650,63,1400,-31299.000,89585.560,2.116909,11.596,,-1,91,342,30,2,prbs
17814,17.814,1,1001,51001,local_1400_1650,63,1400,-33368.000,87516.560,2.068019,11.596,,-1,184,342,30,2,prbs
17905,17.905,1,1001,51001,local_1400_1650,64,1400,-45520.000,75364.560,1.780867,11.596,,-1,275,342,30,2,prbs
17997,17.997,1,1001,51001,local_1400_1650,64,1400,-58092.000,62792.564,1.483790,11.596,,-1,367,342,30,2,prbs
18092,18.092,1,1001,51001,local_1400_1650,65,1650,-64686.000,56198.564,1.327974,11.596,,-1,462,345,30,2,prbs
18184,18.184,1,1001,51001,local_1400_1650,65,1650,-61725.000,59159.564,1.397942,11.593,,-1,2,354,31,2,prbs
18273,18.273,1,1001,51001,local_1400_1650,66,1400,-44523.000,76361.560,1.804426,11.593,,-1,91,354,31,2,prbs
18365,18.365,1,1001,51001,local_1400_1650,66,1400,-37353.000,83531.560,1.973853,11.593,,-1,183,354,31,2,prbs
18458,18.458,1,1001,51001,local_1400_1650,67,1650,-47865.000,73019.560,1.725454,11.593,,-1,276,354,31,2,prbs
18550,18.550,1,1001,51001,local_1400_1650,67,1650,-53020.000,67864.560,1.603642,11.593,,-1,368,354,31,2,prbs
18644,18.644,1,1001,51001,local_1400_1650,68,1650,-41314.000,79570.560,1.880255,11.585,,-1,2,360,32,2,prbs
18733,18.733,1,1001,51001,local_1400_1650,68,1650,-33188.000,87696.560,2.072272,11.585,,-1,91,360,32,2,prbs
18826,18.826,1,1001,51001,local_1400_1650,69,1650,-31218.000,89666.560,2.118823,11.585,,-1,184,360,32,2,prbs
18918,18.918,1,1001,51001,local_1400_1650,69,1650,-30951.000,89933.560,2.125132,11.585,,-1,276,360,32,2,prbs
19009,19.009,1,1001,51001,local_1400_1650,70,1400,-31055.000,89829.560,2.122675,11.585,,-1,367,360,32,2,prbs
19104,19.104,1,1001,51001,local_1400_1650,70,1400,-34288.000,86596.560,2.046279,11.585,,-1,462,366,32,2,prbs
19195,19.195,1,1001,51001,local_1400_1650,71,1650,-46970.000,73914.560,1.746603,11.73,,-1,85,372,33,2,prbs
19285,19.285,1,1001,51001,local_1400_1650,71,1650,-52653.000,68231.560,1.612314,11.73,,-1,175,372,33,2,prbs
